Stát;Ukazatel;Kumulace měsíců;Směr výstavby;value
Česko;Počet vydaných stavebních povolení - budovy;březen 2006;Nová výstavba;4726
Česko;Počet vydaných stavebních povolení - budovy;březen 2006;Změny dokončených staveb;8943
Česko;Počet vydaných stavebních povolení - budovy;únor 2006;Celkem;8507
Česko;Počet vydaných stavebních povolení - budovy;únor 2006;Nová výstavba;2921
Česko;Počet vydaných stavebních povolení - budovy;únor 2006;Změny dokončených staveb;5586
Česko;Počet vydaných stavebních povolení - budovy;leden 2006;Celkem;4371
Česko;Počet vydaných stavebních povolení - budovy;leden 2006;Nová výstavba;1503
Česko;Počet vydaných stavebních povolení - budovy;leden 2006;Změny dokončených staveb;2868
Česko;Počet vydaných stavebních povolení - budovy;prosinec 2005;Celkem;73642
Česko;Počet vydaných stavebních povolení - budovy;prosinec 2005;Nová výstavba;26714
Česko;Počet vydaných stavebních povolení - budovy;prosinec 2005;Změny dokončených staveb;46928
Česko;Počet vydaných stavebních povolení - budovy;listopad 2005;Celkem;68054
Česko;Počet vydaných stavebních povolení - budovy;listopad 2005;Nová výstavba;24725
Česko;Počet vydaných stavebních povolení - budovy;listopad 2005;Změny dokončených staveb;43329
Česko;Počet vydaných stavebních povolení - budovy;říjen 2005;Celkem;62471
Česko;Počet vydaných stavebních povolení - budovy;říjen 2005;Nová výstavba;22780
Česko;Počet vydaných stavebních povolení - budovy;říjen 2005;Změny dokončených staveb;39691
Česko;Počet vydaných stavebních povolení - budovy;září 2005;Celkem;56152
Česko;Počet vydaných stavebních povolení - budovy;září 2005;Nová výstavba;20264
Česko;Počet vydaných stavebních povolení - budovy;září 2005;Změny dokončených staveb;35888
Česko;Počet vydaných stavebních povolení - budovy;srpen 2005;Celkem;49015
Česko;Počet vydaných stavebních povolení - budovy;srpen 2005;Nová výstavba;17465
Česko;Počet vydaných stavebních povolení - budovy;srpen 2005;Změny dokončených staveb;31550
Česko;Počet vydaných stavebních povolení - budovy;červenec 2005;Celkem;41561
Česko;Počet vydaných stavebních povolení - budovy;červenec 2005;Nová výstavba;14590
Česko;Počet vydaných stavebních povolení - budovy;červenec 2005;Změny dokončených staveb;26971
Česko;Počet vydaných stavebních povolení - budovy;červen 2005;Celkem;35112
Česko;Počet vydaných stavebních povolení - budovy;červen 2005;Nová výstavba;12157
Česko;Počet vydaných stavebních povolení - budovy;červen 2005;Změny dokončených staveb;22955
Česko;Počet vydaných stavebních povolení - budovy;květen 2005;Celkem;27787
Česko;Počet vydaných stavebních povolení - budovy;květen 2005;Nová výstavba;9547
Česko;Počet vydaných stavebních povolení - budovy;květen 2005;Změny dokončených staveb;18240
Česko;Počet vydaných stavebních povolení - budovy;duben 2005;Celkem;20550
Česko;Počet vydaných stavebních povolení - budovy;duben 2005;Nová výstavba;7016
Česko;Počet vydaných stavebních povolení - budovy;duben 2005;Změny dokončených staveb;13534
Česko;Počet vydaných stavebních povolení - budovy;březen 2005;Celkem;14473
Česko;Počet vydaných stavebních povolení - budovy;březen 2005;Nová výstavba;4862
Česko;Počet vydaných stavebních povolení - budovy;březen 2005;Změny dokončených staveb;9611
Česko;Počet vydaných stavebních povolení - budovy;únor 2005;Celkem;8568
Česko;Počet vydaných stavebních povolení - budovy;únor 2005;Nová výstavba;2833
Česko;Počet vydaných stavebních povolení - budovy;únor 2005;Změny dokončených staveb;5735
Česko;Počet vydaných stavebních povolení - budovy;leden 2005;Celkem;4240
Česko;Počet vydaných stavebních povolení - budovy;leden 2005;Nová výstavba;1389
Česko;Počet vydaných stavebních povolení - budovy;leden 2005;Změny dokončených staveb;2851
