Území;Ukazatel;Očištění;Typ indexu;CZ-NACE;Čtvrtletí;value
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;2. čtvrtletí 2011;108.7870251403
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;1. čtvrtletí 2011;113.7053615035
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;4. čtvrtletí 2010;111.3282652412
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;3. čtvrtletí 2010;111.6718275098
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;2. čtvrtletí 2010;109.1164376668
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;1. čtvrtletí 2010;106.0905761192
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;4. čtvrtletí 2009;95.6950032878
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;3. čtvrtletí 2009;87.2693899414
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;2. čtvrtletí 2009;81.0228937739
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;1. čtvrtletí 2009;78.2070140405
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;4. čtvrtletí 2008;88.8948888477
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;3. čtvrtletí 2008;97.6751342959
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;2. čtvrtletí 2008;102.8974624325
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;1. čtvrtletí 2008;102.7317426411
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;4. čtvrtletí 2007;107.4525904659
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;3. čtvrtletí 2007;110.4995048321
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;2. čtvrtletí 2007;112.2781690515
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;1. čtvrtletí 2007;119.5491690014
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;4. čtvrtletí 2006;108.989712205
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;3. čtvrtletí 2006;107.6582641343
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;2. čtvrtletí 2006;110.4275382483
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;1. čtvrtletí 2006;110.0050244495
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;4. čtvrtletí 2005;106.9153773888
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;3. čtvrtletí 2005;105.5164889677
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;2. čtvrtletí 2005;103.077928105
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;1. čtvrtletí 2005;102.7755150736
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;4. čtvrtletí 2004;109.3822696125
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;3. čtvrtletí 2004;112.2017897374
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;2. čtvrtletí 2004;113.2865379103
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;1. čtvrtletí 2004;113.3121920865
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;4. čtvrtletí 2003;102.9095289521
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;3. čtvrtletí 2003;103.9408133682
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;2. čtvrtletí 2003;102.020690459
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;1. čtvrtletí 2003;102.4825404601
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;4. čtvrtletí 2002;106.4596976418
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;3. čtvrtletí 2002;100.9848052929
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;2. čtvrtletí 2002;100.8578238507
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;1. čtvrtletí 2002;99.3311586939
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;4. čtvrtletí 2001;102.921684974
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;3. čtvrtletí 2001;106.6345622779
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;2. čtvrtletí 2001;110.0665758044
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;1. čtvrtletí 2001;115.9486114473
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;4. čtvrtletí 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;3. čtvrtletí 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;2. čtvrtletí 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Zpracovatelský průmysl;1. čtvrtletí 2000;
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2025;110.381042108
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2024;98.33523378
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2024;102.3600721602
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2024;99.5830081264
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2024;95.0288657048
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2023;92.8133488462
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2023;85.6628522453
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2023;85.2912278656
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2023;90.4510956975
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2022;89.3055174173
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2022;103.2947992465
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2022;102.7987421503
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2022;98.3618571901
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2021;107.1868011156
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2021;100.1391187903
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2021;102.9629498037
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2021;104.5909774747
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2020;95.7356868217
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2020;97.3329584043
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2020;87.0451381687
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2020;93.2506670723
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2019;98.4223500201
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2019;96.0228541915
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2019;102.6000570358
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2019;101.4117534853
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2018;103.3831521675
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2018;107.7992140501
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2018;98.9973619679
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2018;96.8887399079
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2017;105.649745018
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2017;108.8791073449
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2017;99.3675051393
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2017;105.2292553055
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2016;107.1764493314
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2016;97.7870255489
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2016;103.633911879
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2016;95.7256308634
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2015;92.104124611
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2015;95.3188018941
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2015;98.4970261176
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2015;102.607943822
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2014;95.8690612008
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2014;98.6209901606
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2014;97.7158274758
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2014;96.3496592195
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2013;104.0261269943
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2013;97.2486169792
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2013;96.0084754009
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2013;96.4301754997
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2012;92.299105696
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2012;100.8241005854
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2012;104.0153100404
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2012;101.9393904838
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2011;102.223805219
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2011;94.9023094272
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2011;100.3721274512
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2011;96.2436007094
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2010;102.8064330288
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2010;108.1638461916
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2010;105.3867135254
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2010;103.3080663515
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2009;100.3256841718
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2009;98.7081374709
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2009;91.8418660405
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2009;93.8058630196
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2008;86.7981844452
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2008;93.5778131097
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2008;99.0829359442
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2008;102.8167971745
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2007;109.7853772107
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2007;104.1377982694
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2007;102.8744568727
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2007;92.1560574457
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2006;99.7862790267
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2006;104.899270532
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2006;101.3921537849
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2006;106.1936670248
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2005;97.542453663
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2005;95.9784754778
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2005;99.7253926519
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2005;98.6966009061
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2004;98.4237074546
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2004;102.6773883859
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2004;101.2740685106
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2004;102.0265169774
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2003;105.9697534862
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2003;106.0831065083
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2003;110.0640639834
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;1. čtvrtletí 2003;111.0769117446
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;4. čtvrtletí 2002;103.5177209624
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;3. čtvrtletí 2002;113.4015927512
Česko;Index průmyslové produkce;Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy;Meziroční index;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2. čtvrtletí 2002;98.1937335117
