Území,Měsíce,Ukazatel,value
Česko,červen 2024,"Vývoz (v mil. Kč, FOB)",390305.388552
Česko,červen 2024,"Dovoz (v mil. Kč, CIF)",359167.347352
Česko,červen 2024,Bilance (v mil. Kč),31138.0412
Česko,červen 2024,Vývoz (meziroční index),96.9776780654
Česko,červen 2024,Dovoz (meziroční index),93.422414308
Česko,květen 2024,"Vývoz (v mil. Kč, FOB)",382554.924101
Česko,květen 2024,"Dovoz (v mil. Kč, CIF)",372006.409688
Česko,květen 2024,Bilance (v mil. Kč),10548.514413
Česko,květen 2024,Vývoz (meziroční index),99.7251907397
Česko,květen 2024,Dovoz (meziroční index),99.4145172053
Česko,duben 2024,"Vývoz (v mil. Kč, FOB)",413571.658732
Česko,duben 2024,"Dovoz (v mil. Kč, CIF)",384269.673327
Česko,duben 2024,Bilance (v mil. Kč),29301.985405
Česko,duben 2024,Vývoz (meziroční index),119.1546272145
Česko,duben 2024,Dovoz (meziroční index),113.5772538268
Česko,březen 2024,"Vývoz (v mil. Kč, FOB)",406979.624028
Česko,březen 2024,"Dovoz (v mil. Kč, CIF)",366955.407383
Česko,březen 2024,Bilance (v mil. Kč),40024.216645
Česko,březen 2024,Vývoz (meziroční index),96.4925372724
Česko,březen 2024,Dovoz (meziroční index),90.7319811417
Česko,únor 2024,"Vývoz (v mil. Kč, FOB)",394845.245053
Česko,únor 2024,"Dovoz (v mil. Kč, CIF)",359841.611593
Česko,únor 2024,Bilance (v mil. Kč),35003.63346
Česko,únor 2024,Vývoz (meziroční index),109.5567800888
Česko,únor 2024,Dovoz (meziroční index),104.3159754739
Česko,leden 2024,"Vývoz (v mil. Kč, FOB)",353590.716541
Česko,leden 2024,"Dovoz (v mil. Kč, CIF)",346335.648807
Česko,leden 2024,Bilance (v mil. Kč),7255.067734
Česko,leden 2024,Vývoz (meziroční index),94.481082368
Česko,leden 2024,Dovoz (meziroční index),94.5902720287
Česko,prosinec 2023,"Vývoz (v mil. Kč, FOB)",311353.339695
Česko,prosinec 2023,"Dovoz (v mil. Kč, CIF)",306728.478246
Česko,prosinec 2023,Bilance (v mil. Kč),4624.861449
Česko,prosinec 2023,Vývoz (meziroční index),90.9020973275
Česko,prosinec 2023,Dovoz (meziroční index),88.9214128244
Česko,listopad 2023,"Vývoz (v mil. Kč, FOB)",406687.320783
Česko,listopad 2023,"Dovoz (v mil. Kč, CIF)",378921.192784
Česko,listopad 2023,Bilance (v mil. Kč),27766.127999
Česko,listopad 2023,Vývoz (meziroční index),98.1492171913
Česko,listopad 2023,Dovoz (meziroční index),85.9656407293
Česko,říjen 2023,"Vývoz (v mil. Kč, FOB)",414880.264771
Česko,říjen 2023,"Dovoz (v mil. Kč, CIF)",400611.205161
Česko,říjen 2023,Bilance (v mil. Kč),14269.05961
Česko,říjen 2023,Vývoz (meziroční index),106.5886904145
Česko,říjen 2023,Dovoz (meziroční index),96.5281761378
Česko,září 2023,"Vývoz (v mil. Kč, FOB)",369973.698934
Česko,září 2023,"Dovoz (v mil. Kč, CIF)",358522.554171
Česko,září 2023,Bilance (v mil. Kč),11451.144763
Česko,září 2023,Vývoz (meziroční index),91.0082104853
Česko,září 2023,Dovoz (meziroční index),85.5461436384
Česko,srpen 2023,"Vývoz (v mil. Kč, FOB)",332826.956322
Česko,srpen 2023,"Dovoz (v mil. Kč, CIF)",339289.916227
Česko,srpen 2023,Bilance (v mil. Kč),-6462.959905
Česko,srpen 2023,Vývoz (meziroční index),93.7678366047
Česko,srpen 2023,Dovoz (meziroční index),88.3091984898
Česko,červenec 2023,"Vývoz (v mil. Kč, FOB)",317134.464159
Česko,červenec 2023,"Dovoz (v mil. Kč, CIF)",323346.190904
Česko,červenec 2023,Bilance (v mil. Kč),-6211.726745
Česko,červenec 2023,Vývoz (meziroční index),95.5188401941
Česko,červenec 2023,Dovoz (meziroční index),91.2126777644
Česko,červen 2023,"Vývoz (v mil. Kč, FOB)",402469.306688
Česko,červen 2023,"Dovoz (v mil. Kč, CIF)",384455.218817
Česko,červen 2023,Bilance (v mil. Kč),18014.087871
Česko,červen 2023,Vývoz (meziroční index),102.3882055689
Česko,červen 2023,Dovoz (meziroční index),94.025331983
Česko,květen 2023,"Vývoz (v mil. Kč, FOB)",383609.117479
Česko,květen 2023,"Dovoz (v mil. Kč, CIF)",374197.270324
Česko,květen 2023,Bilance (v mil. Kč),9411.847155
Česko,květen 2023,Vývoz (meziroční index),98.0527114727
Česko,květen 2023,Dovoz (meziroční index),89.1761141235
Česko,duben 2023,"Vývoz (v mil. Kč, FOB)",347088.206644
Česko,duben 2023,"Dovoz (v mil. Kč, CIF)",338333.302118
Česko,duben 2023,Bilance (v mil. Kč),8754.904526
Česko,duben 2023,Vývoz (meziroční index),102.4794626001
Česko,duben 2023,Dovoz (meziroční index),92.007377779
Česko,březen 2023,"Vývoz (v mil. Kč, FOB)",421773.160425
Česko,březen 2023,"Dovoz (v mil. Kč, CIF)",404438.878955
Česko,březen 2023,Bilance (v mil. Kč),17334.28147
Česko,březen 2023,Vývoz (meziroční index),109.3262695239
Česko,březen 2023,Dovoz (meziroční index),101.4817333838
Česko,únor 2023,"Vývoz (v mil. Kč, FOB)",360402.381973
Česko,únor 2023,"Dovoz (v mil. Kč, CIF)",344953.503007
Česko,únor 2023,Bilance (v mil. Kč),15448.878966
Česko,únor 2023,Vývoz (meziroční index),110.9280377883
Česko,únor 2023,Dovoz (meziroční index),103.7856908247
Česko,leden 2023,"Vývoz (v mil. Kč, FOB)",374244.989239
Česko,leden 2023,"Dovoz (v mil. Kč, CIF)",366142.988469
Česko,leden 2023,Bilance (v mil. Kč),8102.00077
Česko,leden 2023,Vývoz (meziroční index),112.0376650715
Česko,leden 2023,Dovoz (meziroční index),112.1566515241
Česko,prosinec 2022,"Vývoz (v mil. Kč, FOB)",342515.023139
Česko,prosinec 2022,"Dovoz (v mil. Kč, CIF)",344943.325239
Česko,prosinec 2022,Bilance (v mil. Kč),-2428.3021
Česko,prosinec 2022,Vývoz (meziroční index),109.3155784092
Česko,prosinec 2022,Dovoz (meziroční index),104.6657303048
Česko,listopad 2022,"Vývoz (v mil. Kč, FOB)",414356.153234
Česko,listopad 2022,"Dovoz (v mil. Kč, CIF)",440782.142225
Česko,listopad 2022,Bilance (v mil. Kč),-26425.988991
Česko,listopad 2022,Vývoz (meziroční index),111.2804910902
Česko,listopad 2022,Dovoz (meziroční index),119.6052899221
Česko,říjen 2022,"Vývoz (v mil. Kč, FOB)",389234.789505
Česko,říjen 2022,"Dovoz (v mil. Kč, CIF)",415019.967423
Česko,říjen 2022,Bilance (v mil. Kč),-25785.177918
Česko,říjen 2022,Vývoz (meziroční index),119.22579596
Česko,říjen 2022,Dovoz (meziroční index),120.8841440511
Česko,září 2022,"Vývoz (v mil. Kč, FOB)",406527.825304
Česko,září 2022,"Dovoz (v mil. Kč, CIF)",419098.440821
Česko,září 2022,Bilance (v mil. Kč),-12570.615517
Česko,září 2022,Vývoz (meziroční index),126.8730355893
Česko,září 2022,Dovoz (meziroční index),124.3911480452
