Ukazatel;Typ indexu;Území;Klasifikace CZ-CPA;Měsíce;value
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";leden 2018;101.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";únor 2018;104.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";březen 2018;104.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";duben 2018;104.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";květen 2018;104.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";červen 2018;106.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";červenec 2018;106.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";srpen 2018;106.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";září 2018;106.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";říjen 2018;106.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";listopad 2018;106.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";prosinec 2018;109.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";leden 2019;109.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";únor 2019;111.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";březen 2019;111.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";duben 2019;111.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";květen 2019;112.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";červen 2019;112.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";červenec 2019;113.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";srpen 2019;113.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";září 2019;113.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";říjen 2019;113.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";listopad 2019;113.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";prosinec 2019;113.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";leden 2020;113.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";únor 2020;115.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";březen 2020;115.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";duben 2020;115.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";květen 2020;115.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";červen 2020;115.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";červenec 2020;115.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";srpen 2020;115.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";září 2020;115.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";říjen 2020;115.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";listopad 2020;115.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";prosinec 2020;115.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";leden 2021;115.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";únor 2021;115.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";březen 2021;115.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";duben 2021;115.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";květen 2021;115.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";červen 2021;115.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";červenec 2021;115.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";srpen 2021;115.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";září 2021;116.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";říjen 2021;116.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";listopad 2021;116.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";prosinec 2021;116.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";leden 2022;116.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";únor 2022;117.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";březen 2022;117.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";duben 2022;116.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";květen 2022;116.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";červen 2022;116.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";červenec 2022;118.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";srpen 2022;118.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";září 2022;118.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";říjen 2022;118.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";listopad 2022;118.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";prosinec 2022;119.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";leden 2023;119.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";únor 2023;119.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";březen 2023;120.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";duben 2023;120.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";květen 2023;120.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";červen 2023;120.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";červenec 2023;120.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";srpen 2023;120.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";září 2023;121.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";říjen 2023;121.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";listopad 2023;121.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";prosinec 2023;121.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";leden 2024;121.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";únor 2024;122.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";březen 2024;122.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";duben 2024;122.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";květen 2024;122.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";červen 2024;122.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";červenec 2024;123.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";srpen 2024;123.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";září 2024;123.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";říjen 2024;123.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";listopad 2024;123.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";prosinec 2024;123.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";leden 2025;123.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";únor 2025;127.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";březen 2025;127.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;"Pojištění, zajištění a penzijní financování, kromě povinného 
sociálního zabezpečení";duben 2025;127.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;leden 2015;101.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;únor 2015;100.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;březen 2015;100.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;duben 2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;květen 2015;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;červen 2015;99.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;červenec 2015;99.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;srpen 2015;99.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;září 2015;99.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;říjen 2015;99.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;listopad 2015;99.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;prosinec 2015;99.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;leden 2016;99.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;únor 2016;99.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;březen 2016;99.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;duben 2016;99.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;květen 2016;99.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;červen 2016;99.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;červenec 2016;99.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;srpen 2016;99.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;září 2016;99.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;říjen 2016;99.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;listopad 2016;99.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;prosinec 2016;99.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;leden 2017;99.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;únor 2017;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;březen 2017;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;duben 2017;100.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;květen 2017;100.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;červen 2017;100.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;červenec 2017;100.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;srpen 2017;100.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;září 2017;99.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;říjen 2017;99.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;listopad 2017;100.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;prosinec 2017;100.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;leden 2018;100.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;únor 2018;102.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;březen 2018;103.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;duben 2018;103.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;květen 2018;103.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;červen 2018;103.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;červenec 2018;103.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;srpen 2018;103.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;září 2018;103.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;říjen 2018;103.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;listopad 2018;103.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;prosinec 2018;103.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;leden 2019;103.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;únor 2019;104.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;březen 2019;104.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;duben 2019;104.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;květen 2019;104.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;červen 2019;104.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;červenec 2019;104.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;srpen 2019;104.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;září 2019;104.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;říjen 2019;104.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;listopad 2019;104.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;prosinec 2019;104.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;leden 2020;104.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;únor 2020;106.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;březen 2020;107.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;duben 2020;107.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;květen 2020;107.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;červen 2020;107.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;červenec 2020;107.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;srpen 2020;107.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;září 2020;107.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;říjen 2020;107.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;listopad 2020;107.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;prosinec 2020;107.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;leden 2021;107.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;únor 2021;108.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;březen 2021;108.2
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;duben 2021;108.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;květen 2021;109.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;červen 2021;109.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;červenec 2021;109.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;srpen 2021;109.6
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;září 2021;109.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;říjen 2021;109.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;listopad 2021;109.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;prosinec 2021;109.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;leden 2022;110.9
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;únor 2022;111.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;březen 2022;111.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;duben 2022;112.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;květen 2022;112.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;červen 2022;112.5
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;červenec 2022;112.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;srpen 2022;113.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;září 2022;113.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;říjen 2022;113.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;listopad 2022;113.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;prosinec 2022;113.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;leden 2023;115.8
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;únor 2023;117.7
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;březen 2023;118.3
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;duben 2023;120.0
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;květen 2023;120.1
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;červen 2023;120.4
Index cen za poskytnutí tržních služeb (%);Bazický index (2015 = 100);Česko;Služby v oblasti nemovitostí;červenec 2023;120.4
