Ukazatel,Věkové skupiny,Pohlaví,Roky,Správní obvod ORP vystěhování,Správní obvod ORP přistěhování,value
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mladá Boleslav,Bohumín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mladá Boleslav,Bruntál,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mladá Boleslav,Český Těšín,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mladá Boleslav,Frenštát pod Radhoštěm,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mladá Boleslav,Frýdek-Místek,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mladá Boleslav,Frýdlant nad Ostravicí,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mladá Boleslav,Havířov,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mladá Boleslav,Hlučín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mladá Boleslav,Jablunkov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mladá Boleslav,Karviná,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mladá Boleslav,Kopřivnice,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mladá Boleslav,Kravaře,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mladá Boleslav,Krnov,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mladá Boleslav,Nový Jičín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mladá Boleslav,Odry,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mladá Boleslav,Opava,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mladá Boleslav,Orlová,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mladá Boleslav,Ostrava,8.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mladá Boleslav,Rýmařov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mladá Boleslav,Třinec,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mladá Boleslav,Vítkov,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Praha,74.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Benešov,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Beroun,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Brandýs nad Labem-Stará Boleslav,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Čáslav,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Černošice,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Český Brod,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Dobříš,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Hořovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Kladno,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Kolín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Kralupy nad Vltavou,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Kutná Hora,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Lysá nad Labem,6.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Mělník,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Mladá Boleslav,188.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Mnichovo Hradiště,
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Neratovice,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Nymburk,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Poděbrady,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Příbram,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Rakovník,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Říčany,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Sedlčany,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Slaný,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Vlašim,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Votice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Blatná,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,České Budějovice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Český Krumlov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Dačice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Jindřichův Hradec,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Kaplice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Milevsko,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Písek,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Prachatice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Soběslav,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Strakonice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Tábor,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Trhové Sviny,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Třeboň,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Týn nad Vltavou,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Vimperk,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Vodňany,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Blovice,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Domažlice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Horažďovice,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Horšovský Týn,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Klatovy,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Kralovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Nepomuk,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Nýřany,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Plzeň,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Přeštice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Rokycany,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Stod,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Stříbro,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Sušice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Tachov,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Aš,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Cheb,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Karlovy Vary,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Kraslice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Mariánské Lázně,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Ostrov,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Sokolov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Bílina,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Děčín,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Chomutov,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Kadaň,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Litoměřice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Litvínov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Louny,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Lovosice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Most,5.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Podbořany,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Roudnice nad Labem,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Rumburk,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Teplice,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Ústí nad Labem,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Varnsdorf,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Žatec,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Česká Lípa,18.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Frýdlant,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Jablonec nad Nisou,9.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Jilemnice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Liberec,17.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Nový Bor,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Semily,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Tanvald,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Turnov,30.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Železný Brod,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Broumov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Dobruška,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Dvůr Králové nad Labem,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Hořice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Hradec Králové,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Jaroměř,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Jičín,9.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Kostelec nad Orlicí,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Náchod,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Nová Paka,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Nové Město nad Metují,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Nový Bydžov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Rychnov nad Kněžnou,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Trutnov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Vrchlabí,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Česká Třebová,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Hlinsko,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Holice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Chrudim,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Králíky,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Lanškroun,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Litomyšl,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Moravská Třebová,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Pardubice,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Polička,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Přelouč,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Svitavy,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Ústí nad Orlicí,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Vysoké Mýto,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Žamberk,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Bystřice nad Pernštejnem,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Havlíčkův Brod,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Humpolec,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Chotěboř,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Jihlava,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Moravské Budějovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Náměšť nad Oslavou,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Nové Město na Moravě,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Pacov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Pelhřimov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Světlá nad Sázavou,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Telč,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Třebíč,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Velké Meziříčí,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Žďár nad Sázavou,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Blansko,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Boskovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Brno,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Břeclav,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Bučovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Hodonín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Hustopeče,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Ivančice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Kuřim,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Kyjov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Mikulov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Moravský Krumlov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Pohořelice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Rosice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Slavkov u Brna,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Šlapanice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Tišnov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Veselí nad Moravou,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Vyškov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Znojmo,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Židlochovice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Hranice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Jeseník,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Konice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Lipník nad Bečvou,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Litovel,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Mohelnice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Olomouc,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Prostějov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Přerov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Šternberk,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Šumperk,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Uničov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Zábřeh,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Bystřice pod Hostýnem,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Holešov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Kroměříž,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Luhačovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Otrokovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Rožnov pod Radhoštěm,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Uherské Hradiště,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Uherský Brod,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Valašské Klobouky,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Valašské Meziříčí,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Vizovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Vsetín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Zlín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Bílovec,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Bohumín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Bruntál,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Český Těšín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Frenštát pod Radhoštěm,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Frýdek-Místek,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Frýdlant nad Ostravicí,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Havířov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Hlučín,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Jablunkov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Karviná,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Kopřivnice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Kravaře,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Krnov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Nový Jičín,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Odry,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Opava,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Orlová,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Ostrava,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Rýmařov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Třinec,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Mnichovo Hradiště,Vítkov,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Praha,230.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Benešov,8.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Beroun,6.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Brandýs nad Labem-Stará Boleslav,100.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Čáslav,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Černošice,13.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Český Brod,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Dobříš,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Hořovice,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Kladno,12.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Kolín,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Kralupy nad Vltavou,12.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Kutná Hora,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Lysá nad Labem,14.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Mělník,85.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Mladá Boleslav,49.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Mnichovo Hradiště,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Neratovice,
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Nymburk,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Poděbrady,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Příbram,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Rakovník,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Říčany,12.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Sedlčany,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Slaný,10.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Vlašim,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Votice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Blatná,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,České Budějovice,3.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Český Krumlov,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Dačice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Jindřichův Hradec,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Kaplice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Milevsko,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Písek,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Prachatice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Soběslav,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Strakonice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Tábor,4.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Trhové Sviny,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Třeboň,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Týn nad Vltavou,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Vimperk,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Vodňany,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Blovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Domažlice,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Horažďovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Horšovský Týn,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Klatovy,2.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Kralovice,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Nepomuk,1.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Nýřany,0.0
Přistěhovalí / vystěhování,Celkem,Celkem,2023,Neratovice,Plzeň,8.0
