Území,Ukazatel,Typ indexu,Očištění,CZ NACE,Měsíce,value
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",srpen 2016,109.4086720603
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",září 2016,108.4461523604
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",říjen 2016,107.9529547208
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",listopad 2016,106.3651453159
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",prosinec 2016,108.1623998717
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",leden 2017,111.9011365256
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",únor 2017,109.4186368544
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",březen 2017,114.5017262171
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",duben 2017,116.9490728714
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",květen 2017,112.5845298867
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",červen 2017,113.5044808445
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",červenec 2017,109.301845353
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",srpen 2017,106.8823548518
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",září 2017,103.0272726396
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",říjen 2017,107.4830500874
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",listopad 2017,106.349433622
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",prosinec 2017,102.520426116
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",leden 2018,105.0647326778
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",únor 2018,100.4998312616
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",březen 2018,101.0496545751
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",duben 2018,100.7134724803
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",květen 2018,100.6450845152
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",červen 2018,99.8633110225
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",červenec 2018,100.2453414317
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",srpen 2018,100.0051280673
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",září 2018,101.3021755637
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",říjen 2018,99.9762758211
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",listopad 2018,99.2014129472
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",prosinec 2018,99.8471346796
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",leden 2019,99.212211545
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",únor 2019,98.9647192458
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",březen 2019,91.583369577
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",duben 2019,87.8101247299
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",květen 2019,90.4682030101
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",červen 2019,95.9112224199
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",červenec 2019,105.8809267362
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",srpen 2019,106.9825549118
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",září 2019,107.1597913601
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",říjen 2019,106.138077699
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",listopad 2019,112.2623012497
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",prosinec 2019,110.7409922278
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",leden 2020,105.4679521585
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",únor 2020,108.2125748725
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",březen 2020,50.7989988352
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",duben 2020,24.7058524546
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",květen 2020,39.4362652747
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",červen 2020,64.7719346095
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",červenec 2020,80.5037385752
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",srpen 2020,78.7396820811
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",září 2020,71.7962401933
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",říjen 2020,41.7330155058
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",listopad 2020,32.7248867267
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",prosinec 2020,42.3330901421
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",leden 2021,33.4325476443
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",únor 2021,35.0427104445
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",březen 2021,69.3603105843
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",duben 2021,158.5540757851
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",květen 2021,151.0104196535
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",červen 2021,115.1578932239
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",červenec 2021,103.9946260852
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",srpen 2021,109.0945141072
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",září 2021,115.5409384255
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",říjen 2021,196.1853289903
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",listopad 2021,237.551985647
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",prosinec 2021,155.1632041981
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",leden 2022,191.4020982457
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",únor 2022,204.2352168335
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",březen 2022,219.3393981759
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",duben 2022,206.3713671024
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",květen 2022,161.2172906436
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",červen 2022,114.7366657356
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",červenec 2022,95.5071530889
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",srpen 2022,93.116474365
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",září 2022,91.1375879787
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",říjen 2022,98.5110376103
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",listopad 2022,106.8008489181
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",prosinec 2022,126.1784351705
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",leden 2023,120.5551854995
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",únor 2023,109.7208055655
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",březen 2023,99.3281590083
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",duben 2023,99.2951604047
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",květen 2023,99.0340975765
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",červen 2023,99.1356660436
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",červenec 2023,98.760444294
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",srpen 2023,101.3113685131
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",září 2023,105.9222124608
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",říjen 2023,97.9374716895
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",listopad 2023,101.3323290398
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",prosinec 2023,104.482268033
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",leden 2024,101.6319724775
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",únor 2024,102.9294873151
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",březen 2024,104.7952445969
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",duben 2024,106.1536812684
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",květen 2024,105.2529358253
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",červen 2024,97.3769271406
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",červenec 2024,100.5584904502
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",srpen 2024,99.9503693852
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",září 2024,94.7649549787
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",říjen 2024,99.479490335
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",listopad 2024,101.8721434642
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",prosinec 2024,98.7510048139
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",leden 2025,100.1855597172
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",únor 2025,98.0277078882
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",březen 2025,97.9468310501
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",duben 2025,104.9254899638
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",květen 2025,99.0976343013
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",červen 2025,105.3182781717
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",červenec 2025,102.8210645548
Česko,Index produkce služeb,Meziroční index,Bez očištění,"55 a 56 Sekce I - Ubytování, stravování a pohostinství",srpen 2025,99.3865794546
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,leden 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,únor 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,březen 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,duben 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,květen 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,červen 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,červenec 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,srpen 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,září 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,říjen 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,listopad 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,prosinec 2014,
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,leden 2015,101.7723296016
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,únor 2015,108.1192198156
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,březen 2015,104.9448790582
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,duben 2015,102.8315968755
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,květen 2015,115.7826084923
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,červen 2015,110.5012894263
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,červenec 2015,116.8253996278
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,srpen 2015,112.1127310532
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,září 2015,102.5401941847
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,říjen 2015,102.2901706048
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,listopad 2015,102.7221429813
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,prosinec 2015,108.7123323575
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,leden 2016,105.6856934184
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,únor 2016,107.468759734
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,březen 2016,107.4979447297
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,duben 2016,98.5220460047
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,květen 2016,95.2539199746
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,červen 2016,101.9669547196
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,červenec 2016,101.8027079903
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,srpen 2016,105.6273328479
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,září 2016,108.4473951418
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,říjen 2016,107.4077080603
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,listopad 2016,105.2803092904
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,prosinec 2016,105.8384412788
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,leden 2017,110.1337063563
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,únor 2017,107.0951633451
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,březen 2017,106.8759953992
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,duben 2017,124.3507626145
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,květen 2017,110.1447108471
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,červen 2017,111.9932547425
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,červenec 2017,108.5480065493
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,srpen 2017,104.4850719727
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,září 2017,101.8436086259
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,říjen 2017,104.7036319736
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,listopad 2017,106.2791376249
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,prosinec 2017,102.442374655
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,leden 2018,103.9290252357
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,únor 2018,104.6082874407
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,březen 2018,101.3171834712
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,duben 2018,97.5494913471
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,květen 2018,97.5177291027
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,červen 2018,96.3602901331
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,červenec 2018,97.2325267393
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,srpen 2018,100.4396878178
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,září 2018,98.1675590812
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,říjen 2018,98.145271083
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,listopad 2018,97.2444261896
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,prosinec 2018,102.527761971
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,leden 2019,85.0998661085
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,únor 2019,82.8473504405
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,březen 2019,76.5016917897
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,duben 2019,69.8286247368
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,květen 2019,71.5480181641
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,červen 2019,92.8360276097
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,červenec 2019,106.2701750715
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,srpen 2019,115.3026761539
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,září 2019,121.0240860745
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,říjen 2019,126.8207000642
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,listopad 2019,129.3513346512
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,prosinec 2019,122.8162954571
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,leden 2020,99.0867510696
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,únor 2020,94.7878704126
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,březen 2020,41.4608679886
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,duben 2020,13.1785390627
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,květen 2020,16.5054577026
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,červen 2020,38.848546389
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,červenec 2020,63.7754999003
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,srpen 2020,62.7202055241
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,září 2020,49.9003493445
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,říjen 2020,26.4430336167
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,listopad 2020,24.1909272534
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,prosinec 2020,28.6501445062
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,leden 2021,18.7617217286
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,únor 2021,20.1048336337
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,březen 2021,44.6273206734
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,duben 2021,137.1265275789
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,květen 2021,143.9417129936
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,červen 2021,120.2284935643
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,červenec 2021,108.453941223
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,srpen 2021,112.567470982
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,září 2021,136.0211419757
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,říjen 2021,253.6993243502
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,listopad 2021,287.6384451449
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,prosinec 2021,181.4661157673
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,leden 2022,277.3873220091
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,únor 2022,318.2063987615
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,březen 2022,330.0859721075
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,duben 2022,342.5718244458
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,květen 2022,304.5813525063
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,červen 2022,154.0825254267
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,červenec 2022,107.2651964801
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,srpen 2022,100.5470537274
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,září 2022,104.670505741
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,říjen 2022,107.9922586413
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,listopad 2022,115.3753710659
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,prosinec 2022,140.961236597
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,leden 2023,142.8193173558
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,únor 2023,119.4502510092
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,březen 2023,106.1913181705
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,duben 2023,105.3451507066
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,květen 2023,107.8304377635
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,červen 2023,100.2299280069
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,červenec 2023,97.9463381435
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,srpen 2023,96.2531266205
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,září 2023,100.4979982861
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,říjen 2023,98.5463311262
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,listopad 2023,98.4446396719
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,prosinec 2023,101.6593341334
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,leden 2024,94.1839922625
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,únor 2024,102.2568058567
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,březen 2024,103.747892542
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,duben 2024,98.3196900837
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,květen 2024,100.0819579101
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,červen 2024,97.5803993853
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,červenec 2024,99.1933682819
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,srpen 2024,99.5545434891
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,září 2024,93.9661159872
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,říjen 2024,98.3182114221
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,listopad 2024,99.330529132
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,prosinec 2024,98.3871846647
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,leden 2025,103.2239406668
Česko,Index produkce služeb,Meziroční index,Bez očištění,55 Ubytování,únor 2025,94.7625733858
