Ukazatel,Území,Typ údaje,Odvětví,Měsíce,value
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,únor 2000,82.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,březen 2000,82.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,duben 2000,82.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,květen 2000,82.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,červen 2000,82.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,červenec 2000,83.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,srpen 2000,84.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,září 2000,85.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,říjen 2000,85.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,listopad 2000,86.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,prosinec 2000,86.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,leden 2001,86.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,únor 2001,87.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,březen 2001,86.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,duben 2001,87.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,květen 2001,87.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,červen 2001,88.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,červenec 2001,88.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,srpen 2001,88.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,září 2001,88.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,říjen 2001,88.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,listopad 2001,88.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,prosinec 2001,88.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,leden 2002,88.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,únor 2002,88.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,březen 2002,88.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,duben 2002,88.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,květen 2002,88.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,červen 2002,87.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,červenec 2002,87.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,srpen 2002,87.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,září 2002,87.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,říjen 2002,87.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,listopad 2002,87.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,prosinec 2002,86.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,leden 2003,86.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,únor 2003,87.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,březen 2003,86.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,duben 2003,86.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,květen 2003,87.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,červen 2003,86.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,červenec 2003,87.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,srpen 2003,87.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,září 2003,87.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,říjen 2003,88.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,listopad 2003,88.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,prosinec 2003,88.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,leden 2004,89.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,únor 2004,89.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,březen 2004,89.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,duben 2004,89.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,květen 2004,89.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,červen 2004,89.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,červenec 2004,90.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,srpen 2004,90.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,září 2004,90.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,říjen 2004,91.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,listopad 2004,91.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,prosinec 2004,91.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,leden 2005,91.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,únor 2005,91.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,březen 2005,91.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,duben 2005,90.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,květen 2005,90.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,červen 2005,90.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,červenec 2005,90.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,srpen 2005,90.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,září 2005,90.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,říjen 2005,90.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,listopad 2005,90.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,prosinec 2005,89.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,leden 2006,89.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,únor 2006,89.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,březen 2006,89.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,duben 2006,89.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,květen 2006,89.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,červen 2006,89.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,červenec 2006,90.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,srpen 2006,90.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,září 2006,90.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,říjen 2006,90.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,listopad 2006,89.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,prosinec 2006,89.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,leden 2007,90.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,únor 2007,90.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,březen 2007,90.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,duben 2007,90.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,květen 2007,90.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,červen 2007,91.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,červenec 2007,91.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,srpen 2007,92.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,září 2007,92.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,říjen 2007,93.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,listopad 2007,95.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,prosinec 2007,96.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,leden 2008,96.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,únor 2008,96.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,březen 2008,96.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,duben 2008,95.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,květen 2008,94.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,červen 2008,95.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,červenec 2008,95.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,srpen 2008,96.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,září 2008,96.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,říjen 2008,96.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,listopad 2008,95.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,prosinec 2008,95.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,leden 2009,95.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,únor 2009,95.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,březen 2009,94.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,duben 2009,94.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,květen 2009,94.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,červen 2009,94.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,červenec 2009,93.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,srpen 2009,93.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,září 2009,93.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,říjen 2009,93.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,listopad 2009,93.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,prosinec 2009,93.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,leden 2010,93.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,únor 2010,92.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,březen 2010,92.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,duben 2010,91.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,květen 2010,91.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,červen 2010,91.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,červenec 2010,91.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,srpen 2010,91.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,září 2010,91.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,říjen 2010,92.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,listopad 2010,92.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,prosinec 2010,92.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,leden 2011,94.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,únor 2011,94.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,březen 2011,94.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,duben 2011,95.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,květen 2011,97.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Zboží krátkodobé spotřeby,červen 2011,97.5
