Stát;Kumulace měsíců;Ukazatel;Směr výstavby;value
Česko;01 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;11751.0
Česko;01 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;6917.0
Česko;01 2008;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;4834.0
Česko;01 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01 2008;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-12 2007;Počet stavebních povolení v ČR;Celkem;117384.0
Česko;01-12 2007;Počet stavebních povolení v ČR;Nová výstavba;66020.0
Česko;01-12 2007;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-12 2007;Počet vydaných stavebních povolení - budovy;Celkem;67876.0
Česko;01-12 2007;Počet vydaných stavebních povolení - budovy;Nová výstavba;27326.0
Česko;01-12 2007;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;40550.0
Česko;01-12 2007;Počet vydaných stavebních povolení - budovy bytové;Celkem;47298.0
Česko;01-12 2007;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;19414.0
Česko;01-12 2007;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;27884.0
Česko;01-12 2007;Počet vydaných stavebních povolení - budovy nebytové;Celkem;20578.0
Česko;01-12 2007;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;7912.0
Česko;01-12 2007;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;12666.0
Česko;01-12 2007;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-12 2007;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-12 2007;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-12 2007;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;357708.0
Česko;01-12 2007;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;242380.0
Česko;01-12 2007;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-12 2007;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;239834.0
Česko;01-12 2007;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;169399.0
Česko;01-12 2007;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;70435.0
Česko;01-12 2007;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;116032.0
Česko;01-12 2007;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;88380.0
Česko;01-12 2007;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;27652.0
Česko;01-12 2007;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;123802.0
Česko;01-12 2007;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;81019.0
Česko;01-12 2007;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;42783.0
Česko;01-12 2007;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-12 2007;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-12 2007;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-11 2007;Počet stavebních povolení v ČR;Celkem;108531.0
Česko;01-11 2007;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-11 2007;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-11 2007;Počet vydaných stavebních povolení - budovy;Celkem;63228.0
Česko;01-11 2007;Počet vydaných stavebních povolení - budovy;Nová výstavba;25605.0
Česko;01-11 2007;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;37623.0
Česko;01-11 2007;Počet vydaných stavebních povolení - budovy bytové;Celkem;44217.0
Česko;01-11 2007;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;18209.0
Česko;01-11 2007;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;26008.0
Česko;01-11 2007;Počet vydaných stavebních povolení - budovy nebytové;Celkem;19011.0
Česko;01-11 2007;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;7396.0
Česko;01-11 2007;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;11615.0
Česko;01-11 2007;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-11 2007;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-11 2007;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-11 2007;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;321316.0
Česko;01-11 2007;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-11 2007;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-11 2007;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;218419.0
Česko;01-11 2007;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;156302.0
Česko;01-11 2007;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;62117.0
Česko;01-11 2007;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;105593.0
Česko;01-11 2007;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;79729.0
Česko;01-11 2007;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;25864.0
Česko;01-11 2007;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;112826.0
Česko;01-11 2007;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;76573.0
Česko;01-11 2007;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;36253.0
Česko;01-11 2007;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-11 2007;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-11 2007;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-10 2007;Počet stavebních povolení v ČR;Celkem;98405.0
Česko;01-10 2007;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-10 2007;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-10 2007;Počet vydaných stavebních povolení - budovy;Celkem;57774.0
Česko;01-10 2007;Počet vydaných stavebních povolení - budovy;Nová výstavba;23527.0
Česko;01-10 2007;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;34247.0
Česko;01-10 2007;Počet vydaných stavebních povolení - budovy bytové;Celkem;40616.0
Česko;01-10 2007;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;16784.0
Česko;01-10 2007;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;23832.0
Česko;01-10 2007;Počet vydaných stavebních povolení - budovy nebytové;Celkem;17158.0
Česko;01-10 2007;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;6743.0
Česko;01-10 2007;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;10415.0
Česko;01-10 2007;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-10 2007;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-10 2007;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-10 2007;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;291210.0
Česko;01-10 2007;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-10 2007;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-10 2007;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;197992.0
Česko;01-10 2007;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;143221.0
Česko;01-10 2007;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;54771.0
Česko;01-10 2007;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;97804.0
Česko;01-10 2007;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;74006.0
Česko;01-10 2007;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;23798.0
Česko;01-10 2007;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;100188.0
Česko;01-10 2007;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;69215.0
Česko;01-10 2007;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;30973.0
Česko;01-10 2007;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-10 2007;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-10 2007;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-09 2007;Počet stavebních povolení v ČR;Celkem;87188.0
Česko;01-09 2007;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-09 2007;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-09 2007;Počet vydaných stavebních povolení - budovy;Celkem;51572.0
Česko;01-09 2007;Počet vydaných stavebních povolení - budovy;Nová výstavba;20908.0
Česko;01-09 2007;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;30664.0
Česko;01-09 2007;Počet vydaných stavebních povolení - budovy bytové;Celkem;36383.0
Česko;01-09 2007;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;14904.0
Česko;01-09 2007;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;21479.0
Česko;01-09 2007;Počet vydaných stavebních povolení - budovy nebytové;Celkem;15189.0
Česko;01-09 2007;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;6004.0
Česko;01-09 2007;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;9185.0
Česko;01-09 2007;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-09 2007;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-09 2007;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-09 2007;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;258427.0
Česko;01-09 2007;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-09 2007;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-09 2007;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;174325.0
Česko;01-09 2007;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;126307.0
Česko;01-09 2007;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;48018.0
Česko;01-09 2007;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;85408.0
Česko;01-09 2007;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;64119.0
Česko;01-09 2007;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;21289.0
Česko;01-09 2007;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;88917.0
Česko;01-09 2007;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;62188.0
Česko;01-09 2007;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;26729.0
Česko;01-09 2007;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-09 2007;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-09 2007;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-08 2007;Počet stavebních povolení v ČR;Celkem;75723.0
Česko;01-08 2007;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-08 2007;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-08 2007;Počet vydaných stavebních povolení - budovy;Celkem;45528.0
Česko;01-08 2007;Počet vydaných stavebních povolení - budovy;Nová výstavba;18389.0
Česko;01-08 2007;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;27139.0
Česko;01-08 2007;Počet vydaných stavebních povolení - budovy bytové;Celkem;32161.0
Česko;01-08 2007;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;13074.0
Česko;01-08 2007;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;19087.0
Česko;01-08 2007;Počet vydaných stavebních povolení - budovy nebytové;Celkem;13367.0
Česko;01-08 2007;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;5315.0
Česko;01-08 2007;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;8052.0
Česko;01-08 2007;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-08 2007;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-08 2007;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-08 2007;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;233186.0
Česko;01-08 2007;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
Česko;01-08 2007;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-08 2007;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Celkem;156249.0
Česko;01-08 2007;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Nová výstavba;113739.0
Česko;01-08 2007;Orientační hodnota stavby - budovy (mil. Kč, b.c.);Změny dokončených staveb;42510.0
Česko;01-08 2007;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Celkem;74059.0
Česko;01-08 2007;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Nová výstavba;55589.0
Česko;01-08 2007;Orientační hodnota staveb - budovy bytové (mil. Kč, b.c.);Změny dokončených staveb;18470.0
Česko;01-08 2007;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Celkem;82190.0
Česko;01-08 2007;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Nová výstavba;58150.0
Česko;01-08 2007;Orientační hodnota staveb - budovy nebytové (mil. Kč, b.c.);Změny dokončených staveb;24040.0
Česko;01-08 2007;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Celkem;
Česko;01-08 2007;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Nová výstavba;
Česko;01-08 2007;Orientační hodnota stavby - inženýrské stavby (mil. Kč, b.c.);Změny dokončených staveb;
Česko;01-07 2007;Počet stavebních povolení v ČR;Celkem;64438.0
Česko;01-07 2007;Počet stavebních povolení v ČR;Nová výstavba;
Česko;01-07 2007;Počet stavebních povolení v ČR;Změny dokončených staveb;
Česko;01-07 2007;Počet vydaných stavebních povolení - budovy;Celkem;38809.0
Česko;01-07 2007;Počet vydaných stavebních povolení - budovy;Nová výstavba;15528.0
Česko;01-07 2007;Počet vydaných stavebních povolení - budovy;Změny dokončených staveb;23281.0
Česko;01-07 2007;Počet vydaných stavebních povolení - budovy bytové;Celkem;27404.0
Česko;01-07 2007;Počet vydaných stavebních povolení - budovy bytové;Nová výstavba;11053.0
Česko;01-07 2007;Počet vydaných stavebních povolení - budovy bytové;Změny dokončených staveb;16351.0
Česko;01-07 2007;Počet vydaných stavebních povolení - budovy nebytové;Celkem;11405.0
Česko;01-07 2007;Počet vydaných stavebních povolení - budovy nebytové;Nová výstavba;4475.0
Česko;01-07 2007;Počet vydaných stavebních povolení - budovy nebytové;Změny dokončených staveb;6930.0
Česko;01-07 2007;Počet vydaných stavebních povolení - inženýrské stavby;Celkem;
Česko;01-07 2007;Počet vydaných stavebních povolení - inženýrské stavby;Nová výstavba;
Česko;01-07 2007;Počet vydaných stavebních povolení - inženýrské stavby;Změny dokončených staveb;
Česko;01-07 2007;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Celkem;197965.0
Česko;01-07 2007;Orientační hodnota stavebních povolení (mil. Kč, b.c.);Nová výstavba;
