Území,Ukazatel,Typ indexu,Očištění,Typ ceny,Odvětví (NACE),Měsíce,value
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce H - Doprava a skladování,prosinec 2024,106.5700270637
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce H - Doprava a skladování,listopad 2024,105.0309402616
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce H - Doprava a skladování,říjen 2024,107.4407297895
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce H - Doprava a skladování,září 2024,104.2515571972
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce H - Doprava a skladování,srpen 2024,108.4466056308
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce H - Doprava a skladování,červenec 2024,107.2389046756
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce H - Doprava a skladování,červen 2024,104.0841014766
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce H - Doprava a skladování,květen 2024,104.2531547873
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce H - Doprava a skladování,duben 2024,106.2671199065
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce H - Doprava a skladování,březen 2024,103.6510285792
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce H - Doprava a skladování,únor 2024,101.6722663399
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce H - Doprava a skladování,leden 2024,97.2584080685
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce H - Doprava a skladování,prosinec 2023,94.3705425349
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce H - Doprava a skladování,listopad 2023,90.3347997583
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce H - Doprava a skladování,říjen 2023,89.3413337372
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce H - Doprava a skladování,září 2023,90.6879769139
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",srpen 2025,99.9829089958
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",červenec 2025,102.1928442004
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",červen 2025,104.6625458521
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",květen 2025,99.7642662002
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",duben 2025,105.6360455185
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",březen 2025,97.2958735137
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",únor 2025,98.6709530534
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",leden 2025,100.1894104036
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",prosinec 2024,98.7515809241
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",listopad 2024,101.8690673339
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",říjen 2024,99.4770184976
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",září 2024,94.2269487206
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",srpen 2024,100.5474651722
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",červenec 2024,98.7781930556
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",červen 2024,98.6013327786
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",květen 2024,105.2488004019
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",duben 2024,104.0401291633
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",březen 2024,106.9171224132
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",únor 2024,102.256906418
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",leden 2024,101.6217879706
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",prosinec 2023,105.7402383133
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",listopad 2023,101.3287316454
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",říjen 2023,96.8584490043
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce I - Ubytování, stravování a pohostinství",září 2023,106.5183444661
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,srpen 2025,103.6680518118
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,červenec 2025,100.7285363251
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,červen 2025,103.8923526207
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,květen 2025,103.6218028611
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,duben 2025,103.9659630269
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,březen 2025,103.7454021538
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,únor 2025,105.5919005493
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,leden 2025,104.4218847158
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,prosinec 2024,102.0977255216
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,listopad 2024,100.3949142893
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,říjen 2024,104.1005150043
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,září 2024,103.0196892527
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,srpen 2024,102.4081304152
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,červenec 2024,105.9170735427
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,červen 2024,98.7905197537
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,květen 2024,102.8104712966
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,duben 2024,105.4030369228
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,březen 2024,101.5104806703
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,únor 2024,98.5450551227
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,leden 2024,100.9804913797
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,prosinec 2023,99.5314345099
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,listopad 2023,95.4685610123
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,říjen 2023,94.6524706453
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce J - Informační a komunikační činnosti,září 2023,98.477273436
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,srpen 2025,101.1219814188
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,červenec 2025,101.6585826627
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,červen 2025,103.1290423412
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,květen 2025,100.5542921032
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,duben 2025,96.7793941641
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,březen 2025,97.9745672018
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,únor 2025,106.3168054941
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,leden 2025,101.2570436407
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,prosinec 2024,103.605742957
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,listopad 2024,99.4909515653
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,říjen 2024,96.6799516391
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,září 2024,96.4567741879
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,srpen 2024,99.5087141471
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,červenec 2024,100.5544284193
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,červen 2024,96.9517929503
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,květen 2024,104.1860371771
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,duben 2024,107.3195419116
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,březen 2024,101.1091222507
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,únor 2024,98.2743073195
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,leden 2024,95.1525079733
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,prosinec 2023,91.3462984243
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,listopad 2023,98.6850992255
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,říjen 2023,103.5637592714
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,Sekce L - Činnosti v oblasti nemovitostí,září 2023,97.8835228312
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",srpen 2025,100.6339571787
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",červenec 2025,100.7441698082
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",červen 2025,101.0188286376
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",květen 2025,103.4829061096
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",duben 2025,104.4410820857
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",březen 2025,104.9401092989
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",únor 2025,105.8631904663
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",leden 2025,103.5453635223
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",prosinec 2024,100.1186010856
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",listopad 2024,102.8856977704
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",říjen 2024,97.2013446914
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",září 2024,102.034816671
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",srpen 2024,100.317081134
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",červenec 2024,101.3189143807
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",červen 2024,105.9563806856
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",květen 2024,102.7550460186
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",duben 2024,99.6254516127
Česko,Index tržeb bez DPH  (%),Meziroční index,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Stálé ceny,"Sekce M - Profesní, vědecké a technické činnosti ",březen 2024,103.909099869
