Kumulace čtvrtletí;ČR, kraje;Ukazatel;value
Q1-Q4 2024;Jihočeský kraj;Zemřelí na 1 000 obyvatel;10.6228564429
Q1-Q4 2024;Jihočeský kraj;Přirozený přírůstek/úbytek na 1 000 obyvatel;-2.841744243
Q1-Q4 2024;Jihočeský kraj;Přistěhovalí na 1 000 obyvatel;15.0860485056
Q1-Q4 2024;Jihočeský kraj;Vystěhovalí na 1 000 obyvatel;14.2010656541
Q1-Q4 2024;Jihočeský kraj;Přírůstek/úbytek stěhováním na 1 000 obyvatel;0.8849828515
Q1-Q4 2024;Jihočeský kraj;Celkový přírůstek/úbytek na 1 000 obyvatel;-1.9567613915
Q1-Q4 2024;Jihočeský kraj;Sňatky na 1 000 obyvatel;4.1095051445
Q1-Q4 2024;Jihočeský kraj;Rozvody na 1 000 obyvatel;1.9445124939
Q1-Q4 2024;Plzeňský kraj;Živě narození na 1 000 obyvatel;7.4705567846
Q1-Q4 2024;Plzeňský kraj;Zemřelí na 1 000 obyvatel;10.2288910581
Q1-Q4 2024;Plzeňský kraj;Přirozený přírůstek/úbytek na 1 000 obyvatel;-2.7583342735
Q1-Q4 2024;Plzeňský kraj;Přistěhovalí na 1 000 obyvatel;26.6137563542
Q1-Q4 2024;Plzeňský kraj;Vystěhovalí na 1 000 obyvatel;21.7854450859
Q1-Q4 2024;Plzeňský kraj;Přírůstek/úbytek stěhováním na 1 000 obyvatel;4.8283112683
Q1-Q4 2024;Plzeňský kraj;Celkový přírůstek/úbytek na 1 000 obyvatel;2.0699769948
Q1-Q4 2024;Plzeňský kraj;Sňatky na 1 000 obyvatel;4.1873705242
Q1-Q4 2024;Plzeňský kraj;Rozvody na 1 000 obyvatel;2.0094800368
Q1-Q4 2024;Karlovarský kraj;Živě narození na 1 000 obyvatel;6.1852365836
Q1-Q4 2024;Karlovarský kraj;Zemřelí na 1 000 obyvatel;11.5964661636
Q1-Q4 2024;Karlovarský kraj;Přirozený přírůstek/úbytek na 1 000 obyvatel;-5.41122958
Q1-Q4 2024;Karlovarský kraj;Přistěhovalí na 1 000 obyvatel;22.2552586445
Q1-Q4 2024;Karlovarský kraj;Vystěhovalí na 1 000 obyvatel;23.2611267769
Q1-Q4 2024;Karlovarský kraj;Přírůstek/úbytek stěhováním na 1 000 obyvatel;-1.0058681324
Q1-Q4 2024;Karlovarský kraj;Celkový přírůstek/úbytek na 1 000 obyvatel;-6.4170977124
Q1-Q4 2024;Karlovarský kraj;Sňatky na 1 000 obyvatel;4.1257642041
Q1-Q4 2024;Karlovarský kraj;Rozvody na 1 000 obyvatel;2.1549446091
Q1-Q4 2024;Ústecký kraj;Živě narození na 1 000 obyvatel;7.5791565778
Q1-Q4 2024;Ústecký kraj;Zemřelí na 1 000 obyvatel;11.7333550869
Q1-Q4 2024;Ústecký kraj;Přirozený přírůstek/úbytek na 1 000 obyvatel;-4.1541985091
Q1-Q4 2024;Ústecký kraj;Přistěhovalí na 1 000 obyvatel;13.7307322934
Q1-Q4 2024;Ústecký kraj;Vystěhovalí na 1 000 obyvatel;13.0534038843
Q1-Q4 2024;Ústecký kraj;Přírůstek/úbytek stěhováním na 1 000 obyvatel;0.6773284091
Q1-Q4 2024;Ústecký kraj;Celkový přírůstek/úbytek na 1 000 obyvatel;-3.4768701
Q1-Q4 2024;Ústecký kraj;Sňatky na 1 000 obyvatel;4.2011665375
Q1-Q4 2024;Ústecký kraj;Rozvody na 1 000 obyvatel;2.0455812355
Q1-Q4 2024;Liberecký kraj;Živě narození na 1 000 obyvatel;7.2389107587
Q1-Q4 2024;Liberecký kraj;Zemřelí na 1 000 obyvatel;10.5256833349
Q1-Q4 2024;Liberecký kraj;Přirozený přírůstek/úbytek na 1 000 obyvatel;-3.2867725763
Q1-Q4 2024;Liberecký kraj;Přistěhovalí na 1 000 obyvatel;18.7236996998
Q1-Q4 2024;Liberecký kraj;Vystěhovalí na 1 000 obyvatel;18.1829510634
Q1-Q4 2024;Liberecký kraj;Přírůstek/úbytek stěhováním na 1 000 obyvatel;0.5407486364
Q1-Q4 2024;Liberecký kraj;Celkový přírůstek/úbytek na 1 000 obyvatel;-2.7460239398
Q1-Q4 2024;Liberecký kraj;Sňatky na 1 000 obyvatel;4.0389250006
Q1-Q4 2024;Liberecký kraj;Rozvody na 1 000 obyvatel;1.958266667
Q1-Q4 2024;Královéhradecký kraj;Živě narození na 1 000 obyvatel;7.4567886121
Q1-Q4 2024;Královéhradecký kraj;Zemřelí na 1 000 obyvatel;10.5892879325
Q1-Q4 2024;Královéhradecký kraj;Přirozený přírůstek/úbytek na 1 000 obyvatel;-3.1324993204
Q1-Q4 2024;Královéhradecký kraj;Přistěhovalí na 1 000 obyvatel;18.2747129893
Q1-Q4 2024;Královéhradecký kraj;Vystěhovalí na 1 000 obyvatel;16.9893080957
Q1-Q4 2024;Královéhradecký kraj;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.2854048935
Q1-Q4 2024;Královéhradecký kraj;Celkový přírůstek/úbytek na 1 000 obyvatel;-1.8470944269
Q1-Q4 2024;Královéhradecký kraj;Sňatky na 1 000 obyvatel;4.0866514122
Q1-Q4 2024;Královéhradecký kraj;Rozvody na 1 000 obyvatel;1.9407093491
Q1-Q4 2024;Pardubický kraj;Živě narození na 1 000 obyvatel;7.9338549546
Q1-Q4 2024;Pardubický kraj;Zemřelí na 1 000 obyvatel;10.2775621668
Q1-Q4 2024;Pardubický kraj;Přirozený přírůstek/úbytek na 1 000 obyvatel;-2.3437072122
Q1-Q4 2024;Pardubický kraj;Přistěhovalí na 1 000 obyvatel;19.7902561459
Q1-Q4 2024;Pardubický kraj;Vystěhovalí na 1 000 obyvatel;17.6184082054
Q1-Q4 2024;Pardubický kraj;Přírůstek/úbytek stěhováním na 1 000 obyvatel;2.1718479404
Q1-Q4 2024;Pardubický kraj;Celkový přírůstek/úbytek na 1 000 obyvatel;-0.1718592718
Q1-Q4 2024;Pardubický kraj;Sňatky na 1 000 obyvatel;3.9792031395
Q1-Q4 2024;Pardubický kraj;Rozvody na 1 000 obyvatel;1.9338889487
Q1-Q4 2024;Kraj Vysočina;Živě narození na 1 000 obyvatel;8.0932659926
Q1-Q4 2024;Kraj Vysočina;Zemřelí na 1 000 obyvatel;10.4608944761
Q1-Q4 2024;Kraj Vysočina;Přirozený přírůstek/úbytek na 1 000 obyvatel;-2.3676284835
Q1-Q4 2024;Kraj Vysočina;Přistěhovalí na 1 000 obyvatel;19.4265464541
Q1-Q4 2024;Kraj Vysočina;Vystěhovalí na 1 000 obyvatel;17.6643654504
Q1-Q4 2024;Kraj Vysočina;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.7621810037
Q1-Q4 2024;Kraj Vysočina;Celkový přírůstek/úbytek na 1 000 obyvatel;-0.6054474798
Q1-Q4 2024;Kraj Vysočina;Sňatky na 1 000 obyvatel;3.8396589377
Q1-Q4 2024;Kraj Vysočina;Rozvody na 1 000 obyvatel;1.7176912527
Q1-Q4 2024;Jihomoravský kraj;Živě narození na 1 000 obyvatel;8.0496750111
Q1-Q4 2024;Jihomoravský kraj;Zemřelí na 1 000 obyvatel;9.9837831841
Q1-Q4 2024;Jihomoravský kraj;Přirozený přírůstek/úbytek na 1 000 obyvatel;-1.934108173
Q1-Q4 2024;Jihomoravský kraj;Přistěhovalí na 1 000 obyvatel;20.5059516041
Q1-Q4 2024;Jihomoravský kraj;Vystěhovalí na 1 000 obyvatel;16.4558263071
Q1-Q4 2024;Jihomoravský kraj;Přírůstek/úbytek stěhováním na 1 000 obyvatel;4.0501252969
Q1-Q4 2024;Jihomoravský kraj;Celkový přírůstek/úbytek na 1 000 obyvatel;2.1160171239
Q1-Q4 2024;Jihomoravský kraj;Sňatky na 1 000 obyvatel;4.1145683782
Q1-Q4 2024;Jihomoravský kraj;Rozvody na 1 000 obyvatel;1.8664021509
Q1-Q4 2024;Olomoucký kraj;Živě narození na 1 000 obyvatel;7.8279776959
Q1-Q4 2024;Olomoucký kraj;Zemřelí na 1 000 obyvatel;11.033283554
Q1-Q4 2024;Olomoucký kraj;Přirozený přírůstek/úbytek na 1 000 obyvatel;-3.2053058581
Q1-Q4 2024;Olomoucký kraj;Přistěhovalí na 1 000 obyvatel;14.1309012706
Q1-Q4 2024;Olomoucký kraj;Vystěhovalí na 1 000 obyvatel;13.0856928386
Q1-Q4 2024;Olomoucký kraj;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.045208432
Q1-Q4 2024;Olomoucký kraj;Celkový přírůstek/úbytek na 1 000 obyvatel;-2.1600974261
Q1-Q4 2024;Olomoucký kraj;Sňatky na 1 000 obyvatel;3.8308472681
Q1-Q4 2024;Olomoucký kraj;Rozvody na 1 000 obyvatel;1.9573903363
Q1-Q4 2024;Zlínský kraj;Živě narození na 1 000 obyvatel;7.6782557047
Q1-Q4 2024;Zlínský kraj;Zemřelí na 1 000 obyvatel;10.888032488
Q1-Q4 2024;Zlínský kraj;Přirozený přírůstek/úbytek na 1 000 obyvatel;-3.2097767832
Q1-Q4 2024;Zlínský kraj;Přistěhovalí na 1 000 obyvatel;12.2624178131
Q1-Q4 2024;Zlínský kraj;Vystěhovalí na 1 000 obyvatel;12.0673103486
Q1-Q4 2024;Zlínský kraj;Přírůstek/úbytek stěhováním na 1 000 obyvatel;0.1951074645
Q1-Q4 2024;Zlínský kraj;Celkový přírůstek/úbytek na 1 000 obyvatel;-3.0146693187
Q1-Q4 2024;Zlínský kraj;Sňatky na 1 000 obyvatel;3.8486242334
Q1-Q4 2024;Zlínský kraj;Rozvody na 1 000 obyvatel;1.8336648434
Q1-Q4 2024;Moravskoslezský kraj;Živě narození na 1 000 obyvatel;7.2678958218
Q1-Q4 2024;Moravskoslezský kraj;Zemřelí na 1 000 obyvatel;11.4826001003
Q1-Q4 2024;Moravskoslezský kraj;Přirozený přírůstek/úbytek na 1 000 obyvatel;-4.2147042785
Q1-Q4 2024;Moravskoslezský kraj;Přistěhovalí na 1 000 obyvatel;9.3132049479
Q1-Q4 2024;Moravskoslezský kraj;Vystěhovalí na 1 000 obyvatel;10.6621129065
Q1-Q4 2024;Moravskoslezský kraj;Přírůstek/úbytek stěhováním na 1 000 obyvatel;-1.3489079586
Q1-Q4 2024;Moravskoslezský kraj;Celkový přírůstek/úbytek na 1 000 obyvatel;-5.5636122371
Q1-Q4 2024;Moravskoslezský kraj;Sňatky na 1 000 obyvatel;4.1497068362
Q1-Q4 2024;Moravskoslezský kraj;Rozvody na 1 000 obyvatel;1.8807052138
