Území;Ukazatel;Typ ceny;Očištění;CZCPA;Čtvrtletí;value
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;25 Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací;1. čtvrtletí 2009;31381.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;25 Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací;4. čtvrtletí 2008;36240.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;25 Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací;3. čtvrtletí 2008;39554.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;25 Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací;2. čtvrtletí 2008;42019.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;25 Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací;1. čtvrtletí 2008;39417.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;25 Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací;4. čtvrtletí 2007;39866.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;25 Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací;3. čtvrtletí 2007;39099.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;25 Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací;2. čtvrtletí 2007;39559.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;25 Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací;1. čtvrtletí 2007;37448.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;25 Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací;4. čtvrtletí 2006;35651.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;25 Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací;3. čtvrtletí 2006;34348.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;25 Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací;2. čtvrtletí 2006;34900.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;25 Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací;1. čtvrtletí 2006;32205.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;25 Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací;4. čtvrtletí 2005;32369.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;25 Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací;3. čtvrtletí 2005;31642.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;25 Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací;2. čtvrtletí 2005;32751.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;25 Kovodělné výrobky, kromě strojů a zařízení, vč. subdodavatelských prací;1. čtvrtletí 2005;29113.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2025;109841.55876
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2024;113961.34492
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2024;113275.501831
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2024;100858.403251
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2024;98895.335085
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2023;99975.318503
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2023;87145.79846
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2023;87794.498049
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2023;94076.442305
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2022;116582.470459
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2022;105361.299549
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2022;94848.950888
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2022;96301.006654
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2021;106292.536591
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2021;98446.63059
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2021;103039.494919
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2021;99950.032747
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2020;115528.391147
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2020;94747.139674
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2020;88675.024354
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2020;85780.478608
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2019;106247.96263
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2019;91179.832491
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2019;96065.117816
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2019;92292.862663
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2018;109972.605519
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2018;95202.524644
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2018;87080.565427
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2018;90521.392167
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2017;97450.805194
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2017;77615.805758
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2017;85377.906662
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2017;80599.474075
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2016;82591.294987
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2016;69325.403305
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2016;73477.190827
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2016;72988.92329
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2015;83806.470507
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2015;72785.482104
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2015;73156.971124
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2015;79820.883922
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2014;86445.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2014;73934.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2014;73824.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2014;69460.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2013;76352.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2013;65067.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2013;62081.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2013;60594.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2012;74447.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2012;66435.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2012;68342.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2012;68846.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2011;76380.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2011;65394.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2011;66429.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2011;63732.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2010;81820.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2010;71304.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2010;66037.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2010;61495.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2009;70501.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2009;59713.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2009;58721.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2009;61492.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2008;72465.6137705063
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2008;62572.0378727348
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2008;62730.4408147092
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2008;64930.9075420497
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2007;82896.6567620579
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2007;61690.6670119016
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2007;59710.9996742429
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2007;63128.6020141722
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2006;79183.627293487
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2006;55290.6331681758
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2006;50978.1445649788
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2006;52826.6790309098
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;4. čtvrtletí 2005;67989.8266384778
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;3. čtvrtletí 2005;55793.5210322957
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;2. čtvrtletí 2005;49300.1413574397
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;26 Počítače, elektronické a optické přístroje a zařízení, vč. souvisejících služeb a prací;1. čtvrtletí 2005;43455.5109717868
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;1. čtvrtletí 2025;123254.756901
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;4. čtvrtletí 2024;119615.165498
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;3. čtvrtletí 2024;117379.124693
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;2. čtvrtletí 2024;118678.784334
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;1. čtvrtletí 2024;114345.072222
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;4. čtvrtletí 2023;110679.23294
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;3. čtvrtletí 2023;105782.134611
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;2. čtvrtletí 2023;115950.029175
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;1. čtvrtletí 2023;121579.992722
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;4. čtvrtletí 2022;118206.843646
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;3. čtvrtletí 2022;102723.564068
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;2. čtvrtletí 2022;101436.952246
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;1. čtvrtletí 2022;95016.998554
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;4. čtvrtletí 2021;87566.650813
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;3. čtvrtletí 2021;81615.467224
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;2. čtvrtletí 2021;90489.048906
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;1. čtvrtletí 2021;89049.570149
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;4. čtvrtletí 2020;87371.554206
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;3. čtvrtletí 2020;77170.889679
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;2. čtvrtletí 2020;62769.408704
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;1. čtvrtletí 2020;77569.098953
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;4. čtvrtletí 2019;77615.762111
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;3. čtvrtletí 2019;75833.485646
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;2. čtvrtletí 2019;77714.390024
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;1. čtvrtletí 2019;80041.015087
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;4. čtvrtletí 2018;78552.498908
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;3. čtvrtletí 2018;74641.109252
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;2. čtvrtletí 2018;77234.987451
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;1. čtvrtletí 2018;78233.242961
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;4. čtvrtletí 2017;75801.828659
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;3. čtvrtletí 2017;71864.16937
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;2. čtvrtletí 2017;73920.721461
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;1. čtvrtletí 2017;75190.609752
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;4. čtvrtletí 2016;70120.505947
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;3. čtvrtletí 2016;66052.242008
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;2. čtvrtletí 2016;69648.397073
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;1. čtvrtletí 2016;68189.856676
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;4. čtvrtletí 2015;68871.416717
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;3. čtvrtletí 2015;66264.240046
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;2. čtvrtletí 2015;66537.976428
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;1. čtvrtletí 2015;66028.711781
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;4. čtvrtletí 2014;66200.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;3. čtvrtletí 2014;65200.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;2. čtvrtletí 2014;64289.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;1. čtvrtletí 2014;65266.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;4. čtvrtletí 2013;60727.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;3. čtvrtletí 2013;58083.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;2. čtvrtletí 2013;57862.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;1. čtvrtletí 2013;55915.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;4. čtvrtletí 2012;55121.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;3. čtvrtletí 2012;54068.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;2. čtvrtletí 2012;53244.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;1. čtvrtletí 2012;54434.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;4. čtvrtletí 2011;53549.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;3. čtvrtletí 2011;51152.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;2. čtvrtletí 2011;51869.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;27 Elektrická zařízení, vč. subdodavatelských prací;1. čtvrtletí 2011;51463.0
