Území;Ukazatel;Typ ceny;Očištění;CZCPA;Čtvrtletí;value
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;2. čtvrtletí 2019;4480.014582
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;1. čtvrtletí 2019;3916.764593
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;4. čtvrtletí 2018;3730.538674
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;3. čtvrtletí 2018;3348.338538
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;2. čtvrtletí 2018;3380.06491
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;1. čtvrtletí 2018;3186.256124
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;4. čtvrtletí 2017;2984.034174
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;3. čtvrtletí 2017;3173.058912
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;2. čtvrtletí 2017;3309.289291
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;1. čtvrtletí 2017;2925.440808
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;4. čtvrtletí 2016;3287.869181
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;3. čtvrtletí 2016;3180.748835
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;2. čtvrtletí 2016;3006.938624
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;1. čtvrtletí 2016;2626.416413
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;4. čtvrtletí 2015;2699.126239
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;3. čtvrtletí 2015;2495.876322
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;2. čtvrtletí 2015;2708.425701
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;1. čtvrtletí 2015;2516.378977
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;4. čtvrtletí 2014;2401.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;3. čtvrtletí 2014;2583.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;2. čtvrtletí 2014;2678.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;1. čtvrtletí 2014;2980.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;4. čtvrtletí 2013;2735.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;3. čtvrtletí 2013;2732.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;2. čtvrtletí 2013;2623.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;1. čtvrtletí 2013;2337.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;4. čtvrtletí 2012;2277.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;3. čtvrtletí 2012;2163.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;2. čtvrtletí 2012;1923.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;1. čtvrtletí 2012;1727.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;4. čtvrtletí 2011;1765.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;3. čtvrtletí 2011;1827.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;2. čtvrtletí 2011;2058.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;1. čtvrtletí 2011;1878.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;4. čtvrtletí 2010;1540.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;3. čtvrtletí 2010;2003.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;2. čtvrtletí 2010;1763.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;1. čtvrtletí 2010;1529.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;4. čtvrtletí 2009;1556.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;3. čtvrtletí 2009;1412.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;2. čtvrtletí 2009;1210.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;1. čtvrtletí 2009;1155.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;4. čtvrtletí 2008;1256.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;3. čtvrtletí 2008;1197.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;2. čtvrtletí 2008;1124.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;1. čtvrtletí 2008;868.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;4. čtvrtletí 2007;967.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;3. čtvrtletí 2007;1391.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;2. čtvrtletí 2007;1517.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;1. čtvrtletí 2007;1327.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;4. čtvrtletí 2006;1324.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;3. čtvrtletí 2006;1436.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;2. čtvrtletí 2006;1443.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;1. čtvrtletí 2006;887.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;4. čtvrtletí 2005;1166.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;3. čtvrtletí 2005;1077.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;2. čtvrtletí 2005;1407.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;02 Produkty lesnictví, těžby dřeva a související služby;1. čtvrtletí 2005;1103.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";1. čtvrtletí 2025;586.747934
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";4. čtvrtletí 2024;844.023853
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";3. čtvrtletí 2024;505.451995
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";2. čtvrtletí 2024;575.232139
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";1. čtvrtletí 2024;631.227603
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";4. čtvrtletí 2023;886.400363
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";3. čtvrtletí 2023;530.872155
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";2. čtvrtletí 2023;536.575176
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";1. čtvrtletí 2023;546.264472
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";4. čtvrtletí 2022;904.783182
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";3. čtvrtletí 2022;621.210157
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";2. čtvrtletí 2022;666.062132
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";1. čtvrtletí 2022;694.961679
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";4. čtvrtletí 2021;903.095583
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";3. čtvrtletí 2021;523.233077
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";2. čtvrtletí 2021;536.595972
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";1. čtvrtletí 2021;528.545931
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";4. čtvrtletí 2020;681.727529
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";3. čtvrtletí 2020;467.021757
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";2. čtvrtletí 2020;434.833919
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";1. čtvrtletí 2020;473.823225
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";4. čtvrtletí 2019;740.831429
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";3. čtvrtletí 2019;407.421281
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";2. čtvrtletí 2019;422.497507
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";1. čtvrtletí 2019;424.994501
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";4. čtvrtletí 2018;740.156113
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";3. čtvrtletí 2018;439.542741
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";2. čtvrtletí 2018;495.079704
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";1. čtvrtletí 2018;471.784617
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";4. čtvrtletí 2017;900.848587
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";3. čtvrtletí 2017;608.249039
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";2. čtvrtletí 2017;669.914506
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";1. čtvrtletí 2017;633.705953
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";4. čtvrtletí 2016;1011.834706
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";3. čtvrtletí 2016;626.594439
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";2. čtvrtletí 2016;584.304063
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";1. čtvrtletí 2016;570.560837
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";4. čtvrtletí 2015;793.882654
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";3. čtvrtletí 2015;386.846996
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";2. čtvrtletí 2015;390.242728
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";1. čtvrtletí 2015;392.602653
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";4. čtvrtletí 2014;623.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";3. čtvrtletí 2014;351.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";2. čtvrtletí 2014;356.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";1. čtvrtletí 2014;403.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";4. čtvrtletí 2013;558.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";3. čtvrtletí 2013;290.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";2. čtvrtletí 2013;312.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";1. čtvrtletí 2013;312.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";4. čtvrtletí 2012;490.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";3. čtvrtletí 2012;246.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";2. čtvrtletí 2012;258.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";1. čtvrtletí 2012;252.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";4. čtvrtletí 2011;494.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";3. čtvrtletí 2011;212.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";2. čtvrtletí 2011;246.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";1. čtvrtletí 2011;222.0
Česko;Vývoz (v mil. Kč, FOB);Běžné ceny;Bez očištění;"03 Ryby a jiné produkty rybolovu; produkty akvakultury; podpůrné služby pro rybolov a akvakulturu";4. čtvrtletí 2010;428.0
