Území;Roky;Ukazatel;value
Česko;2008;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.7
Česko;2008;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);21887.0
Česko;2008;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;2008;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);107.9
Česko;2009;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3815.9
Česko;2009;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;2009;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);94.5
Česko;2009;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);23344.0
Česko;2009;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;2009;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);103.3
Česko;2009;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3940.0
Česko;2009;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;2009;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);94.5
Česko;2009;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);22609.0
Česko;2009;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;2009;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);103.3
Česko;2010;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3786.1
Česko;2010;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;2010;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.2
Česko;2010;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);23864.0
Česko;2010;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;2010;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);102.2
Česko;2010;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3910.4
Česko;2010;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;2010;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);99.2
Česko;2010;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);23105.0
Česko;2010;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;2010;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);102.2
Česko;2011;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3773.3
Česko;2011;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;2011;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.7
Česko;2011;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);24455.0
Česko;2011;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;2011;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);102.5
Česko;2011;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3905.5
Česko;2011;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;2011;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);99.9
Česko;2011;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);23627.0
Česko;2011;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;2011;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);102.3
Česko;2012;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3775.1
Česko;2012;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;2012;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);100.0
Česko;2012;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);25067.0
Česko;2012;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;2012;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);102.5
Česko;2012;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3902.0
Česko;2012;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;2012;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);99.9
Česko;2012;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);24252.0
Česko;2012;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;2012;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);102.6
Česko;2013;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3737.4
Česko;2013;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;2013;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.0
Česko;2013;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);25035.0
Česko;2013;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;2013;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);99.9
Česko;2013;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3863.0
Česko;2013;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;2013;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);99.0
Česko;2013;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);24221.0
Česko;2013;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;2013;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);99.9
Česko;2014;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3778.5
Česko;2014;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;2014;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);101.1
Česko;2014;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);25768.0
Česko;2014;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;2014;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);102.9
Česko;2014;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3909.3
Česko;2014;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;2014;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);101.2
Česko;2014;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);24906.0
Česko;2014;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;2014;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);102.8
Česko;2015;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3856.9
Česko;2015;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;2015;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);102.1
Česko;2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);26591.0
Česko;2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);103.2
Česko;2015;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3991.1
Česko;2015;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;2015;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);102.1
Česko;2015;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);25697.0
Česko;2015;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;2015;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);103.2
Česko;2016;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3925.7
Česko;2016;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;2016;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);101.8
Česko;2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);27764.0
Česko;2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);104.4
Česko;2016;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4061.3
Česko;2016;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;2016;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);101.8
Česko;2016;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);26837.0
Česko;2016;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;2016;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);104.4
Česko;2017;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4012.3
Česko;2017;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;2017;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);102.2
Česko;2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);29638.4184562606
Česko;2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;2017;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);106.8
Česko;2017;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4142.9
Česko;2017;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;2017;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);102.0
Česko;2017;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);28704.0670526642
Česko;2017;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;2017;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);107.0
Česko;2018;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4073.674239582
Česko;2018;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);61.3858055898
Česko;2018;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);101.5299449828
Česko;2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);32050.7532485822
Česko;2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2412.3347923215
Česko;2018;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);108.1392156463
Česko;2018;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4210.956365277
Česko;2018;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);68.0631872582
Česko;2018;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);101.6428902299
Česko;2018;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);31005.8610306592
Česko;2018;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2301.793977995
Česko;2018;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);108.0190517036
Česko;2019;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4061.7365917055
Česko;2019;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);-11.9376478765
Česko;2019;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.706956247
Česko;2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);34577.5091871211
Česko;2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2526.7559385389
Česko;2019;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);107.8836085971
Česko;2019;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4226.7450295349
Česko;2019;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);15.7886642579
Česko;2019;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.3749424807
Česko;2019;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);33227.6333996939
Česko;2019;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2221.7723690347
Česko;2019;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);107.1656528643
Česko;2020;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3992.1878022976
Česko;2020;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);-69.5487894079
Česko;2020;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);98.2877080323
Česko;2020;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);36176.3255551975
Česko;2020;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);1598.8163680765
Česko;2020;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);104.6238621742
Česko;2020;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4173.3020093936
Česko;2020;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);-53.4430201413
Česko;2020;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);98.7355986754
Česko;2020;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);34606.3345735175
Česko;2020;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);1378.7011738235
Česko;2020;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);104.1492608193
Česko;2021;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4000.8767241984
Česko;2021;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);8.6889219008
Česko;2021;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);100.2176481251
Česko;2021;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);38277.0715199885
Česko;2021;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);2100.7459647909
Česko;2021;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);105.8069633456
Česko;2021;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4186.2407235196
Česko;2021;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);12.938714126
Česko;2021;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.3100354131
Česko;2021;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);36582.1878456254
Česko;2021;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);1975.8532721079
Česko;2021;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);105.7095132913
Česko;2022;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4029.3663709287
Česko;2022;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);28.4896467302
Česko;2022;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);100.7120850927
Česko;2022;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);39932.3037334943
Česko;2022;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);1655.2322135058
Česko;2022;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);104.324343916
Česko;2022;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4224.4780608424
Česko;2022;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);38.2373373228
Česko;2022;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.9134051252
Česko;2022;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);38087.99086185
Česko;2022;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);1505.8030162246
Česko;2022;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);104.1162191353
Česko;2023;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4023.8313255741
Česko;2023;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);-5.5350453546
Česko;2023;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.8626323634
Česko;2023;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);43120.4942893915
Česko;2023;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);3188.1905558972
Česko;2023;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);107.9839885452
Česko;2023;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);4226.1590540687
Česko;2023;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);1.6809932263
Česko;2023;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.0397917376
Česko;2023;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);41056.0969135429
Česko;2023;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);2968.1060516929
Česko;2023;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);107.7927608796
Česko;2024;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);4021.8026823069
Česko;2024;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);-2.0286432672
Česko;2024;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.9495842866
Česko;2024;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);46164.5984871926
