Území;Kumulace čtvrtletí;Ukazatel;value
Česko;Q1-Q3 2010;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1-Q3 2010;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);102.8
Česko;Q1-Q4 2010;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3786.1
Česko;Q1-Q4 2010;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1-Q4 2010;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.2
Česko;Q1-Q4 2010;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);23864.0
Česko;Q1-Q4 2010;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1-Q4 2010;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);102.2
Česko;Q1-Q4 2010;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3910.4
Česko;Q1-Q4 2010;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1-Q4 2010;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);99.2
Česko;Q1-Q4 2010;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);23105.0
Česko;Q1-Q4 2010;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1-Q4 2010;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);102.2
Česko;Q1 2011;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3732.5
Česko;Q1 2011;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1 2011;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.7
Česko;Q1 2011;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);23372.0
Česko;Q1 2011;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1 2011;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);102.8
Česko;Q1 2011;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3863.6
Česko;Q1 2011;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1 2011;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.1
Česko;Q1 2011;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);22579.0
Česko;Q1 2011;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1 2011;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);102.4
Česko;Q1-Q2 2011;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3761.4
Česko;Q1-Q2 2011;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1-Q2 2011;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.9
Česko;Q1-Q2 2011;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);23747.0
Česko;Q1-Q2 2011;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1-Q2 2011;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);102.7
Česko;Q1-Q2 2011;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3892.1
Česko;Q1-Q2 2011;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1-Q2 2011;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.2
Česko;Q1-Q2 2011;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);22950.0
Česko;Q1-Q2 2011;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1-Q2 2011;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);102.4
Česko;Q1-Q3 2011;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3769.3
Česko;Q1-Q3 2011;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1-Q3 2011;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.8
Česko;Q1-Q3 2011;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);23867.0
Česko;Q1-Q3 2011;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1-Q3 2011;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);102.5
Česko;Q1-Q3 2011;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3900.5
Česko;Q1-Q3 2011;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1-Q3 2011;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.0
Česko;Q1-Q3 2011;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);23065.0
Česko;Q1-Q3 2011;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1-Q3 2011;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);102.2
Česko;Q1-Q4 2011;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3773.3
Česko;Q1-Q4 2011;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1-Q4 2011;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.7
Česko;Q1-Q4 2011;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);24455.0
Česko;Q1-Q4 2011;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1-Q4 2011;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);102.5
Česko;Q1-Q4 2011;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3905.5
Česko;Q1-Q4 2011;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1-Q4 2011;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);99.9
Česko;Q1-Q4 2011;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);23627.0
Česko;Q1-Q4 2011;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1-Q4 2011;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);102.3
Česko;Q1 2012;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3736.8
Česko;Q1 2012;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1 2012;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);100.1
Česko;Q1 2012;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);24131.0
Česko;Q1 2012;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1 2012;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);103.2
Česko;Q1 2012;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3863.8
Česko;Q1 2012;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1 2012;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.0
Česko;Q1 2012;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);23337.0
Česko;Q1 2012;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1 2012;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);103.4
Česko;Q1-Q2 2012;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3760.1
Česko;Q1-Q2 2012;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1-Q2 2012;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);100.0
Česko;Q1-Q2 2012;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);24380.0
Česko;Q1-Q2 2012;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1-Q2 2012;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);102.7
Česko;Q1-Q2 2012;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3886.8
Česko;Q1-Q2 2012;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1-Q2 2012;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);99.9
Česko;Q1-Q2 2012;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);23586.0
Česko;Q1-Q2 2012;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1-Q2 2012;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);102.8
Česko;Q1-Q3 2012;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3769.4
Česko;Q1-Q3 2012;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1-Q3 2012;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);100.0
Česko;Q1-Q3 2012;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);24400.0
Česko;Q1-Q3 2012;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1-Q3 2012;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);102.2
Česko;Q1-Q3 2012;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3895.9
Česko;Q1-Q3 2012;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1-Q3 2012;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);99.9
Česko;Q1-Q3 2012;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);23607.0
Česko;Q1-Q3 2012;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1-Q3 2012;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);102.4
Česko;Q1-Q4 2012;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3775.1
Česko;Q1-Q4 2012;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1-Q4 2012;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);100.0
Česko;Q1-Q4 2012;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);25067.0
Česko;Q1-Q4 2012;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1-Q4 2012;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);102.5
Česko;Q1-Q4 2012;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3902.0
Česko;Q1-Q4 2012;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1-Q4 2012;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);99.9
Česko;Q1-Q4 2012;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);24252.0
Česko;Q1-Q4 2012;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1-Q4 2012;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);102.6
Česko;Q1 2013;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3704.4
Česko;Q1 2013;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1 2013;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.1
Česko;Q1 2013;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);23985.0
Česko;Q1 2013;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1 2013;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);99.4
Česko;Q1 2013;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3830.3
Česko;Q1 2013;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1 2013;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);99.1
Česko;Q1 2013;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);23196.0
Česko;Q1 2013;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1 2013;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);99.4
Česko;Q1-Q2 2013;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3720.3
Česko;Q1-Q2 2013;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1-Q2 2013;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);98.9
Česko;Q1-Q2 2013;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);24433.0
Česko;Q1-Q2 2013;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1-Q2 2013;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);100.2
Česko;Q1-Q2 2013;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3846.3
Česko;Q1-Q2 2013;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1-Q2 2013;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);99.0
Česko;Q1-Q2 2013;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);23632.0
Česko;Q1-Q2 2013;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1-Q2 2013;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);100.2
Česko;Q1-Q3 2013;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3729.7
Česko;Q1-Q3 2013;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1-Q3 2013;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);98.9
Česko;Q1-Q3 2013;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);24534.0
Česko;Q1-Q3 2013;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1-Q3 2013;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);100.5
Česko;Q1-Q3 2013;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3854.7
Česko;Q1-Q3 2013;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1-Q3 2013;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);98.9
Česko;Q1-Q3 2013;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);23738.0
Česko;Q1-Q3 2013;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1-Q3 2013;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);100.6
Česko;Q1-Q4 2013;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3737.4
Česko;Q1-Q4 2013;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1-Q4 2013;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);99.0
Česko;Q1-Q4 2013;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);25035.0
Česko;Q1-Q4 2013;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1-Q4 2013;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);99.9
Česko;Q1-Q4 2013;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3863.0
Česko;Q1-Q4 2013;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1-Q4 2013;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);99.0
Česko;Q1-Q4 2013;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);24221.0
Česko;Q1-Q4 2013;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1-Q4 2013;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);99.9
Česko;Q1 2014;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3720.2
Česko;Q1 2014;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1 2014;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);100.4
Česko;Q1 2014;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);24931.0
Česko;Q1 2014;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1 2014;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);103.9
Česko;Q1 2014;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3849.9
Česko;Q1 2014;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1 2014;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.5
Česko;Q1 2014;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);24091.0
Česko;Q1 2014;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1 2014;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);103.9
Česko;Q1-Q2 2014;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3746.7
Česko;Q1-Q2 2014;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1-Q2 2014;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);100.7
Česko;Q1-Q2 2014;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);25252.0
Česko;Q1-Q2 2014;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1-Q2 2014;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);103.4
Česko;Q1-Q2 2014;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3877.6
Česko;Q1-Q2 2014;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1-Q2 2014;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);100.8
Česko;Q1-Q2 2014;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);24400.0
Česko;Q1-Q2 2014;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1-Q2 2014;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);103.2
Česko;Q1-Q3 2014;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3762.7
Česko;Q1-Q3 2014;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1-Q3 2014;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);100.9
Česko;Q1-Q3 2014;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);25261.0
Česko;Q1-Q3 2014;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1-Q3 2014;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);103.0
Česko;Q1-Q3 2014;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3893.0
Česko;Q1-Q3 2014;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1-Q3 2014;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);101.0
Česko;Q1-Q3 2014;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);24416.0
Česko;Q1-Q3 2014;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1-Q3 2014;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);102.9
Česko;Q1-Q4 2014;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3778.5
Česko;Q1-Q4 2014;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1-Q4 2014;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);101.1
Česko;Q1-Q4 2014;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);25768.0
Česko;Q1-Q4 2014;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1-Q4 2014;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);102.9
Česko;Q1-Q4 2014;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3909.3
Česko;Q1-Q4 2014;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1-Q4 2014;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);101.2
Česko;Q1-Q4 2014;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);24906.0
Česko;Q1-Q4 2014;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1-Q4 2014;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);102.8
Česko;Q1 2015;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3793.5
Česko;Q1 2015;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1 2015;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);102.0
Česko;Q1 2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);25497.0
Česko;Q1 2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1 2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);102.3
Česko;Q1 2015;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3925.9
Česko;Q1 2015;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1 2015;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);102.0
Česko;Q1 2015;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);24638.0
Česko;Q1 2015;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1 2015;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);102.3
Česko;Q1-Q2 2015;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3822.7
Česko;Q1-Q2 2015;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1-Q2 2015;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);102.0
Česko;Q1-Q2 2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);25956.0
Česko;Q1-Q2 2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1-Q2 2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);102.8
Česko;Q1-Q2 2015;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3955.8
Česko;Q1-Q2 2015;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1-Q2 2015;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);102.0
Česko;Q1-Q2 2015;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);25082.0
Česko;Q1-Q2 2015;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1-Q2 2015;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);102.8
Česko;Q1-Q3 2015;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3839.4
Česko;Q1-Q3 2015;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1-Q3 2015;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);102.0
Česko;Q1-Q3 2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);26026.0
Česko;Q1-Q3 2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1-Q3 2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);103.0
Česko;Q1-Q3 2015;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3972.6
Česko;Q1-Q3 2015;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1-Q3 2015;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);102.0
Česko;Q1-Q3 2015;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);25153.0
Česko;Q1-Q3 2015;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1-Q3 2015;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);103.0
Česko;Q1-Q4 2015;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3856.9
Česko;Q1-Q4 2015;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1-Q4 2015;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);102.1
Česko;Q1-Q4 2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);26591.0
Česko;Q1-Q4 2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1-Q4 2015;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);103.2
Česko;Q1-Q4 2015;Průměrný evidenční počet zaměstnanců na fyzické osoby (tis. osob);3991.1
Česko;Q1-Q4 2015;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční rozdíl (tis. osob);
Česko;Q1-Q4 2015;Průměrný evidenční počet zaměstnanců na fyzické osoby - meziroční index (%);102.1
Česko;Q1-Q4 2015;Průměrná hrubá měsíční mzda na fyzické osoby (Kč);25697.0
Česko;Q1-Q4 2015;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční rozdíl (Kč);
Česko;Q1-Q4 2015;Průměrná hrubá měsíční mzda na fyzické osoby - meziroční index (%);103.2
Česko;Q1 2016;Průměrný evidenční počet zaměstnanců přepočtený (tis. osob);3873.8
Česko;Q1 2016;Průměrný evidenční počet zaměstnanců přepočtený - meziroční rozdíl (tis. osob);
Česko;Q1 2016;Průměrný evidenční počet zaměstnanců přepočtený - meziroční index (%);102.1
Česko;Q1 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců (Kč);26683.0
Česko;Q1 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční rozdíl (Kč);
Česko;Q1 2016;Průměrná hrubá měsíční mzda na přepočtené počty zaměstnanců - meziroční index (%);104.7
