Roky;Kategorie ubytovacího zařízení;Oblasti destinačního managementu členěné;Ukazatel;Rezidence;value
2023;HUZ celkem;Jeseníky-západ;Průměrný počet přenocování ;Celkem;3.5886892003
2023;HUZ celkem;Jeseníky-západ;Průměrný počet přenocování ;Rezidenti;3.6977694168
2023;HUZ celkem;Jeseníky-západ;Průměrný počet přenocování ;Nerezidenti;2.3294725957
2023;HUZ celkem;Střední Morava;Počet hostů;Celkem;420844.0
2023;HUZ celkem;Střední Morava;Počet hostů;Rezidenti;316345.0
2023;HUZ celkem;Střední Morava;Počet hostů;Nerezidenti;104499.0
2023;HUZ celkem;Střední Morava;Počet přenocování;Celkem;1044578.0
2023;HUZ celkem;Střední Morava;Počet přenocování;Rezidenti;803071.0
2023;HUZ celkem;Střední Morava;Počet přenocování;Nerezidenti;241507.0
2023;HUZ celkem;Střední Morava;Průměrný počet přenocování ;Celkem;2.4821026319
2023;HUZ celkem;Střední Morava;Průměrný počet přenocování ;Rezidenti;2.5385923596
2023;HUZ celkem;Střední Morava;Průměrný počet přenocování ;Nerezidenti;2.3110938861
2023;HUZ celkem;Valašsko;Počet hostů;Celkem;302389.0
2023;HUZ celkem;Valašsko;Počet hostů;Rezidenti;261415.0
2023;HUZ celkem;Valašsko;Počet hostů;Nerezidenti;40974.0
2023;HUZ celkem;Valašsko;Počet přenocování;Celkem;678982.0
2023;HUZ celkem;Valašsko;Počet přenocování;Rezidenti;590830.0
2023;HUZ celkem;Valašsko;Počet přenocování;Nerezidenti;88152.0
2023;HUZ celkem;Valašsko;Průměrný počet přenocování ;Celkem;2.2453925242
2023;HUZ celkem;Valašsko;Průměrný počet přenocování ;Rezidenti;2.2601227933
2023;HUZ celkem;Valašsko;Průměrný počet přenocování ;Nerezidenti;2.1514130912
2023;HUZ celkem;Kroměřížsko;Počet hostů;Celkem;93932.0
2023;HUZ celkem;Kroměřížsko;Počet hostů;Rezidenti;79499.0
2023;HUZ celkem;Kroměřížsko;Počet hostů;Nerezidenti;14433.0
2023;HUZ celkem;Kroměřížsko;Počet přenocování;Celkem;208778.0
2023;HUZ celkem;Kroměřížsko;Počet přenocování;Rezidenti;179212.0
2023;HUZ celkem;Kroměřížsko;Počet přenocování;Nerezidenti;29566.0
2023;HUZ celkem;Kroměřížsko;Průměrný počet přenocování ;Celkem;2.222650428
2023;HUZ celkem;Kroměřížsko;Průměrný počet přenocování ;Rezidenti;2.2542673493
2023;HUZ celkem;Kroměřížsko;Průměrný počet přenocování ;Nerezidenti;2.0484999654
2023;HUZ celkem;Slovácko - Zlínský kraj;Počet hostů;Celkem;147720.0
2023;HUZ celkem;Slovácko - Zlínský kraj;Počet hostů;Rezidenti;124559.0
2023;HUZ celkem;Slovácko - Zlínský kraj;Počet hostů;Nerezidenti;23161.0
2023;HUZ celkem;Slovácko - Zlínský kraj;Počet přenocování;Celkem;359022.0
2023;HUZ celkem;Slovácko - Zlínský kraj;Počet přenocování;Rezidenti;310598.0
2023;HUZ celkem;Slovácko - Zlínský kraj;Počet přenocování;Nerezidenti;48424.0
2023;HUZ celkem;Slovácko - Zlínský kraj;Průměrný počet přenocování ;Celkem;2.4304224208
2023;HUZ celkem;Slovácko - Zlínský kraj;Průměrný počet přenocování ;Rezidenti;2.493581355
2023;HUZ celkem;Slovácko - Zlínský kraj;Průměrný počet přenocování ;Nerezidenti;2.0907560123
2023;HUZ celkem;Zlínsko - Luhačovicko;Počet hostů;Celkem;277702.0
2023;HUZ celkem;Zlínsko - Luhačovicko;Počet hostů;Rezidenti;243688.0
2023;HUZ celkem;Zlínsko - Luhačovicko;Počet hostů;Nerezidenti;34014.0
2023;HUZ celkem;Zlínsko - Luhačovicko;Počet přenocování;Celkem;1019075.0
2023;HUZ celkem;Zlínsko - Luhačovicko;Počet přenocování;Rezidenti;940750.0
2023;HUZ celkem;Zlínsko - Luhačovicko;Počet přenocování;Nerezidenti;78325.0
2023;HUZ celkem;Zlínsko - Luhačovicko;Průměrný počet přenocování ;Celkem;3.6696710863
2023;HUZ celkem;Zlínsko - Luhačovicko;Průměrný počet přenocování ;Rezidenti;3.8604691245
2023;HUZ celkem;Zlínsko - Luhačovicko;Průměrný počet přenocování ;Nerezidenti;2.3027282884
2023;HUZ celkem;Beskydy;Počet hostů;Celkem;323143.0
2023;HUZ celkem;Beskydy;Počet hostů;Rezidenti;280896.0
2023;HUZ celkem;Beskydy;Počet hostů;Nerezidenti;42247.0
2023;HUZ celkem;Beskydy;Počet přenocování;Celkem;716861.0
2023;HUZ celkem;Beskydy;Počet přenocování;Rezidenti;625009.0
2023;HUZ celkem;Beskydy;Počet přenocování;Nerezidenti;91852.0
2023;HUZ celkem;Beskydy;Průměrný počet přenocování ;Celkem;2.2184017602
2023;HUZ celkem;Beskydy;Průměrný počet přenocování ;Rezidenti;2.2250548246
2023;HUZ celkem;Beskydy;Průměrný počet přenocování ;Nerezidenti;2.174166213
2023;HUZ celkem;Jeseníky-východ;Počet hostů;Celkem;175480.0
2023;HUZ celkem;Jeseníky-východ;Počet hostů;Rezidenti;159511.0
2023;HUZ celkem;Jeseníky-východ;Počet hostů;Nerezidenti;15969.0
2023;HUZ celkem;Jeseníky-východ;Počet přenocování;Celkem;576218.0
2023;HUZ celkem;Jeseníky-východ;Počet přenocování;Rezidenti;538315.0
2023;HUZ celkem;Jeseníky-východ;Počet přenocování;Nerezidenti;37903.0
2023;HUZ celkem;Jeseníky-východ;Průměrný počet přenocování ;Celkem;3.2836676544
2023;HUZ celkem;Jeseníky-východ;Průměrný počet přenocování ;Rezidenti;3.3747829303
2023;HUZ celkem;Jeseníky-východ;Průměrný počet přenocování ;Nerezidenti;2.3735362264
2023;HUZ celkem;Opavské Slezsko;Počet hostů;Celkem;92006.0
2023;HUZ celkem;Opavské Slezsko;Počet hostů;Rezidenti;77096.0
2023;HUZ celkem;Opavské Slezsko;Počet hostů;Nerezidenti;14910.0
2023;HUZ celkem;Opavské Slezsko;Počet přenocování;Celkem;209871.0
2023;HUZ celkem;Opavské Slezsko;Počet přenocování;Rezidenti;179319.0
2023;HUZ celkem;Opavské Slezsko;Počet přenocování;Nerezidenti;30552.0
2023;HUZ celkem;Opavské Slezsko;Průměrný počet přenocování ;Celkem;2.2810577571
2023;HUZ celkem;Opavské Slezsko;Průměrný počet přenocování ;Rezidenti;2.3259183356
2023;HUZ celkem;Opavské Slezsko;Průměrný počet přenocování ;Nerezidenti;2.0490945674
2023;HUZ celkem;Ostrava a okolí;Počet hostů;Celkem;257849.0
2023;HUZ celkem;Ostrava a okolí;Počet hostů;Rezidenti;155194.0
2023;HUZ celkem;Ostrava a okolí;Počet hostů;Nerezidenti;102655.0
2023;HUZ celkem;Ostrava a okolí;Počet přenocování;Celkem;482525.0
2023;HUZ celkem;Ostrava a okolí;Počet přenocování;Rezidenti;274403.0
2023;HUZ celkem;Ostrava a okolí;Počet přenocování;Nerezidenti;208122.0
2023;HUZ celkem;Ostrava a okolí;Průměrný počet přenocování ;Celkem;1.8713471838
2023;HUZ celkem;Ostrava a okolí;Průměrný počet přenocování ;Rezidenti;1.7681289225
2023;HUZ celkem;Ostrava a okolí;Průměrný počet přenocování ;Nerezidenti;2.0273927232
2023;HUZ celkem;Poodří;Počet hostů;Celkem;31721.0
2023;HUZ celkem;Poodří;Počet hostů;Rezidenti;27181.0
2023;HUZ celkem;Poodří;Počet hostů;Nerezidenti;4540.0
2023;HUZ celkem;Poodří;Počet přenocování;Celkem;223135.0
2023;HUZ celkem;Poodří;Počet přenocování;Rezidenti;207795.0
2023;HUZ celkem;Poodří;Počet přenocování;Nerezidenti;15340.0
2023;HUZ celkem;Poodří;Průměrný počet přenocování ;Celkem;7.0342990448
2023;HUZ celkem;Poodří;Průměrný počet přenocování ;Rezidenti;7.6448622199
2023;HUZ celkem;Poodří;Průměrný počet přenocování ;Nerezidenti;3.3788546256
2023;HUZ celkem;Těšínské Slezsko;Počet hostů;Celkem;158220.0
2023;HUZ celkem;Těšínské Slezsko;Počet hostů;Rezidenti;133923.0
2023;HUZ celkem;Těšínské Slezsko;Počet hostů;Nerezidenti;24297.0
2023;HUZ celkem;Těšínské Slezsko;Počet přenocování;Celkem;529614.0
2023;HUZ celkem;Těšínské Slezsko;Počet přenocování;Rezidenti;468154.0
2023;HUZ celkem;Těšínské Slezsko;Počet přenocování;Nerezidenti;61460.0
2023;HUZ celkem;Těšínské Slezsko;Průměrný počet přenocování ;Celkem;3.3473265074
2023;HUZ celkem;Těšínské Slezsko;Průměrný počet přenocování ;Rezidenti;3.4956952876
2023;HUZ celkem;Těšínské Slezsko;Průměrný počet přenocování ;Nerezidenti;2.5295303947
