Území,Ukazatel,Typ indexu,Očištění,CZ-NACE,Roky,value
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2020,96.21633515
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2019,98.534062669
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2018,110.9478302842
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2017,90.6497030541
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2016,103.833152565
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2015,105.2711278572
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2014,104.5173952476
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2013,110.0716038491
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2012,99.3290632658
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2011,121.5980590552
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2010,110.8617108483
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2009,97.6026099806
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2008,102.2564526961
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2007,145.6756991613
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2006,123.2867042242
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2005,98.7162545748
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2004,89.9002072115
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2003,115.1281995359
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2002,88.0604464012
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2001,126.3613568632
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba ostatních dopravních prostředků a zařízení,2000,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2024,98.1852343446
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2023,88.6014207617
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2022,100.8064577
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2021,111.5507702012
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2020,92.5216802664
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2019,101.138815428
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2018,103.5969092522
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2017,104.174495493
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2016,105.8348337644
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2015,105.1593221258
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2014,104.434764638
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2013,104.074178091
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2012,96.2664344252
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2011,101.6505998429
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2010,93.1297993009
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2009,85.4622291124
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2008,95.6843211103
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2007,111.1606868298
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2006,108.2606742846
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2005,101.5528426718
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2004,108.8913624416
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2003,90.989694382
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2002,94.9586814733
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2001,110.6862801346
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Výroba nábytku,2000,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2024,105.9038062574
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2023,95.7053628618
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2022,102.5365820575
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2021,107.2792105337
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2020,102.8255601214
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2019,100.9107597389
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2018,108.6435912848
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2017,100.1606621687
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2016,100.2751013138
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2015,112.2591795415
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2014,105.4911754303
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2013,107.8220355406
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2012,101.5630504509
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2011,104.1756826794
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2010,105.0312716281
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2009,80.6080372117
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2008,102.5399053664
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2007,104.3215573561
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2006,108.430627617
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2005,101.2809048389
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2004,121.1666999886
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2003,100.6057172176
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2002,96.1592284663
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2001,109.3021527963
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Ostatní zpracovatelský průmysl,2000,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2024,97.9872804879
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2023,104.8349922589
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2022,104.5890709341
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2021,102.7728844816
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2020,94.528476979
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2019,105.5478733705
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2018,104.8235823906
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2017,97.2024480115
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2016,102.8931420509
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2015,93.8101188863
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2014,107.647543811
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2013,102.1464508296
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2012,94.4278911543
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2011,108.8590538358
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2010,96.2147129481
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2009,113.6049065969
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2008,102.6618912259
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2007,103.2467524092
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2006,108.0046787711
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2005,93.9567173173
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2004,119.7584654365
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2003,94.9682134692
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2002,126.4751838536
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2001,106.0019037502
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,Opravy a instalace strojů a zařízení,2000,
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2024,98.5241420769
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2023,88.864837631
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2022,97.687082275
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2021,103.9922830498
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2020,93.420301676
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2019,99.6285837617
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2018,101.4454102107
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2017,104.6954210175
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2016,100.9276759392
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2015,97.2646021018
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2014,97.0001855665
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2013,98.4871140497
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2012,99.4563998544
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2011,98.4684324955
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2010,104.6355068406
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2009,96.0835932698
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2008,95.4356033294
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2007,101.6235673513
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2006,103.1093533236
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2005,98.0412637088
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2004,100.9650755439
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2003,108.3470777169
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2002,102.5635928604
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2001,101.7888510774
Česko,Index průmyslové produkce,Meziroční index,Bez očištění,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2000,
