Regiony;Roky (regiony soudržnosti);Pohlaví;Věk (roky);Ukazatel;value
Střední Čechy;2023;muži;84;Tabulkový počet dožívajících (lx);34206.89828
Střední Čechy;2023;muži;84;Tabulkový počet zemřelých (dx);3709.777342
Střední Čechy;2023;muži;84;Tabulkový počet žijících (Lx);32352.00961
Střední Čechy;2023;muži;84;Pomocný ukazatel (Tx);195015.4938
Střední Čechy;2023;muži;84;Naděje dožití (ex);5.701057495
Střední Čechy;2023;muži;85;Počet zemřelých (Dx);195.0
Střední Čechy;2023;muži;85;Počet obyvatel (Px);1375.0
Střední Čechy;2023;muži;85;Míra úmrtnosti (mx);0.127175776
Střední Čechy;2023;muži;85;Pravděpodobnost úmrtí (qx);0.119572419
Střední Čechy;2023;muži;85;Tabulkový počet dožívajících (lx);30497.12093
Střední Čechy;2023;muži;85;Tabulkový počet zemřelých (dx);3646.614506
Střední Čechy;2023;muži;85;Tabulkový počet žijících (Lx);28673.81368
Střední Čechy;2023;muži;85;Pomocný ukazatel (Tx);162663.4842
Střední Čechy;2023;muži;85;Naděje dožití (ex);5.333732471
Střední Čechy;2023;muži;86;Počet zemřelých (Dx);136.0
Střední Čechy;2023;muži;86;Počet obyvatel (Px);1148.0
Střední Čechy;2023;muži;86;Míra úmrtnosti (mx);0.140832057
Střední Čechy;2023;muži;86;Pravděpodobnost úmrtí (qx);0.13156759
Střední Čechy;2023;muži;86;Tabulkový počet dožívajících (lx);26850.50643
Střední Čechy;2023;muži;86;Tabulkový počet zemřelých (dx);3532.656415
Střední Čechy;2023;muži;86;Tabulkový počet žijících (Lx);25084.17822
Střední Čechy;2023;muži;86;Pomocný ukazatel (Tx);133989.6705
Střední Čechy;2023;muži;86;Naděje dožití (ex);4.99021018
Střední Čechy;2023;muži;87;Počet zemřelých (Dx);145.0
Střední Čechy;2023;muži;87;Počet obyvatel (Px);971.0
Střední Čechy;2023;muži;87;Míra úmrtnosti (mx);0.155522015
Střední Čechy;2023;muži;87;Pravděpodobnost úmrtí (qx);0.144301022
Střední Čechy;2023;muži;87;Tabulkový počet dožívajících (lx);23317.85001
Střední Čechy;2023;muži;87;Tabulkový počet zemřelých (dx);3364.789583
Střední Čechy;2023;muži;87;Tabulkový počet žijících (Lx);21635.45522
Střední Čechy;2023;muži;87;Pomocný ukazatel (Tx);108905.4923
Střední Čechy;2023;muži;87;Naděje dožití (ex);4.670477433
Střední Čechy;2023;muži;88;Počet zemřelých (Dx);143.0
Střední Čechy;2023;muži;88;Počet obyvatel (Px);795.0
Střední Čechy;2023;muži;88;Míra úmrtnosti (mx);0.171046229
Střední Čechy;2023;muži;88;Pravděpodobnost úmrtí (qx);0.157570324
Střední Čechy;2023;muži;88;Tabulkový počet dožívajících (lx);19953.06043
Střední Čechy;2023;muži;88;Tabulkový počet zemřelých (dx);3144.010201
Střední Čechy;2023;muži;88;Tabulkový počet žijících (Lx);18381.05533
Střední Čechy;2023;muži;88;Pomocný ukazatel (Tx);87270.03706
Střední Čechy;2023;muži;88;Naděje dožití (ex);4.37376699
Střední Čechy;2023;muži;89;Počet zemřelých (Dx);147.0
Střední Čechy;2023;muži;89;Počet obyvatel (Px);661.0
Střední Čechy;2023;muži;89;Míra úmrtnosti (mx);0.187143286
Střední Čechy;2023;muži;89;Pravděpodobnost úmrtí (qx);0.171130339
Střední Čechy;2023;muži;89;Tabulkový počet dožívajících (lx);16809.05023
Střední Čechy;2023;muži;89;Tabulkový počet zemřelých (dx);2876.538462
Střední Čechy;2023;muži;89;Tabulkový počet žijících (Lx);15370.781
Střední Čechy;2023;muži;89;Pomocný ukazatel (Tx);68888.98173
Střední Čechy;2023;muži;89;Naděje dožití (ex);4.098326841
Střední Čechy;2023;muži;90;Počet zemřelých (Dx);113.0
Střední Čechy;2023;muži;90;Počet obyvatel (Px);542.0
Střední Čechy;2023;muži;90;Míra úmrtnosti (mx);0.203490898
Střední Čechy;2023;muži;90;Pravděpodobnost úmrtí (qx);0.184698651
Střední Čechy;2023;muži;90;Tabulkový počet dožívajících (lx);13932.51177
Střední Čechy;2023;muži;90;Tabulkový počet zemřelých (dx);2573.316121
Střední Čechy;2023;muži;90;Tabulkový počet žijících (Lx);12645.85371
Střední Čechy;2023;muži;90;Pomocný ukazatel (Tx);53518.20073
Střední Čechy;2023;muži;90;Naděje dožití (ex);3.841245687
Střední Čechy;2023;muži;91;Počet zemřelých (Dx);104.0
Střední Čechy;2023;muži;91;Počet obyvatel (Px);427.0
Střední Čechy;2023;muži;91;Míra úmrtnosti (mx);0.222206977
Střední Čechy;2023;muži;91;Pravděpodobnost úmrtí (qx);0.199987652
Střední Čechy;2023;muži;91;Tabulkový počet dožívajících (lx);11359.19565
Střední Čechy;2023;muži;91;Tabulkový počet zemřelých (dx);2271.698861
Střední Čechy;2023;muži;91;Tabulkový počet žijících (Lx);10223.34621
Střední Čechy;2023;muži;91;Pomocný ukazatel (Tx);40872.34703
Střední Čechy;2023;muži;91;Naděje dožití (ex);3.598172644
Střední Čechy;2023;muži;92;Počet zemřelých (Dx);99.0
Střední Čechy;2023;muži;92;Počet obyvatel (Px);333.0
Střední Čechy;2023;muži;92;Míra úmrtnosti (mx);0.242096027
Střední Čechy;2023;muži;92;Pravděpodobnost úmrtí (qx);0.215955092
Střední Čechy;2023;muži;92;Tabulkový počet dožívajících (lx);9087.496784
Střední Čechy;2023;muži;92;Tabulkový počet zemřelých (dx);1962.491206
Střední Čechy;2023;muži;92;Tabulkový počet žijících (Lx);8106.251181
Střední Čechy;2023;muži;92;Pomocný ukazatel (Tx);30649.00081
Střední Čechy;2023;muži;92;Naděje dožití (ex);3.372656028
Střední Čechy;2023;muži;93;Počet zemřelých (Dx);90.0
Střední Čechy;2023;muži;93;Počet obyvatel (Px);237.0
Střední Čechy;2023;muži;93;Míra úmrtnosti (mx);0.263138746
Střední Čechy;2023;muži;93;Pravděpodobnost úmrtí (qx);0.232543185
Střední Čechy;2023;muži;93;Tabulkový počet dožívajících (lx);7125.005578
Střední Čechy;2023;muži;93;Tabulkový počet zemřelých (dx);1656.87149
Střední Čechy;2023;muži;93;Tabulkový počet žijících (Lx);6296.569833
Střední Čechy;2023;muži;93;Pomocný ukazatel (Tx);22542.74963
Střední Čechy;2023;muži;93;Naděje dožití (ex);3.163892208
Střední Čechy;2023;muži;94;Počet zemřelých (Dx);53.0
Střední Čechy;2023;muži;94;Počet obyvatel (Px);155.0
Střední Čechy;2023;muži;94;Míra úmrtnosti (mx);0.285298643
Střední Čechy;2023;muži;94;Pravděpodobnost úmrtí (qx);0.249681715
Střední Čechy;2023;muži;94;Tabulkový počet dožívajících (lx);5468.134088
Střední Čechy;2023;muži;94;Tabulkový počet zemřelých (dx);1365.293099
Střední Čechy;2023;muži;94;Tabulkový počet žijících (Lx);4785.487538
Střední Čechy;2023;muži;94;Pomocný ukazatel (Tx);16246.1798
Střední Čechy;2023;muži;94;Naděje dožití (ex);2.971064633
Střední Čechy;2023;muži;95;Počet zemřelých (Dx);29.0
Střední Čechy;2023;muži;95;Počet obyvatel (Px);95.0
Střední Čechy;2023;muži;95;Míra úmrtnosti (mx);0.308520908
Střední Čechy;2023;muži;95;Pravděpodobnost úmrtí (qx);0.267288814
Střední Čechy;2023;muži;95;Tabulkový počet dožívajících (lx);4102.840989
Střední Čechy;2023;muži;95;Tabulkový počet zemřelých (dx);1096.643504
Střední Čechy;2023;muži;95;Tabulkový počet žijících (Lx);3554.519237
Střední Čechy;2023;muži;95;Pomocný ukazatel (Tx);11460.69226
Střední Čechy;2023;muži;95;Naděje dožití (ex);2.793355212
Střední Čechy;2023;muži;96;Počet zemřelých (Dx);25.0
Střední Čechy;2023;muži;96;Počet obyvatel (Px);71.0
Střední Čechy;2023;muži;96;Míra úmrtnosti (mx);0.332731791
Střední Čechy;2023;muži;96;Pravděpodobnost úmrtí (qx);0.285272222
Střední Čechy;2023;muži;96;Tabulkový počet dožívajících (lx);3006.197485
Střední Čechy;2023;muži;96;Tabulkový počet zemřelých (dx);857.584636
Střední Čechy;2023;muži;96;Tabulkový počet žijících (Lx);2577.405167
Střední Čechy;2023;muži;96;Pomocný ukazatel (Tx);7906.173022
Střední Čechy;2023;muži;96;Naděje dožití (ex);2.629957965
Střední Čechy;2023;muži;97;Počet zemřelých (Dx);23.0
Střední Čechy;2023;muži;97;Počet obyvatel (Px);43.0
Střední Čechy;2023;muži;97;Míra úmrtnosti (mx);0.357838575
Střední Čechy;2023;muži;97;Pravděpodobnost úmrtí (qx);0.303531021
Střední Čechy;2023;muži;97;Tabulkový počet dožívajících (lx);2148.612849
Střední Čechy;2023;muži;97;Tabulkový počet zemřelých (dx);652.1706518
Střední Čechy;2023;muži;97;Tabulkový počet žijících (Lx);1822.527523
Střední Čechy;2023;muži;97;Pomocný ukazatel (Tx);5328.767855
Střední Čechy;2023;muži;97;Naděje dožití (ex);2.480096801
Střední Čechy;2023;muži;98;Počet zemřelých (Dx);10.0
Střední Čechy;2023;muži;98;Počet obyvatel (Px);24.0
Střední Čechy;2023;muži;98;Míra úmrtnosti (mx);0.383730254
Střední Čechy;2023;muži;98;Pravděpodobnost úmrtí (qx);0.321957783
Střední Čechy;2023;muži;98;Tabulkový počet dožívajících (lx);1496.442197
Střední Čechy;2023;muži;98;Tabulkový počet zemřelých (dx);481.7912124
Střední Čechy;2023;muži;98;Tabulkový počet žijících (Lx);1255.546591
Střední Čechy;2023;muži;98;Pomocný ukazatel (Tx);3506.240331
Střední Čechy;2023;muži;98;Naděje dožití (ex);2.343050963
Střední Čechy;2023;muži;99;Počet zemřelých (Dx);10.0
Střední Čechy;2023;muži;99;Počet obyvatel (Px);15.0
Střední Čechy;2023;muži;99;Míra úmrtnosti (mx);0.410278926
Střední Čechy;2023;muži;99;Pravděpodobnost úmrtí (qx);0.340441035
Střední Čechy;2023;muži;99;Tabulkový počet dožívajících (lx);1014.650985
Střední Čechy;2023;muži;99;Tabulkový počet zemřelých (dx);345.4288315
Střední Čechy;2023;muži;99;Tabulkový počet žijících (Lx);841.9365692
Střední Čechy;2023;muži;99;Pomocný ukazatel (Tx);2250.69374
Střední Čechy;2023;muži;99;Naděje dožití (ex);2.218194999
Střední Čechy;2023;muži;100;Počet zemřelých (Dx);5.0
Střední Čechy;2023;muži;100;Počet obyvatel (Px);8.0
Střední Čechy;2023;muži;100;Míra úmrtnosti (mx);0.437341927
Střední Čechy;2023;muži;100;Pravděpodobnost úmrtí (qx);0.358867931
Střední Čechy;2023;muži;100;Tabulkový počet dožívajících (lx);669.2221535
Střední Čechy;2023;muži;100;Tabulkový počet zemřelých (dx);240.1623694
Střední Čechy;2023;muži;100;Tabulkový počet žijících (Lx);549.1409688
Střední Čechy;2023;muži;100;Pomocný ukazatel (Tx);1408.757171
Střední Čechy;2023;muži;100;Naděje dožití (ex);2.105066552
Střední Čechy;2023;muži;101;Počet zemřelých (Dx);1.0
Střední Čechy;2023;muži;101;Počet obyvatel (Px);4.0
Střední Čechy;2023;muži;101;Míra úmrtnosti (mx);0.46476464
Střední Čechy;2023;muži;101;Pravděpodobnost úmrtí (qx);0.377126994
Střední Čechy;2023;muži;101;Tabulkový počet dožívajících (lx);429.0597841
Střední Čechy;2023;muži;101;Tabulkový počet zemřelých (dx);161.8100265
Střední Čechy;2023;muži;101;Tabulkový počet žijících (Lx);348.1547708
Střední Čechy;2023;muži;101;Pomocný ukazatel (Tx);859.6162023
Střední Čechy;2023;muži;101;Naděje dožití (ex);2.003488172
Střední Čechy;2023;muži;102;Počet zemřelých (Dx);0.0
Střední Čechy;2023;muži;102;Počet obyvatel (Px);0.0
Střední Čechy;2023;muži;102;Míra úmrtnosti (mx);0.492383882
Střední Čechy;2023;muži;102;Pravděpodobnost úmrtí (qx);0.395110789
Střední Čechy;2023;muži;102;Tabulkový počet dožívajících (lx);267.2497575
Střední Čechy;2023;muži;102;Tabulkový počet zemřelých (dx);105.5932627
Střední Čechy;2023;muži;102;Tabulkový počet žijících (Lx);214.4531262
Střední Čechy;2023;muži;102;Pomocný ukazatel (Tx);511.4614315
Střední Čechy;2023;muži;102;Naděje dožití (ex);1.91379568
Střední Čechy;2023;muži;103;Počet zemřelých (Dx);0.0
Střední Čechy;2023;muži;103;Počet obyvatel (Px);1.0
Střední Čechy;2023;muži;103;Míra úmrtnosti (mx);0.520031719
Střední Čechy;2023;muži;103;Pravděpodobnost úmrtí (qx);0.412718392
Střední Čechy;2023;muži;103;Tabulkový počet dožívajících (lx);161.6564949
Střední Čechy;2023;muži;103;Tabulkový počet zemřelých (dx);66.71860852
Střední Čechy;2023;muži;103;Tabulkový počet žijících (Lx);128.2971906
Střední Čechy;2023;muži;103;Pomocný ukazatel (Tx);297.0083053
Střední Čechy;2023;muži;103;Naděje dožití (ex);1.837280374
Střední Čechy;2023;muži;104;Počet zemřelých (Dx);0.0
Střední Čechy;2023;muži;104;Počet obyvatel (Px);1.0
Střední Čechy;2023;muži;104;Míra úmrtnosti (mx);0.547539521
Střední Čechy;2023;muži;104;Pravděpodobnost úmrtí (qx);0.429857529
Střední Čechy;2023;muži;104;Tabulkový počet dožívajících (lx);94.93788633
Střední Čechy;2023;muži;104;Tabulkový počet zemřelých (dx);40.80976519
Střední Čechy;2023;muži;104;Tabulkový počet žijících (Lx);74.53300373
Střední Čechy;2023;muži;104;Pomocný ukazatel (Tx);168.7111147
Střední Čechy;2023;muži;104;Naděje dožití (ex);1.777068368
Střední Čechy;2023;muži;105;Počet zemřelých (Dx);0.0
Střední Čechy;2023;muži;105;Počet obyvatel (Px);0.0
Střední Čechy;2023;muži;105;Míra úmrtnosti (mx);0.574742056
Střední Čechy;2023;muži;105;Pravděpodobnost úmrtí (qx);1.0
Střední Čechy;2023;muži;105;Tabulkový počet dožívajících (lx);54.12812114
Střední Čechy;2023;muži;105;Tabulkový počet zemřelých (dx);54.12812114
Střední Čechy;2023;muži;105;Tabulkový počet žijících (Lx);94.17811099
Střední Čechy;2023;muži;105;Pomocný ukazatel (Tx);94.17811099
Střední Čechy;2023;muži;105;Naděje dožití (ex);1.739910956
