Ukazatel;Území;Klasifikace CZ-CPA;Typ údaje;Měsíce;value
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);leden 2015;99.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);únor 2015;99.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);březen 2015;99.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);duben 2015;99.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);květen 2015;99.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);červen 2015;100.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);červenec 2015;100.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);srpen 2015;100.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);září 2015;100.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);říjen 2015;100.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);listopad 2015;100.3
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);prosinec 2015;100.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);leden 2016;100.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);únor 2016;101.0
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);březen 2016;101.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);duben 2016;101.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);květen 2016;101.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);červen 2016;101.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);červenec 2016;101.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);srpen 2016;101.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);září 2016;100.9
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);říjen 2016;100.9
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);listopad 2016;101.0
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);prosinec 2016;100.9
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);leden 2017;101.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);únor 2017;101.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);březen 2017;102.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);duben 2017;102.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);květen 2017;102.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);červen 2017;102.7
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);červenec 2017;102.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);srpen 2017;102.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);září 2017;102.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);říjen 2017;102.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);listopad 2017;102.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);prosinec 2017;102.7
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);leden 2018;103.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);únor 2018;103.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);březen 2018;103.7
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);duben 2018;103.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);květen 2018;103.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);červen 2018;103.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);červenec 2018;103.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);srpen 2018;103.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);září 2018;103.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);říjen 2018;103.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);listopad 2018;103.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);prosinec 2018;103.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);leden 2019;106.1
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);únor 2019;106.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);březen 2019;106.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);duben 2019;108.0
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);květen 2019;108.0
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);červen 2019;108.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);červenec 2019;108.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);srpen 2019;108.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);září 2019;108.3
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);říjen 2019;108.3
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);listopad 2019;108.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);prosinec 2019;109.0
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);leden 2020;109.7
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);únor 2020;110.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);březen 2020;111.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);duben 2020;111.3
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);květen 2020;111.3
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);červen 2020;111.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);červenec 2020;112.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);srpen 2020;112.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);září 2020;111.7
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);říjen 2020;111.7
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);listopad 2020;112.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);prosinec 2020;113.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);leden 2021;114.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);únor 2021;115.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);březen 2021;115.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);duben 2021;115.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);květen 2021;115.3
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);červen 2021;114.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);červenec 2021;114.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);srpen 2021;114.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);září 2021;114.7
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);říjen 2021;114.7
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);listopad 2021;114.7
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);prosinec 2021;115.0
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);leden 2022;117.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);únor 2022;117.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);březen 2022;118.0
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);duben 2022;120.1
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);květen 2022;120.1
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);červen 2022;120.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);červenec 2022;120.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);srpen 2022;121.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);září 2022;122.7
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);říjen 2022;122.7
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);listopad 2022;123.1
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);prosinec 2022;125.1
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);leden 2023;127.9
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);únor 2023;127.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);březen 2023;127.3
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);duben 2023;131.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);květen 2023;131.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);červen 2023;131.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);červenec 2023;131.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);srpen 2023;131.7
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);září 2023;131.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);říjen 2023;131.9
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);listopad 2023;131.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);prosinec 2023;131.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);leden 2024;134.1
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);únor 2024;135.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);březen 2024;135.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);duben 2024;136.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);květen 2024;135.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);červen 2024;135.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);červenec 2024;135.7
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);srpen 2024;135.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);září 2024;135.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);říjen 2024;135.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);listopad 2024;135.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);prosinec 2024;136.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);leden 2025;138.9
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);únor 2025;139.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);březen 2025;139.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Bazický index (2015 = 100);duben 2025;140.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;leden 2015;101.3
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;únor 2015;101.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;březen 2015;101.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;duben 2015;101.1
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;květen 2015;101.0
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;červen 2015;101.0
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;červenec 2015;100.9
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;srpen 2015;100.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;září 2015;100.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;říjen 2015;100.7
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;listopad 2015;100.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;prosinec 2015;100.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;leden 2016;100.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;únor 2016;100.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;březen 2016;100.7
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;duben 2016;100.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;květen 2016;100.9
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;červen 2016;101.0
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;červenec 2016;101.0
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;srpen 2016;101.1
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;září 2016;101.1
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;říjen 2016;101.1
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;listopad 2016;101.1
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;prosinec 2016;101.1
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;leden 2017;101.0
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;únor 2017;101.0
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;březen 2017;100.9
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;duben 2017;100.9
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;květen 2017;100.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;červen 2017;100.9
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;červenec 2017;100.9
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;srpen 2017;100.9
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;září 2017;101.0
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;říjen 2017;101.1
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;listopad 2017;101.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;prosinec 2017;101.3
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;leden 2018;101.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;únor 2018;101.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;březen 2018;101.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;duben 2018;101.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;květen 2018;101.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;červen 2018;101.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;červenec 2018;101.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;srpen 2018;101.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;září 2018;101.3
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;říjen 2018;101.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;listopad 2018;101.1
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;prosinec 2018;101.0
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;leden 2019;101.0
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;únor 2019;101.1
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;březen 2019;101.3
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;duben 2019;101.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;květen 2019;101.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;červen 2019;102.1
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;červenec 2019;102.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;srpen 2019;102.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;září 2019;103.1
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;říjen 2019;103.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;listopad 2019;103.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;prosinec 2019;104.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;leden 2020;104.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;únor 2020;104.3
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;březen 2020;104.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;duben 2020;104.3
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;květen 2020;104.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;červen 2020;104.1
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;červenec 2020;104.1
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;srpen 2020;104.0
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;září 2020;103.9
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;říjen 2020;103.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;listopad 2020;103.7
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;prosinec 2020;103.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;leden 2021;103.7
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;únor 2021;103.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;březen 2021;103.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;duben 2021;103.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;květen 2021;103.9
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;červen 2021;103.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;červenec 2021;103.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;srpen 2021;103.3
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;září 2021;103.2
