Ukazatel;Území;Klasifikace CZ-CPA;Typ údaje;Měsíce;value
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;říjen 2021;103.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;listopad 2021;103.1
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;prosinec 2021;102.9
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;leden 2022;102.7
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;únor 2022;102.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;březen 2022;102.3
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;duben 2022;102.3
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;květen 2022;102.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;červen 2022;102.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;červenec 2022;103.0
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;srpen 2022;103.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;září 2022;103.7
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;říjen 2022;104.1
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;listopad 2022;104.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;prosinec 2022;105.1
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;leden 2023;105.7
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;únor 2023;106.3
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;březen 2023;106.7
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;duben 2023;107.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;květen 2023;107.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;červen 2023;108.0
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;červenec 2023;108.3
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;srpen 2023;108.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;září 2023;108.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;říjen 2023;108.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;listopad 2023;108.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;prosinec 2023;108.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;leden 2024;107.8
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;únor 2024;107.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;březen 2024;107.5
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;duben 2024;107.0
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;květen 2024;106.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;červen 2024;105.9
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;červenec 2024;105.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;srpen 2024;104.9
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;září 2024;104.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;říjen 2024;104.2
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;listopad 2024;103.9
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;prosinec 2024;103.7
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;leden 2025;103.6
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;únor 2025;103.4
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;březen 2025;103.1
Index cen za poskytnutí tržních služeb (%);Česko;Služby v oblasti programování a poradenství a související služby;Podíl klouzavých průměrů;duben 2025;103.0
Index cen za poskytnutí tržních služeb (%);Česko;Informační služby;Meziměsíční index;leden 2015;99.9
Index cen za poskytnutí tržních služeb (%);Česko;Informační služby;Meziměsíční index;únor 2015;98.6
Index cen za poskytnutí tržních služeb (%);Česko;Informační služby;Meziměsíční index;březen 2015;100.0
Index cen za poskytnutí tržních služeb (%);Česko;Informační služby;Meziměsíční index;duben 2015;100.0
Index cen za poskytnutí tržních služeb (%);Česko;Informační služby;Meziměsíční index;květen 2015;100.0
Index cen za poskytnutí tržních služeb (%);Česko;Informační služby;Meziměsíční index;červen 2015;100.0
Index cen za poskytnutí tržních služeb (%);Česko;Informační služby;Meziměsíční index;červenec 2015;99.7
Index cen za poskytnutí tržních služeb (%);Česko;Informační služby;Meziměsíční index;srpen 2015;100.0
Index cen za poskytnutí tržních služeb (%);Česko;Informační služby;Meziměsíční index;září 2015;99.1
Index cen za poskytnutí tržních služeb (%);Česko;Informační služby;Meziměsíční index;říjen 2015;100.0
Index cen za poskytnutí tržních služeb (%);Česko;Informační služby;Meziměsíční index;listopad 2015;100.0
Index cen za poskytnutí tržních služeb (%);Česko;Informační služby;Meziměsíční index;prosinec 2015;100.0
Index cen za poskytnutí tržních služeb (%);Česko;Informační služby;Meziměsíční index;leden 2016;100.0
Index cen za poskytnutí tržních služeb (%);Česko;Informační služby;Meziměsíční index;únor 2016;100.4
Index cen za poskytnutí tržních služeb (%);Česko;Informační služby;Meziměsíční index;březen 2016;100.0
Index cen za poskytnutí tržních služeb (%);Česko;Informační služby;Meziměsíční index;duben 2016;100.0
Index cen za poskytnutí tržních služeb (%);Česko;Informační služby;Meziměsíční index;květen 2016;100.0
