Území,CZ-NACE,Měsíce,Ukazatel,value
Česko,Průmysl celkem,srpen 2012,Meziměsíční index (%) - sezónně očištěno,97.6998144767
Česko,Průmysl celkem,srpen 2012,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červenec 2012,Bazický index (průměr roku 2021=100) (%) - neočištěno ,75.99302741
Česko,Průmysl celkem,červenec 2012,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,77.93998969
Česko,Průmysl celkem,červenec 2012,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,82.70328592
Česko,Průmysl celkem,červenec 2012,Meziroční index (%) - neočištěno,105.2633085422
Česko,Průmysl celkem,červenec 2012,Meziroční index (%) - očištěno o kalendářní vlivy,102.1801444032
Česko,Průmysl celkem,červenec 2012,Meziměsíční index (%) - sezónně očištěno,100.2403141928
Česko,Průmysl celkem,červenec 2012,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červen 2012,Bazický index (průměr roku 2021=100) (%) - neočištěno ,84.49494504
Česko,Průmysl celkem,červen 2012,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,85.96782246
Česko,Průmysl celkem,červen 2012,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,82.50501466
Česko,Průmysl celkem,červen 2012,Meziroční index (%) - neočištěno,97.9183226339
Česko,Průmysl celkem,červen 2012,Meziroční index (%) - očištěno o kalendářní vlivy,99.9041656086
Česko,Průmysl celkem,červen 2012,Meziměsíční index (%) - sezónně očištěno,99.1208068768
Česko,Průmysl celkem,červen 2012,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,květen 2012,Bazický index (průměr roku 2021=100) (%) - neočištěno ,83.86400807
Česko,Průmysl celkem,květen 2012,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,84.02523914
Česko,Průmysl celkem,květen 2012,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,83.23682712
Česko,Průmysl celkem,květen 2012,Meziroční index (%) - neočištěno,97.7387408844
Česko,Průmysl celkem,květen 2012,Meziroční index (%) - očištěno o kalendářní vlivy,99.7294464905
Česko,Průmysl celkem,květen 2012,Meziměsíční index (%) - sezónně očištěno,100.577221737
Česko,Průmysl celkem,květen 2012,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,duben 2012,Bazický index (průměr roku 2021=100) (%) - neočištěno ,80.90148912
Česko,Průmysl celkem,duben 2012,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,82.71105857
Česko,Průmysl celkem,duben 2012,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,82.75912347
Česko,Průmysl celkem,duben 2012,Meziroční index (%) - neočištěno,102.105713225
Česko,Průmysl celkem,duben 2012,Meziroční index (%) - očištěno o kalendářní vlivy,101.6249266022
Česko,Průmysl celkem,duben 2012,Meziměsíční index (%) - sezónně očištěno,99.9978416018
Česko,Průmysl celkem,duben 2012,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,březen 2012,Bazický index (průměr roku 2021=100) (%) - neočištěno ,87.93792444
Česko,Průmysl celkem,březen 2012,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,88.13549102
Česko,Průmysl celkem,březen 2012,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,82.76090978
Česko,Průmysl celkem,březen 2012,Meziroční index (%) - neočištěno,100.0282675704
Česko,Průmysl celkem,březen 2012,Meziroční index (%) - očištěno o kalendářní vlivy,101.8453642913
Česko,Průmysl celkem,březen 2012,Meziměsíční index (%) - sezónně očištěno,99.0665130571
Česko,Průmysl celkem,březen 2012,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,únor 2012,Bazický index (průměr roku 2021=100) (%) - neočištěno ,81.31939665
Česko,Průmysl celkem,únor 2012,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,80.25785137
Česko,Průmysl celkem,únor 2012,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,83.54075179
Česko,Průmysl celkem,únor 2012,Meziroční index (%) - neočištěno,105.1662400308
Česko,Průmysl celkem,únor 2012,Meziroční index (%) - očištěno o kalendářní vlivy,103.073751404
Česko,Průmysl celkem,únor 2012,Meziměsíční index (%) - sezónně očištěno,101.2726152777
Česko,Průmysl celkem,únor 2012,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,leden 2012,Bazický index (průměr roku 2021=100) (%) - neočištěno ,79.8393947
Česko,Průmysl celkem,leden 2012,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,79.01350483
Česko,Průmysl celkem,leden 2012,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,82.49095924
Česko,Průmysl celkem,leden 2012,Meziroční index (%) - neočištěno,103.0152409643
Česko,Průmysl celkem,leden 2012,Meziroční index (%) - očištěno o kalendářní vlivy,100.4181745202
Česko,Průmysl celkem,leden 2012,Meziměsíční index (%) - sezónně očištěno,97.9158704631
Česko,Průmysl celkem,leden 2012,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,prosinec 2011,Bazický index (průměr roku 2021=100) (%) - neočištěno ,80.99098689
Česko,Průmysl celkem,prosinec 2011,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,78.88779354
Česko,Průmysl celkem,prosinec 2011,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,84.24677108
Česko,Průmysl celkem,prosinec 2011,Meziroční index (%) - neočištěno,102.3608313556
Česko,Průmysl celkem,prosinec 2011,Meziroční index (%) - očištěno o kalendářní vlivy,104.2373381386
Česko,Průmysl celkem,prosinec 2011,Meziměsíční index (%) - sezónně očištěno,99.6198177235
Česko,Průmysl celkem,prosinec 2011,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,listopad 2011,Bazický index (průměr roku 2021=100) (%) - neočištěno ,90.81688417
Česko,Průmysl celkem,listopad 2011,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,90.54601986
Česko,Průmysl celkem,listopad 2011,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,84.56828471
Česko,Průmysl celkem,listopad 2011,Meziroční index (%) - neočištěno,104.4349832344
Česko,Průmysl celkem,listopad 2011,Meziroční index (%) - očištěno o kalendářní vlivy,104.1307150442
Česko,Průmysl celkem,listopad 2011,Meziměsíční index (%) - sezónně očištěno,102.9958798407
Česko,Průmysl celkem,listopad 2011,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,říjen 2011,Bazický index (průměr roku 2021=100) (%) - neočištěno ,84.58786545
Česko,Průmysl celkem,říjen 2011,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,87.91958831
Česko,Průmysl celkem,říjen 2011,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,82.10841525
Česko,Průmysl celkem,říjen 2011,Meziroční index (%) - neočištěno,101.0582607366
Česko,Průmysl celkem,říjen 2011,Meziroční index (%) - očištěno o kalendářní vlivy,100.8670240262
Česko,Průmysl celkem,říjen 2011,Meziměsíční index (%) - sezónně očištěno,99.9369617586
Česko,Průmysl celkem,říjen 2011,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,září 2011,Bazický index (průměr roku 2021=100) (%) - neočištěno ,84.19214608
Česko,Průmysl celkem,září 2011,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,84.15405204
Česko,Průmysl celkem,září 2011,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,82.1602076
Česko,Průmysl celkem,září 2011,Meziroční index (%) - neočištěno,100.5592300946
Česko,Průmysl celkem,září 2011,Meziroční index (%) - očištěno o kalendářní vlivy,100.1195352321
Česko,Průmysl celkem,září 2011,Meziměsíční index (%) - sezónně očištěno,99.6841416584
Česko,Průmysl celkem,září 2011,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,srpen 2011,Bazický index (průměr roku 2021=100) (%) - neočištěno ,76.74114103
Česko,Průmysl celkem,srpen 2011,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,76.74885449
Česko,Průmysl celkem,srpen 2011,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,82.42053975
Česko,Průmysl celkem,srpen 2011,Meziroční index (%) - neočištěno,105.0550975951
Česko,Průmysl celkem,srpen 2011,Meziroční index (%) - očištěno o kalendářní vlivy,102.4113709101
Česko,Průmysl celkem,srpen 2011,Meziměsíční index (%) - sezónně očištěno,101.3624499599
Česko,Průmysl celkem,srpen 2011,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červenec 2011,Bazický index (průměr roku 2021=100) (%) - neočištěno ,72.19327272
Česko,Průmysl celkem,červenec 2011,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,76.27704007
Česko,Průmysl celkem,červenec 2011,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,81.31269497
Česko,Průmysl celkem,červenec 2011,Meziroční index (%) - neočištěno,101.6690152353
Česko,Průmysl celkem,červenec 2011,Meziroční index (%) - očištěno o kalendářní vlivy,103.8770458014
Česko,Průmysl celkem,červenec 2011,Meziměsíční index (%) - sezónně očištěno,98.6187947962
Česko,Průmysl celkem,červenec 2011,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červen 2011,Bazický index (průměr roku 2021=100) (%) - neočištěno ,86.29125047
Česko,Průmysl celkem,červen 2011,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,86.05028823
Česko,Průmysl celkem,červen 2011,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,82.45151965
Česko,Průmysl celkem,červen 2011,Meziroční index (%) - neočištěno,107.2689135805
Česko,Průmysl celkem,červen 2011,Meziroční index (%) - očištěno o kalendářní vlivy,106.8696541366
Česko,Průmysl celkem,červen 2011,Meziměsíční index (%) - sezónně očištěno,98.5398309859
Česko,Průmysl celkem,červen 2011,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,květen 2011,Bazický index (průměr roku 2021=100) (%) - neočištěno ,85.80426483
Česko,Průmysl celkem,květen 2011,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,84.2531891
Česko,Průmysl celkem,květen 2011,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,83.67329112
Česko,Průmysl celkem,květen 2011,Meziroční index (%) - neočištěno,113.9310529395
Česko,Průmysl celkem,květen 2011,Meziroční index (%) - očištěno o kalendářní vlivy,110.4574964897
Česko,Průmysl celkem,květen 2011,Meziměsíční index (%) - sezónně očištěno,102.5689776114
Česko,Průmysl celkem,květen 2011,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,duben 2011,Bazický index (průměr roku 2021=100) (%) - neočištěno ,79.23306793
Česko,Průmysl celkem,duben 2011,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,81.3885543
Česko,Průmysl celkem,duben 2011,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,81.57758132
Česko,Průmysl celkem,duben 2011,Meziroční index (%) - neočištěno,103.5236578785
Česko,Průmysl celkem,duben 2011,Meziroční index (%) - očištěno o kalendářní vlivy,105.941627918
Česko,Průmysl celkem,duben 2011,Meziměsíční index (%) - sezónně očištěno,100.5123877452
Česko,Průmysl celkem,duben 2011,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,březen 2011,Bazický index (průměr roku 2021=100) (%) - neočištěno ,87.91307355
Česko,Průmysl celkem,březen 2011,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,86.53853971
Česko,Průmysl celkem,březen 2011,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,81.16171862
Česko,Průmysl celkem,březen 2011,Meziroční index (%) - neočištěno,107.2786116343
Česko,Průmysl celkem,březen 2011,Meziroční index (%) - očištěno o kalendářní vlivy,107.3081988594
Česko,Průmysl celkem,březen 2011,Meziměsíční index (%) - sezónně očištěno,99.6391998319
Česko,Průmysl celkem,březen 2011,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,únor 2011,Bazický index (průměr roku 2021=100) (%) - neočištěno ,77.32462112
Česko,Průmysl celkem,únor 2011,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,77.8644905
Česko,Průmysl celkem,únor 2011,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,81.4556106
Česko,Průmysl celkem,únor 2011,Meziroční index (%) - neočištěno,111.4633524515
Česko,Průmysl celkem,únor 2011,Meziroční index (%) - očištěno o kalendářní vlivy,111.4617136142
Česko,Průmysl celkem,únor 2011,Meziměsíční index (%) - sezónně očištěno,98.7890870974
Česko,Průmysl celkem,únor 2011,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,leden 2011,Bazický index (průměr roku 2021=100) (%) - neočištěno ,77.50250735
Česko,Průmysl celkem,leden 2011,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,78.68446644
Česko,Průmysl celkem,leden 2011,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,82.45405742
Česko,Průmysl celkem,leden 2011,Meziroční index (%) - neočištěno,114.4994456938
Česko,Průmysl celkem,leden 2011,Meziroční index (%) - očištěno o kalendářní vlivy,112.1847740792
Česko,Průmysl celkem,leden 2011,Meziměsíční index (%) - sezónně očištěno,102.4750811077
Česko,Průmysl celkem,leden 2011,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,prosinec 2010,Bazický index (průměr roku 2021=100) (%) - neočištěno ,79.12302569
Česko,Průmysl celkem,prosinec 2010,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,75.68093636
Česko,Průmysl celkem,prosinec 2010,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,80.46254419
Česko,Průmysl celkem,prosinec 2010,Meziroční index (%) - neočištěno,109.6493444441
Česko,Průmysl celkem,prosinec 2010,Meziroční index (%) - očištěno o kalendářní vlivy,107.3996419553
Česko,Průmysl celkem,prosinec 2010,Meziměsíční index (%) - sezónně očištěno,99.5502365898
Česko,Průmysl celkem,prosinec 2010,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,listopad 2010,Bazický index (průměr roku 2021=100) (%) - neočištěno ,86.96021329
Česko,Průmysl celkem,listopad 2010,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,86.95419005
Česko,Průmysl celkem,listopad 2010,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,80.82607028
Česko,Průmysl celkem,listopad 2010,Meziroční index (%) - neočištěno,113.9374937214
Česko,Průmysl celkem,listopad 2010,Meziroční index (%) - očištěno o kalendářní vlivy,111.2977448657
Česko,Průmysl celkem,listopad 2010,Meziměsíční index (%) - sezónně očištěno,99.643838151
Česko,Průmysl celkem,listopad 2010,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,říjen 2010,Bazický index (průměr roku 2021=100) (%) - neočištěno ,83.70207921
Česko,Průmysl celkem,říjen 2010,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,87.16385673
Česko,Průmysl celkem,říjen 2010,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,81.11497086
Česko,Průmysl celkem,říjen 2010,Meziroční index (%) - neočištěno,107.497490613
Česko,Průmysl celkem,říjen 2010,Meziroční index (%) - očištěno o kalendářní vlivy,110.3592791716
Česko,Průmysl celkem,říjen 2010,Meziměsíční index (%) - sezónně očištěno,99.2833560284
Česko,Průmysl celkem,říjen 2010,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,září 2010,Bazický index (průměr roku 2021=100) (%) - neočištěno ,83.72393663
Česko,Průmysl celkem,září 2010,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,84.0535784
Česko,Průmysl celkem,září 2010,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,81.70047237
Česko,Průmysl celkem,září 2010,Meziroční index (%) - neočištěno,111.2777045817
Česko,Průmysl celkem,září 2010,Meziroční index (%) - očištěno o kalendářní vlivy,111.7412512595
Česko,Průmysl celkem,září 2010,Meziměsíční index (%) - sezónně očištěno,101.7676954467
Česko,Průmysl celkem,září 2010,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,srpen 2010,Bazický index (průměr roku 2021=100) (%) - neočištěno ,73.0484696
Česko,Průmysl celkem,srpen 2010,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,74.94173138
Česko,Průmysl celkem,srpen 2010,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,80.28134273
Česko,Průmysl celkem,srpen 2010,Meziroční index (%) - neočištěno,112.4184956699
Česko,Průmysl celkem,srpen 2010,Meziroční index (%) - očištěno o kalendářní vlivy,110.0226073382
Česko,Průmysl celkem,srpen 2010,Meziměsíční index (%) - sezónně očištěno,102.922802857
Česko,Průmysl celkem,srpen 2010,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červenec 2010,Bazický index (průměr roku 2021=100) (%) - neočištěno ,71.00813611
Česko,Průmysl celkem,červenec 2010,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,73.43012066
Česko,Průmysl celkem,červenec 2010,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,78.0015123
Česko,Průmysl celkem,červenec 2010,Meziroční index (%) - neočištěno,105.2321825477
Česko,Průmysl celkem,červenec 2010,Meziroční index (%) - očištěno o kalendářní vlivy,110.9697113183
Česko,Průmysl celkem,červenec 2010,Meziměsíční index (%) - sezónně očištěno,100.61140811
Česko,Průmysl celkem,červenec 2010,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červen 2010,Bazický index (průměr roku 2021=100) (%) - neočištěno ,80.44385609
Česko,Průmysl celkem,červen 2010,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,80.51891711
Česko,Průmysl celkem,červen 2010,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,77.52750286
Česko,Průmysl celkem,červen 2010,Meziroční index (%) - neočištěno,107.2270405935
Česko,Průmysl celkem,červen 2010,Meziroční index (%) - očištěno o kalendářní vlivy,107.6694518468
Česko,Průmysl celkem,červen 2010,Meziměsíční index (%) - sezónně očištěno,101.579070774
Česko,Průmysl celkem,červen 2010,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,květen 2010,Bazický index (průměr roku 2021=100) (%) - neočištěno ,75.31244785
Česko,Průmysl celkem,květen 2010,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,76.27656952
Česko,Průmysl celkem,květen 2010,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,76.32231942
Česko,Průmysl celkem,květen 2010,Meziroční index (%) - neočištěno,113.0548952502
Česko,Průmysl celkem,květen 2010,Meziroční index (%) - očištěno o kalendářní vlivy,108.0491864799
Česko,Průmysl celkem,květen 2010,Meziměsíční index (%) - sezónně očištěno,99.2151882275
Česko,Průmysl celkem,květen 2010,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,duben 2010,Bazický index (průměr roku 2021=100) (%) - neočištěno ,76.53619429
Česko,Průmysl celkem,duben 2010,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,76.82396042
Česko,Průmysl celkem,duben 2010,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,76.92604407
Česko,Průmysl celkem,duben 2010,Meziroční index (%) - neočištěno,108.8288276225
Česko,Průmysl celkem,duben 2010,Meziroční index (%) - očištěno o kalendářní vlivy,109.2581676475
Česko,Průmysl celkem,duben 2010,Meziměsíční index (%) - sezónně očištěno,101.2707426578
Česko,Průmysl celkem,duben 2010,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,březen 2010,Bazický index (průměr roku 2021=100) (%) - neočištěno ,81.94836996
Česko,Průmysl celkem,březen 2010,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,80.64485345
Česko,Průmysl celkem,březen 2010,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,75.96077806
Česko,Průmysl celkem,březen 2010,Meziroční index (%) - neočištěno,107.5457547016
Česko,Průmysl celkem,březen 2010,Meziroční index (%) - očištěno o kalendářní vlivy,105.5248754157
Česko,Průmysl celkem,březen 2010,Meziměsíční index (%) - sezónně očištěno,103.6344926454
Česko,Průmysl celkem,březen 2010,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,únor 2010,Bazický index (průměr roku 2021=100) (%) - neočištěno ,69.37223708
Česko,Průmysl celkem,únor 2010,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,69.85761117
Česko,Průmysl celkem,únor 2010,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,73.29681086
Česko,Průmysl celkem,únor 2010,Meziroční index (%) - neočištěno,103.5307695118
Česko,Průmysl celkem,únor 2010,Meziroční index (%) - očištěno o kalendářní vlivy,103.8276790169
Česko,Průmysl celkem,únor 2010,Meziměsíční index (%) - sezónně očištěno,99.9093449949
Česko,Průmysl celkem,únor 2010,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,leden 2010,Bazický index (průměr roku 2021=100) (%) - neočištěno ,67.68810703
Česko,Průmysl celkem,leden 2010,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,70.13827597
Česko,Průmysl celkem,leden 2010,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,73.36331838
Česko,Průmysl celkem,leden 2010,Meziroční index (%) - neočištěno,102.728296532
Česko,Průmysl celkem,leden 2010,Meziroční index (%) - očištěno o kalendářní vlivy,104.9706085548
Česko,Průmysl celkem,leden 2010,Meziměsíční index (%) - sezónně očištěno,98.2180689954
Česko,Průmysl celkem,leden 2010,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,prosinec 2009,Bazický index (průměr roku 2021=100) (%) - neočištěno ,72.16005357
Česko,Průmysl celkem,prosinec 2009,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,70.46665611
Česko,Průmysl celkem,prosinec 2009,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,74.69431962
Česko,Průmysl celkem,prosinec 2009,Meziroční index (%) - neočištěno,104.2472779755
Česko,Průmysl celkem,prosinec 2009,Meziroční index (%) - očištěno o kalendářní vlivy,99.2727363058
Česko,Průmysl celkem,prosinec 2009,Meziměsíční index (%) - sezónně očištěno,102.9465963222
Česko,Průmysl celkem,prosinec 2009,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,listopad 2009,Bazický index (průměr roku 2021=100) (%) - neočištěno ,76.32273666
Česko,Průmysl celkem,listopad 2009,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,78.12753992
Česko,Průmysl celkem,listopad 2009,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,72.55637611
Česko,Průmysl celkem,listopad 2009,Meziroční index (%) - neočištěno,98.4028579067
Česko,Průmysl celkem,listopad 2009,Meziroční index (%) - očištěno o kalendářní vlivy,96.2033632826
Česko,Průmysl celkem,listopad 2009,Meziměsíční index (%) - sezónně očištěno,98.5589488998
Česko,Průmysl celkem,listopad 2009,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,říjen 2009,Bazický index (průměr roku 2021=100) (%) - neočištěno ,77.86421686
Česko,Průmysl celkem,říjen 2009,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,78.9819011
Česko,Průmysl celkem,říjen 2009,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,73.61723813
Česko,Průmysl celkem,říjen 2009,Meziroční index (%) - neočištěno,91.7306987411
Česko,Průmysl celkem,říjen 2009,Meziroční index (%) - očištěno o kalendářní vlivy,94.1986690457
Česko,Průmysl celkem,říjen 2009,Meziměsíční index (%) - sezónně očištěno,100.3801643067
Česko,Průmysl celkem,říjen 2009,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,září 2009,Bazický index (průměr roku 2021=100) (%) - neočištěno ,75.23873443
Česko,Průmysl celkem,září 2009,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,75.2216191
Česko,Průmysl celkem,září 2009,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,73.33843159
Česko,Průmysl celkem,září 2009,Meziroční index (%) - neočištěno,86.5884037756
Česko,Průmysl celkem,září 2009,Meziroční index (%) - očištěno o kalendářní vlivy,90.2610263369
Česko,Průmysl celkem,září 2009,Meziměsíční index (%) - sezónně očištěno,100.0883863495
Česko,Průmysl celkem,září 2009,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,srpen 2009,Bazický index (průměr roku 2021=100) (%) - neočištěno ,64.97904919
Česko,Průmysl celkem,srpen 2009,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,68.11484766
Česko,Průmysl celkem,srpen 2009,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,73.27366767
Česko,Průmysl celkem,srpen 2009,Meziroční index (%) - neočištěno,89.9871393465
Česko,Průmysl celkem,srpen 2009,Meziroční index (%) - očištěno o kalendářní vlivy,90.457508672
Česko,Průmysl celkem,srpen 2009,Meziměsíční index (%) - sezónně očištěno,103.8797267436
Česko,Průmysl celkem,srpen 2009,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červenec 2009,Bazický index (průměr roku 2021=100) (%) - neočištěno ,67.47758565
Česko,Průmysl celkem,červenec 2009,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,66.17131809
Česko,Průmysl celkem,červenec 2009,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,70.53702389
Česko,Průmysl celkem,červenec 2009,Meziroční index (%) - neočištěno,82.7228270178
Česko,Průmysl celkem,červenec 2009,Meziroční index (%) - očištěno o kalendářní vlivy,85.85495798
Česko,Průmysl celkem,červenec 2009,Meziměsíční index (%) - sezónně očištěno,97.7471979483
Česko,Průmysl celkem,červenec 2009,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červen 2009,Bazický index (průměr roku 2021=100) (%) - neočištěno ,75.02198666
Česko,Průmysl celkem,červen 2009,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,74.78343739
Česko,Průmysl celkem,červen 2009,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,72.16270683
Česko,Průmysl celkem,červen 2009,Meziroční index (%) - neočištěno,85.6915614244
Česko,Průmysl celkem,červen 2009,Meziroční index (%) - očištěno o kalendářní vlivy,84.962207332
Česko,Průmysl celkem,červen 2009,Meziměsíční index (%) - sezónně očištěno,102.3410966657
Česko,Průmysl celkem,červen 2009,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,květen 2009,Bazický index (průměr roku 2021=100) (%) - neočištěno ,66.61582206
Česko,Průmysl celkem,květen 2009,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,70.59430247
Česko,Průmysl celkem,květen 2009,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,70.51195383
Česko,Průmysl celkem,květen 2009,Meziroční index (%) - neočištěno,78.3727267419
Česko,Průmysl celkem,květen 2009,Meziroční index (%) - očištěno o kalendářní vlivy,81.7686061211
Česko,Průmysl celkem,květen 2009,Meziměsíční index (%) - sezónně očištěno,100.3052339402
Česko,Průmysl celkem,květen 2009,Mezičtvrtletní index (%) - sezónně očištěno,
