Území,CZ-NACE,Měsíce,Ukazatel,value
Česko,Průmysl celkem,leden 2003,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,61.89998822
Česko,Průmysl celkem,leden 2003,Meziroční index (%) - neočištěno,106.3021587907
Česko,Průmysl celkem,leden 2003,Meziroční index (%) - očištěno o kalendářní vlivy,106.7061089451
Česko,Průmysl celkem,leden 2003,Meziměsíční index (%) - sezónně očištěno,97.3384688952
Česko,Průmysl celkem,leden 2003,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,prosinec 2002,Bazický index (průměr roku 2021=100) (%) - neočištěno ,59.01556555
Česko,Průmysl celkem,prosinec 2002,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,63.64231473
Česko,Průmysl celkem,prosinec 2002,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,63.592523
Česko,Průmysl celkem,prosinec 2002,Meziroční index (%) - neočištěno,107.3864172853
Česko,Průmysl celkem,prosinec 2002,Meziroční index (%) - očištěno o kalendářní vlivy,104.6024292463
Česko,Průmysl celkem,prosinec 2002,Meziměsíční index (%) - sezónně očištěno,100.2663234041
Česko,Průmysl celkem,prosinec 2002,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,listopad 2002,Bazický index (průměr roku 2021=100) (%) - neočištěno ,67.62711821
Česko,Průmysl celkem,listopad 2002,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,69.57283876
Česko,Průmysl celkem,listopad 2002,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,63.42361108
Česko,Průmysl celkem,listopad 2002,Meziroční index (%) - neočištěno,104.7726210587
Česko,Průmysl celkem,listopad 2002,Meziroční index (%) - očištěno o kalendářní vlivy,106.6634815678
Česko,Průmysl celkem,listopad 2002,Meziměsíční index (%) - sezónně očištěno,101.5873664405
Česko,Průmysl celkem,listopad 2002,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,říjen 2002,Bazický index (průměr roku 2021=100) (%) - neočištěno ,65.40905864
Česko,Průmysl celkem,říjen 2002,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,66.71237891
Česko,Průmysl celkem,říjen 2002,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,62.4325773
Česko,Průmysl celkem,říjen 2002,Meziroční index (%) - neočištěno,102.5194714386
Česko,Průmysl celkem,říjen 2002,Meziroční index (%) - očištěno o kalendářní vlivy,105.5223965617
Česko,Průmysl celkem,říjen 2002,Meziměsíční index (%) - sezónně očištěno,100.9974704902
Česko,Průmysl celkem,říjen 2002,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,září 2002,Bazický index (průměr roku 2021=100) (%) - neočištěno ,61.63438979
Česko,Průmysl celkem,září 2002,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,62.55492603
Česko,Průmysl celkem,září 2002,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,61.81598113
Česko,Průmysl celkem,září 2002,Meziroční index (%) - neočištěno,109.2359936773
Česko,Průmysl celkem,září 2002,Meziroční index (%) - očištěno o kalendářní vlivy,103.5673660921
Česko,Průmysl celkem,září 2002,Meziměsíční index (%) - sezónně očištěno,102.1322830701
Česko,Průmysl celkem,září 2002,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,srpen 2002,Bazický index (průměr roku 2021=100) (%) - neočištěno ,53.23883954
Česko,Průmysl celkem,srpen 2002,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,55.87687165
Česko,Průmysl celkem,srpen 2002,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,60.5254081
Česko,Průmysl celkem,srpen 2002,Meziroční index (%) - neočištěno,94.9140892103
Česko,Průmysl celkem,srpen 2002,Meziroční index (%) - očištěno o kalendářní vlivy,98.6228288164
Česko,Průmysl celkem,srpen 2002,Meziměsíční index (%) - sezónně očištěno,98.4448777681
Česko,Průmysl celkem,srpen 2002,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červenec 2002,Bazický index (průměr roku 2021=100) (%) - neočištěno ,57.09408937
Česko,Průmysl celkem,červenec 2002,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,56.51167075
Česko,Průmysl celkem,červenec 2002,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,61.4815209
Česko,Průmysl celkem,červenec 2002,Meziroční index (%) - neočištěno,109.8512083681
Česko,Průmysl celkem,červenec 2002,Meziroční index (%) - očištěno o kalendářní vlivy,104.1644648803
Česko,Průmysl celkem,červenec 2002,Meziměsíční index (%) - sezónně očištěno,102.3677518163
Česko,Průmysl celkem,červenec 2002,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červen 2002,Bazický index (průměr roku 2021=100) (%) - neočištěno ,57.75386037
Česko,Průmysl celkem,červen 2002,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,61.30485917
Česko,Průmysl celkem,červen 2002,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,60.0594619
Česko,Průmysl celkem,červen 2002,Meziroční index (%) - neočištěno,97.8388142604
Česko,Průmysl celkem,červen 2002,Meziroční index (%) - očištěno o kalendářní vlivy,100.1126464599
Česko,Průmysl celkem,červen 2002,Meziměsíční index (%) - sezónně očištěno,99.2360841891
Česko,Průmysl celkem,červen 2002,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,květen 2002,Bazický index (průměr roku 2021=100) (%) - neočištěno ,59.13076112
Česko,Průmysl celkem,květen 2002,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,60.51720509
Česko,Průmysl celkem,květen 2002,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,60.52179748
Česko,Průmysl celkem,květen 2002,Meziroční index (%) - neočištěno,99.9964949929
Česko,Průmysl celkem,květen 2002,Meziroční index (%) - očištěno o kalendářní vlivy,99.4655314365
Česko,Průmysl celkem,květen 2002,Meziměsíční index (%) - sezónně očištěno,100.5717535953
Česko,Průmysl celkem,květen 2002,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,duben 2002,Bazický index (průměr roku 2021=100) (%) - neočištěno ,58.92506533
Česko,Průmysl celkem,duben 2002,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,60.30996305
Česko,Průmysl celkem,duben 2002,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,60.17772915
Česko,Průmysl celkem,duben 2002,Meziroční index (%) - neočištěno,103.7643632896
Česko,Průmysl celkem,duben 2002,Meziroční index (%) - očištěno o kalendářní vlivy,100.4574529724
Česko,Průmysl celkem,duben 2002,Meziměsíční index (%) - sezónně očištěno,100.9863643957
Česko,Průmysl celkem,duben 2002,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,březen 2002,Bazický index (průměr roku 2021=100) (%) - neočištěno ,59.34038648
Česko,Průmysl celkem,březen 2002,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,63.3117591
Česko,Průmysl celkem,březen 2002,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,59.58995505
Česko,Průmysl celkem,březen 2002,Meziroční index (%) - neočištěno,97.5340872742
Česko,Průmysl celkem,březen 2002,Meziroční index (%) - očištěno o kalendářní vlivy,99.6319435148
Česko,Průmysl celkem,březen 2002,Meziměsíční index (%) - sezónně očištěno,99.56617378
Česko,Průmysl celkem,březen 2002,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,únor 2002,Bazický index (průměr roku 2021=100) (%) - neočištěno ,54.58774995
Česko,Průmysl celkem,únor 2002,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,56.96425799
Česko,Průmysl celkem,únor 2002,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,59.8495983
Česko,Průmysl celkem,únor 2002,Meziroční index (%) - neočištěno,99.690257383
Česko,Průmysl celkem,únor 2002,Meziroční index (%) - očištěno o kalendářní vlivy,100.0694538135
Česko,Průmysl celkem,únor 2002,Meziměsíční index (%) - sezónně očištěno,102.3430698693
Česko,Průmysl celkem,únor 2002,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,leden 2002,Bazický index (průměr roku 2021=100) (%) - neočištěno ,53.94465203
Česko,Průmysl celkem,leden 2002,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,55.8648255
Česko,Průmysl celkem,leden 2002,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,58.47938544
Česko,Průmysl celkem,leden 2002,Meziroční index (%) - neočištěno,98.0087898196
Česko,Průmysl celkem,leden 2002,Meziroční index (%) - očištěno o kalendářní vlivy,97.4097982599
Česko,Průmysl celkem,leden 2002,Meziměsíční index (%) - sezónně očištěno,96.2496659093
Česko,Průmysl celkem,leden 2002,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,prosinec 2001,Bazický index (průměr roku 2021=100) (%) - neočištěno ,54.95626639
Česko,Průmysl celkem,prosinec 2001,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,60.84210012
Česko,Průmysl celkem,prosinec 2001,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,60.75801395
Česko,Průmysl celkem,prosinec 2001,Meziroční index (%) - neočištěno,99.609914198
Česko,Průmysl celkem,prosinec 2001,Meziroční index (%) - očištěno o kalendářní vlivy,102.2931550043
Česko,Průmysl celkem,prosinec 2001,Meziměsíční index (%) - sezónně očištěno,101.0263296862
Česko,Průmysl celkem,prosinec 2001,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,listopad 2001,Bazický index (průměr roku 2021=100) (%) - neočištěno ,64.5465557
Česko,Průmysl celkem,listopad 2001,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,65.22648402
Česko,Průmysl celkem,listopad 2001,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,60.14077136
Česko,Průmysl celkem,listopad 2001,Meziroční index (%) - neočištěno,105.7700211608
Česko,Průmysl celkem,listopad 2001,Meziroční index (%) - očištěno o kalendářní vlivy,104.3114522681
Česko,Průmysl celkem,listopad 2001,Meziměsíční index (%) - sezónně očištěno,100.8191155883
Česko,Průmysl celkem,listopad 2001,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,říjen 2001,Bazický index (průměr roku 2021=100) (%) - neočištěno ,63.80159566
Česko,Průmysl celkem,říjen 2001,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,63.2210612
Česko,Průmysl celkem,říjen 2001,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,59.65215129
Česko,Průmysl celkem,říjen 2001,Meziroční index (%) - neočištěno,104.9049559729
Česko,Průmysl celkem,říjen 2001,Meziroční index (%) - očištěno o kalendářní vlivy,102.6993944472
Česko,Průmysl celkem,říjen 2001,Meziměsíční index (%) - sezónně očištěno,99.9519006073
Česko,Průmysl celkem,říjen 2001,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,září 2001,Bazický index (průměr roku 2021=100) (%) - neočištěno ,56.42315112
Česko,Průmysl celkem,září 2001,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,60.40022875
Česko,Průmysl celkem,září 2001,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,59.68085742
Česko,Průmysl celkem,září 2001,Meziroční index (%) - neočištěno,100.4334703235
Česko,Průmysl celkem,září 2001,Meziroční index (%) - očištěno o kalendářní vlivy,103.5557271413
Česko,Průmysl celkem,září 2001,Meziměsíční index (%) - sezónně očištěno,98.9312693555
Česko,Průmysl celkem,září 2001,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,srpen 2001,Bazický index (průměr roku 2021=100) (%) - neočištěno ,56.09160872
Česko,Průmysl celkem,srpen 2001,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,56.65713742
Česko,Průmysl celkem,srpen 2001,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,60.32557533
Česko,Průmysl celkem,srpen 2001,Meziroční index (%) - neočištěno,104.9294531573
Česko,Průmysl celkem,srpen 2001,Meziroční index (%) - očištěno o kalendářní vlivy,103.7061043045
Česko,Průmysl celkem,srpen 2001,Meziměsíční index (%) - sezónně očištěno,102.690591211
Česko,Průmysl celkem,srpen 2001,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červenec 2001,Bazický index (průměr roku 2021=100) (%) - neočištěno ,51.97402033
Česko,Průmysl celkem,červenec 2001,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,54.25235066
Česko,Průmysl celkem,červenec 2001,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,58.74498785
Česko,Průmysl celkem,červenec 2001,Meziroční index (%) - neočištěno,110.3302490401
Česko,Průmysl celkem,červenec 2001,Meziroční index (%) - očištěno o kalendářní vlivy,106.1159418021
Česko,Průmysl celkem,červenec 2001,Meziměsíční index (%) - sezónně očištěno,98.3975729574
Česko,Průmysl celkem,červenec 2001,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,červen 2001,Bazický index (průměr roku 2021=100) (%) - neočištěno ,59.02959966
Česko,Průmysl celkem,červen 2001,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,61.23587912
Česko,Průmysl celkem,červen 2001,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,59.70166345
Česko,Průmysl celkem,červen 2001,Meziroční index (%) - neočištěno,107.0252896812
Česko,Průmysl celkem,červen 2001,Meziroční index (%) - očištěno o kalendářní vlivy,109.0995291686
Česko,Průmysl celkem,červen 2001,Meziměsíční index (%) - sezónně očištěno,99.1540301918
Česko,Průmysl celkem,červen 2001,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,květen 2001,Bazický index (průměr roku 2021=100) (%) - neočištěno ,59.13283373
Česko,Průmysl celkem,květen 2001,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,60.84238853
Česko,Průmysl celkem,květen 2001,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,60.21103059
Česko,Průmysl celkem,květen 2001,Meziroční index (%) - neočištěno,108.9267628654
Česko,Průmysl celkem,květen 2001,Meziroční index (%) - očištěno o kalendářní vlivy,108.6038259859
Česko,Průmysl celkem,květen 2001,Meziměsíční index (%) - sezónně očištěno,100.4872400845
Česko,Průmysl celkem,květen 2001,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,duben 2001,Bazický index (průměr roku 2021=100) (%) - neočištěno ,56.78738197
Česko,Průmysl celkem,duben 2001,Bazický index (průměr roku 2021=100) (%) - očištěno o kalendářní vlivy,60.03532965
Česko,Průmysl celkem,duben 2001,Bazický index (průměr roku 2021=100) (%) - sezónně očištěno,59.91908081
Česko,Průmysl celkem,duben 2001,Meziroční index (%) - neočištěno,114.0385783158
Česko,Průmysl celkem,duben 2001,Meziroční index (%) - očištěno o kalendářní vlivy,110.6293040294
Česko,Průmysl celkem,duben 2001,Meziměsíční index (%) - sezónně očištěno,100.5907490695
Česko,Průmysl celkem,duben 2001,Mezičtvrtletní index (%) - sezónně očištěno,
Česko,Průmysl celkem,březen 2001,Bazický index (průměr roku 2021=100) (%) - neočištěno ,60.84066416
