Ukazatel;Území;Rodinný stav ženicha;Věk ženicha (jednoleté skupiny);Roky;value
Sňatky;Česko;Celkem;62;2010;164.0
Sňatky;Česko;Celkem;62;2009;192.0
Sňatky;Česko;Celkem;62;2008;181.0
Sňatky;Česko;Celkem;62;2007;173.0
Sňatky;Česko;Celkem;62;2006;122.0
Sňatky;Česko;Celkem;62;2005;117.0
Sňatky;Česko;Celkem;62;2004;130.0
Sňatky;Česko;Celkem;62;2003;98.0
Sňatky;Česko;Celkem;62;2002;94.0
Sňatky;Česko;Celkem;62;2001;72.0
Sňatky;Česko;Celkem;63;2024;
Sňatky;Česko;Celkem;63;2023;187.0
Sňatky;Česko;Celkem;63;2022;232.0
Sňatky;Česko;Celkem;63;2021;212.0
Sňatky;Česko;Celkem;63;2020;200.0
Sňatky;Česko;Celkem;63;2019;207.0
Sňatky;Česko;Celkem;63;2018;215.0
Sňatky;Česko;Celkem;63;2017;222.0
Sňatky;Česko;Celkem;63;2016;194.0
Sňatky;Česko;Celkem;63;2015;178.0
Sňatky;Česko;Celkem;63;2014;152.0
Sňatky;Česko;Celkem;63;2013;139.0
Sňatky;Česko;Celkem;63;2012;131.0
Sňatky;Česko;Celkem;63;2011;148.0
Sňatky;Česko;Celkem;63;2010;156.0
Sňatky;Česko;Celkem;63;2009;142.0
Sňatky;Česko;Celkem;63;2008;133.0
Sňatky;Česko;Celkem;63;2007;101.0
Sňatky;Česko;Celkem;63;2006;99.0
Sňatky;Česko;Celkem;63;2005;104.0
Sňatky;Česko;Celkem;63;2004;95.0
Sňatky;Česko;Celkem;63;2003;78.0
Sňatky;Česko;Celkem;63;2002;71.0
Sňatky;Česko;Celkem;63;2001;92.0
Sňatky;Česko;Celkem;64;2024;
Sňatky;Česko;Celkem;64;2023;188.0
Sňatky;Česko;Celkem;64;2022;242.0
Sňatky;Česko;Celkem;64;2021;232.0
Sňatky;Česko;Celkem;64;2020;191.0
Sňatky;Česko;Celkem;64;2019;206.0
Sňatky;Česko;Celkem;64;2018;185.0
Sňatky;Česko;Celkem;64;2017;178.0
Sňatky;Česko;Celkem;64;2016;176.0
Sňatky;Česko;Celkem;64;2015;150.0
Sňatky;Česko;Celkem;64;2014;139.0
Sňatky;Česko;Celkem;64;2013;117.0
Sňatky;Česko;Celkem;64;2012;123.0
Sňatky;Česko;Celkem;64;2011;116.0
Sňatky;Česko;Celkem;64;2010;105.0
Sňatky;Česko;Celkem;64;2009;116.0
Sňatky;Česko;Celkem;64;2008;129.0
Sňatky;Česko;Celkem;64;2007;105.0
Sňatky;Česko;Celkem;64;2006;92.0
Sňatky;Česko;Celkem;64;2005;89.0
Sňatky;Česko;Celkem;64;2004;76.0
Sňatky;Česko;Celkem;64;2003;52.0
Sňatky;Česko;Celkem;64;2002;48.0
Sňatky;Česko;Celkem;64;2001;68.0
Sňatky;Česko;Celkem;65 a více;2024;
Sňatky;Česko;Celkem;65 a více;2023;1569.0
Sňatky;Česko;Celkem;65 a více;2022;1610.0
Sňatky;Česko;Celkem;65 a více;2021;1318.0
Sňatky;Česko;Celkem;65 a více;2020;1150.0
Sňatky;Česko;Celkem;65 a více;2019;1267.0
Sňatky;Česko;Celkem;65 a více;2018;1106.0
Sňatky;Česko;Celkem;65 a více;2017;1094.0
Sňatky;Česko;Celkem;65 a více;2016;965.0
Sňatky;Česko;Celkem;65 a více;2015;841.0
Sňatky;Česko;Celkem;65 a více;2014;790.0
Sňatky;Česko;Celkem;65 a více;2013;706.0
Sňatky;Česko;Celkem;65 a více;2012;678.0
Sňatky;Česko;Celkem;65 a více;2011;608.0
Sňatky;Česko;Celkem;65 a více;2010;589.0
Sňatky;Česko;Celkem;65 a více;2009;631.0
Sňatky;Česko;Celkem;65 a více;2008;638.0
Sňatky;Česko;Celkem;65 a více;2007;593.0
Sňatky;Česko;Celkem;65 a více;2006;547.0
Sňatky;Česko;Celkem;65 a více;2005;577.0
Sňatky;Česko;Celkem;65 a více;2004;497.0
Sňatky;Česko;Celkem;65 a více;2003;505.0
Sňatky;Česko;Celkem;65 a více;2002;498.0
Sňatky;Česko;Celkem;65 a více;2001;501.0
