Ukazatel;Území;Reprezentant;Čtvrtletí;value
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];1. čtvrtletí 2024;832.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];2. čtvrtletí 2024;852.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];3. čtvrtletí 2024;854.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];4. čtvrtletí 2024;855.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Economy [den];1. čtvrtletí 2025;829.8
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];1. čtvrtletí 2015;1226.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];2. čtvrtletí 2015;1231.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];3. čtvrtletí 2015;1231.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];4. čtvrtletí 2015;1231.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];1. čtvrtletí 2016;1226.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];2. čtvrtletí 2016;1215.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];3. čtvrtletí 2016;1159.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];4. čtvrtletí 2016;1072.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];1. čtvrtletí 2017;1021.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];2. čtvrtletí 2017;999.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];3. čtvrtletí 2017;1008.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];4. čtvrtletí 2017;1008.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];1. čtvrtletí 2018;1007.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];2. čtvrtletí 2018;1010.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];3. čtvrtletí 2018;1033.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];4. čtvrtletí 2018;1051.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];1. čtvrtletí 2019;1036.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];2. čtvrtletí 2019;995.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];3. čtvrtletí 2019;962.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];4. čtvrtletí 2019;943.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];1. čtvrtletí 2020;932.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];2. čtvrtletí 2020;896.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];3. čtvrtletí 2020;899.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];4. čtvrtletí 2020;899.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];1. čtvrtletí 2021;845.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];2. čtvrtletí 2021;859.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];3. čtvrtletí 2021;865.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];4. čtvrtletí 2021;865.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];1. čtvrtletí 2022;920.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];2. čtvrtletí 2022;944.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];3. čtvrtletí 2022;911.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];4. čtvrtletí 2022;905.8
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];1. čtvrtletí 2023;941.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];2. čtvrtletí 2023;947.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];3. čtvrtletí 2023;947.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];4. čtvrtletí 2023;947.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];1. čtvrtletí 2024;1002.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];2. čtvrtletí 2024;1019.8
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];3. čtvrtletí 2024;1020.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];4. čtvrtletí 2024;1021.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Compact [den];1. čtvrtletí 2025;1030.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];1. čtvrtletí 2015;1517.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];2. čtvrtletí 2015;1517.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];3. čtvrtletí 2015;1517.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];4. čtvrtletí 2015;1517.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];1. čtvrtletí 2016;1448.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];2. čtvrtletí 2016;1366.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];3. čtvrtletí 2016;1273.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];4. čtvrtletí 2016;1263.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];1. čtvrtletí 2017;1238.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];2. čtvrtletí 2017;1205.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];3. čtvrtletí 2017;1229.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];4. čtvrtletí 2017;1241.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];1. čtvrtletí 2018;1233.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];2. čtvrtletí 2018;1205.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];3. čtvrtletí 2018;1205.8
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];4. čtvrtletí 2018;1220.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];1. čtvrtletí 2019;1223.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];2. čtvrtletí 2019;1193.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];3. čtvrtletí 2019;1166.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];4. čtvrtletí 2019;1146.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];1. čtvrtletí 2020;1134.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];2. čtvrtletí 2020;1071.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];3. čtvrtletí 2020;1070.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];4. čtvrtletí 2020;1072.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];1. čtvrtletí 2021;1072.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];2. čtvrtletí 2021;1101.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];3. čtvrtletí 2021;1111.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];4. čtvrtletí 2021;1111.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];1. čtvrtletí 2022;1156.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];2. čtvrtletí 2022;1169.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];3. čtvrtletí 2022;1116.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];4. čtvrtletí 2022;1104.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];1. čtvrtletí 2023;1142.8
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];2. čtvrtletí 2023;1148.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];3. čtvrtletí 2023;1148.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];4. čtvrtletí 2023;1148.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];1. čtvrtletí 2024;1209.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];2. čtvrtletí 2024;1241.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];3. čtvrtletí 2024;1241.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];4. čtvrtletí 2024;1241.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Intermediate [den];1. čtvrtletí 2025;1210.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];1. čtvrtletí 2015;1530.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];2. čtvrtletí 2015;1533.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];3. čtvrtletí 2015;1533.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];4. čtvrtletí 2015;1533.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];1. čtvrtletí 2016;1480.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];2. čtvrtletí 2016;1490.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];3. čtvrtletí 2016;1453.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];4. čtvrtletí 2016;1537.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];1. čtvrtletí 2017;1506.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];2. čtvrtletí 2017;1504.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];3. čtvrtletí 2017;1513.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];4. čtvrtletí 2017;1560.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];1. čtvrtletí 2018;1552.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];2. čtvrtletí 2018;1560.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];3. čtvrtletí 2018;1539.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];4. čtvrtletí 2018;1565.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];1. čtvrtletí 2019;1577.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];2. čtvrtletí 2019;1559.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];3. čtvrtletí 2019;1531.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];4. čtvrtletí 2019;1486.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];1. čtvrtletí 2020;1451.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];2. čtvrtletí 2020;1458.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];3. čtvrtletí 2020;1442.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];4. čtvrtletí 2020;1442.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];1. čtvrtletí 2021;1425.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];2. čtvrtletí 2021;1446.8
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];3. čtvrtletí 2021;1511.8
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];4. čtvrtletí 2021;1511.8
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];1. čtvrtletí 2022;1526.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];2. čtvrtletí 2022;1540.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];3. čtvrtletí 2022;1480.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];4. čtvrtletí 2022;1470.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];1. čtvrtletí 2023;1510.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];2. čtvrtletí 2023;1515.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];3. čtvrtletí 2023;1515.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];4. čtvrtletí 2023;1515.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];1. čtvrtletí 2024;1557.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];2. čtvrtletí 2024;1587.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];3. čtvrtletí 2024;1587.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];4. čtvrtletí 2024;1587.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Standard [den];1. čtvrtletí 2025;1604.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];1. čtvrtletí 2015;2353.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];2. čtvrtletí 2015;2353.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];3. čtvrtletí 2015;2353.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];4. čtvrtletí 2015;2362.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];1. čtvrtletí 2016;2359.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];2. čtvrtletí 2016;2282.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];3. čtvrtletí 2016;2160.8
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];4. čtvrtletí 2016;2236.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];1. čtvrtletí 2017;2147.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];2. čtvrtletí 2017;2168.8
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];3. čtvrtletí 2017;2301.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];4. čtvrtletí 2017;2301.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];1. čtvrtletí 2018;2301.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];2. čtvrtletí 2018;2294.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];3. čtvrtletí 2018;2214.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];4. čtvrtletí 2018;2271.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];1. čtvrtletí 2019;2321.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];2. čtvrtletí 2019;2337.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];3. čtvrtletí 2019;2338.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];4. čtvrtletí 2019;2324.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];1. čtvrtletí 2020;2330.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];2. čtvrtletí 2020;2428.9
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];3. čtvrtletí 2020;2412.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];4. čtvrtletí 2020;2413.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];1. čtvrtletí 2021;2355.8
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];2. čtvrtletí 2021;2367.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];3. čtvrtletí 2021;2417.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];4. čtvrtletí 2021;2417.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];1. čtvrtletí 2022;2488.8
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];2. čtvrtletí 2022;2509.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];3. čtvrtletí 2022;2281.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];4. čtvrtletí 2022;2173.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];1. čtvrtletí 2023;2174.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];2. čtvrtletí 2023;2171.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];3. čtvrtletí 2023;2171.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];4. čtvrtletí 2023;2171.3
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];1. čtvrtletí 2024;2189.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];2. čtvrtletí 2024;2229.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];3. čtvrtletí 2024;2221.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];4. čtvrtletí 2024;2217.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem osobního automobilu - t ř . Premium [den];1. čtvrtletí 2025;2201.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];1. čtvrtletí 2015;8028.8
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];2. čtvrtletí 2015;7946.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];3. čtvrtletí 2015;7958.6
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];4. čtvrtletí 2015;7983.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];1. čtvrtletí 2016;8109.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];2. čtvrtletí 2016;8078.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];3. čtvrtletí 2016;8078.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];4. čtvrtletí 2016;8078.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];1. čtvrtletí 2017;8040.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];2. čtvrtletí 2017;8040.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];3. čtvrtletí 2017;8040.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];4. čtvrtletí 2017;7988.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];1. čtvrtletí 2018;7700.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];2. čtvrtletí 2018;7700.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];3. čtvrtletí 2018;7700.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];4. čtvrtletí 2018;7700.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];1. čtvrtletí 2019;7639.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];2. čtvrtletí 2019;7616.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];3. čtvrtletí 2019;8058.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];4. čtvrtletí 2019;7851.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];1. čtvrtletí 2020;7818.8
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];2. čtvrtletí 2020;7891.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];3. čtvrtletí 2020;8009.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];4. čtvrtletí 2020;7900.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];1. čtvrtletí 2021;7828.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];2. čtvrtletí 2021;7820.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];3. čtvrtletí 2021;7820.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];4. čtvrtletí 2021;7820.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];1. čtvrtletí 2022;8251.8
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];2. čtvrtletí 2022;8048.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];3. čtvrtletí 2022;7661.8
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];4. čtvrtletí 2022;7661.8
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];1. čtvrtletí 2023;7880.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];2. čtvrtletí 2023;7598.0
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];3. čtvrtletí 2023;6869.2
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];4. čtvrtletí 2023;6903.1
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];1. čtvrtletí 2024;7217.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];2. čtvrtletí 2024;7374.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];3. čtvrtletí 2024;7374.5
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];4. čtvrtletí 2024;7466.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem lešení (sada 200 m2) [měsíc];1. čtvrtletí 2025;7632.7
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];1. čtvrtletí 2015;508.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];2. čtvrtletí 2015;508.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];3. čtvrtletí 2015;508.4
Cena za poskytnutí tržní služby (Kč);Česko;Pronájem výtahu osobonákladního [den];4. čtvrtletí 2015;508.4
