Ukazatel,Typ indexu,Území,Klasifikace CZ-CPA,Kumulace měsíců,value
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění,leden – červen 2024,122.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění,leden – červenec 2024,122.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění,leden – srpen 2024,122.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění,leden – září 2024,122.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění,leden – říjen 2024,122.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění,leden – listopad 2024,122.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění,leden – prosinec 2024,122.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění,leden 2025,123.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění,leden – únor 2025,125.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění,leden – březen 2025,126.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění,leden – duben 2025,126.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění,leden – květen 2025,127.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění,leden – červen 2025,127.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění,leden – červenec 2025,127.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění,leden – srpen 2025,127.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden 2023,119.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – únor 2023,119.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – březen 2023,119.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – duben 2023,119.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – květen 2023,119.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – červen 2023,120.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – červenec 2023,120.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – srpen 2023,120.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – září 2023,120.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – říjen 2023,120.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – listopad 2023,120.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – prosinec 2023,120.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden 2024,121.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – únor 2024,121.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – březen 2024,121.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – duben 2024,121.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – květen 2024,122.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – červen 2024,122.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – červenec 2024,122.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – srpen 2024,122.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – září 2024,122.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – říjen 2024,122.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – listopad 2024,122.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – prosinec 2024,122.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden 2025,123.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – únor 2025,125.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – březen 2025,126.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – duben 2025,126.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – květen 2025,127.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – červen 2025,127.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – červenec 2025,127.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Neživotní pojištění,leden – srpen 2025,127.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden 2023,135.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – únor 2023,135.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – březen 2023,135.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – duben 2023,135.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – květen 2023,135.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – červen 2023,136.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – červenec 2023,136.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – srpen 2023,136.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – září 2023,136.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – říjen 2023,136.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – listopad 2023,136.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – prosinec 2023,136.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden 2024,137.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – únor 2024,138.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – březen 2024,138.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – duben 2024,138.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – květen 2024,138.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – červen 2024,138.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – červenec 2024,138.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – srpen 2024,138.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – září 2024,138.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – říjen 2024,138.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – listopad 2024,138.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – prosinec 2024,138.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden 2025,139.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – únor 2025,143.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – březen 2025,144.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – duben 2025,145.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – květen 2025,145.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – červen 2025,145.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – červenec 2025,145.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění motorových vozidel,leden – srpen 2025,146.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden 2023,135.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – únor 2023,135.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – březen 2023,135.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – duben 2023,135.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – květen 2023,135.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – červen 2023,136.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – červenec 2023,136.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – srpen 2023,136.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – září 2023,136.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – říjen 2023,136.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – listopad 2023,136.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – prosinec 2023,136.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden 2024,137.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – únor 2024,138.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – březen 2024,138.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – duben 2024,138.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – květen 2024,138.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – červen 2024,138.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – červenec 2024,138.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – srpen 2024,138.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – září 2024,138.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – říjen 2024,138.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – listopad 2024,138.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – prosinec 2024,138.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden 2025,139.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – únor 2025,143.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – březen 2025,144.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – duben 2025,145.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – květen 2025,145.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – červen 2025,145.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – červenec 2025,145.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,leden – srpen 2025,146.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden 2023,100.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – únor 2023,100.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – březen 2023,100.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – duben 2023,100.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – květen 2023,100.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – červen 2023,100.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – červenec 2023,100.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – srpen 2023,100.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – září 2023,100.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – říjen 2023,100.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – listopad 2023,100.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – prosinec 2023,100.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden 2024,101.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – únor 2024,102.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – březen 2024,102.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – duben 2024,102.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – květen 2024,102.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – červen 2024,102.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – červenec 2024,102.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – srpen 2024,103.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – září 2024,103.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – říjen 2024,103.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – listopad 2024,103.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – prosinec 2024,103.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden 2025,104.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – únor 2025,105.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – březen 2025,105.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – duben 2025,105.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – květen 2025,105.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – červen 2025,105.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – červenec 2025,106.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,leden – srpen 2025,106.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden 2023,102.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – únor 2023,102.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – březen 2023,102.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – duben 2023,102.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – květen 2023,102.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – červen 2023,102.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – červenec 2023,102.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – srpen 2023,102.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – září 2023,102.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – říjen 2023,102.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – listopad 2023,102.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – prosinec 2023,102.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden 2024,102.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – únor 2024,104.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – březen 2024,104.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – duben 2024,104.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – květen 2024,104.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – červen 2024,104.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – červenec 2024,104.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – srpen 2024,105.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – září 2024,105.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – říjen 2024,105.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – listopad 2024,105.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – prosinec 2024,105.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden 2025,106.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – únor 2025,107.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – březen 2025,107.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – duben 2025,107.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – květen 2025,107.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – červen 2025,107.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – červenec 2025,108.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,leden – srpen 2025,108.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden 2023,94.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – únor 2023,94.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – březen 2023,94.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – duben 2023,94.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – květen 2023,94.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – červen 2023,94.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – červenec 2023,94.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – srpen 2023,94.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – září 2023,94.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – říjen 2023,94.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – listopad 2023,94.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – prosinec 2023,94.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden 2024,94.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – únor 2024,95.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – březen 2024,95.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – duben 2024,96.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – květen 2024,96.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – červen 2024,96.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – červenec 2024,96.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – srpen 2024,96.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – září 2024,96.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – říjen 2024,96.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – listopad 2024,96.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – prosinec 2024,96.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden 2025,97.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – únor 2025,98.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – březen 2025,98.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – duben 2025,98.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – květen 2025,98.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – červen 2025,99.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – červenec 2025,99.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),leden – srpen 2025,99.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden 2023,113.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – únor 2023,114.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – březen 2023,115.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,leden – duben 2023,116.2
