Ukazatel,Typ indexu,Území,Klasifikace CZ-CPA,Kumulace měsíců,value
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vydavatelské služby,leden 2025,130.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vydavatelské služby,leden – únor 2025,131.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vydavatelské služby,leden – březen 2025,133.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vydavatelské služby,leden – duben 2025,133.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vydavatelské služby,leden – květen 2025,134.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vydavatelské služby,leden – červen 2025,134.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vydavatelské služby,leden – červenec 2025,134.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vydavatelské služby,leden – srpen 2025,134.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – únor 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – březen 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – duben 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – květen 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – červen 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – červenec 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – srpen 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – září 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – říjen 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – listopad 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – prosinec 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden 2024,117.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – únor 2024,118.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – březen 2024,117.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – duben 2024,120.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – květen 2024,119.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – červen 2024,119.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – červenec 2024,118.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – srpen 2024,118.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – září 2024,118.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – říjen 2024,117.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – listopad 2024,118.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – prosinec 2024,117.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden 2025,107.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – únor 2025,114.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – březen 2025,116.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – duben 2025,117.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – květen 2025,119.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – červen 2025,119.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – červenec 2025,119.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,"Činnosti v oblasti filmů, videozáznamů a televizních programů, pořizování zvukových nahrávek a hudební vydavatelské činnosti",leden – srpen 2025,119.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – únor 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – březen 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – duben 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – květen 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – červen 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – červenec 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – srpen 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – září 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – říjen 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – listopad 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – prosinec 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden 2024,101.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – únor 2024,107.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – březen 2024,113.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – duben 2024,117.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – květen 2024,119.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – červen 2024,121.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – červenec 2024,118.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – srpen 2024,118.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – září 2024,120.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – říjen 2024,122.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – listopad 2024,123.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – prosinec 2024,125.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden 2025,109.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – únor 2025,117.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – březen 2025,123.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – duben 2025,129.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – květen 2025,134.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – červen 2025,138.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – červenec 2025,136.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tvorba programů a vysílání,leden – srpen 2025,136.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Telekomunikační služby,leden 2023,97.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Telekomunikační služby,leden – únor 2023,97.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Telekomunikační služby,leden – březen 2023,98.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Telekomunikační služby,leden – duben 2023,98.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Telekomunikační služby,leden – květen 2023,98.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Telekomunikační služby,leden – červen 2023,98.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Telekomunikační služby,leden – červenec 2023,98.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Telekomunikační služby,leden – srpen 2023,98.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Telekomunikační služby,leden – září 2023,98.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Telekomunikační služby,leden – říjen 2023,98.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Telekomunikační služby,leden – listopad 2023,98.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Telekomunikační služby,leden – prosinec 2023,98.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Telekomunikační služby,leden 2024,99.2
