Území,Ukazatel,Typ indexu,Typ zakázek,Očištění,Vybraná odvětví průmyslu,Kumulace měsíců,value
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – listopad 2007,112.0071698075
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – říjen 2007,112.3501941662
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – září 2007,111.2767460864
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – srpen 2007,111.1807958637
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – červenec 2007,110.5371487137
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – červen 2007,109.8735394636
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – květen 2007,109.2615710442
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – duben 2007,111.0369973373
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – březen 2007,112.5248770107
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – únor 2007,114.9368113997
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden 2007,114.1398916286
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – prosinec 2006,119.8199382108
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – listopad 2006,120.5174213321
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – říjen 2006,120.7125518307
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – září 2006,120.2271763913
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – srpen 2006,121.2069720648
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – červenec 2006,121.7141186994
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – červen 2006,121.7523312676
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – květen 2006,123.4181464036
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – duben 2006,121.0641323785
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – březen 2006,122.2060558366
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – únor 2006,120.007879732
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden 2006,121.503826189
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – prosinec 2005,106.0459278519
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – listopad 2005,105.6652851902
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – říjen 2005,105.4034735636
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – září 2005,105.2002819642
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – srpen 2005,104.9826629836
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – červenec 2005,105.254682805
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – červen 2005,105.9728032643
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – květen 2005,104.7689362863
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – duben 2005,106.0966757255
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – březen 2005,106.6233817219
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – únor 2005,110.6781503935
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden 2005,117.6909479988
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – prosinec 2004,120.3171705264
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – listopad 2004,120.3741389914
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – říjen 2004,119.9850356651
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – září 2004,119.8720104589
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – srpen 2004,122.6035619957
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – červenec 2004,121.6032857743
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – červen 2004,121.3553613201
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – květen 2004,121.066645217
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – duben 2004,116.9889724247
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – březen 2004,114.9815989761
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – únor 2004,110.2098514943
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden 2004,103.1864111782
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – prosinec 2003,103.3963076653
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – listopad 2003,103.6039362031
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – říjen 2003,103.6678801119
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – září 2003,103.6714719752
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – srpen 2003,102.8337386368
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – červenec 2003,102.3555385389
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – červen 2003,102.4990691648
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – květen 2003,102.2831463331
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – duben 2003,103.8880900935
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – březen 2003,101.3029702486
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – únor 2003,99.6877231086
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden 2003,97.8182912658
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – prosinec 2002,106.48970363
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – listopad 2002,105.5869417326
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – říjen 2002,105.4975156797
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – září 2002,106.5943558962
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – srpen 2002,103.914556041
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – červenec 2002,104.6047823861
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – červen 2002,104.4813744954
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – květen 2002,103.9053864403
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – duben 2002,104.4798349782
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – březen 2002,103.9183067628
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – únor 2002,109.0391858191
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden 2002,112.5441530475
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – prosinec 2001,136.8638370109
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – listopad 2001,140.3467125063
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – říjen 2001,141.5784568909
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – září 2001,143.4233419108
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – srpen 2001,146.0640325044
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – červenec 2001,147.2622299738
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – červen 2001,147.3565133589
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – květen 2001,152.1506824035
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – duben 2001,156.2533351848
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – březen 2001,165.3419147489
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – únor 2001,172.8569669947
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden 2001,217.3851293189
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – prosinec 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – listopad 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – říjen 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – září 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – srpen 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – červenec 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – červen 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – květen 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – duben 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – březen 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden – únor 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,Průmysl,leden 2000,
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – srpen 2025,97.9662241733
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červenec 2025,98.3579197604
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červen 2025,99.3070134471
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – květen 2025,97.3907106282
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – duben 2025,98.5139914466
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – březen 2025,99.025957911
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – únor 2025,99.0431521281
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden 2025,102.7479830226
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – prosinec 2024,98.6802599978
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – listopad 2024,98.6791687102
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – říjen 2024,98.6158422915
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – září 2024,98.487302436
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – srpen 2024,97.9444623101
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červenec 2024,97.7908788637
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – červen 2024,95.9972576411
Česko,Nové průmyslové zakázky (běžné ceny),Meziroční index,Celkem,Bez očištění,13 Výroba textilií,leden – květen 2024,97.4539968071
