Ukazatel,Území,Typ údaje,Odvětví,Čtvrtletí,value
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2011,98.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2011,99.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2012,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2012,99.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2012,99.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2012,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2013,99.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2013,99.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2013,99.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2013,99.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2014,101.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2014,101.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2014,101.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2014,101.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2015,100.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2015,100.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2015,99.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2015,99.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2016,98.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2016,97.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2016,98.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2016,98.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2017,99.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2017,99.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2017,98.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2017,98.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2018,99.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2018,100.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2018,100.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2018,101.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2019,101.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2019,102.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2019,101.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2019,101.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2020,101.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2020,102.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2020,102.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2020,102.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2021,104.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2021,107.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2021,112.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2021,115.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2022,120.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2022,128.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2022,129.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2022,129.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2023,131.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2023,129.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2023,128.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2023,128.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2024,129.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2024,129.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,3. čtvrtletí 2024,130.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,4. čtvrtletí 2024,130.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,1. čtvrtletí 2025,130.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Těžba ner. surovin + zprac. prům. - Energie - C10 - C11 - C12,2. čtvrtletí 2025,130.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",1. čtvrtletí 2000,82.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",2. čtvrtletí 2000,84.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",3. čtvrtletí 2000,85.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",4. čtvrtletí 2000,85.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",1. čtvrtletí 2001,85.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",2. čtvrtletí 2001,86.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",3. čtvrtletí 2001,85.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",4. čtvrtletí 2001,84.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",1. čtvrtletí 2002,84.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",2. čtvrtletí 2002,84.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",3. čtvrtletí 2002,84.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",4. čtvrtletí 2002,84.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",1. čtvrtletí 2003,84.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",2. čtvrtletí 2003,84.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",3. čtvrtletí 2003,83.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",4. čtvrtletí 2003,84.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",1. čtvrtletí 2004,84.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",2. čtvrtletí 2004,88.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",3. čtvrtletí 2004,91.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",4. čtvrtletí 2004,93.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",1. čtvrtletí 2005,92.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",2. čtvrtletí 2005,92.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",3. čtvrtletí 2005,92.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",4. čtvrtletí 2005,92.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",1. čtvrtletí 2006,92.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",2. čtvrtletí 2006,93.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",3. čtvrtletí 2006,94.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",4. čtvrtletí 2006,94.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",1. čtvrtletí 2007,95.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",2. čtvrtletí 2007,97.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",3. čtvrtletí 2007,97.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",4. čtvrtletí 2007,97.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",1. čtvrtletí 2008,98.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",2. čtvrtletí 2008,100.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",3. čtvrtletí 2008,102.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",4. čtvrtletí 2008,98.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",1. čtvrtletí 2009,95.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",2. čtvrtletí 2009,94.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",3. čtvrtletí 2009,93.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",4. čtvrtletí 2009,93.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",1. čtvrtletí 2010,94.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",2. čtvrtletí 2010,96.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",3. čtvrtletí 2010,97.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",4. čtvrtletí 2010,97.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",1. čtvrtletí 2011,100.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Težba ner. surovin a zprac. průmysl bez C10, C11, C12",2. čtvrtletí 2011,102.3
