Ukazatel,Území,Typ údaje,Odvětví,Kumulace měsíců,value
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – květen 2017,100.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – červen 2017,100.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – červenec 2017,100.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – srpen 2017,100.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – září 2017,100.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – říjen 2017,100.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – listopad 2017,100.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – prosinec 2017,100.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden 2018,100.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – únor 2018,100.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – březen 2018,100.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – duben 2018,100.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – květen 2018,100.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – červen 2018,100.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – červenec 2018,100.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – srpen 2018,100.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – září 2018,100.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – říjen 2018,100.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – listopad 2018,100.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – prosinec 2018,100.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden 2019,102.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – únor 2019,102.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – březen 2019,102.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – duben 2019,102.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – květen 2019,103.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – červen 2019,103.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – červenec 2019,103.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – srpen 2019,103.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – září 2019,103.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – říjen 2019,103.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – listopad 2019,103.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – prosinec 2019,104.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden 2020,107.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – únor 2020,106.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – březen 2020,106.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – duben 2020,107.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – květen 2020,107.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – červen 2020,106.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – červenec 2020,106.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – srpen 2020,106.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – září 2020,106.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – říjen 2020,106.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – listopad 2020,106.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – prosinec 2020,106.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden 2021,105.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – únor 2021,105.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – březen 2021,105.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – duben 2021,105.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – květen 2021,105.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – červen 2021,105.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – červenec 2021,106.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – srpen 2021,106.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – září 2021,106.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – říjen 2021,106.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – listopad 2021,107.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – prosinec 2021,107.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden 2022,112.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – únor 2022,113.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – březen 2022,114.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – duben 2022,116.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – květen 2022,117.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – červen 2022,119.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – červenec 2022,120.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – srpen 2022,121.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – září 2022,122.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – říjen 2022,123.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – listopad 2022,124.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – prosinec 2022,125.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden 2023,137.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – únor 2023,137.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – březen 2023,138.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – duben 2023,138.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – květen 2023,138.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – červen 2023,138.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – červenec 2023,138.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – srpen 2023,137.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – září 2023,137.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – říjen 2023,137.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – listopad 2023,137.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – prosinec 2023,137.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden 2024,136.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – únor 2024,136.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – březen 2024,137.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – duben 2024,137.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – květen 2024,137.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – červen 2024,137.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – červenec 2024,137.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – srpen 2024,137.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – září 2024,137.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – říjen 2024,137.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – listopad 2024,137.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – prosinec 2024,137.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden 2025,139.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – únor 2025,139.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – březen 2025,139.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – duben 2025,139.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – květen 2025,140.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – červen 2025,140.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – červenec 2025,140.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Spotřební zboží (dlouhodobé + krátkodobé),leden – srpen 2025,140.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden 2000,91.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – únor 2000,91.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – březen 2000,91.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – duben 2000,91.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – květen 2000,91.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – červen 2000,91.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – červenec 2000,91.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – srpen 2000,91.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – září 2000,91.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – říjen 2000,91.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – listopad 2000,91.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – prosinec 2000,91.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden 2001,93.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – únor 2001,93.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – březen 2001,94.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – duben 2001,94.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – květen 2001,94.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – červen 2001,94.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – červenec 2001,94.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – srpen 2001,94.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – září 2001,94.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – říjen 2001,94.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – listopad 2001,94.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – prosinec 2001,94.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden 2002,94.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – únor 2002,94.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – březen 2002,94.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – duben 2002,94.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – květen 2002,94.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – červen 2002,94.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – červenec 2002,94.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – srpen 2002,95.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – září 2002,95.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – říjen 2002,95.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – listopad 2002,95.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – prosinec 2002,95.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden 2003,95.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – únor 2003,95.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – březen 2003,95.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – duben 2003,95.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – květen 2003,95.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – červen 2003,95.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – červenec 2003,95.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – srpen 2003,95.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – září 2003,95.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – říjen 2003,95.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – listopad 2003,95.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – prosinec 2003,95.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden 2004,95.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – únor 2004,95.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – březen 2004,95.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – duben 2004,95.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – květen 2004,95.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – červen 2004,95.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – červenec 2004,95.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – srpen 2004,95.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – září 2004,95.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – říjen 2004,95.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – listopad 2004,95.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – prosinec 2004,95.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden 2005,96.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – únor 2005,96.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – březen 2005,96.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – duben 2005,96.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – květen 2005,96.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – červen 2005,96.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – červenec 2005,96.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – srpen 2005,96.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – září 2005,96.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – říjen 2005,96.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – listopad 2005,96.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – prosinec 2005,96.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden 2006,96.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – únor 2006,96.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – březen 2006,96.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – duben 2006,96.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – květen 2006,96.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – červen 2006,96.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – červenec 2006,96.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – srpen 2006,96.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – září 2006,96.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – říjen 2006,96.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – listopad 2006,96.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – prosinec 2006,96.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden 2007,97.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – únor 2007,97.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – březen 2007,97.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – duben 2007,97.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – květen 2007,97.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – červen 2007,97.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – červenec 2007,97.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – srpen 2007,97.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – září 2007,97.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – říjen 2007,97.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – listopad 2007,97.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – prosinec 2007,97.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden 2008,98.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – únor 2008,98.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – březen 2008,98.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – duben 2008,98.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – květen 2008,98.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – červen 2008,98.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – červenec 2008,98.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – srpen 2008,98.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"Spotřební zboží bez C10, C11, C12",leden – září 2008,98.3
