Území,Ukazatel,Typ ceny,Měsíce,Komodity SITC,value
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2018,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2018,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2018,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2018,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2018,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2018,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2018,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2018,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2018,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2018,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2018,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2018,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2018,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2018,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2018,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2018,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2018,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2018,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2018,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2018,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2018,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2018,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2018,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2018,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2018,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2018,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2018,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2018,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2018,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2018,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2018,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2018,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2018,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2017,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2017,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2017,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2017,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2017,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2017,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2017,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2017,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2017,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2017,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2017,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2017,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2017,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2017,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2017,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2017,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2017,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2017,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2017,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2017,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2017,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2017,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2017,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2017,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2017,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2017,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2017,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2017,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2017,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2017,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2017,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2017,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2017,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2017,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2017,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2017,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2017,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2017,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2017,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2017,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2017,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2017,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2017,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2017,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2017,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2017,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2017,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2017,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2017,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2017,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2017,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2017,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2017,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2017,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2017,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2017,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2017,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2017,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2017,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2017,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2017,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2017,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2017,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2017,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2017,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2017,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2017,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2017,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2017,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červen 2017,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2017,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2017,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2017,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2017,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2017,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2017,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2017,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2017,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2017,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,květen 2017,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2017,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2017,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2017,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2017,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2017,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2017,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2017,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2017,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2017,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,duben 2017,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2017,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2017,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2017,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2017,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2017,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2017,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2017,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2017,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2017,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,březen 2017,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2017,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2017,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2017,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2017,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2017,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2017,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2017,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2017,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2017,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,únor 2017,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2017,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2017,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2017,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2017,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2017,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2017,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2017,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2017,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2017,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,leden 2017,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2016,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2016,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2016,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2016,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2016,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2016,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2016,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2016,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2016,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,prosinec 2016,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2016,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2016,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2016,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2016,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2016,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2016,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2016,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2016,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2016,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,listopad 2016,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2016,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2016,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2016,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2016,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2016,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2016,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2016,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2016,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2016,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,říjen 2016,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2016,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2016,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2016,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2016,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2016,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2016,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2016,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2016,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2016,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,září 2016,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2016,0 Potraviny a živá zvířata,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2016,1 Nápoje a tabák,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2016,"2 Suroviny nepoživatelné, s výjimkou paliv",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2016,"3 Minerální paliva, maziva a příbuzné materiály",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2016,"4 Živočišné a rostlinné oleje, tuky a vosky",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2016,"5 Chemikálie a příbuzné výrobky, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2016,6 Tržní výrobky tříděné hlavně podle materiálu,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2016,7 Stroje a dopravní prostředky,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2016,8 Průmyslové spotřební zboží,
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,srpen 2016,"9 Komodity a předměty obchodu, j. n.",
Česko,"Vývoz (v mil. Kč, FOB)",Běžné ceny,červenec 2016,0 Potraviny a živá zvířata,
