Území;Ukazatel;Typ indexu;Typ zakázek;Očištění;Vybraná odvětví průmyslu;Čtvrtletí;value
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;4. čtvrtletí 2010;122.45158052
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;3. čtvrtletí 2010;134.4949975215
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;2. čtvrtletí 2010;127.8232087209
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;1. čtvrtletí 2010;119.9285602624
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;4. čtvrtletí 2009;102.7444510945
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;3. čtvrtletí 2009;84.9168941667
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;2. čtvrtletí 2009;78.0823551875
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;1. čtvrtletí 2009;76.7800274072
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;4. čtvrtletí 2008;76.3105170111
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;3. čtvrtletí 2008;86.8350813749
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;2. čtvrtletí 2008;99.6649931324
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;1. čtvrtletí 2008;101.4489056094
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;4. čtvrtletí 2007;113.870412396
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;3. čtvrtletí 2007;127.2513484283
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;2. čtvrtletí 2007;120.9816044279
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;1. čtvrtletí 2007;129.113843528
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;4. čtvrtletí 2006;128.0711776751
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;3. čtvrtletí 2006;124.9495601457
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;2. čtvrtletí 2006;126.4472519678
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;1. čtvrtletí 2006;121.3113375274
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;4. čtvrtletí 2005;108.8454373825
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;3. čtvrtletí 2005;110.4204400513
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;2. čtvrtletí 2005;105.3593095555
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;1. čtvrtletí 2005;110.2684231357
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;4. čtvrtletí 2004;114.3188072955
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;3. čtvrtletí 2004;111.9597561781
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;2. čtvrtletí 2004;129.1603123097
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;1. čtvrtletí 2004;116.6586178636
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;4. čtvrtletí 2003;97.595508919
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;3. čtvrtletí 2003;102.4079627776
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;2. čtvrtletí 2003;96.1363278341
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;1. čtvrtletí 2003;106.1501226874
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;4. čtvrtletí 2002;118.9909800968
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;3. čtvrtletí 2002;109.6459492714
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;2. čtvrtletí 2002;99.9825743983
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;1. čtvrtletí 2002;93.5589377847
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;4. čtvrtletí 2001;175.7100791635
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;3. čtvrtletí 2001;178.4711089103
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;2. čtvrtletí 2001;203.2264782853
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;1. čtvrtletí 2001;202.6054446929
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;4. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;3. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;2. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;1. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2025;109.8241880682
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2024;100.3679097591
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2024;105.5846001332
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2024;99.4804931097
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2024;90.9624003057
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2023;95.7613652268
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2023;87.1028681286
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2023;101.1671633137
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2023;105.9302619926
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2022;108.870665923
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2022;113.6965626373
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2022;107.6707592369
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2022;113.158609504
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2021;114.3106283891
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2021;115.802794809
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2021;132.5900532515
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2021;106.6045676362
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2020;99.8469869778
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2020;92.8312202498
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2020;79.4644712273
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2020;95.9677559041
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2019;95.8355359398
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2019;99.2911914265
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2019;101.0025454033
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2019;101.0819592395
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2018;101.1555376219
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2018;100.3077094835
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2018;103.6234039167
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2018;100.4367802292
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2017;110.514922108
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2017;109.6767758802
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2017;107.5219540834
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2017;110.3830913445
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2016;106.7929830851
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2016;100.5793837843
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2016;102.8945620587
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2016;102.3347149316
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2015;100.2995460244
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2015;102.6921443301
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2015;106.1821421689
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2015;105.8162950005
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2014;98.682073424
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2014;104.7474978799
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2014;106.9521751393
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2014;107.1324142113
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2013;112.7005678826
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2013;112.451824601
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2013;102.6184040822
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2013;100.3131911769
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2012;98.43316644
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2012;99.3167922741
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2012;98.9667008771
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2012;104.5212216861
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2011;102.236635755
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2011;105.299699912
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2011;110.5077685607
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2011;117.8573640905
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2010;114.9934949676
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2010;122.9656067166
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2010;116.0544224669
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2010;106.6057836842
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2009;97.7771003681
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2009;68.6848346822
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2009;62.7779601946
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2009;63.5126711376
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2008;65.70465389
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2008;84.5051753978
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2008;109.9372867306
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2008;112.3608360436
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2007;127.8696478662
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2007;139.5287132403
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2007;95.1516885316
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2007;112.3148044378
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2006;129.0909310672
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2006;122.2231745612
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2006;158.6236315063
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2006;139.4384248354
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2005;120.6720542574
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2005;113.3366024996
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2005;120.8496396518
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2005;114.9065432376
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2004;115.099593251
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2004;128.5376406329
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2004;121.1639290221
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2004;114.7946374747
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2003;117.76377869
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2003;103.4036947823
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2003;112.3132920366
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2003;104.2516020793
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2002;92.1339361803
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2002;115.4116539433
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2002;102.4649578106
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2002;98.354075564
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2001;131.6115798755
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2001;114.6385872421
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2001;123.0071618142
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2001;148.908420899
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;4. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;3. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;2. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;1. čtvrtletí 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2025;95.281847856
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2024;98.486479109
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2024;105.0127405486
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2024;109.6717648622
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2024;111.516499754
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2023;110.5535015457
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2023;103.6452824649
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2023;103.0840191896
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2023;111.591285554
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2022;120.9752013547
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2022;122.2309314142
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2022;102.2267941981
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2022;93.0939101988
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2021;91.0322511922
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2021;88.4280252376
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2021;187.7565359133
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2021;117.4006440792
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2020;108.0443059
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2020;103.6796480617
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;2. čtvrtletí 2020;56.7501307399
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;1. čtvrtletí 2020;93.4271370131
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;4. čtvrtletí 2019;100.3427915303
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;29 Výroba motorových vozidel (kromě motocyklů), přívěsů a návěsů;3. čtvrtletí 2019;107.6562067192
