Území;Ukazatel;Typ indexu;Typ zakázek;Očištění;Vybraná odvětví průmyslu;Úhrn 12 měsíců;value
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;srpen 2003;107.0935583387
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;červenec 2003;107.8450536947
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;červen 2003;107.7192862456
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;květen 2003;107.7101101698
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;duben 2003;108.6067714402
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;březen 2003;108.7152874294
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;únor 2003;105.4247287917
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;leden 2003;106.7362521475
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;prosinec 2002;105.5359601114
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;listopad 2002;105.6862694826
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;říjen 2002;109.4558006688
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;září 2002;113.0508993634
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;srpen 2002;114.4467000856
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;červenec 2002;118.6128833911
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;červen 2002;125.463377203
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;květen 2002;133.3251124738
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;duben 2002;141.1054001455
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;březen 2002;150.2838151439
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;únor 2002;165.0177247368
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;leden 2002;172.9180781207
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;prosinec 2001;189.2125173748
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;listopad 2001;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;říjen 2001;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;září 2001;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;srpen 2001;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;červenec 2001;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;červen 2001;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;květen 2001;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;duben 2001;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;březen 2001;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;únor 2001;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;leden 2001;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;prosinec 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;listopad 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;říjen 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;září 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;srpen 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;červenec 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;červen 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;květen 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;duben 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;březen 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;únor 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;27 Výroba elektrických zařízení;leden 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;březen 2025;103.6455452978
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;únor 2025;100.0811560193
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;leden 2025;99.9821831318
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;prosinec 2024;98.7813741332
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;listopad 2024;97.9709487869
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;říjen 2024;98.2134274464
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;září 2024;97.5997396546
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;srpen 2024;96.7634558344
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červenec 2024;96.060930349
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červen 2024;93.3826059729
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;květen 2024;94.7575392863
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;duben 2024;95.1335638481
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;březen 2024;93.7854297155
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;únor 2024;95.9424252792
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;leden 2024;95.7266522846
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;prosinec 2023;97.4870740667
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;listopad 2023;98.3875313613
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;říjen 2023;99.4429253579
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;září 2023;100.6796931332
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;srpen 2023;102.9039680297
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červenec 2023;104.485441243
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červen 2023;107.1599368691
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;květen 2023;106.8848843106
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;duben 2023;107.6326709611
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;březen 2023;108.9163154506
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;únor 2023;109.0285882684
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;leden 2023;110.8570002519
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;prosinec 2022;110.7404225733
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;listopad 2022;111.1960377254
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;říjen 2022;112.0643846146
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;září 2022;112.0876640579
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;srpen 2022;111.7174629528
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červenec 2022;112.6054417431
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červen 2022;112.4974145645
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;květen 2022;113.9816194576
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;duben 2022;116.1787732633
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;březen 2022;118.4679528668
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;únor 2022;120.3353534309
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;leden 2022;118.4757698112
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;prosinec 2021;116.8406452266
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;listopad 2021;116.3577275314
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;říjen 2021;114.2563694207
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;září 2021;112.9765830957
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;srpen 2021;112.0315139777
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červenec 2021;109.2581837023
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červen 2021;107.1613082616
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;květen 2021;104.4471018466
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;duben 2021;99.3079557261
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;březen 2021;94.3438214102
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;únor 2021;91.2459462099
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;leden 2021;91.4576449495
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;prosinec 2020;91.7987813587
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;listopad 2020;91.2037231733
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;říjen 2020;91.0681898771
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;září 2020;90.8677957123
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;srpen 2020;91.0349907439
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červenec 2020;91.1972460784
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červen 2020;92.4066033721
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;květen 2020;92.4910463939
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;duben 2020;94.8266725783
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;březen 2020;98.0338134336
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;únor 2020;99.4410405926
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;leden 2020;99.6625925396
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;prosinec 2019;99.3000079539
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;listopad 2019;98.7652645138
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;říjen 2019;99.6679806373
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;září 2019;100.6506119366
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;srpen 2019;100.2835437198
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červenec 2019;101.2514063098
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červen 2019;100.8946466194
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;květen 2019;102.0446505331
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;duben 2019;102.0488689068
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;březen 2019;101.5607491665
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;únor 2019;100.8406550962
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;leden 2019;100.6341913406
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;prosinec 2018;101.400702469
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;listopad 2018;103.1041134725
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;říjen 2018;103.3341004698
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;září 2018;103.6179611386
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;srpen 2018;104.0222164148
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červenec 2018;104.634751407
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červen 2018;105.8538040314
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;květen 2018;106.0243886993
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;duben 2018;107.1054228936
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;březen 2018;106.8826669614
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;únor 2018;108.9514956426
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;leden 2018;109.3012019538
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;prosinec 2017;109.5035423486
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;listopad 2017;109.2540147191
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;říjen 2017;108.7669784293
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;září 2017;108.5929038447
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;srpen 2017;108.8882729937
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červenec 2017;108.590122222
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červen 2017;106.3712487399
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;květen 2017;106.0685205281
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;duben 2017;104.9802538963
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;březen 2017;105.1659633118
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;únor 2017;102.8356986025
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;leden 2017;102.7476755213
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;prosinec 2016;103.1330967452
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;listopad 2016;101.3607823054
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;říjen 2016;102.086575292
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;září 2016;101.5510261811
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;srpen 2016;101.2238681689
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červenec 2016;101.0382310222
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červen 2016;102.0698435642
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;květen 2016;102.5719257949
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;duben 2016;103.1191433672
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;březen 2016;102.8808233921
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;únor 2016;104.7262464583
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;leden 2016;104.7564868297
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;prosinec 2015;103.7378264211
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;listopad 2015;105.5557622596
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;říjen 2015;103.2921339054
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;září 2015;103.3144002338
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;srpen 2015;104.0677171159
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červenec 2015;103.9591898181
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červen 2015;103.8156145962
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;květen 2015;104.4212502703
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;duben 2015;103.594064895
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;březen 2015;103.9630938905
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;únor 2015;103.5580842044
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;leden 2015;103.5819745184
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;prosinec 2014;104.2441043718
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;listopad 2014;104.9358809795
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;říjen 2014;106.803514905
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;září 2014;107.8317899615
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;srpen 2014;107.990529379
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červenec 2014;108.0968816608
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červen 2014;109.7291786984
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;květen 2014;107.6911127299
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;duben 2014;107.9943703716
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;březen 2014;108.6305387186
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;únor 2014;108.3981896373
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;leden 2014;107.7640750621
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;prosinec 2013;106.9067836164
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;listopad 2013;103.993180872
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;říjen 2013;104.0992401371
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;září 2013;103.2825178223
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;srpen 2013;101.6898078799
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červenec 2013;101.017709195
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;červen 2013;100.1890377131
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;květen 2013;100.5041174771
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;duben 2013;99.9593623358
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;28 Výroba strojů a zařízení j. n.;březen 2013;99.2512926827
