Území;Ukazatel;Typ indexu;Typ zakázek;Očištění;Vybraná odvětví průmyslu;Úhrn 12 měsíců;value
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;duben 2006;99.4242341313
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;březen 2006;99.4149820594
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;únor 2006;97.5891177812
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;leden 2006;97.2604524625
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;prosinec 2005;92.316439671
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;listopad 2005;92.6484605056
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;říjen 2005;93.3601224271
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;září 2005;93.649993941
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;srpen 2005;93.7440018077
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;červenec 2005;94.2238847054
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;červen 2005;94.3273034115
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;květen 2005;95.2614932702
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;duben 2005;96.3504097428
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;březen 2005;97.1848976328
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;únor 2005;99.3964639687
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;leden 2005;100.0055228672
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;prosinec 2004;102.6516758497
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;listopad 2004;102.8420428916
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;říjen 2004;102.0955748368
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;září 2004;102.1894716175
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;srpen 2004;102.5547176256
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;červenec 2004;102.7343882559
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;červen 2004;103.8014114865
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;květen 2004;103.1173744876
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;duben 2004;101.6796251741
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;březen 2004;100.7469707337
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;únor 2004;99.2429412921
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;leden 2004;98.8602738965
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;prosinec 2003;98.0463179501
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;listopad 2003;98.7202141733
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;říjen 2003;99.0689691784
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;září 2003;98.9263691496
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;srpen 2003;98.861010351
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;červenec 2003;97.4869614412
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;červen 2003;96.422181471
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;květen 2003;95.7163747292
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;duben 2003;95.8764960078
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;březen 2003;95.9391153762
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;únor 2003;95.3078737922
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;leden 2003;94.5938158942
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;prosinec 2002;94.7801006068
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;listopad 2002;94.3466309332
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;říjen 2002;96.7012805325
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;září 2002;100.454926767
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;srpen 2002;103.6279486737
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;červenec 2002;107.4885935496
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;červen 2002;112.8513896744
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;květen 2002;119.0754913456
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;duben 2002;125.9388612499
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;březen 2002;132.9369943997
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;únor 2002;142.7354391805
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;leden 2002;153.2568164593
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;prosinec 2001;169.8467404815
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;listopad 2001;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;říjen 2001;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;září 2001;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;srpen 2001;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;červenec 2001;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;červen 2001;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;květen 2001;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;duben 2001;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;březen 2001;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;únor 2001;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;leden 2001;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;prosinec 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;listopad 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;říjen 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;září 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;srpen 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;červenec 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;červen 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;květen 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;duben 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;březen 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;únor 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;13 Výroba textilií;leden 2000;
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2025;100.6641074131
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2025;100.0740844272
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2025;100.3187389705
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2024;102.6744890238
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2024;103.3198385836
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2024;104.4835508826
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2024;105.6100264294
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2024;104.6073179386
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2024;106.3211071457
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2024;104.9137303226
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2024;102.2401736153
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2024;102.1346791732
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2024;99.6550464261
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2024;99.8260113969
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2024;99.8050100834
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2023;100.2033547657
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2023;102.2414604184
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2023;104.0873594799
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2023;103.6000983977
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2023;106.6763552061
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2023;104.9454420477
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2023;105.6069615802
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2023;109.7210982553
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2023;111.9877816141
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2023;113.260255218
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2023;115.4372767842
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2023;116.9785317861
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2022;116.7642035458
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2022;117.4115524666
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2022;115.8900730733
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2022;114.9550343284
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2022;111.7696076056
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2022;113.4338458391
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2022;110.947095802
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2022;108.2438798101
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2022;108.1083925134
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2022;107.3052241853
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2022;106.6626777222
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2022;104.3024767196
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2021;102.5436534157
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2021;100.4190048115
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2021;99.3506478198
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2021;98.4302770354
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2021;98.5579193012
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2021;98.8149270191
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2021;100.9098880666
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2021;102.1576832455
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2021;98.5637181717
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2021;97.8056154241
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2021;96.5584473939
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2021;96.390989721
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2020;96.2744763009
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2020;96.1792740957
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2020;96.6030137506
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2020;98.808536428
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2020;99.3728804509
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2020;96.9919361489
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2020;98.0024514107
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2020;98.0210092014
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2020;101.4692890234
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2020;103.8972055699
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2020;105.177311865
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2020;106.9867694407
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2019;109.4735005602
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2019;109.3348430653
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2019;111.6153563598
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2019;111.0748781638
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2019;110.7173078219
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2019;111.6971800421
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2019;109.8618781501
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2019;109.2230000626
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2019;107.8134068733
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2019;106.4887702594
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2019;104.3256550201
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2019;103.6753689325
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2018;101.8457828516
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2018;102.3794315911
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2018;100.8560195832
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2018;100.9577028849
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2018;102.2313650787
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2018;102.1244012007
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2018;102.7323684223
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2018;102.7896036702
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2018;103.1460347188
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2018;102.4414724053
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2018;105.2938844937
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2018;105.2333289831
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2017;105.9805342081
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2017;107.2809378084
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2017;107.9019972843
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2017;106.9646012811
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2017;105.2065595512
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2017;108.0465933918
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2017;106.6143733869
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2017;107.5768252369
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2017;108.2798151932
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2017;108.555733812
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2017;106.4806757706
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2017;105.2114610688
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2016;105.703782123
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2016;105.8351948051
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2016;105.6397709168
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2016;106.7938799593
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2016;108.8516439027
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2016;108.0975166704
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2016;110.7638279516
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2016;111.4259349654
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2016;111.4179824128
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2016;112.9334157233
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2016;115.7839871461
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2016;119.845834302
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2015;117.6278773327
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2015;115.3308781947
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2015;112.8617965358
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2015;111.1297102752
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2015;110.4662371847
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2015;107.9630595462
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2015;105.4710793854
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2015;103.8020160923
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2015;102.1117433896
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2015;101.5520223223
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2015;98.8338049374
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;leden 2015;96.094286515
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;prosinec 2014;97.9306823457
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;listopad 2014;98.2933490635
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;říjen 2014;99.8343423396
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;září 2014;99.0177723306
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;srpen 2014;98.5874449994
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červenec 2014;98.6085926663
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;červen 2014;99.7421991727
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;květen 2014;99.6785084847
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;duben 2014;99.4286132198
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;březen 2014;98.7093322469
Česko;Nové průmyslové zakázky (běžné ceny);Meziroční index;Celkem;Bez očištění;14 Výroba oděvů;únor 2014;98.8845789986
