Území;Čtvrtletí;Ukazatel;value
Česko;1. čtvrtletí 2022;Pohyb zboží do ČR (meziroční index);117.3183189721
Česko;4. čtvrtletí 2021;Pohyb zboží z ČR (v mil. Kč, FOB);1302941.0423
Česko;4. čtvrtletí 2021;Pohyb zboží do ČR (v mil. Kč, CIF);1241878.498513
Česko;4. čtvrtletí 2021;Bilance - pohyb zboží (v mil. Kč);61062.543787
Česko;4. čtvrtletí 2021;Pohyb zboží z ČR (meziroční index );100.3898341797
Česko;4. čtvrtletí 2021;Pohyb zboží do ČR (meziroční index);110.0501722879
Česko;3. čtvrtletí 2021;Pohyb zboží z ČR (v mil. Kč, FOB);1135001.529897
Česko;3. čtvrtletí 2021;Pohyb zboží do ČR (v mil. Kč, CIF);1114429.302381
Česko;3. čtvrtletí 2021;Bilance - pohyb zboží (v mil. Kč);20572.227516
Česko;3. čtvrtletí 2021;Pohyb zboží z ČR (meziroční index );102.3413056246
Česko;3. čtvrtletí 2021;Pohyb zboží do ČR (meziroční index);114.6378129654
Česko;2. čtvrtletí 2021;Pohyb zboží z ČR (v mil. Kč, FOB);1263314.319654
Česko;2. čtvrtletí 2021;Pohyb zboží do ČR (v mil. Kč, CIF);1165625.55311
Česko;2. čtvrtletí 2021;Bilance - pohyb zboží (v mil. Kč);97688.766544
Česko;2. čtvrtletí 2021;Pohyb zboží z ČR (meziroční index );135.4679680389
Česko;2. čtvrtletí 2021;Pohyb zboží do ČR (meziroční index);134.5929695788
Česko;1. čtvrtletí 2021;Pohyb zboží z ČR (v mil. Kč, FOB);1228714.062896
Česko;1. čtvrtletí 2021;Pohyb zboží do ČR (v mil. Kč, CIF);1091830.317298
Česko;1. čtvrtletí 2021;Bilance - pohyb zboží (v mil. Kč);136883.745598
Česko;1. čtvrtletí 2021;Pohyb zboží z ČR (meziroční index );111.4657382912
Česko;1. čtvrtletí 2021;Pohyb zboží do ČR (meziroční index);109.4778908408
Česko;4. čtvrtletí 2020;Pohyb zboží z ČR (v mil. Kč, FOB);1297881.456769
Česko;4. čtvrtletí 2020;Pohyb zboží do ČR (v mil. Kč, CIF);1128465.746754
Česko;4. čtvrtletí 2020;Bilance - pohyb zboží (v mil. Kč);169415.710015
Česko;4. čtvrtletí 2020;Pohyb zboží z ČR (meziroční index );111.1543216725
Česko;4. čtvrtletí 2020;Pohyb zboží do ČR (meziroční index);105.5182328089
Česko;3. čtvrtletí 2020;Pohyb zboží z ČR (v mil. Kč, FOB);1109035.616626
Česko;3. čtvrtletí 2020;Pohyb zboží do ČR (v mil. Kč, CIF);972130.637835
Česko;3. čtvrtletí 2020;Bilance - pohyb zboží (v mil. Kč);136904.978791
Česko;3. čtvrtletí 2020;Pohyb zboží z ČR (meziroční index );98.6231375507
Česko;3. čtvrtletí 2020;Pohyb zboží do ČR (meziroční index);95.9728746606
Česko;2. čtvrtletí 2020;Pohyb zboží z ČR (v mil. Kč, FOB);932555.745792
Česko;2. čtvrtletí 2020;Pohyb zboží do ČR (v mil. Kč, CIF);866037.473397
Česko;2. čtvrtletí 2020;Bilance - pohyb zboží (v mil. Kč);66518.272395
Česko;2. čtvrtletí 2020;Pohyb zboží z ČR (meziroční index );81.0856333842
Česko;2. čtvrtletí 2020;Pohyb zboží do ČR (meziroční index);84.9487926779
Česko;1. čtvrtletí 2020;Pohyb zboží z ČR (v mil. Kč, FOB);1102324.428773
Česko;1. čtvrtletí 2020;Pohyb zboží do ČR (v mil. Kč, CIF);997306.678922
Česko;1. čtvrtletí 2020;Bilance - pohyb zboží (v mil. Kč);105017.749851
Česko;1. čtvrtletí 2020;Pohyb zboží z ČR (meziroční index );96.8902543844
Česko;1. čtvrtletí 2020;Pohyb zboží do ČR (meziroční index);98.0920651316
Česko;4. čtvrtletí 2019;Pohyb zboží z ČR (v mil. Kč, FOB);1167639.221976
Česko;4. čtvrtletí 2019;Pohyb zboží do ČR (v mil. Kč, CIF);1069450.95337
Česko;4. čtvrtletí 2019;Bilance - pohyb zboží (v mil. Kč);98188.268606
Česko;4. čtvrtletí 2019;Pohyb zboží z ČR (meziroční index );98.6703321758
Česko;4. čtvrtletí 2019;Pohyb zboží do ČR (meziroční index);98.6139918695
Česko;3. čtvrtletí 2019;Pohyb zboží z ČR (v mil. Kč, FOB);1124518.692235
Česko;3. čtvrtletí 2019;Pohyb zboží do ČR (v mil. Kč, CIF);1012922.287962
Česko;3. čtvrtletí 2019;Bilance - pohyb zboží (v mil. Kč);111596.404273
Česko;3. čtvrtletí 2019;Pohyb zboží z ČR (meziroční index );107.5686115565
Česko;3. čtvrtletí 2019;Pohyb zboží do ČR (meziroční index);102.7361490144
Česko;2. čtvrtletí 2019;Pohyb zboží z ČR (v mil. Kč, FOB);1150087.514731
Česko;2. čtvrtletí 2019;Pohyb zboží do ČR (v mil. Kč, CIF);1019481.791437
Česko;2. čtvrtletí 2019;Bilance - pohyb zboží (v mil. Kč);130605.723294
Česko;2. čtvrtletí 2019;Pohyb zboží z ČR (meziroční index );104.9306559357
Česko;2. čtvrtletí 2019;Pohyb zboží do ČR (meziroční index);102.4672328452
Česko;1. čtvrtletí 2019;Pohyb zboží z ČR (v mil. Kč, FOB);1137704.133173
Česko;1. čtvrtletí 2019;Pohyb zboží do ČR (v mil. Kč, CIF);1016704.743227
Česko;1. čtvrtletí 2019;Bilance - pohyb zboží (v mil. Kč);120999.389946
Česko;1. čtvrtletí 2019;Pohyb zboží z ČR (meziroční index );105.4375774337
Česko;1. čtvrtletí 2019;Pohyb zboží do ČR (meziroční index);106.1490101124
Česko;4. čtvrtletí 2018;Pohyb zboží z ČR (v mil. Kč, FOB);1183374.167522
Česko;4. čtvrtletí 2018;Pohyb zboží do ČR (v mil. Kč, CIF);1084481.961531
Česko;4. čtvrtletí 2018;Bilance - pohyb zboží (v mil. Kč);98892.205991
Česko;4. čtvrtletí 2018;Pohyb zboží z ČR (meziroční index );108.9088078995
Česko;4. čtvrtletí 2018;Pohyb zboží do ČR (meziroční index);109.4340483602
Česko;3. čtvrtletí 2018;Pohyb zboží z ČR (v mil. Kč, FOB);1045396.678421
Česko;3. čtvrtletí 2018;Pohyb zboží do ČR (v mil. Kč, CIF);985945.353879
Česko;3. čtvrtletí 2018;Bilance - pohyb zboží (v mil. Kč);59451.324542
Česko;3. čtvrtletí 2018;Pohyb zboží z ČR (meziroční index );105.0044804328
Česko;3. čtvrtletí 2018;Pohyb zboží do ČR (meziroční index);108.7245159665
Česko;2. čtvrtletí 2018;Pohyb zboží z ČR (v mil. Kč, FOB);1096045.29246
Česko;2. čtvrtletí 2018;Pohyb zboží do ČR (v mil. Kč, CIF);994934.442093
Česko;2. čtvrtletí 2018;Bilance - pohyb zboží (v mil. Kč);101110.850367
Česko;2. čtvrtletí 2018;Pohyb zboží z ČR (meziroční index );102.0398208919
Česko;2. čtvrtletí 2018;Pohyb zboží do ČR (meziroční index);104.4060770369
Česko;1. čtvrtletí 2018;Pohyb zboží z ČR (v mil. Kč, FOB);1079030.987684
Česko;1. čtvrtletí 2018;Pohyb zboží do ČR (v mil. Kč, CIF);957808.972642
Česko;1. čtvrtletí 2018;Bilance - pohyb zboží (v mil. Kč);121222.015042
Česko;1. čtvrtletí 2018;Pohyb zboží z ČR (meziroční index );99.1477729282
Česko;1. čtvrtletí 2018;Pohyb zboží do ČR (meziroční index);100.7514751833
Česko;4. čtvrtletí 2017;Pohyb zboží z ČR (v mil. Kč, FOB);1086573.428123
Česko;4. čtvrtletí 2017;Pohyb zboží do ČR (v mil. Kč, CIF);990991.409464
Česko;4. čtvrtletí 2017;Bilance - pohyb zboží (v mil. Kč);95582.018659
Česko;4. čtvrtletí 2017;Pohyb zboží z ČR (meziroční index );107.1515583433
Česko;4. čtvrtletí 2017;Pohyb zboží do ČR (meziroční index);108.2356676233
Česko;3. čtvrtletí 2017;Pohyb zboží z ČR (v mil. Kč, FOB);995573.402308
Česko;3. čtvrtletí 2017;Pohyb zboží do ČR (v mil. Kč, CIF);906829.111953
Česko;3. čtvrtletí 2017;Bilance - pohyb zboží (v mil. Kč);88744.290355
Česko;3. čtvrtletí 2017;Pohyb zboží z ČR (meziroční index );105.9247861142
Česko;3. čtvrtletí 2017;Pohyb zboží do ČR (meziroční index);108.073893945
Česko;2. čtvrtletí 2017;Pohyb zboží z ČR (v mil. Kč, FOB);1074134.865075
Česko;2. čtvrtletí 2017;Pohyb zboží do ČR (v mil. Kč, CIF);952946.977441
Česko;2. čtvrtletí 2017;Bilance - pohyb zboží (v mil. Kč);121187.887634
Česko;2. čtvrtletí 2017;Pohyb zboží z ČR (meziroční index );105.4617575191
Česko;2. čtvrtletí 2017;Pohyb zboží do ČR (meziroční index);108.3739192907
Česko;1. čtvrtletí 2017;Pohyb zboží z ČR (v mil. Kč, FOB);1088305.824545
Česko;1. čtvrtletí 2017;Pohyb zboží do ČR (v mil. Kč, CIF);950664.965173
Česko;1. čtvrtletí 2017;Bilance - pohyb zboží (v mil. Kč);137640.859372
Česko;1. čtvrtletí 2017;Pohyb zboží z ČR (meziroční index );108.6571597165
Česko;1. čtvrtletí 2017;Pohyb zboží do ČR (meziroční index);110.4540504452
Česko;4. čtvrtletí 2016;Pohyb zboží z ČR (v mil. Kč, FOB);1014052.847129
Česko;4. čtvrtletí 2016;Pohyb zboží do ČR (v mil. Kč, CIF);915586.72961
Česko;4. čtvrtletí 2016;Bilance - pohyb zboží (v mil. Kč);98466.117519
Česko;4. čtvrtletí 2016;Pohyb zboží z ČR (meziroční index );99.4767700749
Česko;4. čtvrtletí 2016;Pohyb zboží do ČR (meziroční index);99.2836951123
Česko;3. čtvrtletí 2016;Pohyb zboží z ČR (v mil. Kč, FOB);939887.101811
Česko;3. čtvrtletí 2016;Pohyb zboží do ČR (v mil. Kč, CIF);839082.482227
Česko;3. čtvrtletí 2016;Bilance - pohyb zboží (v mil. Kč);100804.619584
Česko;3. čtvrtletí 2016;Pohyb zboží z ČR (meziroční index );99.2037736172
Česko;3. čtvrtletí 2016;Pohyb zboží do ČR (meziroční index);98.2903359501
Česko;2. čtvrtletí 2016;Pohyb zboží z ČR (v mil. Kč, FOB);1018506.509225
Česko;2. čtvrtletí 2016;Pohyb zboží do ČR (v mil. Kč, CIF);879313.937964
Česko;2. čtvrtletí 2016;Bilance - pohyb zboží (v mil. Kč);139192.571261
Česko;2. čtvrtletí 2016;Pohyb zboží z ČR (meziroční index );105.6929081787
Česko;2. čtvrtletí 2016;Pohyb zboží do ČR (meziroční index);102.7485743633
