Území;Ukazatel;Typ indexu;Očištění;CZ-NACE;Kumulace měsíců;value
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – březen 2006;103.5023619563
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – únor 2006;105.846748796
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2006;106.2062614254
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – prosinec 2005;104.3552584045
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – listopad 2005;104.2806124783
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – říjen 2005;104.5372858066
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – září 2005;104.6917834867
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2005;104.2874699451
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2005;104.0302109408
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2005;102.9661330748
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2005;102.7241805416
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2005;101.6668373887
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – březen 2005;102.2775769367
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – únor 2005;102.8615142127
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2005;106.0698867224
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – prosinec 2004;119.1478154918
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – listopad 2004;119.2424948333
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – říjen 2004;118.5442507646
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – září 2004;117.5658371773
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2004;116.7448113472
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2004;116.3188467988
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2004;117.5163929121
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2004;116.3979917799
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2004;115.2979195974
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – březen 2004;111.6253103468
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – únor 2004;108.1467233696
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2004;105.9882750817
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – prosinec 2003;103.4226142075
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – listopad 2003;103.2219622684
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – říjen 2003;103.2086460557
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – září 2003;104.1906454516
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2003;104.2402352512
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2003;103.424481164
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2003;102.8400209857
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2003;102.4194105539
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2003;105.0611350545
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – březen 2003;105.8064155342
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – únor 2003;107.0734075982
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2003;106.3160827961
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – prosinec 2002;96.7973084586
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – listopad 2002;95.4428207518
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – říjen 2002;95.505250347
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – září 2002;95.6515578765
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2002;95.1036042963
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2002;95.3437726094
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2002;94.3521663068
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2002;94.8436432657
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2002;94.0131003608
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – březen 2002;94.5635254534
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – únor 2002;95.9435053807
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden 2002;97.275425179
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – prosinec 2001;99.5256739617
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – listopad 2001;101.4596387263
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – říjen 2001;102.9527145553
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – září 2001;103.2337898136
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – srpen 2001;102.9331931268
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červenec 2001;101.8222089937
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – červen 2001;101.8646744685
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – květen 2001;102.659533553
Česko;Index průmyslové produkce;Meziroční index;Bez očištění;Výroba chemických látek a chemických přípravků;leden – duben 2001;103.0490984064
