Ukazatel;Věkové skupiny;Pohlaví;Roky;Okres vystěhování;Okres přistěhování;value
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Cheb;10.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Karlovy Vary;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Sokolov;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Děčín;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Chomutov;12.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Litoměřice;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Louny;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Most;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Teplice;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Ústí nad Labem;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Česká Lípa;10.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Jablonec nad Nisou;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Liberec;11.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Semily;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Hradec Králové;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Jičín;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Náchod;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Rychnov nad Kněžnou;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Trutnov;12.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Chrudim;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Pardubice;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Svitavy;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Ústí nad Orlicí;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Havlíčkův Brod;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Jihlava;13.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Pelhřimov;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Třebíč;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Žďár nad Sázavou;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Blansko;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Brno-město;19.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Brno-venkov;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Břeclav;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Hodonín;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Vyškov;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Znojmo;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Jeseník;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Olomouc;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Prostějov;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Přerov;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Šumperk;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Kroměříž;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Uherské Hradiště;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Vsetín;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Zlín;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Bruntál;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Frýdek-Místek;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Karviná;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Nový Jičín;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Opava;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Český Krumlov;Ostrava-město;22.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Praha;197.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Benešov;10.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Beroun;10.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Kladno;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Kolín;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Kutná Hora;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Mělník;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Mladá Boleslav;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Nymburk;9.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Praha-východ;18.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Praha-západ;22.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Příbram;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Rakovník;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;České Budějovice;360.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Český Krumlov;30.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Jindřichův Hradec;
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Písek;16.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Prachatice;19.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Strakonice;22.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Tábor;103.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Domažlice;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Klatovy;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Plzeň-město;15.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Plzeň-jih;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Plzeň-sever;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Rokycany;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Tachov;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Cheb;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Karlovy Vary;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Sokolov;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Děčín;11.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Chomutov;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Litoměřice;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Louny;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Most;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Teplice;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Ústí nad Labem;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Česká Lípa;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Jablonec nad Nisou;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Liberec;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Semily;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Hradec Králové;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Jičín;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Náchod;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Rychnov nad Kněžnou;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Trutnov;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Chrudim;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Pardubice;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Svitavy;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Ústí nad Orlicí;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Havlíčkův Brod;14.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Jihlava;76.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Pelhřimov;87.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Třebíč;64.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Žďár nad Sázavou;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Blansko;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Brno-město;40.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Brno-venkov;9.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Břeclav;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Hodonín;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Vyškov;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Znojmo;16.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Jeseník;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Olomouc;14.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Prostějov;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Přerov;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Šumperk;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Kroměříž;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Uherské Hradiště;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Vsetín;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Zlín;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Bruntál;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Frýdek-Místek;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Karviná;12.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Nový Jičín;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Opava;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Jindřichův Hradec;Ostrava-město;11.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Praha;249.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Benešov;11.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Beroun;10.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Kladno;14.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Kolín;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Kutná Hora;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Mělník;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Mladá Boleslav;14.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Nymburk;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Praha-východ;32.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Praha-západ;21.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Příbram;45.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Rakovník;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;České Budějovice;124.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Český Krumlov;18.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Jindřichův Hradec;26.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Písek;
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Prachatice;30.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Strakonice;178.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Tábor;57.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Domažlice;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Klatovy;19.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Plzeň-město;49.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Plzeň-jih;13.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Plzeň-sever;12.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Rokycany;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Tachov;24.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Cheb;11.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Karlovy Vary;12.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Sokolov;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Děčín;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Chomutov;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Litoměřice;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Louny;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Most;18.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Teplice;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Ústí nad Labem;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Česká Lípa;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Jablonec nad Nisou;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Liberec;16.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Semily;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Hradec Králové;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Jičín;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Náchod;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Rychnov nad Kněžnou;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Trutnov;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Chrudim;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Pardubice;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Svitavy;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Ústí nad Orlicí;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Havlíčkův Brod;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Jihlava;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Pelhřimov;21.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Třebíč;9.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Žďár nad Sázavou;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Blansko;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Brno-město;19.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Brno-venkov;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Břeclav;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Hodonín;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Vyškov;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Znojmo;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Jeseník;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Olomouc;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Prostějov;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Přerov;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Šumperk;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Kroměříž;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Uherské Hradiště;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Vsetín;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Zlín;9.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Bruntál;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Frýdek-Místek;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Karviná;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Nový Jičín;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Opava;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Písek;Ostrava-město;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Praha;84.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Benešov;11.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Beroun;11.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Kladno;10.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Kolín;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Kutná Hora;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Mělník;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Mladá Boleslav;9.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Nymburk;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Praha-východ;15.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Praha-západ;16.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Příbram;10.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Rakovník;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;České Budějovice;174.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Český Krumlov;38.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Jindřichův Hradec;17.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Písek;60.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Prachatice;
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Strakonice;109.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Tábor;15.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Domažlice;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Klatovy;23.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Plzeň-město;20.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Plzeň-jih;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Plzeň-sever;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Rokycany;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Tachov;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Cheb;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Karlovy Vary;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Sokolov;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Děčín;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Chomutov;11.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Litoměřice;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Louny;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Most;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Teplice;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Ústí nad Labem;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Česká Lípa;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Jablonec nad Nisou;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Liberec;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Semily;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Hradec Králové;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Jičín;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Náchod;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Rychnov nad Kněžnou;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Trutnov;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Chrudim;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Pardubice;10.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Svitavy;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Ústí nad Orlicí;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Havlíčkův Brod;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Jihlava;13.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Pelhřimov;8.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Třebíč;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Žďár nad Sázavou;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Blansko;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Brno-město;13.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Brno-venkov;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Břeclav;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Hodonín;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Vyškov;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Znojmo;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Jeseník;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Olomouc;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Prostějov;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Přerov;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Šumperk;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Kroměříž;1.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Uherské Hradiště;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Vsetín;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Zlín;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Bruntál;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Frýdek-Místek;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Karviná;3.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Nový Jičín;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Opava;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Prachatice;Ostrava-město;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;Praha;165.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;Benešov;2.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;Beroun;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;Kladno;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;Kolín;6.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;Kutná Hora;7.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;Mělník;4.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;Mladá Boleslav;16.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;Nymburk;11.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;Praha-východ;17.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;Praha-západ;22.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;Příbram;25.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;Rakovník;0.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;České Budějovice;138.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;Český Krumlov;16.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;Jindřichův Hradec;15.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;Písek;203.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;Prachatice;121.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;Strakonice;
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;Tábor;24.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;Domažlice;5.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;Klatovy;71.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;Plzeň-město;51.0
Přistěhovalí / vystěhování;Celkem;Celkem;2023;Strakonice;Plzeň-jih;21.0
