Území,Roky,Ukazatel,value
Česko,2011,Pohyb zboží do ČR (meziroční index),111.4
Česko,2010,"Pohyb zboží z ČR (v mil. Kč, FOB)",2532797.0
Česko,2010,"Pohyb zboží do ČR (v mil. Kč, CIF)",2411556.0
Česko,2010,Bilance - pohyb zboží (v mil. Kč),121241.0
Česko,2010,Pohyb zboží z ČR (meziroční index ),118.4
Česko,2010,Pohyb zboží do ČR (meziroční index),121.2
Česko,2009,"Pohyb zboží z ČR (v mil. Kč, FOB)",2138623.0
Česko,2009,"Pohyb zboží do ČR (v mil. Kč, CIF)",1989036.0
Česko,2009,Bilance - pohyb zboží (v mil. Kč),149587.0
Česko,2009,Pohyb zboží z ČR (meziroční index ),86.5
Česko,2009,Pohyb zboží do ČR (meziroční index),82.7
Česko,2008,"Pohyb zboží z ČR (v mil. Kč, FOB)",2473736.0
Česko,2008,"Pohyb zboží do ČR (v mil. Kč, CIF)",2406489.0
Česko,2008,Bilance - pohyb zboží (v mil. Kč),67246.0
Česko,2008,Pohyb zboží z ČR (meziroční index ),99.8
Česko,2008,Pohyb zboží do ČR (meziroční index),100.6
Česko,2007,"Pohyb zboží z ČR (v mil. Kč, FOB)",2479234.0
Česko,2007,"Pohyb zboží do ČR (v mil. Kč, CIF)",2391319.0
Česko,2007,Bilance - pohyb zboží (v mil. Kč),87915.0
Česko,2007,Pohyb zboží z ČR (meziroční index ),115.6
Česko,2007,Pohyb zboží do ČR (meziroční index),113.6
Česko,2006,"Pohyb zboží z ČR (v mil. Kč, FOB)",2144573.0
Česko,2006,"Pohyb zboží do ČR (v mil. Kč, CIF)",2104812.0
Česko,2006,Bilance - pohyb zboží (v mil. Kč),39761.0
Česko,2006,Pohyb zboží z ČR (meziroční index ),114.8
Česko,2006,Pohyb zboží do ČR (meziroční index),115.0
Česko,2005,"Pohyb zboží z ČR (v mil. Kč, FOB)",1868586.0
Česko,2005,"Pohyb zboží do ČR (v mil. Kč, CIF)",1829962.0
Česko,2005,Bilance - pohyb zboží (v mil. Kč),38624.0
Česko,2005,Pohyb zboží z ČR (meziroční index ),108.5
Česko,2005,Pohyb zboží do ČR (meziroční index),104.6
Česko,2004,"Pohyb zboží z ČR (v mil. Kč, FOB)",1722657.0
Česko,2004,"Pohyb zboží do ČR (v mil. Kč, CIF)",1749095.0
Česko,2004,Bilance - pohyb zboží (v mil. Kč),-26438.0
Česko,2004,Pohyb zboží z ČR (meziroční index ),125.7
Česko,2004,Pohyb zboží do ČR (meziroční index),121.4
Česko,2003,"Pohyb zboží z ČR (v mil. Kč, FOB)",1370930.0
Česko,2003,"Pohyb zboží do ČR (v mil. Kč, CIF)",1440723.0
Česko,2003,Bilance - pohyb zboží (v mil. Kč),-69793.0
Česko,2003,Pohyb zboží z ČR (meziroční index ),109.2
Česko,2003,Pohyb zboží do ČR (meziroční index),108.7
Česko,2002,"Pohyb zboží z ČR (v mil. Kč, FOB)",1254860.0
Česko,2002,"Pohyb zboží do ČR (v mil. Kč, CIF)",1325671.0
Česko,2002,Bilance - pohyb zboží (v mil. Kč),-70811.0
Česko,2002,Pohyb zboží z ČR (meziroční index ),99.0
Česko,2002,Pohyb zboží do ČR (meziroční index),95.7
Česko,2001,"Pohyb zboží z ČR (v mil. Kč, FOB)",1268149.0
Česko,2001,"Pohyb zboží do ČR (v mil. Kč, CIF)",1385564.0
Česko,2001,Bilance - pohyb zboží (v mil. Kč),-117415.0
Česko,2001,Pohyb zboží z ČR (meziroční index ),113.1
Česko,2001,Pohyb zboží do ČR (meziroční index),111.6
Česko,2000,"Pohyb zboží z ČR (v mil. Kč, FOB)",1121099.0
Česko,2000,"Pohyb zboží do ČR (v mil. Kč, CIF)",1241924.0
Česko,2000,Bilance - pohyb zboží (v mil. Kč),-120825.0
Česko,2000,Pohyb zboží z ČR (meziroční index ),123.4
Česko,2000,Pohyb zboží do ČR (meziroční index),127.6
