Typ indexu,Ukazatel,Očištění,Území,Odvětví (NACE),Čtvrtletí,value
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,2. čtvrtletí 2004,104.4466964547
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,3. čtvrtletí 2004,102.0362170384
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,4. čtvrtletí 2004,104.9255355005
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,1. čtvrtletí 2005,107.8483056667
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,2. čtvrtletí 2005,109.0833520451
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,3. čtvrtletí 2005,107.3747189209
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,4. čtvrtletí 2005,107.9170650844
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,1. čtvrtletí 2006,111.1105503692
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,2. čtvrtletí 2006,109.3891830008
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,3. čtvrtletí 2006,110.4918576697
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,4. čtvrtletí 2006,112.051559423
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,1. čtvrtletí 2007,112.098068456
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,2. čtvrtletí 2007,110.3212336497
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,3. čtvrtletí 2007,108.6131174405
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,4. čtvrtletí 2007,109.1655866731
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,1. čtvrtletí 2008,105.2980869098
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,2. čtvrtletí 2008,104.7000322062
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,3. čtvrtletí 2008,104.5247092794
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,4. čtvrtletí 2008,97.2611830723
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,1. čtvrtletí 2009,94.6392851754
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,2. čtvrtletí 2009,94.3713704151
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,3. čtvrtletí 2009,95.1749481264
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,4. čtvrtletí 2009,96.9135754443
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,1. čtvrtletí 2010,100.0615818099
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,2. čtvrtletí 2010,102.0433756386
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,3. čtvrtletí 2010,101.7958695147
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,4. čtvrtletí 2010,101.786492039
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,1. čtvrtletí 2011,105.2004737387
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,2. čtvrtletí 2011,101.1014140492
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,3. čtvrtletí 2011,100.2951697013
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,4. čtvrtletí 2011,100.6565153694
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,1. čtvrtletí 2012,100.8971417895
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,2. čtvrtletí 2012,97.8113224433
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,3. čtvrtletí 2012,98.9385475603
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,4. čtvrtletí 2012,98.3214460646
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,1. čtvrtletí 2013,97.2670767084
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,2. čtvrtletí 2013,100.351781411
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,3. čtvrtletí 2013,102.8666367924
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,4. čtvrtletí 2013,103.8454012579
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,1. čtvrtletí 2014,104.8070232111
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,2. čtvrtletí 2014,104.1783823502
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,3. čtvrtletí 2014,106.3201850238
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,4. čtvrtletí 2014,106.4863999054
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,1. čtvrtletí 2015,107.867587848
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,2. čtvrtletí 2015,108.2615035092
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,3. čtvrtletí 2015,105.9449016634
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,4. čtvrtletí 2015,108.5354146041
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,1. čtvrtletí 2016,107.1010778058
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,2. čtvrtletí 2016,108.505228242
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,3. čtvrtletí 2016,104.7144763496
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,4. čtvrtletí 2016,104.3150289291
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,1. čtvrtletí 2017,106.9855661746
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,2. čtvrtletí 2017,103.4995946093
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,3. čtvrtletí 2017,103.3200216951
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,4. čtvrtletí 2017,104.5696914914
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,1. čtvrtletí 2018,102.8242102132
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,2. čtvrtletí 2018,103.2051656336
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,3. čtvrtletí 2018,102.5017704701
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,4. čtvrtletí 2018,102.2026390209
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,1. čtvrtletí 2019,101.7941676691
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,2. čtvrtletí 2019,103.4789457407
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,3. čtvrtletí 2019,104.7099753628
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,4. čtvrtletí 2019,104.7396768258
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,1. čtvrtletí 2020,96.3738609596
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,2. čtvrtletí 2020,86.7421603061
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,3. čtvrtletí 2020,97.4945369645
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,4. čtvrtletí 2020,95.0883379598
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,1. čtvrtletí 2021,100.6207207715
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,2. čtvrtletí 2021,116.6682876993
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,3. čtvrtletí 2021,101.2335408588
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,4. čtvrtletí 2021,103.7632723079
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,1. čtvrtletí 2022,104.2494181666
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,2. čtvrtletí 2022,95.8777681357
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,3. čtvrtletí 2022,93.1547691217
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,4. čtvrtletí 2022,92.1791140012
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,1. čtvrtletí 2023,97.6522804677
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,2. čtvrtletí 2023,95.3718530737
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,3. čtvrtletí 2023,98.8517020904
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,4. čtvrtletí 2023,101.9768077052
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,1. čtvrtletí 2024,102.3048805108
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,2. čtvrtletí 2024,102.9873165572
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,3. čtvrtletí 2024,104.5810633127
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,4. čtvrtletí 2024,104.026128352
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,1. čtvrtletí 2025,102.0523692963
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,45+47 Maloobchod (vč.maloobchodního prodeje pohonných hmot) a prodej a opravy motorových vozidel,2. čtvrtletí 2025,103.5533760257
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",1. čtvrtletí 2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",2. čtvrtletí 2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",3. čtvrtletí 2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",4. čtvrtletí 2000,
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",1. čtvrtletí 2001,105.7671039757
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",2. čtvrtletí 2001,105.4949276402
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",3. čtvrtletí 2001,109.372754473
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",4. čtvrtletí 2001,111.9088024121
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",1. čtvrtletí 2002,106.7305774715
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",2. čtvrtletí 2002,103.0065282376
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",3. čtvrtletí 2002,102.0295858055
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",4. čtvrtletí 2002,102.0200817176
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",1. čtvrtletí 2003,100.2726608576
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",2. čtvrtletí 2003,104.8637189111
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",3. čtvrtletí 2003,110.0300564921
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",4. čtvrtletí 2003,101.8110844681
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",1. čtvrtletí 2004,100.403359505
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",2. čtvrtletí 2004,103.5169622212
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",3. čtvrtletí 2004,99.5736126074
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",4. čtvrtletí 2004,105.6711344458
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",1. čtvrtletí 2005,109.1993487451
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",2. čtvrtletí 2005,113.4529343931
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",3. čtvrtletí 2005,107.4757410156
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",4. čtvrtletí 2005,105.5339400045
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",1. čtvrtletí 2006,114.5116992551
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",2. čtvrtletí 2006,110.2655341635
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",3. čtvrtletí 2006,112.0070631771
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",4. čtvrtletí 2006,114.4548642982
Meziroční index,Index tržeb bez DPH - stálé ceny (%),Bez očištění,Česko,"45+47.3 Obchod, opravy a údržba motorových vozidel a maloobchodní prodej pohonných hmot",1. čtvrtletí 2007,114.7323108594
