Ukazatel;Území;Roky;value
Počet pracovišť výzkumu a vývoje;Plzeňský kraj;2022;156
Počet pracovišť výzkumu a vývoje;Plzeňský kraj;2023;161
Počet pracovišť výzkumu a vývoje;Karlovarský kraj;2005;15
Počet pracovišť výzkumu a vývoje;Karlovarský kraj;2006;18
Počet pracovišť výzkumu a vývoje;Karlovarský kraj;2007;21
Počet pracovišť výzkumu a vývoje;Karlovarský kraj;2008;20
Počet pracovišť výzkumu a vývoje;Karlovarský kraj;2009;22
Počet pracovišť výzkumu a vývoje;Karlovarský kraj;2010;20
Počet pracovišť výzkumu a vývoje;Karlovarský kraj;2011;22
Počet pracovišť výzkumu a vývoje;Karlovarský kraj;2012;22
Počet pracovišť výzkumu a vývoje;Karlovarský kraj;2013;20
Počet pracovišť výzkumu a vývoje;Karlovarský kraj;2014;24
Počet pracovišť výzkumu a vývoje;Karlovarský kraj;2015;20
Počet pracovišť výzkumu a vývoje;Karlovarský kraj;2016;20
Počet pracovišť výzkumu a vývoje;Karlovarský kraj;2017;26
Počet pracovišť výzkumu a vývoje;Karlovarský kraj;2018;27
Počet pracovišť výzkumu a vývoje;Karlovarský kraj;2019;27
Počet pracovišť výzkumu a vývoje;Karlovarský kraj;2020;27
Počet pracovišť výzkumu a vývoje;Karlovarský kraj;2021;28
Počet pracovišť výzkumu a vývoje;Karlovarský kraj;2022;31
Počet pracovišť výzkumu a vývoje;Karlovarský kraj;2023;27
Počet pracovišť výzkumu a vývoje;Ústecký kraj;2005;70
Počet pracovišť výzkumu a vývoje;Ústecký kraj;2006;79
Počet pracovišť výzkumu a vývoje;Ústecký kraj;2007;83
Počet pracovišť výzkumu a vývoje;Ústecký kraj;2008;86
Počet pracovišť výzkumu a vývoje;Ústecký kraj;2009;79
Počet pracovišť výzkumu a vývoje;Ústecký kraj;2010;89
Počet pracovišť výzkumu a vývoje;Ústecký kraj;2011;99
Počet pracovišť výzkumu a vývoje;Ústecký kraj;2012;106
Počet pracovišť výzkumu a vývoje;Ústecký kraj;2013;101
Počet pracovišť výzkumu a vývoje;Ústecký kraj;2014;115
Počet pracovišť výzkumu a vývoje;Ústecký kraj;2015;110
Počet pracovišť výzkumu a vývoje;Ústecký kraj;2016;110
Počet pracovišť výzkumu a vývoje;Ústecký kraj;2017;121
Počet pracovišť výzkumu a vývoje;Ústecký kraj;2018;129
Počet pracovišť výzkumu a vývoje;Ústecký kraj;2019;132
Počet pracovišť výzkumu a vývoje;Ústecký kraj;2020;121
Počet pracovišť výzkumu a vývoje;Ústecký kraj;2021;125
Počet pracovišť výzkumu a vývoje;Ústecký kraj;2022;121
Počet pracovišť výzkumu a vývoje;Ústecký kraj;2023;129
Počet pracovišť výzkumu a vývoje;Liberecký kraj;2005;74
Počet pracovišť výzkumu a vývoje;Liberecký kraj;2006;74
Počet pracovišť výzkumu a vývoje;Liberecký kraj;2007;77
Počet pracovišť výzkumu a vývoje;Liberecký kraj;2008;81
Počet pracovišť výzkumu a vývoje;Liberecký kraj;2009;88
Počet pracovišť výzkumu a vývoje;Liberecký kraj;2010;92
Počet pracovišť výzkumu a vývoje;Liberecký kraj;2011;93
Počet pracovišť výzkumu a vývoje;Liberecký kraj;2012;91
Počet pracovišť výzkumu a vývoje;Liberecký kraj;2013;101
Počet pracovišť výzkumu a vývoje;Liberecký kraj;2014;113
Počet pracovišť výzkumu a vývoje;Liberecký kraj;2015;120
Počet pracovišť výzkumu a vývoje;Liberecký kraj;2016;118
Počet pracovišť výzkumu a vývoje;Liberecký kraj;2017;130
Počet pracovišť výzkumu a vývoje;Liberecký kraj;2018;128
Počet pracovišť výzkumu a vývoje;Liberecký kraj;2019;133
Počet pracovišť výzkumu a vývoje;Liberecký kraj;2020;130
Počet pracovišť výzkumu a vývoje;Liberecký kraj;2021;136
Počet pracovišť výzkumu a vývoje;Liberecký kraj;2022;143
Počet pracovišť výzkumu a vývoje;Liberecký kraj;2023;149
Počet pracovišť výzkumu a vývoje;Královéhradecký kraj;2005;93
Počet pracovišť výzkumu a vývoje;Královéhradecký kraj;2006;105
Počet pracovišť výzkumu a vývoje;Královéhradecký kraj;2007;111
Počet pracovišť výzkumu a vývoje;Královéhradecký kraj;2008;108
Počet pracovišť výzkumu a vývoje;Královéhradecký kraj;2009;115
Počet pracovišť výzkumu a vývoje;Královéhradecký kraj;2010;135
Počet pracovišť výzkumu a vývoje;Královéhradecký kraj;2011;141
Počet pracovišť výzkumu a vývoje;Královéhradecký kraj;2012;143
Počet pracovišť výzkumu a vývoje;Královéhradecký kraj;2013;139
Počet pracovišť výzkumu a vývoje;Královéhradecký kraj;2014;139
Počet pracovišť výzkumu a vývoje;Královéhradecký kraj;2015;145
Počet pracovišť výzkumu a vývoje;Královéhradecký kraj;2016;143
Počet pracovišť výzkumu a vývoje;Královéhradecký kraj;2017;153
Počet pracovišť výzkumu a vývoje;Královéhradecký kraj;2018;152
Počet pracovišť výzkumu a vývoje;Královéhradecký kraj;2019;148
Počet pracovišť výzkumu a vývoje;Královéhradecký kraj;2020;150
Počet pracovišť výzkumu a vývoje;Královéhradecký kraj;2021;149
Počet pracovišť výzkumu a vývoje;Královéhradecký kraj;2022;149
Počet pracovišť výzkumu a vývoje;Královéhradecký kraj;2023;153
Počet pracovišť výzkumu a vývoje;Pardubický kraj;2005;92
Počet pracovišť výzkumu a vývoje;Pardubický kraj;2006;118
Počet pracovišť výzkumu a vývoje;Pardubický kraj;2007;113
Počet pracovišť výzkumu a vývoje;Pardubický kraj;2008;112
Počet pracovišť výzkumu a vývoje;Pardubický kraj;2009;121
Počet pracovišť výzkumu a vývoje;Pardubický kraj;2010;137
Počet pracovišť výzkumu a vývoje;Pardubický kraj;2011;143
Počet pracovišť výzkumu a vývoje;Pardubický kraj;2012;144
Počet pracovišť výzkumu a vývoje;Pardubický kraj;2013;139
Počet pracovišť výzkumu a vývoje;Pardubický kraj;2014;135
Počet pracovišť výzkumu a vývoje;Pardubický kraj;2015;145
Počet pracovišť výzkumu a vývoje;Pardubický kraj;2016;137
Počet pracovišť výzkumu a vývoje;Pardubický kraj;2017;145
Počet pracovišť výzkumu a vývoje;Pardubický kraj;2018;140
Počet pracovišť výzkumu a vývoje;Pardubický kraj;2019;152
Počet pracovišť výzkumu a vývoje;Pardubický kraj;2020;152
Počet pracovišť výzkumu a vývoje;Pardubický kraj;2021;160
Počet pracovišť výzkumu a vývoje;Pardubický kraj;2022;177
Počet pracovišť výzkumu a vývoje;Pardubický kraj;2023;175
Počet pracovišť výzkumu a vývoje;Kraj Vysočina;2005;67
Počet pracovišť výzkumu a vývoje;Kraj Vysočina;2006;75
Počet pracovišť výzkumu a vývoje;Kraj Vysočina;2007;66
Počet pracovišť výzkumu a vývoje;Kraj Vysočina;2008;80
Počet pracovišť výzkumu a vývoje;Kraj Vysočina;2009;82
Počet pracovišť výzkumu a vývoje;Kraj Vysočina;2010;89
Počet pracovišť výzkumu a vývoje;Kraj Vysočina;2011;87
Počet pracovišť výzkumu a vývoje;Kraj Vysočina;2012;87
Počet pracovišť výzkumu a vývoje;Kraj Vysočina;2013;92
Počet pracovišť výzkumu a vývoje;Kraj Vysočina;2014;101
Počet pracovišť výzkumu a vývoje;Kraj Vysočina;2015;107
Počet pracovišť výzkumu a vývoje;Kraj Vysočina;2016;106
Počet pracovišť výzkumu a vývoje;Kraj Vysočina;2017;116
Počet pracovišť výzkumu a vývoje;Kraj Vysočina;2018;117
Počet pracovišť výzkumu a vývoje;Kraj Vysočina;2019;115
Počet pracovišť výzkumu a vývoje;Kraj Vysočina;2020;115
Počet pracovišť výzkumu a vývoje;Kraj Vysočina;2021;121
Počet pracovišť výzkumu a vývoje;Kraj Vysočina;2022;119
Počet pracovišť výzkumu a vývoje;Kraj Vysočina;2023;122
Počet pracovišť výzkumu a vývoje;Jihomoravský kraj;2005;294
Počet pracovišť výzkumu a vývoje;Jihomoravský kraj;2006;320
Počet pracovišť výzkumu a vývoje;Jihomoravský kraj;2007;324
Počet pracovišť výzkumu a vývoje;Jihomoravský kraj;2008;346
Počet pracovišť výzkumu a vývoje;Jihomoravský kraj;2009;365
Počet pracovišť výzkumu a vývoje;Jihomoravský kraj;2010;424
Počet pracovišť výzkumu a vývoje;Jihomoravský kraj;2011;448
Počet pracovišť výzkumu a vývoje;Jihomoravský kraj;2012;467
Počet pracovišť výzkumu a vývoje;Jihomoravský kraj;2013;456
Počet pracovišť výzkumu a vývoje;Jihomoravský kraj;2014;467
Počet pracovišť výzkumu a vývoje;Jihomoravský kraj;2015;477
Počet pracovišť výzkumu a vývoje;Jihomoravský kraj;2016;450
Počet pracovišť výzkumu a vývoje;Jihomoravský kraj;2017;507
Počet pracovišť výzkumu a vývoje;Jihomoravský kraj;2018;518
Počet pracovišť výzkumu a vývoje;Jihomoravský kraj;2019;537
Počet pracovišť výzkumu a vývoje;Jihomoravský kraj;2020;550
Počet pracovišť výzkumu a vývoje;Jihomoravský kraj;2021;583
Počet pracovišť výzkumu a vývoje;Jihomoravský kraj;2022;599
Počet pracovišť výzkumu a vývoje;Jihomoravský kraj;2023;629
Počet pracovišť výzkumu a vývoje;Olomoucký kraj;2005;97
Počet pracovišť výzkumu a vývoje;Olomoucký kraj;2006;99
Počet pracovišť výzkumu a vývoje;Olomoucký kraj;2007;108
Počet pracovišť výzkumu a vývoje;Olomoucký kraj;2008;104
Počet pracovišť výzkumu a vývoje;Olomoucký kraj;2009;113
Počet pracovišť výzkumu a vývoje;Olomoucký kraj;2010;123
Počet pracovišť výzkumu a vývoje;Olomoucký kraj;2011;130
Počet pracovišť výzkumu a vývoje;Olomoucký kraj;2012;134
Počet pracovišť výzkumu a vývoje;Olomoucký kraj;2013;142
Počet pracovišť výzkumu a vývoje;Olomoucký kraj;2014;153
Počet pracovišť výzkumu a vývoje;Olomoucký kraj;2015;144
Počet pracovišť výzkumu a vývoje;Olomoucký kraj;2016;143
Počet pracovišť výzkumu a vývoje;Olomoucký kraj;2017;156
Počet pracovišť výzkumu a vývoje;Olomoucký kraj;2018;164
Počet pracovišť výzkumu a vývoje;Olomoucký kraj;2019;174
Počet pracovišť výzkumu a vývoje;Olomoucký kraj;2020;168
Počet pracovišť výzkumu a vývoje;Olomoucký kraj;2021;173
Počet pracovišť výzkumu a vývoje;Olomoucký kraj;2022;186
Počet pracovišť výzkumu a vývoje;Olomoucký kraj;2023;179
Počet pracovišť výzkumu a vývoje;Zlínský kraj;2005;122
Počet pracovišť výzkumu a vývoje;Zlínský kraj;2006;136
Počet pracovišť výzkumu a vývoje;Zlínský kraj;2007;132
Počet pracovišť výzkumu a vývoje;Zlínský kraj;2008;133
Počet pracovišť výzkumu a vývoje;Zlínský kraj;2009;136
Počet pracovišť výzkumu a vývoje;Zlínský kraj;2010;161
Počet pracovišť výzkumu a vývoje;Zlínský kraj;2011;176
Počet pracovišť výzkumu a vývoje;Zlínský kraj;2012;173
Počet pracovišť výzkumu a vývoje;Zlínský kraj;2013;180
Počet pracovišť výzkumu a vývoje;Zlínský kraj;2014;184
Počet pracovišť výzkumu a vývoje;Zlínský kraj;2015;184
Počet pracovišť výzkumu a vývoje;Zlínský kraj;2016;191
Počet pracovišť výzkumu a vývoje;Zlínský kraj;2017;234
Počet pracovišť výzkumu a vývoje;Zlínský kraj;2018;221
Počet pracovišť výzkumu a vývoje;Zlínský kraj;2019;224
Počet pracovišť výzkumu a vývoje;Zlínský kraj;2020;220
Počet pracovišť výzkumu a vývoje;Zlínský kraj;2021;226
Počet pracovišť výzkumu a vývoje;Zlínský kraj;2022;231
Počet pracovišť výzkumu a vývoje;Zlínský kraj;2023;233
Počet pracovišť výzkumu a vývoje;Moravskoslezský kraj;2005;176
Počet pracovišť výzkumu a vývoje;Moravskoslezský kraj;2006;180
Počet pracovišť výzkumu a vývoje;Moravskoslezský kraj;2007;187
Počet pracovišť výzkumu a vývoje;Moravskoslezský kraj;2008;192
Počet pracovišť výzkumu a vývoje;Moravskoslezský kraj;2009;202
Počet pracovišť výzkumu a vývoje;Moravskoslezský kraj;2010;228
Počet pracovišť výzkumu a vývoje;Moravskoslezský kraj;2011;257
Počet pracovišť výzkumu a vývoje;Moravskoslezský kraj;2012;266
Počet pracovišť výzkumu a vývoje;Moravskoslezský kraj;2013;253
Počet pracovišť výzkumu a vývoje;Moravskoslezský kraj;2014;264
Počet pracovišť výzkumu a vývoje;Moravskoslezský kraj;2015;268
Počet pracovišť výzkumu a vývoje;Moravskoslezský kraj;2016;253
Počet pracovišť výzkumu a vývoje;Moravskoslezský kraj;2017;285
Počet pracovišť výzkumu a vývoje;Moravskoslezský kraj;2018;284
Počet pracovišť výzkumu a vývoje;Moravskoslezský kraj;2019;303
Počet pracovišť výzkumu a vývoje;Moravskoslezský kraj;2020;309
Počet pracovišť výzkumu a vývoje;Moravskoslezský kraj;2021;310
Počet pracovišť výzkumu a vývoje;Moravskoslezský kraj;2022;316
Počet pracovišť výzkumu a vývoje;Moravskoslezský kraj;2023;320
