Území;Měsíce;Země;Ukazatel;value
Česko;prosinec 2024;Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Rezervy a zásoby v rámci obchodu se zeměmi mimo Unii;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Rezervy a zásoby v rámci obchodu uvnitř Unie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Rezervy a zásoby v rámci obchodu uvnitř Unie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Rezervy a zásoby v rámci obchodu uvnitř Unie;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Rezervy a zásoby v rámci obchodu uvnitř Unie;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Rezervy a zásoby v rámci obchodu uvnitř Unie;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Rezervy a zásoby v rámci obchodu uvnitř Unie;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Rezervy a zásoby v rámci obchodu uvnitř Unie;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Rovníková Guinea;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Rovníková Guinea;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Rovníková Guinea;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Rovníková Guinea;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Rovníková Guinea;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Rovníková Guinea;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Rovníková Guinea;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Rumunsko;Pohyb zboží z ČR (v mil. Kč, FOB);6401.875187
Česko;prosinec 2024;Rumunsko;Pohyb zboží do ČR (v mil. Kč, CIF);5213.916254
Česko;prosinec 2024;Rumunsko;Bilance - pohyb zboží (v mil. Kč);1187.958933
Česko;prosinec 2024;Rumunsko;Obrat - pohyb zboží (v mil. Kč);11615.791441
Česko;prosinec 2024;Rumunsko;Pohyb zboží z ČR (meziroční index );103.3045638596
Česko;prosinec 2024;Rumunsko;Pohyb zboží do ČR (meziroční index);115.6734921505
Česko;prosinec 2024;Rumunsko;Obrat pohybu zboží (meziroční index);108.5128475318
Česko;prosinec 2024;Ruská federace;Pohyb zboží z ČR (v mil. Kč, FOB);1063.391213
Česko;prosinec 2024;Ruská federace;Pohyb zboží do ČR (v mil. Kč, CIF);8093.546864
Česko;prosinec 2024;Ruská federace;Bilance - pohyb zboží (v mil. Kč);-7030.155651
Česko;prosinec 2024;Ruská federace;Obrat - pohyb zboží (v mil. Kč);9156.938077
Česko;prosinec 2024;Ruská federace;Pohyb zboží z ČR (meziroční index );83.6018386905
Česko;prosinec 2024;Ruská federace;Pohyb zboží do ČR (meziroční index);96.1469037512
Česko;prosinec 2024;Ruská federace;Obrat pohybu zboží (meziroční index);94.5001361537
Česko;prosinec 2024;Rwanda;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Rwanda;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Rwanda;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Rwanda;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Rwanda;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Rwanda;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Rwanda;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Řecko;Pohyb zboží z ČR (v mil. Kč, FOB);1254.078467
Česko;prosinec 2024;Řecko;Pohyb zboží do ČR (v mil. Kč, CIF);996.386388
Česko;prosinec 2024;Řecko;Bilance - pohyb zboží (v mil. Kč);257.692079
Česko;prosinec 2024;Řecko;Obrat - pohyb zboží (v mil. Kč);2250.464855
Česko;prosinec 2024;Řecko;Pohyb zboží z ČR (meziroční index );100.374874056
Česko;prosinec 2024;Řecko;Pohyb zboží do ČR (meziroční index);80.441238135
Česko;prosinec 2024;Řecko;Obrat pohybu zboží (meziroční index);90.4510935934
Česko;prosinec 2024;Saint-Pierre a Miquelon;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Saint-Pierre a Miquelon;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Saint-Pierre a Miquelon;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Saint-Pierre a Miquelon;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Saint-Pierre a Miquelon;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Saint-Pierre a Miquelon;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Saint-Pierre a Miquelon;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Salvador;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Salvador;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Salvador;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Salvador;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Salvador;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Salvador;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Salvador;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Samoa;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Samoa;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Samoa;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Samoa;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Samoa;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Samoa;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Samoa;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;San Marino;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;San Marino;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;San Marino;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;San Marino;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;San Marino;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;San Marino;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;San Marino;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Saúdská Arábie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Saúdská Arábie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Saúdská Arábie;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Saúdská Arábie;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Saúdská Arábie;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Saúdská Arábie;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Saúdská Arábie;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Senegal;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Senegal;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Senegal;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Senegal;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Senegal;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Senegal;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Senegal;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Severní Makedonie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Severní Makedonie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Severní Makedonie;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Severní Makedonie;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Severní Makedonie;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Severní Makedonie;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Severní Makedonie;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Severní Mariany;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Severní Mariany;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Severní Mariany;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Severní Mariany;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Severní Mariany;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Severní Mariany;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Severní Mariany;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Seychely;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Seychely;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Seychely;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Seychely;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Seychely;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Seychely;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Seychely;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Sierra Leone;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Sierra Leone;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Sierra Leone;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Sierra Leone;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Sierra Leone;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Sierra Leone;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Sierra Leone;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Singapur;Pohyb zboží z ČR (v mil. Kč, FOB);1522.747232
Česko;prosinec 2024;Singapur;Pohyb zboží do ČR (v mil. Kč, CIF);532.528811
Česko;prosinec 2024;Singapur;Bilance - pohyb zboží (v mil. Kč);990.218421
Česko;prosinec 2024;Singapur;Obrat - pohyb zboží (v mil. Kč);2055.276043
Česko;prosinec 2024;Singapur;Pohyb zboží z ČR (meziroční index );131.6290689983
Česko;prosinec 2024;Singapur;Pohyb zboží do ČR (meziroční index);132.832696567
Česko;prosinec 2024;Singapur;Obrat pohybu zboží (meziroční index);131.9388342717
Česko;prosinec 2024;Sint Maarten (nizozemská část);Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Sint Maarten (nizozemská část);Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Sint Maarten (nizozemská část);Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Sint Maarten (nizozemská část);Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Sint Maarten (nizozemská část);Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Sint Maarten (nizozemská část);Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Sint Maarten (nizozemská část);Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Sjednocená republika Tanzanie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Sjednocená republika Tanzanie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Sjednocená republika Tanzanie;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Sjednocená republika Tanzanie;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Sjednocená republika Tanzanie;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Sjednocená republika Tanzanie;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Sjednocená republika Tanzanie;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Slovensko;Pohyb zboží z ČR (v mil. Kč, FOB);36248.02477
Česko;prosinec 2024;Slovensko;Pohyb zboží do ČR (v mil. Kč, CIF);19605.613675
Česko;prosinec 2024;Slovensko;Bilance - pohyb zboží (v mil. Kč);16642.411095
Česko;prosinec 2024;Slovensko;Obrat - pohyb zboží (v mil. Kč);55853.638445
Česko;prosinec 2024;Slovensko;Pohyb zboží z ČR (meziroční index );101.5629357841
Česko;prosinec 2024;Slovensko;Pohyb zboží do ČR (meziroční index);117.1011085457
Česko;prosinec 2024;Slovensko;Obrat pohybu zboží (meziroční index);106.5244856033
Česko;prosinec 2024;Slovinsko;Pohyb zboží z ČR (v mil. Kč, FOB);2659.72958
Česko;prosinec 2024;Slovinsko;Pohyb zboží do ČR (v mil. Kč, CIF);1740.757527
Česko;prosinec 2024;Slovinsko;Bilance - pohyb zboží (v mil. Kč);918.972053
Česko;prosinec 2024;Slovinsko;Obrat - pohyb zboží (v mil. Kč);4400.487107
Česko;prosinec 2024;Slovinsko;Pohyb zboží z ČR (meziroční index );117.7622408067
Česko;prosinec 2024;Slovinsko;Pohyb zboží do ČR (meziroční index);102.7933006013
Česko;prosinec 2024;Slovinsko;Obrat pohybu zboží (meziroční index);111.3479869891
Česko;prosinec 2024;Somálsko;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Somálsko;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Somálsko;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Somálsko;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Somálsko;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Somálsko;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Somálsko;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Spojené arabské emiráty;Pohyb zboží z ČR (v mil. Kč, FOB);2221.830661
Česko;prosinec 2024;Spojené arabské emiráty;Pohyb zboží do ČR (v mil. Kč, CIF);293.004859
Česko;prosinec 2024;Spojené arabské emiráty;Bilance - pohyb zboží (v mil. Kč);1928.825802
Česko;prosinec 2024;Spojené arabské emiráty;Obrat - pohyb zboží (v mil. Kč);2514.83552
Česko;prosinec 2024;Spojené arabské emiráty;Pohyb zboží z ČR (meziroční index );156.4103103524
Česko;prosinec 2024;Spojené arabské emiráty;Pohyb zboží do ČR (meziroční index);87.1993500715
Česko;prosinec 2024;Spojené arabské emiráty;Obrat pohybu zboží (meziroční index);143.1705379216
Česko;prosinec 2024;Spojené království;Pohyb zboží z ČR (v mil. Kč, FOB);14846.92436
Česko;prosinec 2024;Spojené království;Pohyb zboží do ČR (v mil. Kč, CIF);6378.053124
Česko;prosinec 2024;Spojené království;Bilance - pohyb zboží (v mil. Kč);8468.871236
Česko;prosinec 2024;Spojené království;Obrat - pohyb zboží (v mil. Kč);21224.977484
Česko;prosinec 2024;Spojené království;Pohyb zboží z ČR (meziroční index );99.8734426576
Česko;prosinec 2024;Spojené království;Pohyb zboží do ČR (meziroční index);87.9180302397
Česko;prosinec 2024;Spojené království;Obrat pohybu zboží (meziroční index);95.9525580227
Česko;prosinec 2024;Spojené království (Severní Irsko);Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Spojené království (Severní Irsko);Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Spojené království (Severní Irsko);Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Spojené království (Severní Irsko);Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Spojené království (Severní Irsko);Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Spojené království (Severní Irsko);Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Spojené království (Severní Irsko);Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Spojené království (vyjma Severního Irska);Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Spojené království (vyjma Severního Irska);Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Spojené království (vyjma Severního Irska);Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Spojené království (vyjma Severního Irska);Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Spojené království (vyjma Severního Irska);Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Spojené království (vyjma Severního Irska);Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Spojené království (vyjma Severního Irska);Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Spojené státy;Pohyb zboží z ČR (v mil. Kč, FOB);15546.414081
Česko;prosinec 2024;Spojené státy;Pohyb zboží do ČR (v mil. Kč, CIF);10235.482297
Česko;prosinec 2024;Spojené státy;Bilance - pohyb zboží (v mil. Kč);5310.931784
Česko;prosinec 2024;Spojené státy;Obrat - pohyb zboží (v mil. Kč);25781.896378
Česko;prosinec 2024;Spojené státy;Pohyb zboží z ČR (meziroční index );140.4455155482
Česko;prosinec 2024;Spojené státy;Pohyb zboží do ČR (meziroční index);78.6094172122
Česko;prosinec 2024;Spojené státy;Obrat pohybu zboží (meziroční index);107.0230620338
Česko;prosinec 2024;Srbsko;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Srbsko;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Srbsko;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Srbsko;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Srbsko;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Srbsko;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Srbsko;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Středoafrická republika;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Středoafrická republika;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Středoafrická republika;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Středoafrická republika;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Středoafrická republika;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Středoafrická republika;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Středoafrická republika;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Súdán;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Súdán;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Súdán;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Súdán;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Súdán;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Súdán;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Súdán;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Surinam;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Surinam;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Surinam;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Surinam;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Surinam;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Surinam;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Surinam;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Svatá Helena, Ascension a Tristan da Cunha;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Svatá Helena, Ascension a Tristan da Cunha;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Svatá Helena, Ascension a Tristan da Cunha;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Svatá Helena, Ascension a Tristan da Cunha;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Svatá Helena, Ascension a Tristan da Cunha;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Svatá Helena, Ascension a Tristan da Cunha;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Svatá Helena, Ascension a Tristan da Cunha;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Svatá Lucie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Svatá Lucie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Svatá Lucie;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Svatá Lucie;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Svatá Lucie;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Svatá Lucie;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Svatá Lucie;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Svatý Bartoloměj;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Svatý Bartoloměj;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Svatý Bartoloměj;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Svatý Bartoloměj;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Svatý Bartoloměj;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Svatý Bartoloměj;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Svatý Bartoloměj;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Svatý Kryštof a Nevis;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Svatý Kryštof a Nevis;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Svatý Kryštof a Nevis;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Svatý Kryštof a Nevis;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Svatý Kryštof a Nevis;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Svatý Kryštof a Nevis;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Svatý Kryštof a Nevis;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Svatý stolec;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Svatý stolec;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Svatý stolec;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Svatý stolec;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Svatý stolec;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Svatý stolec;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Svatý stolec;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Svatý Tomáš a Princův ostrov;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Svatý Tomáš a Princův ostrov;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Svatý Tomáš a Princův ostrov;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Svatý Tomáš a Princův ostrov;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Svatý Tomáš a Princův ostrov;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Svatý Tomáš a Princův ostrov;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Svatý Tomáš a Princův ostrov;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Svatý Vincenc a Grenadiny;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Svatý Vincenc a Grenadiny;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Svatý Vincenc a Grenadiny;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Svatý Vincenc a Grenadiny;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Svatý Vincenc a Grenadiny;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Svatý Vincenc a Grenadiny;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Svatý Vincenc a Grenadiny;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Svazijsko;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Svazijsko;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Svazijsko;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Svazijsko;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Svazijsko;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Svazijsko;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Svazijsko;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Syrská arabská republika;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Syrská arabská republika;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Syrská arabská republika;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Syrská arabská republika;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Syrská arabská republika;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Syrská arabská republika;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Syrská arabská republika;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Šalamounovy ostrovy;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Šalamounovy ostrovy;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Šalamounovy ostrovy;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Šalamounovy ostrovy;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Šalamounovy ostrovy;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Šalamounovy ostrovy;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Šalamounovy ostrovy;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Španělsko;Pohyb zboží z ČR (v mil. Kč, FOB);10775.943723
Česko;prosinec 2024;Španělsko;Pohyb zboží do ČR (v mil. Kč, CIF);7742.025492
Česko;prosinec 2024;Španělsko;Bilance - pohyb zboží (v mil. Kč);3033.918231
Česko;prosinec 2024;Španělsko;Obrat - pohyb zboží (v mil. Kč);18517.969215
Česko;prosinec 2024;Španělsko;Pohyb zboží z ČR (meziroční index );119.0018185126
Česko;prosinec 2024;Španělsko;Pohyb zboží do ČR (meziroční index);106.1917242342
Česko;prosinec 2024;Španělsko;Obrat pohybu zboží (meziroční index);113.2882459741
Česko;prosinec 2024;Šrí Lanka;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Šrí Lanka;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Šrí Lanka;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Šrí Lanka;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Šrí Lanka;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Šrí Lanka;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Šrí Lanka;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Švédsko;Pohyb zboží z ČR (v mil. Kč, FOB);6561.127705
Česko;prosinec 2024;Švédsko;Pohyb zboží do ČR (v mil. Kč, CIF);3155.596072
Česko;prosinec 2024;Švédsko;Bilance - pohyb zboží (v mil. Kč);3405.531633
