Území;Měsíce;Země;Ukazatel;value
Česko;prosinec 2024;Indie;Obrat pohybu zboží (meziroční index);179.2727210195
Česko;prosinec 2024;Indonésie;Pohyb zboží z ČR (v mil. Kč, FOB);510.060039
Česko;prosinec 2024;Indonésie;Pohyb zboží do ČR (v mil. Kč, CIF);823.685459
Česko;prosinec 2024;Indonésie;Bilance - pohyb zboží (v mil. Kč);-313.62542
Česko;prosinec 2024;Indonésie;Obrat - pohyb zboží (v mil. Kč);1333.745498
Česko;prosinec 2024;Indonésie;Pohyb zboží z ČR (meziroční index );96.9271940196
Česko;prosinec 2024;Indonésie;Pohyb zboží do ČR (meziroční index);106.8045843038
Česko;prosinec 2024;Indonésie;Obrat pohybu zboží (meziroční index);102.7983970049
Česko;prosinec 2024;Irák;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Irák;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Irák;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Irák;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Irák;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Irák;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Irák;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Íránská islámská republika;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Íránská islámská republika;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Íránská islámská republika;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Íránská islámská republika;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Íránská islámská republika;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Íránská islámská republika;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Íránská islámská republika;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Irsko;Pohyb zboží z ČR (v mil. Kč, FOB);3057.595573
Česko;prosinec 2024;Irsko;Pohyb zboží do ČR (v mil. Kč, CIF);1736.680412
Česko;prosinec 2024;Irsko;Bilance - pohyb zboží (v mil. Kč);1320.915161
Česko;prosinec 2024;Irsko;Obrat - pohyb zboží (v mil. Kč);4794.275985
Česko;prosinec 2024;Irsko;Pohyb zboží z ČR (meziroční index );102.4825780865
Česko;prosinec 2024;Irsko;Pohyb zboží do ČR (meziroční index);97.6733628722
Česko;prosinec 2024;Irsko;Obrat pohybu zboží (meziroční index);100.6867398028
Česko;prosinec 2024;Island;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Island;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Island;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Island;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Island;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Island;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Island;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Itálie;Pohyb zboží z ČR (v mil. Kč, FOB);16509.595039
Česko;prosinec 2024;Itálie;Pohyb zboží do ČR (v mil. Kč, CIF);15215.451058
Česko;prosinec 2024;Itálie;Bilance - pohyb zboží (v mil. Kč);1294.143981
Česko;prosinec 2024;Itálie;Obrat - pohyb zboží (v mil. Kč);31725.046097
Česko;prosinec 2024;Itálie;Pohyb zboží z ČR (meziroční index );107.8148173186
Česko;prosinec 2024;Itálie;Pohyb zboží do ČR (meziroční index);103.6052383758
Česko;prosinec 2024;Itálie;Obrat pohybu zboží (meziroční index);105.7540147957
Česko;prosinec 2024;Izrael;Pohyb zboží z ČR (v mil. Kč, FOB);2284.905711
Česko;prosinec 2024;Izrael;Pohyb zboží do ČR (v mil. Kč, CIF);483.290453
Česko;prosinec 2024;Izrael;Bilance - pohyb zboží (v mil. Kč);1801.615258
Česko;prosinec 2024;Izrael;Obrat - pohyb zboží (v mil. Kč);2768.196164
Česko;prosinec 2024;Izrael;Pohyb zboží z ČR (meziroční index );168.2581005889
Česko;prosinec 2024;Izrael;Pohyb zboží do ČR (meziroční index);98.4480447943
Česko;prosinec 2024;Izrael;Obrat pohybu zboží (meziroční index);149.7223993212
Česko;prosinec 2024;Jamajka;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Jamajka;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Jamajka;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Jamajka;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Jamajka;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Jamajka;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Jamajka;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Japonsko;Pohyb zboží z ČR (v mil. Kč, FOB);1505.376312
Česko;prosinec 2024;Japonsko;Pohyb zboží do ČR (v mil. Kč, CIF);7679.970512
Česko;prosinec 2024;Japonsko;Bilance - pohyb zboží (v mil. Kč);-6174.5942
Česko;prosinec 2024;Japonsko;Obrat - pohyb zboží (v mil. Kč);9185.346824
Česko;prosinec 2024;Japonsko;Pohyb zboží z ČR (meziroční index );98.0073293787
Česko;prosinec 2024;Japonsko;Pohyb zboží do ČR (meziroční index);112.6225995647
Česko;prosinec 2024;Japonsko;Obrat pohybu zboží (meziroční index);109.9357898322
Česko;prosinec 2024;Jemen;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Jemen;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Jemen;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Jemen;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Jemen;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Jemen;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Jemen;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Jižní Afrika;Pohyb zboží z ČR (v mil. Kč, FOB);1310.235726
Česko;prosinec 2024;Jižní Afrika;Pohyb zboží do ČR (v mil. Kč, CIF);680.704872
Česko;prosinec 2024;Jižní Afrika;Bilance - pohyb zboží (v mil. Kč);629.530854
Česko;prosinec 2024;Jižní Afrika;Obrat - pohyb zboží (v mil. Kč);1990.940598
Česko;prosinec 2024;Jižní Afrika;Pohyb zboží z ČR (meziroční index );140.6356875532
Česko;prosinec 2024;Jižní Afrika;Pohyb zboží do ČR (meziroční index);52.4039586198
Česko;prosinec 2024;Jižní Afrika;Obrat pohybu zboží (meziroční index);89.25545849
Česko;prosinec 2024;Jižní Georgie a Jižní Sandwichovy ostrovy;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Jižní Georgie a Jižní Sandwichovy ostrovy;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Jižní Georgie a Jižní Sandwichovy ostrovy;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Jižní Georgie a Jižní Sandwichovy ostrovy;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Jižní Georgie a Jižní Sandwichovy ostrovy;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Jižní Georgie a Jižní Sandwichovy ostrovy;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Jižní Georgie a Jižní Sandwichovy ostrovy;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Jižní Súdán;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Jižní Súdán;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Jižní Súdán;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Jižní Súdán;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Jižní Súdán;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Jižní Súdán;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Jižní Súdán;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Jordánsko;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Jordánsko;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Jordánsko;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Jordánsko;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Jordánsko;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Jordánsko;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Jordánsko;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Kajmanské ostrovy;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Kajmanské ostrovy;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Kajmanské ostrovy;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kajmanské ostrovy;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kajmanské ostrovy;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Kajmanské ostrovy;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Kajmanské ostrovy;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Kambodža;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Kambodža;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Kambodža;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kambodža;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kambodža;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Kambodža;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Kambodža;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Kamerun;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Kamerun;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Kamerun;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kamerun;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kamerun;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Kamerun;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Kamerun;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Kanada;Pohyb zboží z ČR (v mil. Kč, FOB);1109.003271
Česko;prosinec 2024;Kanada;Pohyb zboží do ČR (v mil. Kč, CIF);473.072633
Česko;prosinec 2024;Kanada;Bilance - pohyb zboží (v mil. Kč);635.930638
Česko;prosinec 2024;Kanada;Obrat - pohyb zboží (v mil. Kč);1582.075904
Česko;prosinec 2024;Kanada;Pohyb zboží z ČR (meziroční index );190.9074652349
Česko;prosinec 2024;Kanada;Pohyb zboží do ČR (meziroční index);77.4615996209
Česko;prosinec 2024;Kanada;Obrat pohybu zboží (meziroční index);132.7656629874
Česko;prosinec 2024;Kapverdy;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Kapverdy;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Kapverdy;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kapverdy;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kapverdy;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Kapverdy;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Kapverdy;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Katar;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Katar;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Katar;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Katar;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Katar;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Katar;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Katar;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Kazachstán;Pohyb zboží z ČR (v mil. Kč, FOB);2360.971135
Česko;prosinec 2024;Kazachstán;Pohyb zboží do ČR (v mil. Kč, CIF);1476.039567
Česko;prosinec 2024;Kazachstán;Bilance - pohyb zboží (v mil. Kč);884.931568
Česko;prosinec 2024;Kazachstán;Obrat - pohyb zboží (v mil. Kč);3837.010702
Česko;prosinec 2024;Kazachstán;Pohyb zboží z ČR (meziroční index );177.6662362232
Česko;prosinec 2024;Kazachstán;Pohyb zboží do ČR (meziroční index);57.2761188731
Česko;prosinec 2024;Kazachstán;Obrat pohybu zboží (meziroční index);98.2352859178
Česko;prosinec 2024;Keňa;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Keňa;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Keňa;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Keňa;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Keňa;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Keňa;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Keňa;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Kiribati;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Kiribati;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Kiribati;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kiribati;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kiribati;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Kiribati;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Kiribati;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Kokosové (Keelingovy) ostrovy;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Kokosové (Keelingovy) ostrovy;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Kokosové (Keelingovy) ostrovy;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kokosové (Keelingovy) ostrovy;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kokosové (Keelingovy) ostrovy;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Kokosové (Keelingovy) ostrovy;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Kokosové (Keelingovy) ostrovy;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Kolumbie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Kolumbie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Kolumbie;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kolumbie;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kolumbie;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Kolumbie;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Kolumbie;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Komory;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Komory;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Komory;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Komory;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Komory;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Komory;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Komory;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Kongo;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Kongo;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Kongo;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kongo;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kongo;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Kongo;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Kongo;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Korejská lidově demokratická republika;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Korejská lidově demokratická republika;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Korejská lidově demokratická republika;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Korejská lidově demokratická republika;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Korejská lidově demokratická republika;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Korejská lidově demokratická republika;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Korejská lidově demokratická republika;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Korejská republika;Pohyb zboží z ČR (v mil. Kč, FOB);1507.279908
Česko;prosinec 2024;Korejská republika;Pohyb zboží do ČR (v mil. Kč, CIF);7565.491417
Česko;prosinec 2024;Korejská republika;Bilance - pohyb zboží (v mil. Kč);-6058.211509
Česko;prosinec 2024;Korejská republika;Obrat - pohyb zboží (v mil. Kč);9072.771325
Česko;prosinec 2024;Korejská republika;Pohyb zboží z ČR (meziroční index );131.9658775555
Česko;prosinec 2024;Korejská republika;Pohyb zboží do ČR (meziroční index);114.6149167552
Česko;prosinec 2024;Korejská republika;Obrat pohybu zboží (meziroční index);117.1743775342
Česko;prosinec 2024;Kosovo;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Kosovo;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Kosovo;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kosovo;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kosovo;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Kosovo;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Kosovo;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Kostarika;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Kostarika;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Kostarika;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kostarika;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kostarika;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Kostarika;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Kostarika;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Kuba;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Kuba;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Kuba;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kuba;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kuba;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Kuba;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Kuba;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Kuvajt;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Kuvajt;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Kuvajt;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kuvajt;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kuvajt;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Kuvajt;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Kuvajt;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Kypr;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Kypr;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Kypr;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kypr;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kypr;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Kypr;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Kypr;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Kyrgyzstán;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Kyrgyzstán;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Kyrgyzstán;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kyrgyzstán;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Kyrgyzstán;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Kyrgyzstán;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Kyrgyzstán;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Laoská lidově demokratická republika;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Laoská lidově demokratická republika;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Laoská lidově demokratická republika;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Laoská lidově demokratická republika;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Laoská lidově demokratická republika;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Laoská lidově demokratická republika;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Laoská lidově demokratická republika;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Lesotho;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Lesotho;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Lesotho;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Lesotho;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Lesotho;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Lesotho;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Lesotho;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Libanon;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Libanon;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Libanon;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Libanon;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Libanon;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Libanon;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Libanon;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Libérie;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Libérie;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Libérie;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Libérie;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Libérie;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Libérie;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Libérie;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Libye;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Libye;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Libye;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Libye;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Libye;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Libye;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Libye;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Lichtenštejnsko;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Lichtenštejnsko;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Lichtenštejnsko;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Lichtenštejnsko;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Lichtenštejnsko;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Lichtenštejnsko;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Lichtenštejnsko;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Litva;Pohyb zboží z ČR (v mil. Kč, FOB);2405.822969
Česko;prosinec 2024;Litva;Pohyb zboží do ČR (v mil. Kč, CIF);731.074978
Česko;prosinec 2024;Litva;Bilance - pohyb zboží (v mil. Kč);1674.747991
Česko;prosinec 2024;Litva;Obrat - pohyb zboží (v mil. Kč);3136.897947
Česko;prosinec 2024;Litva;Pohyb zboží z ČR (meziroční index );156.0058584757
Česko;prosinec 2024;Litva;Pohyb zboží do ČR (meziroční index);95.6648178744
Česko;prosinec 2024;Litva;Obrat pohybu zboží (meziroční index);136.0118920544
Česko;prosinec 2024;Lotyšsko;Pohyb zboží z ČR (v mil. Kč, FOB);1989.418571
Česko;prosinec 2024;Lotyšsko;Pohyb zboží do ČR (v mil. Kč, CIF);238.745621
Česko;prosinec 2024;Lotyšsko;Bilance - pohyb zboží (v mil. Kč);1750.67295
Česko;prosinec 2024;Lotyšsko;Obrat - pohyb zboží (v mil. Kč);2228.164192
Česko;prosinec 2024;Lotyšsko;Pohyb zboží z ČR (meziroční index );221.7620443155
Česko;prosinec 2024;Lotyšsko;Pohyb zboží do ČR (meziroční index);103.1625847094
Česko;prosinec 2024;Lotyšsko;Obrat pohybu zboží (meziroční index);197.4408084175
Česko;prosinec 2024;Lucembursko;Pohyb zboží z ČR (v mil. Kč, FOB);799.223384
Česko;prosinec 2024;Lucembursko;Pohyb zboží do ČR (v mil. Kč, CIF);447.864692
Česko;prosinec 2024;Lucembursko;Bilance - pohyb zboží (v mil. Kč);351.358692
Česko;prosinec 2024;Lucembursko;Obrat - pohyb zboží (v mil. Kč);1247.088076
Česko;prosinec 2024;Lucembursko;Pohyb zboží z ČR (meziroční index );100.6624190644
Česko;prosinec 2024;Lucembursko;Pohyb zboží do ČR (meziroční index);122.4827102873
Česko;prosinec 2024;Lucembursko;Obrat pohybu zboží (meziroční index);107.5428729398
Česko;prosinec 2024;Macao;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Macao;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Macao;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Macao;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Macao;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Macao;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Macao;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Madagaskar;Pohyb zboží z ČR (v mil. Kč, FOB);
Česko;prosinec 2024;Madagaskar;Pohyb zboží do ČR (v mil. Kč, CIF);
Česko;prosinec 2024;Madagaskar;Bilance - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Madagaskar;Obrat - pohyb zboží (v mil. Kč);
Česko;prosinec 2024;Madagaskar;Pohyb zboží z ČR (meziroční index );
Česko;prosinec 2024;Madagaskar;Pohyb zboží do ČR (meziroční index);
Česko;prosinec 2024;Madagaskar;Obrat pohybu zboží (meziroční index);
Česko;prosinec 2024;Maďarsko;Pohyb zboží z ČR (v mil. Kč, FOB);17123.365144
Česko;prosinec 2024;Maďarsko;Pohyb zboží do ČR (v mil. Kč, CIF);7845.040872
Česko;prosinec 2024;Maďarsko;Bilance - pohyb zboží (v mil. Kč);9278.324272
