Právní forma;Roky;SO ORP a obce;Ukazatel;value
Obecní rozpočty;2023;Vrchlabí;Kapitalové výdaje ;
Obecní rozpočty;2023;Vrchlabí;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Vsetín;Příjmy celkem;
Obecní rozpočty;2023;Vsetín;Daňové příjmy ;
Obecní rozpočty;2023;Vsetín;Nedaňové příjmy ;
Obecní rozpočty;2023;Vsetín;Kapitalové příjmy ;
Obecní rozpočty;2023;Vsetín;Přijaté transféry;
Obecní rozpočty;2023;Vsetín;Výdaje celkem;
Obecní rozpočty;2023;Vsetín;Běžné výdaje ;
Obecní rozpočty;2023;Vsetín;Kapitalové výdaje ;
Obecní rozpočty;2023;Vsetín;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Vysoké Mýto;Příjmy celkem;
Obecní rozpočty;2023;Vysoké Mýto;Daňové příjmy ;
Obecní rozpočty;2023;Vysoké Mýto;Nedaňové příjmy ;
Obecní rozpočty;2023;Vysoké Mýto;Kapitalové příjmy ;
Obecní rozpočty;2023;Vysoké Mýto;Přijaté transféry;
Obecní rozpočty;2023;Vysoké Mýto;Výdaje celkem;
Obecní rozpočty;2023;Vysoké Mýto;Běžné výdaje ;
Obecní rozpočty;2023;Vysoké Mýto;Kapitalové výdaje ;
Obecní rozpočty;2023;Vysoké Mýto;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Vyškov;Příjmy celkem;
Obecní rozpočty;2023;Vyškov;Daňové příjmy ;
Obecní rozpočty;2023;Vyškov;Nedaňové příjmy ;
Obecní rozpočty;2023;Vyškov;Kapitalové příjmy ;
Obecní rozpočty;2023;Vyškov;Přijaté transféry;
Obecní rozpočty;2023;Vyškov;Výdaje celkem;
Obecní rozpočty;2023;Vyškov;Běžné výdaje ;
Obecní rozpočty;2023;Vyškov;Kapitalové výdaje ;
Obecní rozpočty;2023;Vyškov;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Zábřeh;Příjmy celkem;
Obecní rozpočty;2023;Zábřeh;Daňové příjmy ;
Obecní rozpočty;2023;Zábřeh;Nedaňové příjmy ;
Obecní rozpočty;2023;Zábřeh;Kapitalové příjmy ;
Obecní rozpočty;2023;Zábřeh;Přijaté transféry;
Obecní rozpočty;2023;Zábřeh;Výdaje celkem;
Obecní rozpočty;2023;Zábřeh;Běžné výdaje ;
Obecní rozpočty;2023;Zábřeh;Kapitalové výdaje ;
Obecní rozpočty;2023;Zábřeh;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Zlín;Příjmy celkem;
Obecní rozpočty;2023;Zlín;Daňové příjmy ;
Obecní rozpočty;2023;Zlín;Nedaňové příjmy ;
Obecní rozpočty;2023;Zlín;Kapitalové příjmy ;
Obecní rozpočty;2023;Zlín;Přijaté transféry;
Obecní rozpočty;2023;Zlín;Výdaje celkem;
Obecní rozpočty;2023;Zlín;Běžné výdaje ;
Obecní rozpočty;2023;Zlín;Kapitalové výdaje ;
Obecní rozpočty;2023;Zlín;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Znojmo;Příjmy celkem;
Obecní rozpočty;2023;Znojmo;Daňové příjmy ;
Obecní rozpočty;2023;Znojmo;Nedaňové příjmy ;
Obecní rozpočty;2023;Znojmo;Kapitalové příjmy ;
Obecní rozpočty;2023;Znojmo;Přijaté transféry;
Obecní rozpočty;2023;Znojmo;Výdaje celkem;
Obecní rozpočty;2023;Znojmo;Běžné výdaje ;
Obecní rozpočty;2023;Znojmo;Kapitalové výdaje ;
Obecní rozpočty;2023;Znojmo;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Žamberk;Příjmy celkem;
Obecní rozpočty;2023;Žamberk;Daňové příjmy ;
Obecní rozpočty;2023;Žamberk;Nedaňové příjmy ;
Obecní rozpočty;2023;Žamberk;Kapitalové příjmy ;
Obecní rozpočty;2023;Žamberk;Přijaté transféry;
Obecní rozpočty;2023;Žamberk;Výdaje celkem;
Obecní rozpočty;2023;Žamberk;Běžné výdaje ;
Obecní rozpočty;2023;Žamberk;Kapitalové výdaje ;
Obecní rozpočty;2023;Žamberk;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Žatec;Příjmy celkem;
Obecní rozpočty;2023;Žatec;Daňové příjmy ;
Obecní rozpočty;2023;Žatec;Nedaňové příjmy ;
Obecní rozpočty;2023;Žatec;Kapitalové příjmy ;
Obecní rozpočty;2023;Žatec;Přijaté transféry;
Obecní rozpočty;2023;Žatec;Výdaje celkem;
Obecní rozpočty;2023;Žatec;Běžné výdaje ;
Obecní rozpočty;2023;Žatec;Kapitalové výdaje ;
Obecní rozpočty;2023;Žatec;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Žďár nad Sázavou;Příjmy celkem;
Obecní rozpočty;2023;Žďár nad Sázavou;Daňové příjmy ;
Obecní rozpočty;2023;Žďár nad Sázavou;Nedaňové příjmy ;
Obecní rozpočty;2023;Žďár nad Sázavou;Kapitalové příjmy ;
Obecní rozpočty;2023;Žďár nad Sázavou;Přijaté transféry;
Obecní rozpočty;2023;Žďár nad Sázavou;Výdaje celkem;
Obecní rozpočty;2023;Žďár nad Sázavou;Běžné výdaje ;
Obecní rozpočty;2023;Žďár nad Sázavou;Kapitalové výdaje ;
Obecní rozpočty;2023;Žďár nad Sázavou;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Železný Brod;Příjmy celkem;
Obecní rozpočty;2023;Železný Brod;Daňové příjmy ;
Obecní rozpočty;2023;Železný Brod;Nedaňové příjmy ;
Obecní rozpočty;2023;Železný Brod;Kapitalové příjmy ;
Obecní rozpočty;2023;Železný Brod;Přijaté transféry;
Obecní rozpočty;2023;Železný Brod;Výdaje celkem;
Obecní rozpočty;2023;Železný Brod;Běžné výdaje ;
Obecní rozpočty;2023;Železný Brod;Kapitalové výdaje ;
Obecní rozpočty;2023;Železný Brod;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Židlochovice;Příjmy celkem;
Obecní rozpočty;2023;Židlochovice;Daňové příjmy ;
Obecní rozpočty;2023;Židlochovice;Nedaňové příjmy ;
Obecní rozpočty;2023;Židlochovice;Kapitalové příjmy ;
Obecní rozpočty;2023;Židlochovice;Přijaté transféry;
Obecní rozpočty;2023;Židlochovice;Výdaje celkem;
Obecní rozpočty;2023;Židlochovice;Běžné výdaje ;
Obecní rozpočty;2023;Židlochovice;Kapitalové výdaje ;
Obecní rozpočty;2023;Židlochovice;Saldo příjmů a výdajů ;
