Právní forma;Roky;SO ORP a obce;Ukazatel;value
Obecní rozpočty;2023;Mělník;Výdaje celkem;
Obecní rozpočty;2023;Mělník;Běžné výdaje ;
Obecní rozpočty;2023;Mělník;Kapitalové výdaje ;
Obecní rozpočty;2023;Mělník;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Mikulov;Příjmy celkem;
Obecní rozpočty;2023;Mikulov;Daňové příjmy ;
Obecní rozpočty;2023;Mikulov;Nedaňové příjmy ;
Obecní rozpočty;2023;Mikulov;Kapitalové příjmy ;
Obecní rozpočty;2023;Mikulov;Přijaté transféry;
Obecní rozpočty;2023;Mikulov;Výdaje celkem;
Obecní rozpočty;2023;Mikulov;Běžné výdaje ;
Obecní rozpočty;2023;Mikulov;Kapitalové výdaje ;
Obecní rozpočty;2023;Mikulov;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Milevsko;Příjmy celkem;
Obecní rozpočty;2023;Milevsko;Daňové příjmy ;
Obecní rozpočty;2023;Milevsko;Nedaňové příjmy ;
Obecní rozpočty;2023;Milevsko;Kapitalové příjmy ;
Obecní rozpočty;2023;Milevsko;Přijaté transféry;
Obecní rozpočty;2023;Milevsko;Výdaje celkem;
Obecní rozpočty;2023;Milevsko;Běžné výdaje ;
Obecní rozpočty;2023;Milevsko;Kapitalové výdaje ;
Obecní rozpočty;2023;Milevsko;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Mladá Boleslav;Příjmy celkem;
Obecní rozpočty;2023;Mladá Boleslav;Daňové příjmy ;
Obecní rozpočty;2023;Mladá Boleslav;Nedaňové příjmy ;
Obecní rozpočty;2023;Mladá Boleslav;Kapitalové příjmy ;
Obecní rozpočty;2023;Mladá Boleslav;Přijaté transféry;
Obecní rozpočty;2023;Mladá Boleslav;Výdaje celkem;
Obecní rozpočty;2023;Mladá Boleslav;Běžné výdaje ;
Obecní rozpočty;2023;Mladá Boleslav;Kapitalové výdaje ;
Obecní rozpočty;2023;Mladá Boleslav;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Mnichovo Hradiště;Příjmy celkem;
Obecní rozpočty;2023;Mnichovo Hradiště;Daňové příjmy ;
Obecní rozpočty;2023;Mnichovo Hradiště;Nedaňové příjmy ;
Obecní rozpočty;2023;Mnichovo Hradiště;Kapitalové příjmy ;
Obecní rozpočty;2023;Mnichovo Hradiště;Přijaté transféry;
Obecní rozpočty;2023;Mnichovo Hradiště;Výdaje celkem;
Obecní rozpočty;2023;Mnichovo Hradiště;Běžné výdaje ;
Obecní rozpočty;2023;Mnichovo Hradiště;Kapitalové výdaje ;
Obecní rozpočty;2023;Mnichovo Hradiště;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Mohelnice;Příjmy celkem;
Obecní rozpočty;2023;Mohelnice;Daňové příjmy ;
Obecní rozpočty;2023;Mohelnice;Nedaňové příjmy ;
Obecní rozpočty;2023;Mohelnice;Kapitalové příjmy ;
Obecní rozpočty;2023;Mohelnice;Přijaté transféry;
Obecní rozpočty;2023;Mohelnice;Výdaje celkem;
Obecní rozpočty;2023;Mohelnice;Běžné výdaje ;
Obecní rozpočty;2023;Mohelnice;Kapitalové výdaje ;
Obecní rozpočty;2023;Mohelnice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Moravská Třebová;Příjmy celkem;
Obecní rozpočty;2023;Moravská Třebová;Daňové příjmy ;
Obecní rozpočty;2023;Moravská Třebová;Nedaňové příjmy ;
Obecní rozpočty;2023;Moravská Třebová;Kapitalové příjmy ;
Obecní rozpočty;2023;Moravská Třebová;Přijaté transféry;
Obecní rozpočty;2023;Moravská Třebová;Výdaje celkem;
Obecní rozpočty;2023;Moravská Třebová;Běžné výdaje ;
Obecní rozpočty;2023;Moravská Třebová;Kapitalové výdaje ;
Obecní rozpočty;2023;Moravská Třebová;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Moravské Budějovice;Příjmy celkem;
Obecní rozpočty;2023;Moravské Budějovice;Daňové příjmy ;
Obecní rozpočty;2023;Moravské Budějovice;Nedaňové příjmy ;
Obecní rozpočty;2023;Moravské Budějovice;Kapitalové příjmy ;
Obecní rozpočty;2023;Moravské Budějovice;Přijaté transféry;
Obecní rozpočty;2023;Moravské Budějovice;Výdaje celkem;
Obecní rozpočty;2023;Moravské Budějovice;Běžné výdaje ;
Obecní rozpočty;2023;Moravské Budějovice;Kapitalové výdaje ;
Obecní rozpočty;2023;Moravské Budějovice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Moravský Krumlov;Příjmy celkem;
Obecní rozpočty;2023;Moravský Krumlov;Daňové příjmy ;
Obecní rozpočty;2023;Moravský Krumlov;Nedaňové příjmy ;
Obecní rozpočty;2023;Moravský Krumlov;Kapitalové příjmy ;
Obecní rozpočty;2023;Moravský Krumlov;Přijaté transféry;
Obecní rozpočty;2023;Moravský Krumlov;Výdaje celkem;
Obecní rozpočty;2023;Moravský Krumlov;Běžné výdaje ;
Obecní rozpočty;2023;Moravský Krumlov;Kapitalové výdaje ;
Obecní rozpočty;2023;Moravský Krumlov;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Most;Příjmy celkem;
Obecní rozpočty;2023;Most;Daňové příjmy ;
Obecní rozpočty;2023;Most;Nedaňové příjmy ;
Obecní rozpočty;2023;Most;Kapitalové příjmy ;
Obecní rozpočty;2023;Most;Přijaté transféry;
Obecní rozpočty;2023;Most;Výdaje celkem;
Obecní rozpočty;2023;Most;Běžné výdaje ;
Obecní rozpočty;2023;Most;Kapitalové výdaje ;
Obecní rozpočty;2023;Most;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Náchod;Příjmy celkem;
Obecní rozpočty;2023;Náchod;Daňové příjmy ;
Obecní rozpočty;2023;Náchod;Nedaňové příjmy ;
Obecní rozpočty;2023;Náchod;Kapitalové příjmy ;
Obecní rozpočty;2023;Náchod;Přijaté transféry;
Obecní rozpočty;2023;Náchod;Výdaje celkem;
Obecní rozpočty;2023;Náchod;Běžné výdaje ;
Obecní rozpočty;2023;Náchod;Kapitalové výdaje ;
Obecní rozpočty;2023;Náchod;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Náměšť nad Oslavou;Příjmy celkem;
Obecní rozpočty;2023;Náměšť nad Oslavou;Daňové příjmy ;
Obecní rozpočty;2023;Náměšť nad Oslavou;Nedaňové příjmy ;
Obecní rozpočty;2023;Náměšť nad Oslavou;Kapitalové příjmy ;
Obecní rozpočty;2023;Náměšť nad Oslavou;Přijaté transféry;
Obecní rozpočty;2023;Náměšť nad Oslavou;Výdaje celkem;
Obecní rozpočty;2023;Náměšť nad Oslavou;Běžné výdaje ;
Obecní rozpočty;2023;Náměšť nad Oslavou;Kapitalové výdaje ;
Obecní rozpočty;2023;Náměšť nad Oslavou;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Nepomuk;Příjmy celkem;
Obecní rozpočty;2023;Nepomuk;Daňové příjmy ;
Obecní rozpočty;2023;Nepomuk;Nedaňové příjmy ;
Obecní rozpočty;2023;Nepomuk;Kapitalové příjmy ;
Obecní rozpočty;2023;Nepomuk;Přijaté transféry;
Obecní rozpočty;2023;Nepomuk;Výdaje celkem;
Obecní rozpočty;2023;Nepomuk;Běžné výdaje ;
Obecní rozpočty;2023;Nepomuk;Kapitalové výdaje ;
Obecní rozpočty;2023;Nepomuk;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Neratovice;Příjmy celkem;
Obecní rozpočty;2023;Neratovice;Daňové příjmy ;
Obecní rozpočty;2023;Neratovice;Nedaňové příjmy ;
Obecní rozpočty;2023;Neratovice;Kapitalové příjmy ;
Obecní rozpočty;2023;Neratovice;Přijaté transféry;
Obecní rozpočty;2023;Neratovice;Výdaje celkem;
Obecní rozpočty;2023;Neratovice;Běžné výdaje ;
Obecní rozpočty;2023;Neratovice;Kapitalové výdaje ;
Obecní rozpočty;2023;Neratovice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Nová Paka;Příjmy celkem;
Obecní rozpočty;2023;Nová Paka;Daňové příjmy ;
Obecní rozpočty;2023;Nová Paka;Nedaňové příjmy ;
Obecní rozpočty;2023;Nová Paka;Kapitalové příjmy ;
Obecní rozpočty;2023;Nová Paka;Přijaté transféry;
Obecní rozpočty;2023;Nová Paka;Výdaje celkem;
Obecní rozpočty;2023;Nová Paka;Běžné výdaje ;
Obecní rozpočty;2023;Nová Paka;Kapitalové výdaje ;
Obecní rozpočty;2023;Nová Paka;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Nové Město na Moravě;Příjmy celkem;
Obecní rozpočty;2023;Nové Město na Moravě;Daňové příjmy ;
Obecní rozpočty;2023;Nové Město na Moravě;Nedaňové příjmy ;
Obecní rozpočty;2023;Nové Město na Moravě;Kapitalové příjmy ;
Obecní rozpočty;2023;Nové Město na Moravě;Přijaté transféry;
Obecní rozpočty;2023;Nové Město na Moravě;Výdaje celkem;
Obecní rozpočty;2023;Nové Město na Moravě;Běžné výdaje ;
Obecní rozpočty;2023;Nové Město na Moravě;Kapitalové výdaje ;
Obecní rozpočty;2023;Nové Město na Moravě;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Nové Město nad Metují;Příjmy celkem;
Obecní rozpočty;2023;Nové Město nad Metují;Daňové příjmy ;
Obecní rozpočty;2023;Nové Město nad Metují;Nedaňové příjmy ;
Obecní rozpočty;2023;Nové Město nad Metují;Kapitalové příjmy ;
Obecní rozpočty;2023;Nové Město nad Metují;Přijaté transféry;
Obecní rozpočty;2023;Nové Město nad Metují;Výdaje celkem;
Obecní rozpočty;2023;Nové Město nad Metují;Běžné výdaje ;
Obecní rozpočty;2023;Nové Město nad Metují;Kapitalové výdaje ;
Obecní rozpočty;2023;Nové Město nad Metují;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Nový Bor;Příjmy celkem;
Obecní rozpočty;2023;Nový Bor;Daňové příjmy ;
Obecní rozpočty;2023;Nový Bor;Nedaňové příjmy ;
Obecní rozpočty;2023;Nový Bor;Kapitalové příjmy ;
Obecní rozpočty;2023;Nový Bor;Přijaté transféry;
Obecní rozpočty;2023;Nový Bor;Výdaje celkem;
Obecní rozpočty;2023;Nový Bor;Běžné výdaje ;
Obecní rozpočty;2023;Nový Bor;Kapitalové výdaje ;
Obecní rozpočty;2023;Nový Bor;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Nový Bydžov;Příjmy celkem;
Obecní rozpočty;2023;Nový Bydžov;Daňové příjmy ;
Obecní rozpočty;2023;Nový Bydžov;Nedaňové příjmy ;
Obecní rozpočty;2023;Nový Bydžov;Kapitalové příjmy ;
Obecní rozpočty;2023;Nový Bydžov;Přijaté transféry;
Obecní rozpočty;2023;Nový Bydžov;Výdaje celkem;
Obecní rozpočty;2023;Nový Bydžov;Běžné výdaje ;
Obecní rozpočty;2023;Nový Bydžov;Kapitalové výdaje ;
Obecní rozpočty;2023;Nový Bydžov;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Nový Jičín;Příjmy celkem;
Obecní rozpočty;2023;Nový Jičín;Daňové příjmy ;
Obecní rozpočty;2023;Nový Jičín;Nedaňové příjmy ;
Obecní rozpočty;2023;Nový Jičín;Kapitalové příjmy ;
Obecní rozpočty;2023;Nový Jičín;Přijaté transféry;
Obecní rozpočty;2023;Nový Jičín;Výdaje celkem;
Obecní rozpočty;2023;Nový Jičín;Běžné výdaje ;
Obecní rozpočty;2023;Nový Jičín;Kapitalové výdaje ;
Obecní rozpočty;2023;Nový Jičín;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Nymburk;Příjmy celkem;
Obecní rozpočty;2023;Nymburk;Daňové příjmy ;
Obecní rozpočty;2023;Nymburk;Nedaňové příjmy ;
Obecní rozpočty;2023;Nymburk;Kapitalové příjmy ;
Obecní rozpočty;2023;Nymburk;Přijaté transféry;
Obecní rozpočty;2023;Nymburk;Výdaje celkem;
Obecní rozpočty;2023;Nymburk;Běžné výdaje ;
Obecní rozpočty;2023;Nymburk;Kapitalové výdaje ;
Obecní rozpočty;2023;Nymburk;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Nýřany;Příjmy celkem;
Obecní rozpočty;2023;Nýřany;Daňové příjmy ;
Obecní rozpočty;2023;Nýřany;Nedaňové příjmy ;
Obecní rozpočty;2023;Nýřany;Kapitalové příjmy ;
Obecní rozpočty;2023;Nýřany;Přijaté transféry;
Obecní rozpočty;2023;Nýřany;Výdaje celkem;
Obecní rozpočty;2023;Nýřany;Běžné výdaje ;
Obecní rozpočty;2023;Nýřany;Kapitalové výdaje ;
Obecní rozpočty;2023;Nýřany;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Odry;Příjmy celkem;
Obecní rozpočty;2023;Odry;Daňové příjmy ;
Obecní rozpočty;2023;Odry;Nedaňové příjmy ;
Obecní rozpočty;2023;Odry;Kapitalové příjmy ;
Obecní rozpočty;2023;Odry;Přijaté transféry;
Obecní rozpočty;2023;Odry;Výdaje celkem;
Obecní rozpočty;2023;Odry;Běžné výdaje ;
Obecní rozpočty;2023;Odry;Kapitalové výdaje ;
Obecní rozpočty;2023;Odry;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Olomouc;Příjmy celkem;
Obecní rozpočty;2023;Olomouc;Daňové příjmy ;
Obecní rozpočty;2023;Olomouc;Nedaňové příjmy ;
Obecní rozpočty;2023;Olomouc;Kapitalové příjmy ;
Obecní rozpočty;2023;Olomouc;Přijaté transféry;
Obecní rozpočty;2023;Olomouc;Výdaje celkem;
Obecní rozpočty;2023;Olomouc;Běžné výdaje ;
Obecní rozpočty;2023;Olomouc;Kapitalové výdaje ;
Obecní rozpočty;2023;Olomouc;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Opava;Příjmy celkem;
Obecní rozpočty;2023;Opava;Daňové příjmy ;
Obecní rozpočty;2023;Opava;Nedaňové příjmy ;
Obecní rozpočty;2023;Opava;Kapitalové příjmy ;
Obecní rozpočty;2023;Opava;Přijaté transféry;
Obecní rozpočty;2023;Opava;Výdaje celkem;
Obecní rozpočty;2023;Opava;Běžné výdaje ;
Obecní rozpočty;2023;Opava;Kapitalové výdaje ;
Obecní rozpočty;2023;Opava;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Orlová;Příjmy celkem;
Obecní rozpočty;2023;Orlová;Daňové příjmy ;
Obecní rozpočty;2023;Orlová;Nedaňové příjmy ;
Obecní rozpočty;2023;Orlová;Kapitalové příjmy ;
Obecní rozpočty;2023;Orlová;Přijaté transféry;
Obecní rozpočty;2023;Orlová;Výdaje celkem;
Obecní rozpočty;2023;Orlová;Běžné výdaje ;
Obecní rozpočty;2023;Orlová;Kapitalové výdaje ;
Obecní rozpočty;2023;Orlová;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Ostrava;Příjmy celkem;
Obecní rozpočty;2023;Ostrava;Daňové příjmy ;
Obecní rozpočty;2023;Ostrava;Nedaňové příjmy ;
Obecní rozpočty;2023;Ostrava;Kapitalové příjmy ;
Obecní rozpočty;2023;Ostrava;Přijaté transféry;
Obecní rozpočty;2023;Ostrava;Výdaje celkem;
Obecní rozpočty;2023;Ostrava;Běžné výdaje ;
Obecní rozpočty;2023;Ostrava;Kapitalové výdaje ;
Obecní rozpočty;2023;Ostrava;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Ostrov;Příjmy celkem;
Obecní rozpočty;2023;Ostrov;Daňové příjmy ;
Obecní rozpočty;2023;Ostrov;Nedaňové příjmy ;
Obecní rozpočty;2023;Ostrov;Kapitalové příjmy ;
Obecní rozpočty;2023;Ostrov;Přijaté transféry;
Obecní rozpočty;2023;Ostrov;Výdaje celkem;
Obecní rozpočty;2023;Ostrov;Běžné výdaje ;
Obecní rozpočty;2023;Ostrov;Kapitalové výdaje ;
Obecní rozpočty;2023;Ostrov;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Otrokovice;Příjmy celkem;
Obecní rozpočty;2023;Otrokovice;Daňové příjmy ;
Obecní rozpočty;2023;Otrokovice;Nedaňové příjmy ;
Obecní rozpočty;2023;Otrokovice;Kapitalové příjmy ;
Obecní rozpočty;2023;Otrokovice;Přijaté transféry;
Obecní rozpočty;2023;Otrokovice;Výdaje celkem;
Obecní rozpočty;2023;Otrokovice;Běžné výdaje ;
Obecní rozpočty;2023;Otrokovice;Kapitalové výdaje ;
Obecní rozpočty;2023;Otrokovice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Pacov;Příjmy celkem;
Obecní rozpočty;2023;Pacov;Daňové příjmy ;
Obecní rozpočty;2023;Pacov;Nedaňové příjmy ;
Obecní rozpočty;2023;Pacov;Kapitalové příjmy ;
Obecní rozpočty;2023;Pacov;Přijaté transféry;
Obecní rozpočty;2023;Pacov;Výdaje celkem;
Obecní rozpočty;2023;Pacov;Běžné výdaje ;
Obecní rozpočty;2023;Pacov;Kapitalové výdaje ;
Obecní rozpočty;2023;Pacov;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Pardubice;Příjmy celkem;
Obecní rozpočty;2023;Pardubice;Daňové příjmy ;
Obecní rozpočty;2023;Pardubice;Nedaňové příjmy ;
Obecní rozpočty;2023;Pardubice;Kapitalové příjmy ;
Obecní rozpočty;2023;Pardubice;Přijaté transféry;
Obecní rozpočty;2023;Pardubice;Výdaje celkem;
Obecní rozpočty;2023;Pardubice;Běžné výdaje ;
Obecní rozpočty;2023;Pardubice;Kapitalové výdaje ;
Obecní rozpočty;2023;Pardubice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Pelhřimov;Příjmy celkem;
Obecní rozpočty;2023;Pelhřimov;Daňové příjmy ;
Obecní rozpočty;2023;Pelhřimov;Nedaňové příjmy ;
Obecní rozpočty;2023;Pelhřimov;Kapitalové příjmy ;
Obecní rozpočty;2023;Pelhřimov;Přijaté transféry;
Obecní rozpočty;2023;Pelhřimov;Výdaje celkem;
Obecní rozpočty;2023;Pelhřimov;Běžné výdaje ;
Obecní rozpočty;2023;Pelhřimov;Kapitalové výdaje ;
Obecní rozpočty;2023;Pelhřimov;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Písek;Příjmy celkem;
Obecní rozpočty;2023;Písek;Daňové příjmy ;
Obecní rozpočty;2023;Písek;Nedaňové příjmy ;
Obecní rozpočty;2023;Písek;Kapitalové příjmy ;
Obecní rozpočty;2023;Písek;Přijaté transféry;
Obecní rozpočty;2023;Písek;Výdaje celkem;
Obecní rozpočty;2023;Písek;Běžné výdaje ;
Obecní rozpočty;2023;Písek;Kapitalové výdaje ;
Obecní rozpočty;2023;Písek;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Plzeň;Příjmy celkem;
Obecní rozpočty;2023;Plzeň;Daňové příjmy ;
Obecní rozpočty;2023;Plzeň;Nedaňové příjmy ;
Obecní rozpočty;2023;Plzeň;Kapitalové příjmy ;
Obecní rozpočty;2023;Plzeň;Přijaté transféry;
Obecní rozpočty;2023;Plzeň;Výdaje celkem;
Obecní rozpočty;2023;Plzeň;Běžné výdaje ;
Obecní rozpočty;2023;Plzeň;Kapitalové výdaje ;
Obecní rozpočty;2023;Plzeň;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Podbořany;Příjmy celkem;
Obecní rozpočty;2023;Podbořany;Daňové příjmy ;
Obecní rozpočty;2023;Podbořany;Nedaňové příjmy ;
Obecní rozpočty;2023;Podbořany;Kapitalové příjmy ;
Obecní rozpočty;2023;Podbořany;Přijaté transféry;
Obecní rozpočty;2023;Podbořany;Výdaje celkem;
Obecní rozpočty;2023;Podbořany;Běžné výdaje ;
Obecní rozpočty;2023;Podbořany;Kapitalové výdaje ;
Obecní rozpočty;2023;Podbořany;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Poděbrady;Příjmy celkem;
Obecní rozpočty;2023;Poděbrady;Daňové příjmy ;
Obecní rozpočty;2023;Poděbrady;Nedaňové příjmy ;
Obecní rozpočty;2023;Poděbrady;Kapitalové příjmy ;
Obecní rozpočty;2023;Poděbrady;Přijaté transféry;
Obecní rozpočty;2023;Poděbrady;Výdaje celkem;
Obecní rozpočty;2023;Poděbrady;Běžné výdaje ;
Obecní rozpočty;2023;Poděbrady;Kapitalové výdaje ;
Obecní rozpočty;2023;Poděbrady;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Pohořelice;Příjmy celkem;
Obecní rozpočty;2023;Pohořelice;Daňové příjmy ;
Obecní rozpočty;2023;Pohořelice;Nedaňové příjmy ;
Obecní rozpočty;2023;Pohořelice;Kapitalové příjmy ;
Obecní rozpočty;2023;Pohořelice;Přijaté transféry;
Obecní rozpočty;2023;Pohořelice;Výdaje celkem;
Obecní rozpočty;2023;Pohořelice;Běžné výdaje ;
Obecní rozpočty;2023;Pohořelice;Kapitalové výdaje ;
Obecní rozpočty;2023;Pohořelice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Polička;Příjmy celkem;
Obecní rozpočty;2023;Polička;Daňové příjmy ;
Obecní rozpočty;2023;Polička;Nedaňové příjmy ;
Obecní rozpočty;2023;Polička;Kapitalové příjmy ;
Obecní rozpočty;2023;Polička;Přijaté transféry;
Obecní rozpočty;2023;Polička;Výdaje celkem;
Obecní rozpočty;2023;Polička;Běžné výdaje ;
Obecní rozpočty;2023;Polička;Kapitalové výdaje ;
Obecní rozpočty;2023;Polička;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Prachatice;Příjmy celkem;
Obecní rozpočty;2023;Prachatice;Daňové příjmy ;
Obecní rozpočty;2023;Prachatice;Nedaňové příjmy ;
Obecní rozpočty;2023;Prachatice;Kapitalové příjmy ;
Obecní rozpočty;2023;Prachatice;Přijaté transféry;
Obecní rozpočty;2023;Prachatice;Výdaje celkem;
Obecní rozpočty;2023;Prachatice;Běžné výdaje ;
Obecní rozpočty;2023;Prachatice;Kapitalové výdaje ;
Obecní rozpočty;2023;Prachatice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Prostějov;Příjmy celkem;
Obecní rozpočty;2023;Prostějov;Daňové příjmy ;
Obecní rozpočty;2023;Prostějov;Nedaňové příjmy ;
Obecní rozpočty;2023;Prostějov;Kapitalové příjmy ;
Obecní rozpočty;2023;Prostějov;Přijaté transféry;
Obecní rozpočty;2023;Prostějov;Výdaje celkem;
Obecní rozpočty;2023;Prostějov;Běžné výdaje ;
Obecní rozpočty;2023;Prostějov;Kapitalové výdaje ;
Obecní rozpočty;2023;Prostějov;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Přelouč;Příjmy celkem;
Obecní rozpočty;2023;Přelouč;Daňové příjmy ;
Obecní rozpočty;2023;Přelouč;Nedaňové příjmy ;
Obecní rozpočty;2023;Přelouč;Kapitalové příjmy ;
Obecní rozpočty;2023;Přelouč;Přijaté transféry;
Obecní rozpočty;2023;Přelouč;Výdaje celkem;
Obecní rozpočty;2023;Přelouč;Běžné výdaje ;
Obecní rozpočty;2023;Přelouč;Kapitalové výdaje ;
Obecní rozpočty;2023;Přelouč;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Přerov;Příjmy celkem;
Obecní rozpočty;2023;Přerov;Daňové příjmy ;
Obecní rozpočty;2023;Přerov;Nedaňové příjmy ;
Obecní rozpočty;2023;Přerov;Kapitalové příjmy ;
Obecní rozpočty;2023;Přerov;Přijaté transféry;
Obecní rozpočty;2023;Přerov;Výdaje celkem;
Obecní rozpočty;2023;Přerov;Běžné výdaje ;
Obecní rozpočty;2023;Přerov;Kapitalové výdaje ;
Obecní rozpočty;2023;Přerov;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Přeštice;Příjmy celkem;
Obecní rozpočty;2023;Přeštice;Daňové příjmy ;
Obecní rozpočty;2023;Přeštice;Nedaňové příjmy ;
Obecní rozpočty;2023;Přeštice;Kapitalové příjmy ;
Obecní rozpočty;2023;Přeštice;Přijaté transféry;
Obecní rozpočty;2023;Přeštice;Výdaje celkem;
Obecní rozpočty;2023;Přeštice;Běžné výdaje ;
Obecní rozpočty;2023;Přeštice;Kapitalové výdaje ;
Obecní rozpočty;2023;Přeštice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Příbram;Příjmy celkem;
Obecní rozpočty;2023;Příbram;Daňové příjmy ;
Obecní rozpočty;2023;Příbram;Nedaňové příjmy ;
Obecní rozpočty;2023;Příbram;Kapitalové příjmy ;
Obecní rozpočty;2023;Příbram;Přijaté transféry;
Obecní rozpočty;2023;Příbram;Výdaje celkem;
Obecní rozpočty;2023;Příbram;Běžné výdaje ;
Obecní rozpočty;2023;Příbram;Kapitalové výdaje ;
Obecní rozpočty;2023;Příbram;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Rakovník;Příjmy celkem;
Obecní rozpočty;2023;Rakovník;Daňové příjmy ;
Obecní rozpočty;2023;Rakovník;Nedaňové příjmy ;
Obecní rozpočty;2023;Rakovník;Kapitalové příjmy ;
Obecní rozpočty;2023;Rakovník;Přijaté transféry;
Obecní rozpočty;2023;Rakovník;Výdaje celkem;
Obecní rozpočty;2023;Rakovník;Běžné výdaje ;
Obecní rozpočty;2023;Rakovník;Kapitalové výdaje ;
Obecní rozpočty;2023;Rakovník;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Rokycany;Příjmy celkem;
Obecní rozpočty;2023;Rokycany;Daňové příjmy ;
Obecní rozpočty;2023;Rokycany;Nedaňové příjmy ;
Obecní rozpočty;2023;Rokycany;Kapitalové příjmy ;
Obecní rozpočty;2023;Rokycany;Přijaté transféry;
Obecní rozpočty;2023;Rokycany;Výdaje celkem;
Obecní rozpočty;2023;Rokycany;Běžné výdaje ;
Obecní rozpočty;2023;Rokycany;Kapitalové výdaje ;
Obecní rozpočty;2023;Rokycany;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Rosice;Příjmy celkem;
Obecní rozpočty;2023;Rosice;Daňové příjmy ;
Obecní rozpočty;2023;Rosice;Nedaňové příjmy ;
Obecní rozpočty;2023;Rosice;Kapitalové příjmy ;
Obecní rozpočty;2023;Rosice;Přijaté transféry;
Obecní rozpočty;2023;Rosice;Výdaje celkem;
Obecní rozpočty;2023;Rosice;Běžné výdaje ;
Obecní rozpočty;2023;Rosice;Kapitalové výdaje ;
Obecní rozpočty;2023;Rosice;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Roudnice nad Labem;Příjmy celkem;
Obecní rozpočty;2023;Roudnice nad Labem;Daňové příjmy ;
Obecní rozpočty;2023;Roudnice nad Labem;Nedaňové příjmy ;
Obecní rozpočty;2023;Roudnice nad Labem;Kapitalové příjmy ;
Obecní rozpočty;2023;Roudnice nad Labem;Přijaté transféry;
Obecní rozpočty;2023;Roudnice nad Labem;Výdaje celkem;
Obecní rozpočty;2023;Roudnice nad Labem;Běžné výdaje ;
Obecní rozpočty;2023;Roudnice nad Labem;Kapitalové výdaje ;
Obecní rozpočty;2023;Roudnice nad Labem;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Rožnov pod Radhoštěm;Příjmy celkem;
Obecní rozpočty;2023;Rožnov pod Radhoštěm;Daňové příjmy ;
Obecní rozpočty;2023;Rožnov pod Radhoštěm;Nedaňové příjmy ;
Obecní rozpočty;2023;Rožnov pod Radhoštěm;Kapitalové příjmy ;
Obecní rozpočty;2023;Rožnov pod Radhoštěm;Přijaté transféry;
Obecní rozpočty;2023;Rožnov pod Radhoštěm;Výdaje celkem;
Obecní rozpočty;2023;Rožnov pod Radhoštěm;Běžné výdaje ;
Obecní rozpočty;2023;Rožnov pod Radhoštěm;Kapitalové výdaje ;
Obecní rozpočty;2023;Rožnov pod Radhoštěm;Saldo příjmů a výdajů ;
Obecní rozpočty;2023;Rumburk;Příjmy celkem;
Obecní rozpočty;2023;Rumburk;Daňové příjmy ;
