Rok sčítání;Území;Ukazatel;value
2021;Kraj Vysočina;Vlastník domu - spoluvlastnictví vlastníků bytů;6068
2021;Kraj Vysočina;Období výstavby nebo rekonstrukce - 1919 a dříve;8919
2021;Kraj Vysočina;Období výstavby nebo rekonstrukce - 2016 a později;5608
2021;Jihomoravský kraj;Počet domů;276562
2021;Jihomoravský kraj;Počet obydlených domů;241367
2021;Jihomoravský kraj;Vlastník domu - fyzická osoba;217034
2021;Jihomoravský kraj;Vlastník domu - obec, stát;3479
2021;Jihomoravský kraj;Vlastník domu - bytové družstvo;724
2021;Jihomoravský kraj;Vlastník domu - jiná právnická osoba;2933
2021;Jihomoravský kraj;Vlastník domu - spoluvlastnictví vlastníků bytů;15850
2021;Jihomoravský kraj;Období výstavby nebo rekonstrukce - 1919 a dříve;18260
2021;Jihomoravský kraj;Období výstavby nebo rekonstrukce - 2016 a později;13768
2021;Olomoucký kraj;Počet domů;145651
2021;Olomoucký kraj;Počet obydlených domů;126126
2021;Olomoucký kraj;Vlastník domu - fyzická osoba;112624
2021;Olomoucký kraj;Vlastník domu - obec, stát;1883
2021;Olomoucký kraj;Vlastník domu - bytové družstvo;524
2021;Olomoucký kraj;Vlastník domu - jiná právnická osoba;1690
2021;Olomoucký kraj;Vlastník domu - spoluvlastnictví vlastníků bytů;8701
2021;Olomoucký kraj;Období výstavby nebo rekonstrukce - 1919 a dříve;13637
2021;Olomoucký kraj;Období výstavby nebo rekonstrukce - 2016 a později;6327
2021;Zlínský kraj;Počet domů;147205
2021;Zlínský kraj;Počet obydlených domů;125469
2021;Zlínský kraj;Vlastník domu - fyzická osoba;115404
2021;Zlínský kraj;Vlastník domu - obec, stát;1028
2021;Zlínský kraj;Vlastník domu - bytové družstvo;187
2021;Zlínský kraj;Vlastník domu - jiná právnická osoba;1225
2021;Zlínský kraj;Vlastník domu - spoluvlastnictví vlastníků bytů;7039
2021;Zlínský kraj;Období výstavby nebo rekonstrukce - 1919 a dříve;6055
2021;Zlínský kraj;Období výstavby nebo rekonstrukce - 2016 a později;5774
2021;Moravskoslezský kraj;Počet domů;211854
2021;Moravskoslezský kraj;Počet obydlených domů;190881
2021;Moravskoslezský kraj;Vlastník domu - fyzická osoba;163299
2021;Moravskoslezský kraj;Vlastník domu - obec, stát;3989
2021;Moravskoslezský kraj;Vlastník domu - bytové družstvo;2622
2021;Moravskoslezský kraj;Vlastník domu - jiná právnická osoba;7345
2021;Moravskoslezský kraj;Vlastník domu - spoluvlastnictví vlastníků bytů;12862
2021;Moravskoslezský kraj;Období výstavby nebo rekonstrukce - 1919 a dříve;12922
2021;Moravskoslezský kraj;Období výstavby nebo rekonstrukce - 2016 a později;10353
