Ukazatel;Druh nemovitosti;Typ údaje;Území;Čtvrtletí;value
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;2. čtvrtletí 2019;154.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;3. čtvrtletí 2019;154.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;4. čtvrtletí 2019;161.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;1. čtvrtletí 2020;167.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;2. čtvrtletí 2020;180.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;3. čtvrtletí 2020;177.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;4. čtvrtletí 2020;184.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;1. čtvrtletí 2021;195.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;2. čtvrtletí 2021;205.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;3. čtvrtletí 2021;216.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;4. čtvrtletí 2021;239.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;1. čtvrtletí 2022;250.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;2. čtvrtletí 2022;259.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;3. čtvrtletí 2022;259.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;4. čtvrtletí 2022;249.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;1. čtvrtletí 2023;235.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;2. čtvrtletí 2023;238.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;3. čtvrtletí 2023;231.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Olomoucký kraj;4. čtvrtletí 2023;238.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;1. čtvrtletí 2015;96.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;2. čtvrtletí 2015;97.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;3. čtvrtletí 2015;101.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;4. čtvrtletí 2015;104.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;1. čtvrtletí 2016;107.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;2. čtvrtletí 2016;110.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;3. čtvrtletí 2016;115.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;4. čtvrtletí 2016;120.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;1. čtvrtletí 2017;120.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;2. čtvrtletí 2017;127.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;3. čtvrtletí 2017;129.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;4. čtvrtletí 2017;128.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;1. čtvrtletí 2018;143.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;2. čtvrtletí 2018;152.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;3. čtvrtletí 2018;143.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;4. čtvrtletí 2018;153.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;1. čtvrtletí 2019;162.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;2. čtvrtletí 2019;161.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;3. čtvrtletí 2019;166.7
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;4. čtvrtletí 2019;166.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;1. čtvrtletí 2020;165.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;2. čtvrtletí 2020;185.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;3. čtvrtletí 2020;186.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;4. čtvrtletí 2020;177.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;1. čtvrtletí 2021;200.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;2. čtvrtletí 2021;212.6
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;3. čtvrtletí 2021;230.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;4. čtvrtletí 2021;243.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;1. čtvrtletí 2022;256.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;2. čtvrtletí 2022;269.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;3. čtvrtletí 2022;270.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;4. čtvrtletí 2022;250.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;1. čtvrtletí 2023;256.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;2. čtvrtletí 2023;246.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;3. čtvrtletí 2023;250.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Zlínský kraj;4. čtvrtletí 2023;252.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;1. čtvrtletí 2015;96.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;2. čtvrtletí 2015;99.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;3. čtvrtletí 2015;101.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;4. čtvrtletí 2015;102.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;1. čtvrtletí 2016;100.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;2. čtvrtletí 2016;105.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;3. čtvrtletí 2016;115.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;4. čtvrtletí 2016;116.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;1. čtvrtletí 2017;120.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;2. čtvrtletí 2017;130.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;3. čtvrtletí 2017;127.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;4. čtvrtletí 2017;134.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;1. čtvrtletí 2018;136.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;2. čtvrtletí 2018;138.3
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;3. čtvrtletí 2018;138.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;4. čtvrtletí 2018;143.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;1. čtvrtletí 2019;141.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;2. čtvrtletí 2019;147.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;3. čtvrtletí 2019;149.2
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;4. čtvrtletí 2019;156.8
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;1. čtvrtletí 2020;165.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;2. čtvrtletí 2020;176.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;3. čtvrtletí 2020;178.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;4. čtvrtletí 2020;174.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;1. čtvrtletí 2021;196.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;2. čtvrtletí 2021;214.0
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;3. čtvrtletí 2021;242.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;4. čtvrtletí 2021;258.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;1. čtvrtletí 2022;271.5
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;2. čtvrtletí 2022;279.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;3. čtvrtletí 2022;279.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;4. čtvrtletí 2022;268.4
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;1. čtvrtletí 2023;254.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;2. čtvrtletí 2023;253.1
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;3. čtvrtletí 2023;252.9
Index cen nemovitostí (%);Byty;Bazický index (2015 = 100);Moravskoslezský kraj;4. čtvrtletí 2023;255.6
