Stát,Roky,Odvětví ekonomické činnosti,Ukazatel,value
Česko,2023,"R - Kulturní, zábavní a rekreační činnosti",Počet odprac. hodin (jiná týdenní prac. doba) - přesčas,16.5755914648
Česko,2023,"R - Kulturní, zábavní a rekreační činnosti","Počet placených, ale neodpracovaných hodin",297.7133204907
Česko,2023,S - Ostatní činnosti,Počet odpracovaných hodin zaměstnanci celkem,1677.6520501636
Česko,2023,S - Ostatní činnosti,Počet odprac. hodin zaměstnanci celkem - z toho v přesčase,21.117458093
Česko,2023,S - Ostatní činnosti,Počet odprac. hodin (týdenní prac. doba 40 hod) celkem,1734.9775836749
Česko,2023,S - Ostatní činnosti,Počet odprac. hodin (týdenní prac. doba 40 hod.) - přesčas,13.049670613
Česko,2023,S - Ostatní činnosti,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod) celkem,1688.6379612942
Česko,2023,S - Ostatní činnosti,Počet odprac. hodin (týdenní prac. doba 38 3/4 hod.) - přesčas,60.4106086132
Česko,2023,S - Ostatní činnosti,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod) celkem,1656.4977211252
Česko,2023,S - Ostatní činnosti,Počet odprac. hodin (týdenní prac. doba 37 1/2 hod. - přesčas,20.6332224527
Česko,2023,S - Ostatní činnosti,Počet odprac. hodin (jiná týdenní prac. doba) celkem,1603.0770105312
Česko,2023,S - Ostatní činnosti,Počet odprac. hodin (jiná týdenní prac. doba) - přesčas,18.4031188088
Česko,2023,S - Ostatní činnosti,"Počet placených, ale neodpracovaných hodin",269.7599312679
