Ukazatel,Území,Odvětví,Čtvrtletí,value
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2007,124435
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2007,121537
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2007,128020
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2008,127541
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2008,129731
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2008,126474
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2008,138962
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2009,131802
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2009,135160
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2009,135046
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2009,144619
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2010,135030
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2010,135743
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2010,132660
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2010,142724
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2011,133284
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2011,133026
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2011,134328
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2011,139666
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2012,136727
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2012,135252
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2012,137214
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2012,141186
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2013,138452
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2013,138231
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2013,139755
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2013,143507
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2014,142264
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2014,143313
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2014,144583
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2014,152543
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2015,147145
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2015,149343
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2015,150737
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2015,157799
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2016,153318
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2016,155178
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2016,157006
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2016,167498
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2017,162441
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2017,165398
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2017,168140
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2017,182092
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2018,180610
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2018,182689
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2018,184710
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2018,196075
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2019,197021
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2019,201487
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2019,202927
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2019,217033
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2020,210947
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2020,210471
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2020,220454
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2020,247614
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2021,223467
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2021,246358
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2021,239109
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2021,255749
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2022,236828
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2022,249501
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2022,251252
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2022,275628
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2023,263287
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2023,271551
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2023,269952
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2023,289372
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2024,275866
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2024,285785
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",3. čtvrtletí 2024,286491
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",4. čtvrtletí 2024,305529
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",1. čtvrtletí 2025,287109
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,"Veřejná správa a obrana, vzdělávání, zdravotní a sociální péče",2. čtvrtletí 2025,306970
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 1995,8926
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 1995,8467
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 1995,9502
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 1995,10816
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 1996,9418
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 1996,9600
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 1996,9253
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 1996,11301
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 1997,10749
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 1997,11517
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 1997,10834
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 1997,12909
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 1998,11533
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 1998,12010
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 1998,11695
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 1998,14606
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 1999,12040
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 1999,12523
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 1999,12384
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 1999,15457
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2000,12893
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2000,13620
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2000,12985
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2000,15825
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2001,12948
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2001,14157
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2001,12992
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2001,16791
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2002,13364
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2002,13965
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2002,14022
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2002,17002
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2003,14983
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2003,15149
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2003,15530
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2003,18803
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2004,17242
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2004,16023
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2004,15960
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2004,19625
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2005,17335
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2005,16139
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2005,15793
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2005,19705
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2006,16968
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2006,17724
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2006,17795
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2006,22563
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2007,19532
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2007,19188
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2007,18534
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2007,22376
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2008,19091
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2008,18764
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2008,18222
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2008,21513
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2009,19453
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2009,19376
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2009,18309
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2009,21600
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2010,18234
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2010,20519
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2010,20172
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2010,23963
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2011,21156
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2011,22630
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2011,21893
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2011,24372
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2012,19757
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2012,19892
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2012,18985
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2012,22297
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2013,19211
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2013,19887
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2013,19278
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2013,22499
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2014,19774
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2014,20500
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2014,19784
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2014,23184
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2015,20072
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2015,21687
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2015,21920
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2015,25538
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2016,22160
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2016,23224
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2016,23081
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2016,26163
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2017,23780
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2017,25332
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2017,25220
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2017,28409
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2018,25659
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2018,26881
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2018,26533
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2018,28643
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2019,27616
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2019,28487
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2019,27991
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2019,31325
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2020,28264
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2020,21816
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2020,26921
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2020,25706
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2021,23441
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2021,24126
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2021,29843
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2021,31062
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2022,29536
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2022,31646
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2022,36209
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2022,34558
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2023,33404
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2023,36506
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2023,38099
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2023,39863
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2024,36420
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2024,38758
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,3. čtvrtletí 2024,41247
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,4. čtvrtletí 2024,42274
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,1. čtvrtletí 2025,39700
"Hrubá přidaná hodnota (mil. Kč, běžné ceny)",Česko,Ostatní činnosti,2. čtvrtletí 2025,42284
