Ukazatel,Ekonomické subjekty ,Území,Čtvrtletí,value
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2007,131995.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2006,130477.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2005,129217.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2004,128679.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2003,128095.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2002,122912.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,4. čtvrtletí 2001,119055.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,3. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,2. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Zlínský kraj,1. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2025,250552.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2025,249135.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2025,247776.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2024,246678.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2024,245639.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2024,244243.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2024,244809.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2023,244087.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2023,243333.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2023,243105.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2023,246617.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2022,262655.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2022,264567.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2022,264005.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2022,263263.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2021,262405.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2021,261290.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2021,260333.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2021,259069.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2020,258300.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2019,255042.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2018,256871.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2017,254525.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2016,251898.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2015,250213.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2014,250028.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2013,248500.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2012,244750.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2011,248824.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2010,245290.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2009,241103.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2008,240486.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2007,235648.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2006,231783.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2005,229242.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2004,227427.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2003,223771.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2002,215190.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,4. čtvrtletí 2001,208271.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,3. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,2. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Moravskoslezský kraj,1. čtvrtletí 2001,
