Ukazatel,Ekonomické subjekty ,Území,Čtvrtletí,value
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,4. čtvrtletí 2005,144260.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,4. čtvrtletí 2004,142796.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,4. čtvrtletí 2003,141375.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,4. čtvrtletí 2002,135717.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,4. čtvrtletí 2001,128073.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,3. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,2. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Jihočeský kraj,1. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2025,139508.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2025,138949.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2025,138473.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2024,137926.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2024,137457.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2024,136769.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2024,137212.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2023,137082.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2023,136839.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2023,136838.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2023,139859.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2022,149980.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2022,150623.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2022,150048.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2022,149465.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2021,149138.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2021,148627.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2021,148218.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2021,147764.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2020,147671.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2019,146382.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2018,147014.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2017,145763.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2016,144545.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2015,143478.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2014,142307.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2013,141202.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2012,147750.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2011,147419.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2010,144632.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2009,140383.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2008,136698.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2007,132217.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2006,129639.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2005,127341.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2004,125065.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2003,123475.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2002,117566.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,4. čtvrtletí 2001,111961.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,3. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,2. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Plzeňský kraj,1. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2025,68095.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2025,67943.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2025,67801.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2024,67730.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2024,67493.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2024,67331.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2024,67721.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2023,67824.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2023,67878.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2023,67988.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2023,69451.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2022,74396.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2022,74454.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2022,74308.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2022,74177.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2021,74009.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2021,73886.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2021,73741.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2021,73784.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2020,73997.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2020,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2019,74190.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2019,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2018,75198.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2018,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2017,75620.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2017,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2016,75772.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2016,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2015,75921.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2015,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2014,76602.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2014,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2013,76802.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2013,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2012,83103.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2012,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2011,83396.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2011,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2010,82322.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2010,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2009,80979.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2009,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2008,80802.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2008,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2007,77780.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2007,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2006,76814.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2006,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2005,75762.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2005,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2004,74580.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2004,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2003,73656.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2003,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2002,70591.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2002,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,4. čtvrtletí 2001,63164.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,3. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,2. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Karlovarský kraj,1. čtvrtletí 2001,
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2025,165854.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2025,165182.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2025,164655.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2024,164198.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2024,163862.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2024,163101.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2024,163418.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2023,163270.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2023,163158.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2023,163014.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2023,165768.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2022,177707.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2022,178692.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2022,178303.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2022,177754.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2021,177675.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2021,177149.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,2. čtvrtletí 2021,176520.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,1. čtvrtletí 2021,176291.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,4. čtvrtletí 2020,176004.0
Počet ekonomických subjektů celkem,Počet ekonomických subjektů v registru,Ústecký kraj,3. čtvrtletí 2020,
