Ukazatel,Typ indexu,Území,Klasifikace CZ-CPA,Čtvrtletí,value
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,4. čtvrtletí 2019,126.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,1. čtvrtletí 2020,128.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,2. čtvrtletí 2020,130.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,3. čtvrtletí 2020,130.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,4. čtvrtletí 2020,129.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,1. čtvrtletí 2021,130.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,2. čtvrtletí 2021,130.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,3. čtvrtletí 2021,130.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,4. čtvrtletí 2021,131.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,1. čtvrtletí 2022,132.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,2. čtvrtletí 2022,132.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,3. čtvrtletí 2022,132.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,4. čtvrtletí 2022,133.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,1. čtvrtletí 2023,135.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,2. čtvrtletí 2023,136.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,3. čtvrtletí 2023,137.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,4. čtvrtletí 2023,137.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,1. čtvrtletí 2024,138.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,2. čtvrtletí 2024,138.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,3. čtvrtletí 2024,139.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,4. čtvrtletí 2024,139.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,1. čtvrtletí 2025,144.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Ostatní pojištění motorových vozidel,2. čtvrtletí 2025,146.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,1. čtvrtletí 2015,100.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,2. čtvrtletí 2015,100.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,3. čtvrtletí 2015,100.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,4. čtvrtletí 2015,100.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,1. čtvrtletí 2016,97.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,2. čtvrtletí 2016,94.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,3. čtvrtletí 2016,94.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,4. čtvrtletí 2016,94.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,1. čtvrtletí 2017,94.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,2. čtvrtletí 2017,94.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,3. čtvrtletí 2017,94.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,4. čtvrtletí 2017,94.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,1. čtvrtletí 2018,94.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,2. čtvrtletí 2018,95.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,3. čtvrtletí 2018,95.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,4. čtvrtletí 2018,95.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,1. čtvrtletí 2019,96.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,2. čtvrtletí 2019,97.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,3. čtvrtletí 2019,97.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,4. čtvrtletí 2019,97.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,1. čtvrtletí 2020,98.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,2. čtvrtletí 2020,98.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,3. čtvrtletí 2020,98.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,4. čtvrtletí 2020,98.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,1. čtvrtletí 2021,98.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,2. čtvrtletí 2021,98.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,3. čtvrtletí 2021,98.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,4. čtvrtletí 2021,98.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,1. čtvrtletí 2022,98.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,2. čtvrtletí 2022,98.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,3. čtvrtletí 2022,100.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,4. čtvrtletí 2022,100.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,1. čtvrtletí 2023,100.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,2. čtvrtletí 2023,100.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,3. čtvrtletí 2023,100.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,4. čtvrtletí 2023,101.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,1. čtvrtletí 2024,102.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,2. čtvrtletí 2024,103.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,3. čtvrtletí 2024,103.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,4. čtvrtletí 2024,104.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,1. čtvrtletí 2025,105.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru a jiným škodám,2. čtvrtletí 2025,106.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,1. čtvrtletí 2015,100.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,2. čtvrtletí 2015,99.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,3. čtvrtletí 2015,99.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,4. čtvrtletí 2015,99.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,1. čtvrtletí 2016,98.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,2. čtvrtletí 2016,96.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,3. čtvrtletí 2016,96.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,4. čtvrtletí 2016,96.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,1. čtvrtletí 2017,96.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,2. čtvrtletí 2017,96.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,3. čtvrtletí 2017,96.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,4. čtvrtletí 2017,96.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,1. čtvrtletí 2018,97.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,2. čtvrtletí 2018,97.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,3. čtvrtletí 2018,97.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,4. čtvrtletí 2018,97.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,1. čtvrtletí 2019,98.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,2. čtvrtletí 2019,99.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,3. čtvrtletí 2019,100.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,4. čtvrtletí 2019,100.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,1. čtvrtletí 2020,100.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,2. čtvrtletí 2020,101.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,3. čtvrtletí 2020,101.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,4. čtvrtletí 2020,101.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,1. čtvrtletí 2021,101.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,2. čtvrtletí 2021,101.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,3. čtvrtletí 2021,101.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,4. čtvrtletí 2021,102.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,1. čtvrtletí 2022,100.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,2. čtvrtletí 2022,99.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,3. čtvrtletí 2022,102.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,4. čtvrtletí 2022,102.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,1. čtvrtletí 2023,102.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,2. čtvrtletí 2023,102.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,3. čtvrtletí 2023,102.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,4. čtvrtletí 2023,102.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,1. čtvrtletí 2024,104.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,2. čtvrtletí 2024,105.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,3. čtvrtletí 2024,105.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,4. čtvrtletí 2024,106.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,1. čtvrtletí 2025,107.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti požáru,2. čtvrtletí 2025,108.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),1. čtvrtletí 2015,100.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),2. čtvrtletí 2015,100.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),3. čtvrtletí 2015,100.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),4. čtvrtletí 2015,100.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),1. čtvrtletí 2016,93.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),2. čtvrtletí 2016,87.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),3. čtvrtletí 2016,87.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),4. čtvrtletí 2016,87.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),1. čtvrtletí 2017,87.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),2. čtvrtletí 2017,87.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),3. čtvrtletí 2017,87.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),4. čtvrtletí 2017,87.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),1. čtvrtletí 2018,87.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),2. čtvrtletí 2018,88.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),3. čtvrtletí 2018,88.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),4. čtvrtletí 2018,88.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),1. čtvrtletí 2019,89.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),2. čtvrtletí 2019,89.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),3. čtvrtletí 2019,90.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),4. čtvrtletí 2019,90.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),1. čtvrtletí 2020,90.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),2. čtvrtletí 2020,90.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),3. čtvrtletí 2020,90.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),4. čtvrtletí 2020,90.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),1. čtvrtletí 2021,90.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),2. čtvrtletí 2021,90.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),3. čtvrtletí 2021,90.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),4. čtvrtletí 2021,91.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),1. čtvrtletí 2022,91.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),2. čtvrtletí 2022,92.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),3. čtvrtletí 2022,94.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),4. čtvrtletí 2022,94.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),1. čtvrtletí 2023,94.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),2. čtvrtletí 2023,94.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),3. čtvrtletí 2023,94.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),4. čtvrtletí 2023,94.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),1. čtvrtletí 2024,95.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),2. čtvrtletí 2024,96.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),3. čtvrtletí 2024,96.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),4. čtvrtletí 2024,97.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),1. čtvrtletí 2025,98.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pojištění majetku proti ostatním škodám (odcizení),2. čtvrtletí 2025,99.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,1. čtvrtletí 2015,100.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,2. čtvrtletí 2015,99.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,3. čtvrtletí 2015,99.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,4. čtvrtletí 2015,99.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,1. čtvrtletí 2016,99.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,2. čtvrtletí 2016,99.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,3. čtvrtletí 2016,99.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,4. čtvrtletí 2016,99.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,1. čtvrtletí 2017,99.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,2. čtvrtletí 2017,99.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,3. čtvrtletí 2017,99.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,4. čtvrtletí 2017,99.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,1. čtvrtletí 2018,101.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,2. čtvrtletí 2018,102.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,3. čtvrtletí 2018,102.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,4. čtvrtletí 2018,102.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,1. čtvrtletí 2019,103.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,2. čtvrtletí 2019,103.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,3. čtvrtletí 2019,103.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,4. čtvrtletí 2019,103.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,1. čtvrtletí 2020,105.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,2. čtvrtletí 2020,106.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,3. čtvrtletí 2020,106.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,4. čtvrtletí 2020,106.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,1. čtvrtletí 2021,106.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,2. čtvrtletí 2021,107.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,3. čtvrtletí 2021,108.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,4. čtvrtletí 2021,108.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,1. čtvrtletí 2022,110.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,2. čtvrtletí 2022,110.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,3. čtvrtletí 2022,111.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,4. čtvrtletí 2022,111.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,1. čtvrtletí 2023,115.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,2. čtvrtletí 2023,118.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,3. čtvrtletí 2023,119.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,4. čtvrtletí 2023,119.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,1. čtvrtletí 2024,125.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pronájem a správa vlastních nebo pronajatých nemovitostí,2. čtvrtletí 2024,128.3
