Ukazatel,Typ indexu,Území,Klasifikace CZ-CPA,Čtvrtletí,value
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,3. čtvrtletí 2019,105.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,4. čtvrtletí 2019,106.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,1. čtvrtletí 2020,107.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,2. čtvrtletí 2020,108.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,3. čtvrtletí 2020,107.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,4. čtvrtletí 2020,108.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,1. čtvrtletí 2021,108.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,2. čtvrtletí 2021,109.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,3. čtvrtletí 2021,109.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,4. čtvrtletí 2021,110.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,1. čtvrtletí 2022,113.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,2. čtvrtletí 2022,115.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,3. čtvrtletí 2022,116.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,4. čtvrtletí 2022,118.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,1. čtvrtletí 2023,119.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,2. čtvrtletí 2023,123.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,3. čtvrtletí 2023,122.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,4. čtvrtletí 2023,124.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,1. čtvrtletí 2024,125.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,2. čtvrtletí 2024,127.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,3. čtvrtletí 2024,126.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,4. čtvrtletí 2024,128.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,1. čtvrtletí 2025,129.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Index cen tržních služeb,2. čtvrtletí 2025,132.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,1. čtvrtletí 2015,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,2. čtvrtletí 2015,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,3. čtvrtletí 2015,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,4. čtvrtletí 2015,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,1. čtvrtletí 2016,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,2. čtvrtletí 2016,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,3. čtvrtletí 2016,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,4. čtvrtletí 2016,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,1. čtvrtletí 2017,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,2. čtvrtletí 2017,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,3. čtvrtletí 2017,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,4. čtvrtletí 2017,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,1. čtvrtletí 2018,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,2. čtvrtletí 2018,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,3. čtvrtletí 2018,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,4. čtvrtletí 2018,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,1. čtvrtletí 2019,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,2. čtvrtletí 2019,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,3. čtvrtletí 2019,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,4. čtvrtletí 2019,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,1. čtvrtletí 2020,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,2. čtvrtletí 2020,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,3. čtvrtletí 2020,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,4. čtvrtletí 2020,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,1. čtvrtletí 2021,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,2. čtvrtletí 2021,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,3. čtvrtletí 2021,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,4. čtvrtletí 2021,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,1. čtvrtletí 2022,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,2. čtvrtletí 2022,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,3. čtvrtletí 2022,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,4. čtvrtletí 2022,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,1. čtvrtletí 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,2. čtvrtletí 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,3. čtvrtletí 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,4. čtvrtletí 2023,
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,1. čtvrtletí 2024,124.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,2. čtvrtletí 2024,125.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,3. čtvrtletí 2024,125.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,4. čtvrtletí 2024,126.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,1. čtvrtletí 2025,128.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Tržní služby bez reklam,2. čtvrtletí 2025,129.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,1. čtvrtletí 2015,100.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,2. čtvrtletí 2015,99.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,3. čtvrtletí 2015,100.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,4. čtvrtletí 2015,99.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,1. čtvrtletí 2016,99.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,2. čtvrtletí 2016,99.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,3. čtvrtletí 2016,99.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,4. čtvrtletí 2016,98.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,1. čtvrtletí 2017,99.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,2. čtvrtletí 2017,99.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,3. čtvrtletí 2017,99.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,4. čtvrtletí 2017,99.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,1. čtvrtletí 2018,100.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,2. čtvrtletí 2018,100.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,3. čtvrtletí 2018,101.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,4. čtvrtletí 2018,101.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,1. čtvrtletí 2019,102.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,2. čtvrtletí 2019,103.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,3. čtvrtletí 2019,103.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,4. čtvrtletí 2019,103.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,1. čtvrtletí 2020,104.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,2. čtvrtletí 2020,104.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,3. čtvrtletí 2020,104.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,4. čtvrtletí 2020,105.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,1. čtvrtletí 2021,105.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,2. čtvrtletí 2021,106.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,3. čtvrtletí 2021,106.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,4. čtvrtletí 2021,106.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,1. čtvrtletí 2022,109.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,2. čtvrtletí 2022,112.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,3. čtvrtletí 2022,113.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,4. čtvrtletí 2022,115.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,1. čtvrtletí 2023,115.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,2. čtvrtletí 2023,118.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,3. čtvrtletí 2023,117.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,4. čtvrtletí 2023,118.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,1. čtvrtletí 2024,118.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,2. čtvrtletí 2024,118.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,3. čtvrtletí 2024,118.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,4. čtvrtletí 2024,118.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,1. čtvrtletí 2025,118.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Pozemní a potrubní doprava,2. čtvrtletí 2025,118.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,1. čtvrtletí 2015,97.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,2. čtvrtletí 2015,100.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,3. čtvrtletí 2015,100.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,4. čtvrtletí 2015,100.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,1. čtvrtletí 2016,100.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,2. čtvrtletí 2016,99.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,3. čtvrtletí 2016,99.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,4. čtvrtletí 2016,99.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,1. čtvrtletí 2017,99.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,2. čtvrtletí 2017,99.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,3. čtvrtletí 2017,98.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,4. čtvrtletí 2017,98.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,1. čtvrtletí 2018,98.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,2. čtvrtletí 2018,89.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,3. čtvrtletí 2018,89.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,4. čtvrtletí 2018,89.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,1. čtvrtletí 2019,89.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,2. čtvrtletí 2019,101.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,3. čtvrtletí 2019,104.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,4. čtvrtletí 2019,104.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,1. čtvrtletí 2020,104.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,2. čtvrtletí 2020,104.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,3. čtvrtletí 2020,105.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,4. čtvrtletí 2020,105.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,1. čtvrtletí 2021,105.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,2. čtvrtletí 2021,103.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,3. čtvrtletí 2021,102.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,4. čtvrtletí 2021,123.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,1. čtvrtletí 2022,126.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,2. čtvrtletí 2022,122.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,3. čtvrtletí 2022,122.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,4. čtvrtletí 2022,122.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,1. čtvrtletí 2023,131.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,2. čtvrtletí 2023,136.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,3. čtvrtletí 2023,136.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,4. čtvrtletí 2023,136.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,1. čtvrtletí 2024,136.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,2. čtvrtletí 2024,136.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,3. čtvrtletí 2024,137.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,4. čtvrtletí 2024,140.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,1. čtvrtletí 2025,138.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Vodní doprava,2. čtvrtletí 2025,137.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,1. čtvrtletí 2015,99.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,2. čtvrtletí 2015,100.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,3. čtvrtletí 2015,100.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,4. čtvrtletí 2015,100.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,1. čtvrtletí 2016,99.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,2. čtvrtletí 2016,99.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,3. čtvrtletí 2016,99.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,4. čtvrtletí 2016,99.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,1. čtvrtletí 2017,99.9
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,2. čtvrtletí 2017,100.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,3. čtvrtletí 2017,100.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,4. čtvrtletí 2017,100.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,1. čtvrtletí 2018,97.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,2. čtvrtletí 2018,98.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,3. čtvrtletí 2018,97.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,4. čtvrtletí 2018,98.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,1. čtvrtletí 2019,96.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,2. čtvrtletí 2019,96.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,3. čtvrtletí 2019,96.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,4. čtvrtletí 2019,96.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,1. čtvrtletí 2020,102.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,2. čtvrtletí 2020,101.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,3. čtvrtletí 2020,101.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,4. čtvrtletí 2020,101.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,1. čtvrtletí 2021,102.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,2. čtvrtletí 2021,102.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,3. čtvrtletí 2021,102.7
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,4. čtvrtletí 2021,102.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,1. čtvrtletí 2022,117.6
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,2. čtvrtletí 2022,118.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,3. čtvrtletí 2022,118.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,4. čtvrtletí 2022,118.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,1. čtvrtletí 2023,121.8
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,2. čtvrtletí 2023,122.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,3. čtvrtletí 2023,123.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,4. čtvrtletí 2023,122.5
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,1. čtvrtletí 2024,121.3
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,2. čtvrtletí 2024,122.0
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,3. čtvrtletí 2024,122.2
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,4. čtvrtletí 2024,122.1
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,1. čtvrtletí 2025,128.4
Index cen za poskytnutí tržních služeb (%),Bazický index (2015 = 100),Česko,Skladování a podpůrné služby v dopravě,2. čtvrtletí 2025,129.7
