Roky;ČR, kraje;Ukazatel;value
2024;Karlovarský kraj;Rozvody na 1 000 obyvatel;2.1549446091
2024;Karlovarský kraj;Novorozenecká úmrtnost;0.5512679162
2024;Karlovarský kraj;Kojenecká úmrtnost;1.1025358324
2024;Ústecký kraj;Živě narození na 1 000 obyvatel;7.5791565778
2024;Ústecký kraj;Zemřelí na 1 000 obyvatel;11.7333550869
2024;Ústecký kraj;Přirozený přírůstek/úbytek na 1 000 obyvatel;-4.1541985091
2024;Ústecký kraj;Přistěhovalí na 1 000 obyvatel;13.7307322934
2024;Ústecký kraj;Vystěhovalí na 1 000 obyvatel;13.0534038843
2024;Ústecký kraj;Přírůstek/úbytek stěhováním na 1 000 obyvatel;0.6773284091
2024;Ústecký kraj;Celkový přírůstek/úbytek na 1 000 obyvatel;-3.4768701
2024;Ústecký kraj;Sňatky na 1 000 obyvatel;4.2011665375
2024;Ústecký kraj;Rozvody na 1 000 obyvatel;2.0455812355
2024;Ústecký kraj;Novorozenecká úmrtnost;2.6092628832
2024;Ústecký kraj;Kojenecká úmrtnost;3.9138943249
2024;Liberecký kraj;Živě narození na 1 000 obyvatel;7.2389107587
2024;Liberecký kraj;Zemřelí na 1 000 obyvatel;10.5256833349
2024;Liberecký kraj;Přirozený přírůstek/úbytek na 1 000 obyvatel;-3.2867725763
2024;Liberecký kraj;Přistěhovalí na 1 000 obyvatel;18.7236996998
2024;Liberecký kraj;Vystěhovalí na 1 000 obyvatel;18.1829510634
2024;Liberecký kraj;Přírůstek/úbytek stěhováním na 1 000 obyvatel;0.5407486364
2024;Liberecký kraj;Celkový přírůstek/úbytek na 1 000 obyvatel;-2.7460239398
2024;Liberecký kraj;Sňatky na 1 000 obyvatel;4.0389250006
2024;Liberecký kraj;Rozvody na 1 000 obyvatel;1.958266667
2024;Liberecký kraj;Novorozenecká úmrtnost;0.0
2024;Liberecký kraj;Kojenecká úmrtnost;0.9222256379
2024;Královéhradecký kraj;Živě narození na 1 000 obyvatel;7.4567886121
2024;Královéhradecký kraj;Zemřelí na 1 000 obyvatel;10.5892879325
2024;Královéhradecký kraj;Přirozený přírůstek/úbytek na 1 000 obyvatel;-3.1324993204
2024;Královéhradecký kraj;Přistěhovalí na 1 000 obyvatel;18.2747129893
2024;Královéhradecký kraj;Vystěhovalí na 1 000 obyvatel;16.9893080957
2024;Královéhradecký kraj;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.2854048935
2024;Královéhradecký kraj;Celkový přírůstek/úbytek na 1 000 obyvatel;-1.8470944269
2024;Královéhradecký kraj;Sňatky na 1 000 obyvatel;4.0866514122
2024;Královéhradecký kraj;Rozvody na 1 000 obyvatel;1.9407093491
2024;Královéhradecký kraj;Novorozenecká úmrtnost;1.9314340898
2024;Královéhradecký kraj;Kojenecká úmrtnost;2.4142926123
2024;Pardubický kraj;Živě narození na 1 000 obyvatel;7.9338549546
2024;Pardubický kraj;Zemřelí na 1 000 obyvatel;10.2775621668
2024;Pardubický kraj;Přirozený přírůstek/úbytek na 1 000 obyvatel;-2.3437072122
2024;Pardubický kraj;Přistěhovalí na 1 000 obyvatel;19.7902561459
2024;Pardubický kraj;Vystěhovalí na 1 000 obyvatel;17.6184082054
2024;Pardubický kraj;Přírůstek/úbytek stěhováním na 1 000 obyvatel;2.1718479404
2024;Pardubický kraj;Celkový přírůstek/úbytek na 1 000 obyvatel;-0.1718592718
2024;Pardubický kraj;Sňatky na 1 000 obyvatel;3.9792031395
2024;Pardubický kraj;Rozvody na 1 000 obyvatel;1.9338889487
2024;Pardubický kraj;Novorozenecká úmrtnost;1.904308498
2024;Pardubický kraj;Kojenecká úmrtnost;2.1423470602
2024;Kraj Vysočina;Živě narození na 1 000 obyvatel;8.0932659926
2024;Kraj Vysočina;Zemřelí na 1 000 obyvatel;10.4608944761
2024;Kraj Vysočina;Přirozený přírůstek/úbytek na 1 000 obyvatel;-2.3676284835
2024;Kraj Vysočina;Přistěhovalí na 1 000 obyvatel;19.4265464541
2024;Kraj Vysočina;Vystěhovalí na 1 000 obyvatel;17.6643654504
2024;Kraj Vysočina;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.7621810037
2024;Kraj Vysočina;Celkový přírůstek/úbytek na 1 000 obyvatel;-0.6054474798
2024;Kraj Vysočina;Sňatky na 1 000 obyvatel;3.8396589377
2024;Kraj Vysočina;Rozvody na 1 000 obyvatel;1.7176912527
2024;Kraj Vysočina;Novorozenecká úmrtnost;1.4340344168
2024;Kraj Vysočina;Kojenecká úmrtnost;1.9120458891
2024;Jihomoravský kraj;Živě narození na 1 000 obyvatel;8.0496750111
2024;Jihomoravský kraj;Zemřelí na 1 000 obyvatel;9.9837831841
2024;Jihomoravský kraj;Přirozený přírůstek/úbytek na 1 000 obyvatel;-1.934108173
2024;Jihomoravský kraj;Přistěhovalí na 1 000 obyvatel;20.5059516041
2024;Jihomoravský kraj;Vystěhovalí na 1 000 obyvatel;16.4558263071
2024;Jihomoravský kraj;Přírůstek/úbytek stěhováním na 1 000 obyvatel;4.0501252969
2024;Jihomoravský kraj;Celkový přírůstek/úbytek na 1 000 obyvatel;2.1160171239
2024;Jihomoravský kraj;Sňatky na 1 000 obyvatel;4.1145683782
2024;Jihomoravský kraj;Rozvody na 1 000 obyvatel;1.8664021509
2024;Jihomoravský kraj;Novorozenecká úmrtnost;1.317389542
2024;Jihomoravský kraj;Kojenecká úmrtnost;2.0267531415
2024;Olomoucký kraj;Živě narození na 1 000 obyvatel;7.8279776959
2024;Olomoucký kraj;Zemřelí na 1 000 obyvatel;11.033283554
2024;Olomoucký kraj;Přirozený přírůstek/úbytek na 1 000 obyvatel;-3.2053058581
2024;Olomoucký kraj;Přistěhovalí na 1 000 obyvatel;14.1309012706
2024;Olomoucký kraj;Vystěhovalí na 1 000 obyvatel;13.0856928386
2024;Olomoucký kraj;Přírůstek/úbytek stěhováním na 1 000 obyvatel;1.045208432
2024;Olomoucký kraj;Celkový přírůstek/úbytek na 1 000 obyvatel;-2.1600974261
2024;Olomoucký kraj;Sňatky na 1 000 obyvatel;3.8308472681
2024;Olomoucký kraj;Rozvody na 1 000 obyvatel;1.9573903363
2024;Olomoucký kraj;Novorozenecká úmrtnost;2.6299817924
2024;Olomoucký kraj;Kojenecká úmrtnost;3.4392069593
2024;Zlínský kraj;Živě narození na 1 000 obyvatel;7.6782557047
2024;Zlínský kraj;Zemřelí na 1 000 obyvatel;10.888032488
2024;Zlínský kraj;Přirozený přírůstek/úbytek na 1 000 obyvatel;-3.2097767832
2024;Zlínský kraj;Přistěhovalí na 1 000 obyvatel;12.2624178131
2024;Zlínský kraj;Vystěhovalí na 1 000 obyvatel;12.0673103486
2024;Zlínský kraj;Přírůstek/úbytek stěhováním na 1 000 obyvatel;0.1951074645
2024;Zlínský kraj;Celkový přírůstek/úbytek na 1 000 obyvatel;-3.0146693187
2024;Zlínský kraj;Sňatky na 1 000 obyvatel;3.8486242334
2024;Zlínský kraj;Rozvody na 1 000 obyvatel;1.8336648434
2024;Zlínský kraj;Novorozenecká úmrtnost;2.4735776928
2024;Zlínský kraj;Kojenecká úmrtnost;2.9233190915
2024;Moravskoslezský kraj;Živě narození na 1 000 obyvatel;7.2678958218
2024;Moravskoslezský kraj;Zemřelí na 1 000 obyvatel;11.4826001003
2024;Moravskoslezský kraj;Přirozený přírůstek/úbytek na 1 000 obyvatel;-4.2147042785
2024;Moravskoslezský kraj;Přistěhovalí na 1 000 obyvatel;9.3132049479
2024;Moravskoslezský kraj;Vystěhovalí na 1 000 obyvatel;10.6621129065
2024;Moravskoslezský kraj;Přírůstek/úbytek stěhováním na 1 000 obyvatel;-1.3489079586
2024;Moravskoslezský kraj;Celkový přírůstek/úbytek na 1 000 obyvatel;-5.5636122371
2024;Moravskoslezský kraj;Sňatky na 1 000 obyvatel;4.1497068362
2024;Moravskoslezský kraj;Rozvody na 1 000 obyvatel;1.8807052138
2024;Moravskoslezský kraj;Novorozenecká úmrtnost;2.3228803717
2024;Moravskoslezský kraj;Kojenecká úmrtnost;3.6004645761
