Roky;Území;Ukazatel;value
2023;Zlínský kraj;"Nahodilá těžba dřeva celkem  (z těžby dřeva celkem; m³ bez kůry)";612303.0
2023;Zlínský kraj;Prořezávky (ha);2976.94
2023;Zlínský kraj;Probírky (ha);3286.79
2023;Moravskoslezský kraj;Lesní pozemky k 31. 12. (ha);194777.2701
2023;Moravskoslezský kraj;Plochy dřevin k 31. 12. - celkem (ha);182059.73
2023;Moravskoslezský kraj;Zalesňování celkem (ha);1566.26
2023;Moravskoslezský kraj;Přirozená obnova lesa (ha);511.38
2023;Moravskoslezský kraj;Těžba dřeva celkem (m³ bez kůry);1156887.0
2023;Moravskoslezský kraj;"Nahodilá těžba dřeva celkem  (z těžby dřeva celkem; m³ bez kůry)";836854.0
2023;Moravskoslezský kraj;Prořezávky (ha);4055.29
2023;Moravskoslezský kraj;Probírky (ha);2562.71
