Ukazatel;Území;Rodinný stav nevěsty;Věk nevěsty (jednoleté skupiny);Roky;value
Sňatky;Česko;Celkem;62;2012;72.0
Sňatky;Česko;Celkem;62;2011;72.0
Sňatky;Česko;Celkem;62;2010;69.0
Sňatky;Česko;Celkem;62;2009;83.0
Sňatky;Česko;Celkem;62;2008;94.0
Sňatky;Česko;Celkem;62;2007;79.0
Sňatky;Česko;Celkem;62;2006;67.0
Sňatky;Česko;Celkem;62;2005;70.0
Sňatky;Česko;Celkem;62;2004;36.0
Sňatky;Česko;Celkem;62;2003;45.0
Sňatky;Česko;Celkem;62;2002;44.0
Sňatky;Česko;Celkem;62;2001;44.0
Sňatky;Česko;Celkem;63;2024;
Sňatky;Česko;Celkem;63;2023;123.0
Sňatky;Česko;Celkem;63;2022;147.0
Sňatky;Česko;Celkem;63;2021;134.0
Sňatky;Česko;Celkem;63;2020;101.0
Sňatky;Česko;Celkem;63;2019;129.0
Sňatky;Česko;Celkem;63;2018;92.0
Sňatky;Česko;Celkem;63;2017;108.0
Sňatky;Česko;Celkem;63;2016;98.0
Sňatky;Česko;Celkem;63;2015;83.0
Sňatky;Česko;Celkem;63;2014;75.0
Sňatky;Česko;Celkem;63;2013;79.0
Sňatky;Česko;Celkem;63;2012;65.0
Sňatky;Česko;Celkem;63;2011;68.0
Sňatky;Česko;Celkem;63;2010;79.0
Sňatky;Česko;Celkem;63;2009;55.0
Sňatky;Česko;Celkem;63;2008;72.0
Sňatky;Česko;Celkem;63;2007;72.0
Sňatky;Česko;Celkem;63;2006;56.0
Sňatky;Česko;Celkem;63;2005;55.0
Sňatky;Česko;Celkem;63;2004;41.0
Sňatky;Česko;Celkem;63;2003;40.0
Sňatky;Česko;Celkem;63;2002;27.0
Sňatky;Česko;Celkem;63;2001;26.0
Sňatky;Česko;Celkem;64;2024;
Sňatky;Česko;Celkem;64;2023;123.0
Sňatky;Česko;Celkem;64;2022;122.0
Sňatky;Česko;Celkem;64;2021;108.0
Sňatky;Česko;Celkem;64;2020;83.0
Sňatky;Česko;Celkem;64;2019;104.0
Sňatky;Česko;Celkem;64;2018;99.0
Sňatky;Česko;Celkem;64;2017;104.0
Sňatky;Česko;Celkem;64;2016;85.0
Sňatky;Česko;Celkem;64;2015;68.0
Sňatky;Česko;Celkem;64;2014;68.0
Sňatky;Česko;Celkem;64;2013;44.0
Sňatky;Česko;Celkem;64;2012;59.0
Sňatky;Česko;Celkem;64;2011;65.0
Sňatky;Česko;Celkem;64;2010;52.0
Sňatky;Česko;Celkem;64;2009;56.0
Sňatky;Česko;Celkem;64;2008;66.0
Sňatky;Česko;Celkem;64;2007;41.0
Sňatky;Česko;Celkem;64;2006;46.0
Sňatky;Česko;Celkem;64;2005;42.0
Sňatky;Česko;Celkem;64;2004;39.0
Sňatky;Česko;Celkem;64;2003;27.0
Sňatky;Česko;Celkem;64;2002;41.0
Sňatky;Česko;Celkem;64;2001;30.0
Sňatky;Česko;Celkem;65 a více;2024;
Sňatky;Česko;Celkem;65 a více;2023;800.0
Sňatky;Česko;Celkem;65 a více;2022;799.0
Sňatky;Česko;Celkem;65 a více;2021;645.0
Sňatky;Česko;Celkem;65 a více;2020;545.0
Sňatky;Česko;Celkem;65 a více;2019;640.0
Sňatky;Česko;Celkem;65 a více;2018;530.0
Sňatky;Česko;Celkem;65 a více;2017;486.0
Sňatky;Česko;Celkem;65 a více;2016;420.0
Sňatky;Česko;Celkem;65 a více;2015;374.0
Sňatky;Česko;Celkem;65 a více;2014;345.0
Sňatky;Česko;Celkem;65 a více;2013;325.0
Sňatky;Česko;Celkem;65 a více;2012;262.0
Sňatky;Česko;Celkem;65 a více;2011;252.0
Sňatky;Česko;Celkem;65 a více;2010;244.0
Sňatky;Česko;Celkem;65 a více;2009;264.0
Sňatky;Česko;Celkem;65 a více;2008;267.0
Sňatky;Česko;Celkem;65 a více;2007;230.0
Sňatky;Česko;Celkem;65 a více;2006;220.0
Sňatky;Česko;Celkem;65 a více;2005;228.0
Sňatky;Česko;Celkem;65 a více;2004;226.0
Sňatky;Česko;Celkem;65 a více;2003;197.0
Sňatky;Česko;Celkem;65 a více;2002;178.0
Sňatky;Česko;Celkem;65 a více;2001;186.0
