Území,Ukazatel,Očištění,Typ indexu,Typ tržeb,Vybraná průmyslová činnost,Roky,value
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2009,104.1899087014
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2008,103.7026364198
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2007,144.446380339
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2006,123.5165530908
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2005,102.2438519276
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2004,91.6325384266
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2003,117.1677132669
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2002,87.9067086448
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2001,132.4543067229
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,30 Výroba ostatních dopravních prostředků a zařízení,2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2024,105.1321548773
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2023,91.2810710339
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2022,109.1520103783
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2021,113.8011783105
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2020,94.569157795
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2019,101.6877198291
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2018,102.0589578616
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2017,102.1784402811
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2016,105.5514438529
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2015,104.9286329708
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2014,108.820843865
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2013,105.8638814842
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2012,97.4717606257
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2011,101.4569608959
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2010,91.3156415454
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2009,87.144985294
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2008,93.418847097
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2007,111.4917711472
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2006,105.6239773063
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2005,102.2343963089
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2004,108.2693627849
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2003,92.0088843954
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2002,91.1365855087
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2001,111.3285906587
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,31 Výroba nábytku,2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2024,107.5756846658
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2023,97.6520994781
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2022,107.6632369958
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2021,108.0316421691
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2020,104.8694849594
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2019,102.7314671543
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2018,109.1031473818
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2017,100.4512606576
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2016,99.8445236557
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2015,113.3982647703
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2014,108.6520773025
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2013,109.2868773402
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2012,102.1340581286
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2011,104.9435381405
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2010,107.8479581295
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2009,82.3439741437
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2008,101.6681784847
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2007,105.786952386
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2006,107.6478577137
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2005,101.4387052099
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2004,122.0723158835
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2003,101.5092205532
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2002,95.3097662905
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2001,111.5780964359
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,32 Ostatní zpracovatelský průmysl,2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2024,102.7962839048
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2023,114.8170999288
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2022,113.38918346
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2021,106.1596347758
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2020,99.2776688936
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2019,110.7917172421
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2018,107.6760475152
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2017,99.8291595472
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2016,103.5420436537
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2015,95.6521502249
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2014,107.6161755893
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2013,103.3677638709
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2012,95.2609772884
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2011,111.0313409546
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2010,97.5343043494
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2009,118.4413707077
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2008,109.9440448063
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2007,108.3119385
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2006,109.8043718376
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2005,97.0827899978
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2004,121.3641870566
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2003,95.7037540329
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2002,129.1056068458
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2001,108.8418617153
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,33 Opravy a instalace strojů a zařízení,2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2024,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2023,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2022,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2021,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2020,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2019,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2018,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2017,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2016,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2015,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2014,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2013,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2012,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2011,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2010,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2009,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2008,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2007,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2006,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2005,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2004,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2003,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2002,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2001,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,"35 Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2000,
