Území,Ukazatel,Očištění,Typ indexu,CZ-NACE,Roky,value
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba elektrických  zařízení,2000,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2024,91.4321559309
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2023,98.6202533836
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2022,104.9183853179
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2021,108.5050490684
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2020,87.3787268543
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2019,99.1833897288
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2018,101.7329601207
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2017,109.2699655619
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2016,102.3799178721
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2015,102.7958016404
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2014,103.3571989509
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2013,102.7242447548
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2012,102.4735104924
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2011,110.7697418707
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2010,114.2718011854
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2009,71.8918606886
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2008,106.1395537411
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2007,115.7651683157
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2006,120.7079487804
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2005,111.111938277
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2004,122.3148985542
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2003,106.5611277041
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2002,99.2192647636
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2001,108.801179249
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba strojů a  zařízení, j.n.",2000,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2024,98.4488267297
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2023,117.1291574906
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2022,111.6573738438
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2021,103.9423986119
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2020,88.0489887101
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2019,100.0561857645
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2018,102.3445523156
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2017,109.9213579083
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2016,111.1841976852
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2015,112.5132235602
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2014,113.4095761357
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2013,96.6700185891
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2012,101.4432161803
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2011,121.242489555
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2010,121.8431608297
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2009,89.6204602909
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2008,98.6787851199
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2007,116.6342608117
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2006,118.8648175528
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2005,123.2480688348
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2004,115.3586268454
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2003,107.722223623
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2002,108.090966455
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2001,118.2041441122
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba motorových vozidel (kromě motocyklů), přívěsu a návěsu",2000,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2024,95.4305137463
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2023,125.0228819159
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2022,93.1607557826
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2021,120.9233120567
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2020,96.21633515
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2019,98.534062669
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2018,110.9478302842
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2017,90.6497030541
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2016,103.833152565
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2015,105.2711278594
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2014,104.5173952373
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2013,110.0716037166
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2012,99.3290635062
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2011,121.5980591207
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2010,110.8617105403
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2009,97.6026099894
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2008,102.2564528853
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2007,145.6756988813
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2006,123.2867043469
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2005,98.716254736
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2004,89.9002070378
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2003,115.1281995769
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2002,88.0604460155
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2001,126.3613572329
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba ostatních dopravních prostředků a zařízení,2000,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2024,97.8108376706
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2023,89.1141362216
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2022,100.7621921948
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2021,111.0977710182
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2020,92.4554173931
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2019,101.0174169608
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2018,103.5649203162
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2017,104.5844021801
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2016,105.2151089036
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2015,105.4632239844
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2014,104.4973291533
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2013,104.3532582063
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2012,96.2393309779
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2011,101.6414961746
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2010,92.5326911777
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2009,86.1954724928
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2008,94.9937630376
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2007,111.1385274794
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2006,108.8230759332
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2005,102.1352324172
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2004,107.8079985973
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2003,90.989152424
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2002,94.8515810229
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2001,111.0081066016
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Výroba nábytku,2000,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2024,105.5261690793
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2023,96.2479601367
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2022,102.4157463807
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2021,106.8695547172
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2020,102.9420473645
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2019,100.7084316519
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2018,108.6657225637
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2017,100.4448547625
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2016,99.7605461328
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2015,112.6223757929
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2014,105.5152916437
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2013,107.7365836612
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2012,101.9498881483
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2011,104.1890403473
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2010,104.4283971927
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2009,80.8537020718
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2008,102.2839233227
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2007,104.3539792604
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2006,108.94486127
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2005,101.4105217406
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2004,120.6282435715
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2003,100.5864255905
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2002,96.0180820739
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2001,109.1543295124
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Ostatní zpracovatelský průmysl,2000,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2024,97.7820124947
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2023,105.7043571311
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2022,104.7330193631
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2021,102.1434049485
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2020,94.237162851
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2019,105.2290070194
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2018,104.8966460302
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2017,97.9204355845
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2016,102.3897733025
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2015,93.8726415927
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2014,107.5806445644
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2013,101.9238502429
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2012,95.1464640576
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2011,108.9485596113
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2010,95.6641583901
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2009,113.6760964183
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2008,102.3565640032
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2007,103.2683455545
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2006,108.6504293571
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2005,94.0296277239
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2004,119.1972652007
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2003,94.9265894769
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2002,126.2549380129
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2001,105.9399187453
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,Opravy a instalace strojů a zařízení,2000,
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2024,98.5241420769
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2023,88.864837631
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2022,97.687082275
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2021,103.9922830498
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2020,93.420301676
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2019,99.6285837617
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2018,101.4454102107
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2017,104.6954210175
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2016,100.9276759392
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2015,97.2646020928
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2014,97.0001855715
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2013,98.4871140941
Česko,Index průmyslové produkce,"Očištěno o kalendářní vlivy, není očištěno o sezónní vlivy",Meziroční index,"Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu",2012,99.4563998613
