Ukazatel,"ČR, regiony",Pohlaví,Věk (roky),Roky,value
Naděje dožití (ex),Česko,muži,38,2020,38.3722989264
Naděje dožití (ex),Česko,muži,38,2021,37.1905274201
Naděje dožití (ex),Česko,muži,38,2022,39.2888548936
Naděje dožití (ex),Česko,muži,38,2023,40.01137031
Naděje dožití (ex),Česko,muži,38,2024,40.3085632099
Naděje dožití (ex),Česko,muži,39,2001,34.6968346409
Naděje dožití (ex),Česko,muži,39,2002,34.7527289763
Naděje dožití (ex),Česko,muži,39,2003,34.7119230089
Naděje dožití (ex),Česko,muži,39,2004,35.1612109169
Naděje dožití (ex),Česko,muži,39,2005,35.4508473434
Naděje dožití (ex),Česko,muži,39,2006,35.9144167769
Naděje dožití (ex),Česko,muži,39,2007,36.1983756847
Naděje dožití (ex),Česko,muži,39,2008,36.4222090006
Naděje dožití (ex),Česko,muži,39,2009,36.4874998822
Naděje dožití (ex),Česko,muži,39,2010,36.6908770418
Naděje dožití (ex),Česko,muži,39,2011,37.0041479484
Naděje dožití (ex),Česko,muži,39,2012,37.2143362106
Naděje dožití (ex),Česko,muži,39,2013,37.4181923626
Naděje dožití (ex),Česko,muži,39,2014,37.8995228509
Naděje dožití (ex),Česko,muži,39,2015,37.8173533606
Naděje dožití (ex),Česko,muži,39,2016,38.2372363665
Naděje dožití (ex),Česko,muži,39,2017,38.2369388157
Naděje dožití (ex),Česko,muži,39,2018,38.3140265317
Naděje dožití (ex),Česko,muži,39,2019,38.5370945681
Naděje dožití (ex),Česko,muži,39,2020,37.4255370024
Naděje dožití (ex),Česko,muži,39,2021,36.2489803319
Naděje dožití (ex),Česko,muži,39,2022,38.3465572041
Naděje dožití (ex),Česko,muži,39,2023,39.07065226
Naděje dožití (ex),Česko,muži,39,2024,39.3674563444
Naděje dožití (ex),Česko,muži,40,2001,33.7694925719
Naděje dožití (ex),Česko,muži,40,2002,33.8242723301
Naděje dožití (ex),Česko,muži,40,2003,33.7843825519
Naděje dožití (ex),Česko,muži,40,2004,34.2320511411
Naděje dožití (ex),Česko,muži,40,2005,34.5173170991
Naděje dožití (ex),Česko,muži,40,2006,34.97843379
Naděje dožití (ex),Česko,muži,40,2007,35.2650818514
Naděje dožití (ex),Česko,muži,40,2008,35.4870527386
Naděje dožití (ex),Česko,muži,40,2009,35.5504936949
Naděje dožití (ex),Česko,muži,40,2010,35.7524663044
Naděje dožití (ex),Česko,muži,40,2011,36.0620536383
Naděje dožití (ex),Česko,muži,40,2012,36.2735380759
Naděje dožití (ex),Česko,muži,40,2013,36.4677740177
Naděje dožití (ex),Česko,muži,40,2014,36.953041414
Naděje dožití (ex),Česko,muži,40,2015,36.8686581456
Naděje dožití (ex),Česko,muži,40,2016,37.2862362393
Naděje dožití (ex),Česko,muži,40,2017,37.2870312456
Naděje dožití (ex),Česko,muži,40,2018,37.3692288674
Naděje dožití (ex),Česko,muži,40,2019,37.588183551
Naděje dožití (ex),Česko,muži,40,2020,36.4836412469
Naděje dožití (ex),Česko,muži,40,2021,35.310169513
Naděje dožití (ex),Česko,muži,40,2022,37.4063483209
Naděje dožití (ex),Česko,muži,40,2023,38.13186382
Naděje dožití (ex),Česko,muži,40,2024,38.4301963074
Naděje dožití (ex),Česko,muži,41,2001,32.8486328129
Naděje dožití (ex),Česko,muži,41,2002,32.9023516013
Naděje dožití (ex),Česko,muži,41,2003,32.8618174986
Naděje dožití (ex),Česko,muži,41,2004,33.3067295715
Naděje dožití (ex),Česko,muži,41,2005,33.5884169858
Naděje dožití (ex),Česko,muži,41,2006,34.0465358884
Naděje dožití (ex),Česko,muži,41,2007,34.334829573
Naděje dožití (ex),Česko,muži,41,2008,34.5576497651
Naděje dožití (ex),Česko,muži,41,2009,34.6177836563
Naděje dožití (ex),Česko,muži,41,2010,34.8199615152
Naděje dožití (ex),Česko,muži,41,2011,35.1243335401
Naděje dožití (ex),Česko,muži,41,2012,35.3373797524
Naděje dožití (ex),Česko,muži,41,2013,35.5219235421
Naděje dožití (ex),Česko,muži,41,2014,36.0130800336
Naděje dožití (ex),Česko,muži,41,2015,35.9230343505
Naděje dožití (ex),Česko,muži,41,2016,36.3378880358
Naděje dožití (ex),Česko,muži,41,2017,36.341176969
Naděje dožití (ex),Česko,muži,41,2018,36.4267816078
Naděje dožití (ex),Česko,muži,41,2019,36.6436158761
Naděje dožití (ex),Česko,muži,41,2020,35.5456756363
Naděje dožití (ex),Česko,muži,41,2021,34.374346516
Naděje dožití (ex),Česko,muži,41,2022,36.4684665301
Naděje dožití (ex),Česko,muži,41,2023,37.19516997
Naděje dožití (ex),Česko,muži,41,2024,37.4966932515
Naděje dožití (ex),Česko,muži,42,2001,31.9351202827
Naděje dožití (ex),Česko,muži,42,2002,31.987829088
Naděje dožití (ex),Česko,muži,42,2003,31.9449245364
Naděje dožití (ex),Česko,muži,42,2004,32.3861719452
Naděje dožití (ex),Česko,muži,42,2005,32.6647683174
Naděje dožití (ex),Česko,muži,42,2006,33.1192272459
Naděje dožití (ex),Česko,muži,42,2007,33.4077892253
Naděje dožití (ex),Česko,muži,42,2008,33.6333365768
Naděje dožití (ex),Česko,muži,42,2009,33.6896381723
Naděje dožití (ex),Česko,muži,42,2010,33.892849939
Naděje dožití (ex),Česko,muži,42,2011,34.1913912479
Naděje dožití (ex),Česko,muži,42,2012,34.4063014765
Naděje dožití (ex),Česko,muži,42,2013,34.5826407303
Naděje dožití (ex),Česko,muži,42,2014,35.0768334778
Naděje dožití (ex),Česko,muži,42,2015,34.9816832737
Naděje dožití (ex),Česko,muži,42,2016,35.393380922
Naděje dožití (ex),Česko,muži,42,2017,35.3990697185
Naděje dožití (ex),Česko,muži,42,2018,35.4874792368
Naděje dožití (ex),Česko,muži,42,2019,35.7019651431
Naděje dožití (ex),Česko,muži,42,2020,34.6102039528
Naděje dožití (ex),Česko,muži,42,2021,33.4418744909
Naděje dožití (ex),Česko,muži,42,2022,35.5332896885
Naděje dožití (ex),Česko,muži,42,2023,36.26083616
Naděje dožití (ex),Česko,muži,42,2024,36.566608254
Naděje dožití (ex),Česko,muži,43,2001,31.0296762267
Naděje dožití (ex),Česko,muži,43,2002,31.0814935652
Naděje dožití (ex),Česko,muži,43,2003,31.0345278948
Naděje dožití (ex),Česko,muži,43,2004,31.4715827193
Naděje dožití (ex),Česko,muži,43,2005,31.7472151647
Naděje dožití (ex),Česko,muži,43,2006,32.1976760506
Naděje dožití (ex),Česko,muži,43,2007,32.4845505367
Naděje dožití (ex),Česko,muži,43,2008,32.7135705559
Naděje dožití (ex),Česko,muži,43,2009,32.7663798325
Naděje dožití (ex),Česko,muži,43,2010,32.9708917495
Naděje dožití (ex),Česko,muži,43,2011,33.2635244383
Naděje dožití (ex),Česko,muži,43,2012,33.4804995649
Naděje dožití (ex),Česko,muži,43,2013,33.6512882584
Naděje dožití (ex),Česko,muži,43,2014,34.1432594695
Naděje dožití (ex),Česko,muži,43,2015,34.0456042769
Naděje dožití (ex),Česko,muži,43,2016,34.4537921598
Naděje dožití (ex),Česko,muži,43,2017,34.4605877863
Naděje dožití (ex),Česko,muži,43,2018,34.5519962753
Naděje dožití (ex),Česko,muži,43,2019,34.7628619807
Naděje dožití (ex),Česko,muži,43,2020,33.6762508899
Naděje dožití (ex),Česko,muži,43,2021,32.5132394621
Naděje dožití (ex),Česko,muži,43,2022,34.6012330729
Naděje dožití (ex),Česko,muži,43,2023,35.32918655
Naděje dožití (ex),Česko,muži,43,2024,35.6396050275
Naděje dožití (ex),Česko,muži,44,2001,30.1327881165
Naděje dožití (ex),Česko,muži,44,2002,30.1840065672
Naděje dožití (ex),Česko,muži,44,2003,30.1316029414
Naděje dožití (ex),Česko,muži,44,2004,30.5644827995
Naděje dožití (ex),Česko,muži,44,2005,30.8368903549
Naděje dožití (ex),Česko,muži,44,2006,31.2839367437
Naděje dožití (ex),Česko,muži,44,2007,31.5662149308
Naděje dožití (ex),Česko,muži,44,2008,31.7981184665
Naděje dožití (ex),Česko,muži,44,2009,31.8483972084
Naděje dožití (ex),Česko,muži,44,2010,32.0543488915
Naděje dožití (ex),Česko,muži,44,2011,32.3408835172
Naděje dožití (ex),Česko,muži,44,2012,32.5598394745
Naděje dožití (ex),Česko,muži,44,2013,32.7280749147
Naděje dožití (ex),Česko,muži,44,2014,33.2140272201
Naděje dožití (ex),Česko,muži,44,2015,33.1154656248
Naděje dožití (ex),Česko,muži,44,2016,33.5199795534
Naděje dožití (ex),Česko,muži,44,2017,33.5259436952
Naděje dožití (ex),Česko,muži,44,2018,33.620819362
Naděje dožití (ex),Česko,muži,44,2019,33.8274812089
Naděje dožití (ex),Česko,muži,44,2020,32.7435255862
Naděje dožití (ex),Česko,muži,44,2021,31.5890735618
Naděje dožití (ex),Česko,muži,44,2022,33.6727441652
Naděje dožití (ex),Česko,muži,44,2023,34.40060797
Naděje dožití (ex),Česko,muži,44,2024,34.7154006126
Naděje dožití (ex),Česko,muži,45,2001,29.2447920382
Naděje dožití (ex),Česko,muži,45,2002,29.2959190407
Naděje dožití (ex),Česko,muži,45,2003,29.2371922349
Naděje dožití (ex),Česko,muži,45,2004,29.6665018416
Naděje dožití (ex),Česko,muži,45,2005,29.9351056902
Naděje dožití (ex),Česko,muži,45,2006,30.3802793221
Naděje dožití (ex),Česko,muži,45,2007,30.6541914014
Naděje dožití (ex),Česko,muži,45,2008,30.8874191748
Naděje dožití (ex),Česko,muži,45,2009,30.9362735987
Naděje dožití (ex),Česko,muži,45,2010,31.1436659212
Naděje dožití (ex),Česko,muži,45,2011,31.423676139
Naděje dožití (ex),Česko,muži,45,2012,31.644119166
Naděje dožití (ex),Česko,muži,45,2013,31.8124305533
Naděje dožití (ex),Česko,muži,45,2014,32.2919512536
Naděje dožití (ex),Česko,muži,45,2015,32.1917271025
Naděje dožití (ex),Česko,muži,45,2016,32.5926433934
Naděje dožití (ex),Česko,muži,45,2017,32.5957233485
Naděje dožití (ex),Česko,muži,45,2018,32.6943002112
Naděje dožití (ex),Česko,muži,45,2019,32.8976710184
Naděje dožití (ex),Česko,muži,45,2020,31.8126003415
Naděje dožití (ex),Česko,muži,45,2021,30.6701274187
Naděje dožití (ex),Česko,muži,45,2022,32.7483421188
Naděje dožití (ex),Česko,muži,45,2023,33.47556512
Naděje dožití (ex),Česko,muži,45,2024,33.7938937877
Naděje dožití (ex),Česko,muži,46,2001,28.3660458109
Naděje dožití (ex),Česko,muži,46,2002,28.4177267745
Naděje dožití (ex),Česko,muži,46,2003,28.3522587621
Naděje dožití (ex),Česko,muži,46,2004,28.7789951183
Naděje dožití (ex),Česko,muži,46,2005,29.0431453277
Naděje dožití (ex),Česko,muži,46,2006,29.4879100761
Naděje dožití (ex),Česko,muži,46,2007,29.7498699872
Naděje dožití (ex),Česko,muži,46,2008,29.9830709063
Naděje dožití (ex),Česko,muži,46,2009,30.0309784214
Naděje dožití (ex),Česko,muži,46,2010,30.2389404146
Naděje dožití (ex),Česko,muži,46,2011,30.5124895557
Naděje dožití (ex),Česko,muži,46,2012,30.7334889809
Naděje dožití (ex),Česko,muži,46,2013,30.9039850758
Naděje dožití (ex),Česko,muži,46,2014,31.3785507277
Naděje dožití (ex),Česko,muži,46,2015,31.2748870145
Naděje dožití (ex),Česko,muži,46,2016,31.6724533298
Naděje dožití (ex),Česko,muži,46,2017,31.6709242126
Naděje dožití (ex),Česko,muži,46,2018,31.7727460473
Naděje dožití (ex),Česko,muži,46,2019,31.9746217816
Naděje dožití (ex),Česko,muži,46,2020,30.8851403237
Naděje dožití (ex),Česko,muži,46,2021,29.7572219076
Naděje dožití (ex),Česko,muži,46,2022,31.828673032
Naděje dožití (ex),Česko,muži,46,2023,32.55462023
Naděje dožití (ex),Česko,muži,46,2024,32.8753244735
Naděje dožití (ex),Česko,muži,47,2001,27.4969527417
Naděje dožití (ex),Česko,muži,47,2002,27.5498539747
Naděje dožití (ex),Česko,muži,47,2003,27.4776244651
Naděje dožití (ex),Česko,muži,47,2004,27.9028544623
Naděje dožití (ex),Česko,muži,47,2005,28.1621855599
Naděje dožití (ex),Česko,muži,47,2006,28.6063777465
Naděje dožití (ex),Česko,muži,47,2007,28.8545734609
Naděje dožití (ex),Česko,muži,47,2008,29.088094075
Naděje dožití (ex),Česko,muži,47,2009,29.133953047
Naděje dožití (ex),Česko,muži,47,2010,29.3398502726
Naděje dožití (ex),Česko,muži,47,2011,29.6083993756
Naděje dožití (ex),Česko,muži,47,2012,29.8285553944
Naděje dožití (ex),Česko,muži,47,2013,30.0027720797
Naděje dožití (ex),Česko,muži,47,2014,30.4733542614
Naděje dožití (ex),Česko,muži,47,2015,30.3654933726
Naděje dožití (ex),Česko,muži,47,2016,30.7600182273
Naděje dožití (ex),Česko,muži,47,2017,30.7530448627
Naděje dožití (ex),Česko,muži,47,2018,30.8564378346
Naděje dožití (ex),Česko,muži,47,2019,31.0585704615
Naděje dožití (ex),Česko,muži,47,2020,29.9640996094
Naděje dožití (ex),Česko,muži,47,2021,28.8512508313
Naděje dožití (ex),Česko,muži,47,2022,30.9145325821
Naděje dožití (ex),Česko,muži,47,2023,31.63844911
Naděje dožití (ex),Česko,muži,47,2024,31.9603195586
Naděje dožití (ex),Česko,muži,48,2001,26.6379362664
Naděje dožití (ex),Česko,muži,48,2002,26.6926425201
Naděje dožití (ex),Česko,muži,48,2003,26.614009826
Naděje dožití (ex),Česko,muži,48,2004,27.0384602057
Naděje dožití (ex),Česko,muži,48,2005,27.29308862
Naděje dožití (ex),Česko,muži,48,2006,27.734624984
Naděje dožití (ex),Česko,muži,48,2007,27.9695561456
Naděje dožití (ex),Česko,muži,48,2008,28.2055744628
Naděje dožití (ex),Česko,muži,48,2009,28.2466692674
Naděje dožití (ex),Česko,muži,48,2010,28.4464642187
Naděje dožití (ex),Česko,muži,48,2011,28.7127838358
Naděje dožití (ex),Česko,muži,48,2012,28.9302061543
Naděje dožití (ex),Česko,muži,48,2013,29.1088193098
Naděje dožití (ex),Česko,muži,48,2014,29.5752047721
Naděje dožití (ex),Česko,muži,48,2015,29.4639289591
Naděje dožití (ex),Česko,muži,48,2016,29.8557293049
Naděje dožití (ex),Česko,muži,48,2017,29.8436962051
Naděje dožití (ex),Česko,muži,48,2018,29.9460556911
Naděje dožití (ex),Česko,muži,48,2019,30.1497793938
Naděje dožití (ex),Česko,muži,48,2020,29.0525884878
Naděje dožití (ex),Česko,muži,48,2021,27.9531435512
Naděje dožití (ex),Česko,muži,48,2022,30.0067719999
Naděje dožití (ex),Česko,muži,48,2023,30.7277958
Naděje dožití (ex),Česko,muži,48,2024,31.0497291625
Naděje dožití (ex),Česko,muži,49,2001,25.7894122524
Naděje dožití (ex),Česko,muži,49,2002,25.8463409624
Naděje dožití (ex),Česko,muži,49,2003,25.7620763785
Naděje dožití (ex),Česko,muži,49,2004,26.1856313929
Naděje dožití (ex),Česko,muži,49,2005,26.436144547
Naděje dožití (ex),Česko,muži,49,2006,26.8723142298
Naděje dožití (ex),Česko,muži,49,2007,27.0959827842
Naděje dožití (ex),Česko,muži,49,2008,27.3369552138
Naděje dožití (ex),Česko,muži,49,2009,27.3701093838
Naděje dožití (ex),Česko,muži,49,2010,27.5600689623
Naděje dožití (ex),Česko,muži,49,2011,27.827133269
Naděje dožití (ex),Česko,muži,49,2012,28.039445101
Naděje dožití (ex),Česko,muži,49,2013,28.2216945303
Naděje dožití (ex),Česko,muži,49,2014,28.6838494637
Naděje dožití (ex),Česko,muži,49,2015,28.5701632286
Naděje dožití (ex),Česko,muži,49,2016,28.9595748773
Naděje dožití (ex),Česko,muži,49,2017,28.9441319995
Naděje dožití (ex),Česko,muži,49,2018,29.0431488674
Naděje dožití (ex),Česko,muži,49,2019,29.2496792841
Naděje dožití (ex),Česko,muži,49,2020,28.1524916364
Naděje dožití (ex),Česko,muži,49,2021,27.0638188285
Naděje dožití (ex),Česko,muži,49,2022,29.1061972966
Naděje dožití (ex),Česko,muži,49,2023,29.82342778
Naděje dožití (ex),Česko,muži,49,2024,30.1444905645
Naděje dožití (ex),Česko,muži,50,2001,24.9517966484
Naděje dožití (ex),Česko,muži,50,2002,25.0110862527
Naděje dožití (ex),Česko,muži,50,2003,24.9224001171
Naděje dožití (ex),Česko,muži,50,2004,25.3436181995
Naděje dožití (ex),Česko,muži,50,2005,25.5909395524
Naděje dožití (ex),Česko,muži,50,2006,26.0201138845
Naděje dožití (ex),Česko,muži,50,2007,26.2348468461
Naděje dožití (ex),Česko,muži,50,2008,26.4813389363
Naděje dožití (ex),Česko,muži,50,2009,26.504616103
Naděje dožití (ex),Česko,muži,50,2010,26.6833603669
Naděje dožití (ex),Česko,muži,50,2011,26.9530115647
Naděje dožití (ex),Česko,muži,50,2012,27.1574095648
Naděje dožití (ex),Česko,muži,50,2013,27.3405378309
Naděje dožití (ex),Česko,muži,50,2014,27.8001417432
Naděje dožití (ex),Česko,muži,50,2015,27.6837151158
Naděje dožití (ex),Česko,muži,50,2016,28.0710744042
Naděje dožití (ex),Česko,muži,50,2017,28.0550332005
Naděje dožití (ex),Česko,muži,50,2018,28.1502521873
Naděje dožití (ex),Česko,muži,50,2019,28.3610395237
Naděje dožití (ex),Česko,muži,50,2020,27.263810285
Naděje dožití (ex),Česko,muži,50,2021,26.1841510533
Naděje dožití (ex),Česko,muži,50,2022,28.2135324562
Naděje dožití (ex),Česko,muži,50,2023,28.92612865
Naděje dožití (ex),Česko,muži,50,2024,29.245633603
Naděje dožití (ex),Česko,muži,51,2001,24.1255950617
Naděje dožití (ex),Česko,muži,51,2002,24.1868925233
Naděje dožití (ex),Česko,muži,51,2003,24.0954516341
Naděje dožití (ex),Česko,muži,51,2004,24.5123147502
Naděje dožití (ex),Česko,muži,51,2005,24.7569818939
Naděje dožití (ex),Česko,muži,51,2006,25.1793623021
Naděje dožití (ex),Česko,muži,51,2007,25.3868548213
Naděje dožití (ex),Česko,muži,51,2008,25.6372487739
Naděje dožití (ex),Česko,muži,51,2009,25.6505801354
Naděje dožití (ex),Česko,muži,51,2010,25.8193807068
Naděje dožití (ex),Česko,muži,51,2011,26.0917118121
Naděje dožití (ex),Česko,muži,51,2012,26.2854138559
Naděje dožití (ex),Česko,muži,51,2013,26.4652237168
Naděje dožití (ex),Česko,muži,51,2014,26.9247927552
Naděje dožití (ex),Česko,muži,51,2015,26.8043741388
Naděje dožití (ex),Česko,muži,51,2016,27.1897407596
Naděje dožití (ex),Česko,muži,51,2017,27.1764416221
Naděje dožití (ex),Česko,muži,51,2018,27.2694763377
Naděje dožití (ex),Česko,muži,51,2019,27.4854960263
Naděje dožití (ex),Česko,muži,51,2020,26.3854150177
Naděje dožití (ex),Česko,muži,51,2021,25.3148955006
Naděje dožití (ex),Česko,muži,51,2022,27.3293600138
Naděje dožití (ex),Česko,muži,51,2023,28.0366757
Naděje dožití (ex),Česko,muži,51,2024,28.3541923394
Naděje dožití (ex),Česko,muži,52,2001,23.3114761573
Naděje dožití (ex),Česko,muži,52,2002,23.3736383449
Naděje dožití (ex),Česko,muži,52,2003,23.2815704272
Naděje dožití (ex),Česko,muži,52,2004,23.6931980493
Naděje dožití (ex),Česko,muži,52,2005,23.9341800517
Naděje dožití (ex),Česko,muži,52,2006,24.3519155525
Naděje dožití (ex),Česko,muži,52,2007,24.5522906357
Naděje dožití (ex),Česko,muži,52,2008,24.8040572084
Naděje dožití (ex),Česko,muži,52,2009,24.8089762681
Naděje dožití (ex),Česko,muži,52,2010,24.9707657868
Naděje dožití (ex),Česko,muži,52,2011,25.2439079537
Naděje dožití (ex),Česko,muži,52,2012,25.4249952824
Naděje dožití (ex),Česko,muži,52,2013,25.5971745988
Naděje dožití (ex),Česko,muži,52,2014,26.0574796887
Naděje dožití (ex),Česko,muži,52,2015,25.9327340965
Naděje dožití (ex),Česko,muži,52,2016,26.315423172
Naděje dožití (ex),Česko,muži,52,2017,26.3076436581
Naděje dožití (ex),Česko,muži,52,2018,26.4012167295
Naděje dožití (ex),Česko,muži,52,2019,26.621208392
Naděje dožití (ex),Česko,muži,52,2020,25.5156661089
Naděje dožití (ex),Česko,muži,52,2021,24.4566064963
Naděje dožití (ex),Česko,muži,52,2022,26.4540520594
Naděje dožití (ex),Česko,muži,52,2023,27.15581438
Naděje dožití (ex),Česko,muži,52,2024,27.471134365
Naděje dožití (ex),Česko,muži,53,2001,22.5102395528
Naděje dožití (ex),Česko,muži,53,2002,22.5711123718
Naděje dožití (ex),Česko,muži,53,2003,22.4809488818
Naděje dožití (ex),Česko,muži,53,2004,22.8892040747
Naděje dožití (ex),Česko,muži,53,2005,23.1229261872
Naděje dožití (ex),Česko,muži,53,2006,23.5399314325
Naděje dožití (ex),Česko,muži,53,2007,23.7310162616
Naděje dožití (ex),Česko,muži,53,2008,23.9822077483
Naděje dožití (ex),Česko,muži,53,2009,23.9813260688
Naděje dožití (ex),Česko,muži,53,2010,24.1394187417
Naděje dožití (ex),Česko,muži,53,2011,24.4095269077
Naděje dožití (ex),Česko,muži,53,2012,24.577849199
Naděje dožití (ex),Česko,muži,53,2013,24.7393384859
Naděje dožití (ex),Česko,muži,53,2014,25.19700262
Naděje dožití (ex),Česko,muži,53,2015,25.0701969711
Naděje dožití (ex),Česko,muži,53,2016,25.4484339787
Naděje dožití (ex),Česko,muži,53,2017,25.4472327656
Naděje dožití (ex),Česko,muži,53,2018,25.5438148772
Naděje dožití (ex),Česko,muži,53,2019,25.7627813407
Naděje dožití (ex),Česko,muži,53,2020,24.6527672329
Naděje dožití (ex),Česko,muži,53,2021,23.6095983375
Naděje dožití (ex),Česko,muži,53,2022,25.5877421073
Naděje dožití (ex),Česko,muži,53,2023,26.2842267
Naděje dožití (ex),Česko,muži,53,2024,26.5973307844
Naděje dožití (ex),Česko,muži,54,2001,21.7224304888
Naděje dožití (ex),Česko,muži,54,2002,21.7793373854
Naděje dožití (ex),Česko,muži,54,2003,21.6936958565
Naděje dožití (ex),Česko,muži,54,2004,22.1017561537
Naděje dožití (ex),Česko,muži,54,2005,22.323817933
Naděje dožití (ex),Česko,muži,54,2006,22.7439080522
Naděje dožití (ex),Česko,muži,54,2007,22.9231624478
Naděje dožití (ex),Česko,muži,54,2008,23.17261264
Naděje dožití (ex),Česko,muži,54,2009,23.1684864333
Naděje dožití (ex),Česko,muži,54,2010,23.325973157
Naděje dožití (ex),Česko,muži,54,2011,23.5883445069
Naděje dožití (ex),Česko,muži,54,2012,23.7452159016
Naděje dožití (ex),Česko,muži,54,2013,23.8943717874
Naděje dožití (ex),Česko,muži,54,2014,24.343447914
Naděje dožití (ex),Česko,muži,54,2015,24.2179793637
Naděje dožití (ex),Česko,muži,54,2016,24.5897338588
Naděje dožití (ex),Česko,muži,54,2017,24.5943100379
Naděje dožití (ex),Česko,muži,54,2018,24.695566066
Naděje dožití (ex),Česko,muži,54,2019,24.906818833
Naděje dožití (ex),Česko,muži,54,2020,23.79643105
Naděje dožití (ex),Česko,muži,54,2021,22.7740996822
Naděje dožití (ex),Česko,muži,54,2022,24.7305057988
Naděje dožití (ex),Česko,muži,54,2023,25.42247245
Naděje dožití (ex),Česko,muži,54,2024,25.7335704729
Naděje dožití (ex),Česko,muži,55,2001,20.9481195867
Naděje dožití (ex),Česko,muži,55,2002,20.9987485446
Naděje dožití (ex),Česko,muži,55,2003,20.9198622713
Naděje dožití (ex),Česko,muži,55,2004,21.3289894057
Naděje dožití (ex),Česko,muži,55,2005,21.537570414
Naděje dožití (ex),Česko,muži,55,2006,21.9613686654
Naděje dožití (ex),Česko,muži,55,2007,22.1295247799
Naděje dožití (ex),Česko,muži,55,2008,22.3764654223
Naděje dožití (ex),Česko,muži,55,2009,22.369903119
Naděje dožití (ex),Česko,muži,55,2010,22.5291695845
Naděje dožití (ex),Česko,muži,55,2011,22.7802828688
Naděje dožití (ex),Česko,muži,55,2012,22.9274301905
Naděje dožití (ex),Česko,muži,55,2013,23.063694299
Naděje dožití (ex),Česko,muži,55,2014,23.4992703274
Naděje dožití (ex),Česko,muži,55,2015,23.3766134684
Naděje dožití (ex),Česko,muži,55,2016,23.7411215306
Naděje dožití (ex),Česko,muži,55,2017,23.7491111806
Naděje dožití (ex),Česko,muži,55,2018,23.8557734784
Naděje dožití (ex),Česko,muži,55,2019,24.054347424
Naděje dožití (ex),Česko,muži,55,2020,22.9487699845
Naděje dožití (ex),Česko,muži,55,2021,21.9503176085
Naděje dožití (ex),Česko,muži,55,2022,23.882440014
Naděje dožití (ex),Česko,muži,55,2023,24.57093125
Naděje dožití (ex),Česko,muži,55,2024,24.8805366986
Naděje dožití (ex),Česko,muži,56,2001,20.1869194052
Naděje dožití (ex),Česko,muži,56,2002,20.2301677446
Naděje dožití (ex),Česko,muži,56,2003,20.1594500323
Naděje dožití (ex),Česko,muži,56,2004,20.5664756357
Naděje dožití (ex),Česko,muži,56,2005,20.7649733269
Naděje dožití (ex),Česko,muži,56,2006,21.1876171808
Naděje dožití (ex),Česko,muži,56,2007,21.3513884659
Naděje dožití (ex),Česko,muži,56,2008,21.5950455183
Naděje dožití (ex),Česko,muži,56,2009,21.5838328549
Naděje dožití (ex),Česko,muži,56,2010,21.7460042609
Naděje dožití (ex),Česko,muži,56,2011,21.9854727559
Naděje dožití (ex),Česko,muži,56,2012,22.1239414168
Naděje dožití (ex),Česko,muži,56,2013,22.2473957462
Naděje dožití (ex),Česko,muži,56,2014,22.668867878
Naděje dožití (ex),Česko,muži,56,2015,22.5460401222
Naděje dožití (ex),Česko,muži,56,2016,22.905086388
Naděje dožití (ex),Česko,muži,56,2017,22.9130336195
Naděje dožití (ex),Česko,muži,56,2018,23.0248073908
Naděje dožití (ex),Česko,muži,56,2019,23.2098796535
Naděje dožití (ex),Česko,muži,56,2020,22.1136245466
Naděje dožití (ex),Česko,muži,56,2021,21.1384976583
Naděje dožití (ex),Česko,muži,56,2022,23.0437223292
Naděje dožití (ex),Česko,muži,56,2023,23.72981502
Naděje dožití (ex),Česko,muži,56,2024,24.0387591914
Naděje dožití (ex),Česko,muži,57,2001,19.4383594158
Naděje dožití (ex),Česko,muži,57,2002,19.4744703169
Naděje dožití (ex),Česko,muži,57,2003,19.4124380196
Naděje dožití (ex),Česko,muži,57,2004,19.8122701209
Naděje dožití (ex),Česko,muži,57,2005,20.0066696903
Naděje dožití (ex),Česko,muži,57,2006,20.420360038
Naděje dožití (ex),Česko,muži,57,2007,20.5893175678
Naděje dožití (ex),Česko,muži,57,2008,20.82882466
Naděje dožití (ex),Česko,muži,57,2009,20.8092914952
Naděje dožití (ex),Česko,muži,57,2010,20.9739297697
Naděje dožití (ex),Česko,muži,57,2011,21.2042335501
Naděje dožití (ex),Česko,muži,57,2012,21.334323901
Naděje dožití (ex),Česko,muži,57,2013,21.4453109133
Naděje dožití (ex),Česko,muži,57,2014,21.8554886655
Naděje dožití (ex),Česko,muži,57,2015,21.7265423265
Naděje dožití (ex),Česko,muži,57,2016,22.0836618102
Naděje dožití (ex),Česko,muži,57,2017,22.0880729061
Naděje dožití (ex),Česko,muži,57,2018,22.2034384987
Naděje dožití (ex),Česko,muži,57,2019,22.3772457126
Naděje dožití (ex),Česko,muži,57,2020,21.2926277314
Naděje dožití (ex),Česko,muži,57,2021,20.3391242361
Naděje dožití (ex),Česko,muži,57,2022,22.2147819623
Naděje dožití (ex),Česko,muži,57,2023,22.89936619
Naděje dožití (ex),Česko,muži,57,2024,23.2085621388
Naděje dožití (ex),Česko,muži,58,2001,18.7019951759
Naděje dožití (ex),Česko,muži,58,2002,18.7325012009
Naděje dožití (ex),Česko,muži,58,2003,18.6787962607
Naděje dožití (ex),Česko,muži,58,2004,19.068567553
Naděje dožití (ex),Česko,muži,58,2005,19.2630597354
Naděje dožití (ex),Česko,muži,58,2006,19.6611761956
