Území;Ukazatel;Typ indexu;Typ tržeb;Vybraná průmyslová činnost;Měsíce;value
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;srpen 2016;102.5392292113
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červenec 2016;101.8576807282
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červen 2016;114.0077267595
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;květen 2016;90.1586719275
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;duben 2016;102.588454283
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;březen 2016;106.1108977507
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;únor 2016;93.2893726975
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;leden 2016;93.8592294027
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;prosinec 2015;80.8185244813
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;listopad 2015;81.2130049031
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;říjen 2015;102.0206243811
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;září 2015;86.632692153
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;srpen 2015;105.6753609796
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červenec 2015;98.4509516137
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červen 2015;96.6644692734
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;květen 2015;105.0358068779
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;duben 2015;108.292042123
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;březen 2015;98.452230438
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;únor 2015;102.3418016383
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;leden 2015;112.1719001708
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;prosinec 2014;113.0291039198
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;listopad 2014;129.2880980863
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;říjen 2014;88.2041352793
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;září 2014;115.7092038097
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;srpen 2014;97.9500691578
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červenec 2014;108.4307481901
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červen 2014;108.5090822867
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;květen 2014;104.8594211502
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;duben 2014;97.2821165506
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;březen 2014;108.3128410322
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;únor 2014;124.021497577
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;leden 2014;94.7150218966
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;prosinec 2013;109.064695733
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;listopad 2013;99.7354639142
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;říjen 2013;117.1159496363
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;září 2013;110.0077383138
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;srpen 2013;101.6825264041
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červenec 2013;104.6639681641
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červen 2013;91.4133314785
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;květen 2013;102.6115546582
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;duben 2013;108.4515337796
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;březen 2013;106.6633185261
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;únor 2013;81.3166584785
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;leden 2013;106.9690053604
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;prosinec 2012;101.9490207485
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;listopad 2012;92.5305832577
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;říjen 2012;89.571815163
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;září 2012;93.6911995599
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;srpen 2012;105.2217272876
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červenec 2012;99.6836659926
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červen 2012;87.610831218
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;květen 2012;96.7180845752
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;duben 2012;92.4884504741
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;březen 2012;97.593138701
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;únor 2012;104.9751393477
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;leden 2012;97.6355681434
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;prosinec 2011;114.8881365683
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;listopad 2011;104.3877139307
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;říjen 2011;107.1102196703
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;září 2011;100.2773849442
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;srpen 2011;100.715416046
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červenec 2011;96.2149870617
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červen 2011;122.5703303791
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;květen 2011;127.3750170004
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;duben 2011;120.4910410244
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;březen 2011;122.9076943681
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;únor 2011;121.0435878411
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;leden 2011;120.498904261
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;prosinec 2010;94.659039645
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;listopad 2010;114.7547821337
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;říjen 2010;116.8928752518
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;září 2010;101.5096905288
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;srpen 2010;116.0552370081
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červenec 2010;108.4645313124
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červen 2010;95.9693955056
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;květen 2010;80.6522605587
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;duben 2010;91.7749691805
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;březen 2010;82.0338450579
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;únor 2010;80.4990698284
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;leden 2010;82.675883517
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;prosinec 2009;141.9589217898
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;listopad 2009;117.6736148739
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;říjen 2009;107.3246749241
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;září 2009;124.5120752091
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;srpen 2009;106.9704934479
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červenec 2009;123.4184819146
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červen 2009;116.9998153957
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;květen 2009;121.9225934034
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;duben 2009;108.3803672782
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;březen 2009;124.3182582481
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;únor 2009;113.5060204648
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;leden 2009;126.7703360832
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;prosinec 2008;103.762067935
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;listopad 2008;103.2653964708
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;říjen 2008;101.157019203
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;září 2008;100.7674494428
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;srpen 2008;108.3986317089
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červenec 2008;104.2298794081
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červen 2008;116.3760567627
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;květen 2008;121.7445544887
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;duben 2008;117.1994418878
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;březen 2008;110.1292490195
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;únor 2008;128.4310480362
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;leden 2008;108.4101698138
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;prosinec 2007;110.6296949966
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;listopad 2007;110.7165133008
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;říjen 2007;113.7082147711
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;září 2007;112.1985125865
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;srpen 2007;112.4336211202
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červenec 2007;114.9325586583
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červen 2007;115.1541326418
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;květen 2007;107.3920883642
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;duben 2007;114.333482325
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;březen 2007;118.9848773079
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;únor 2007;118.0979211422
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;leden 2007;116.8666755042
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;prosinec 2006;109.3731149535
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;listopad 2006;90.8566190845
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;říjen 2006;113.6995255403
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;září 2006;119.2643222263
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;srpen 2006;115.8866627845
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červenec 2006;112.5929181197
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červen 2006;113.543269979
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;květen 2006;112.7173306421
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;duben 2006;112.4459085058
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;březen 2006;114.3475860007
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;únor 2006;114.8093917758
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;leden 2006;108.7033123064
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;prosinec 2005;103.1964420104
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;listopad 2005;113.7089921244
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;říjen 2005;91.1367022035
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;září 2005;95.8361152122
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;srpen 2005;90.6742685936
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červenec 2005;88.7515193907
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červen 2005;94.7814096986
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;květen 2005;91.4054052974
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;duben 2005;93.4189675756
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;březen 2005;96.9362719002
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;únor 2005;88.3285377145
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;leden 2005;107.1683141776
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;prosinec 2004;88.396427488
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;listopad 2004;115.0655448444
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;říjen 2004;142.9213826265
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;září 2004;115.9918561055
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;srpen 2004;121.9587854951
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červenec 2004;137.8243932506
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červen 2004;125.6988614372
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;květen 2004;125.2014861904
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;duben 2004;113.586389061
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;březen 2004;119.2134541367
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;únor 2004;139.3281509021
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;leden 2004;112.4723415285
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;prosinec 2003;113.6393475413
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;listopad 2003;87.6819796704
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;říjen 2003;89.3157096418
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;září 2003;109.4155915726
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;srpen 2003;108.9575561808
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červenec 2003;100.1137926238
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červen 2003;103.6091490462
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;květen 2003;112.8471283236
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;duben 2003;116.0662721647
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;březen 2003;105.245365337
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;únor 2003;95.4046786704
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;leden 2003;106.7317595228
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;prosinec 2002;133.5042670555
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;listopad 2002;138.6991317916
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;říjen 2002;129.2936064451
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;září 2002;114.6349054429
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;srpen 2002;108.5747620536
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červenec 2002;106.8041545628
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;červen 2002;110.0253324303
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;květen 2002;97.5619779714
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;duben 2002;102.5236630998
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;březen 2002;95.5701186034
Česko;Tržby z průmyslové činnosti (běžné ceny);Meziroční index, kalendářní očištění;Celkem;33 Opravy a instalace strojů a zařízení;únor 2002;103.8691373487
