Okresy,Pětileté období (okresy),Pohlaví,Věk (roky),Ukazatel,value
Praha,2020-2024,muži,84,Tabulkový počet žijících (Lx),35146.4817103578
Praha,2020-2024,muži,84,Pomocný ukazatel (Tx),215875.30703579
Praha,2020-2024,muži,84,Naděje dožití (ex),5.8331187063
Praha,2020-2024,muži,85,Počet zemřelých (Dx),849.0
Praha,2020-2024,muži,85,Počet obyvatel (Px),7375.0
Praha,2020-2024,muži,85,Míra úmrtnosti (mx),0.118185834
Praha,2020-2024,muži,85,Pravděpodobnost úmrtí (qx),0.111591563
Praha,2020-2024,muži,85,Tabulkový počet dožívajících (lx),33284.4062653026
Praha,2020-2024,muži,85,Tabulkový počet zemřelých (dx),3714.258918649
Praha,2020-2024,muži,85,Tabulkový počet žijících (Lx),31427.2768059781
Praha,2020-2024,muži,85,Pomocný ukazatel (Tx),180728.825325432
Praha,2020-2024,muži,85,Naděje dožití (ex),5.4298347366
Praha,2020-2024,muži,86,Počet zemřelých (Dx),830.0
Praha,2020-2024,muži,86,Počet obyvatel (Px),6472.0
Praha,2020-2024,muži,86,Míra úmrtnosti (mx),0.1317943703
Praha,2020-2024,muži,86,Pravděpodobnost úmrtí (qx),0.1236464193
Praha,2020-2024,muži,86,Tabulkový počet dožívajících (lx),29570.1473466536
Praha,2020-2024,muži,86,Tabulkový počet zemřelých (dx),3656.2428371923
Praha,2020-2024,muži,86,Tabulkový počet žijících (Lx),27742.0259280575
Praha,2020-2024,muži,86,Pomocný ukazatel (Tx),149301.548519454
Praha,2020-2024,muži,86,Naděje dožití (ex),5.0490633939
Praha,2020-2024,muži,87,Počet zemřelých (Dx),869.0
Praha,2020-2024,muži,87,Počet obyvatel (Px),5695.0
Praha,2020-2024,muži,87,Míra úmrtnosti (mx),0.1468869406
Praha,2020-2024,muži,87,Pravděpodobnost úmrtí (qx),0.1368371457
Praha,2020-2024,muži,87,Tabulkový počet dožívajících (lx),25913.9045094613
Praha,2020-2024,muži,87,Tabulkový počet zemřelých (dx),3545.9847281966
Praha,2020-2024,muži,87,Tabulkový počet žijících (Lx),24140.912145363
Praha,2020-2024,muži,87,Pomocný ukazatel (Tx),121559.522591397
Praha,2020-2024,muži,87,Naděje dožití (ex),4.6908995341
Praha,2020-2024,muži,88,Počet zemřelých (Dx),869.0
Praha,2020-2024,muži,88,Počet obyvatel (Px),4962.0
Praha,2020-2024,muži,88,Míra úmrtnosti (mx),0.1635566691
Praha,2020-2024,muži,88,Pravděpodobnost úmrtí (qx),0.1511924059
Praha,2020-2024,muži,88,Tabulkový počet dožívajících (lx),22367.9197812647
Praha,2020-2024,muži,88,Tabulkový počet zemřelých (dx),3381.8596074642
Praha,2020-2024,muži,88,Tabulkový počet žijících (Lx),20676.9899775326
Praha,2020-2024,muži,88,Pomocný ukazatel (Tx),97418.6104460336
Praha,2020-2024,muži,88,Naděje dožití (ex),4.3552825385
Praha,2020-2024,muži,89,Počet zemřelých (Dx),807.0
Praha,2020-2024,muži,89,Počet obyvatel (Px),4301.0
Praha,2020-2024,muži,89,Míra úmrtnosti (mx),0.1818849237
Praha,2020-2024,muži,89,Pravděpodobnost úmrtí (qx),0.1667227467
Praha,2020-2024,muži,89,Tabulkový počet dožívajících (lx),18986.0601738005
Praha,2020-2024,muži,89,Tabulkový počet zemřelých (dx),3165.408100614
Praha,2020-2024,muži,89,Tabulkový počet žijících (Lx),17403.3561234935
Praha,2020-2024,muži,89,Pomocný ukazatel (Tx),76741.620468501
Praha,2020-2024,muži,89,Naděje dožití (ex),4.0419981695
Praha,2020-2024,muži,90,Počet zemřelých (Dx),762.0
Praha,2020-2024,muži,90,Počet obyvatel (Px),3645.0
Praha,2020-2024,muži,90,Míra úmrtnosti (mx),0.2019363455
Praha,2020-2024,muži,90,Pravděpodobnost úmrtí (qx),0.1834170601
Praha,2020-2024,muži,90,Tabulkový počet dožívajících (lx),15820.6520731865
Praha,2020-2024,muži,90,Tabulkový počet zemřelých (dx),2901.7774917638
Praha,2020-2024,muži,90,Tabulkový počet žijících (Lx),14369.7633273046
Praha,2020-2024,muži,90,Pomocný ukazatel (Tx),59338.2643450076
Praha,2020-2024,muži,90,Naděje dožití (ex),3.7506838574
Praha,2020-2024,muži,91,Počet zemřelých (Dx),693.0
Praha,2020-2024,muži,91,Počet obyvatel (Px),2945.0
Praha,2020-2024,muži,91,Míra úmrtnosti (mx),0.2237534642
Praha,2020-2024,muži,91,Pravděpodobnost úmrtí (qx),0.2012394519
Praha,2020-2024,muži,91,Tabulkový počet dožívajících (lx),12918.8745814227
Praha,2020-2024,muži,91,Tabulkový počet zemřelých (dx),2599.7872400728
Praha,2020-2024,muži,91,Tabulkový počet žijících (Lx),11618.9809613863
Praha,2020-2024,muži,91,Pomocný ukazatel (Tx),44968.501017703
Praha,2020-2024,muži,91,Naděje dožití (ex),3.4808373388
Praha,2020-2024,muži,92,Počet zemřelých (Dx),551.0
Praha,2020-2024,muži,92,Počet obyvatel (Px),2320.0
Praha,2020-2024,muži,92,Míra úmrtnosti (mx),0.2473511564
Praha,2020-2024,muži,92,Pravděpodobnost úmrtí (qx),0.2201268419
Praha,2020-2024,muži,92,Tabulkový počet dožívajících (lx),10319.0873413499
Praha,2020-2024,muži,92,Tabulkový počet zemřelých (dx),2271.5081079213
Praha,2020-2024,muži,92,Tabulkový počet žijících (Lx),9183.3332873892
Praha,2020-2024,muži,92,Pomocný ukazatel (Tx),33349.5200563167
Praha,2020-2024,muži,92,Naděje dožití (ex),3.2318284508
Praha,2020-2024,muži,93,Počet zemřelých (Dx),525.0
Praha,2020-2024,muži,93,Počet obyvatel (Px),1767.0
Praha,2020-2024,muži,93,Míra úmrtnosti (mx),0.272711299
Praha,2020-2024,muži,93,Pravděpodobnost úmrtí (qx),0.2399876299
Praha,2020-2024,muži,93,Tabulkový počet dožívajících (lx),8047.5792334286
Praha,2020-2024,muži,93,Tabulkový počet zemřelých (dx),1931.3194665146
Praha,2020-2024,muži,93,Tabulkový počet žijících (Lx),7081.9195001713
Praha,2020-2024,muži,93,Pomocný ukazatel (Tx),24166.1867689274
Praha,2020-2024,muži,93,Naděje dožití (ex),3.002913804
Praha,2020-2024,muži,94,Počet zemřelých (Dx),432.0
Praha,2020-2024,muži,94,Počet obyvatel (Px),1204.0
Praha,2020-2024,muži,94,Míra úmrtnosti (mx),0.2997780555
Praha,2020-2024,muži,94,Pravděpodobnost úmrtí (qx),0.2607017271
Praha,2020-2024,muži,94,Tabulkový počet dožívajících (lx),6116.259766914
Praha,2020-2024,muži,94,Tabulkový počet zemřelých (dx),1594.5194846627
Praha,2020-2024,muži,94,Tabulkový počet žijících (Lx),5319.0000245826
Praha,2020-2024,muži,94,Pomocný ukazatel (Tx),17084.2672687562
Praha,2020-2024,muži,94,Naděje dožití (ex),2.7932540343
Praha,2020-2024,muži,95,Počet zemřelých (Dx),284.0
Praha,2020-2024,muži,95,Počet obyvatel (Px),819.0
Praha,2020-2024,muži,95,Míra úmrtnosti (mx),0.3284542896
Praha,2020-2024,muži,95,Pravděpodobnost úmrtí (qx),0.282122171
Praha,2020-2024,muži,95,Tabulkový počet dožívajících (lx),4521.7402822512
Praha,2020-2024,muži,95,Tabulkový počet zemřelých (dx),1275.6831850657
Praha,2020-2024,muži,95,Tabulkový počet žijících (Lx),3883.8986897184
Praha,2020-2024,muži,95,Pomocný ukazatel (Tx),11765.2672441736
Praha,2020-2024,muži,95,Naděje dožití (ex),2.6019334393
Praha,2020-2024,muži,96,Počet zemřelých (Dx),206.0
Praha,2020-2024,muži,96,Počet obyvatel (Px),547.0
Praha,2020-2024,muži,96,Míra úmrtnosti (mx),0.3585996122
Praha,2020-2024,muži,96,Pravděpodobnost úmrtí (qx),0.3040784119
Praha,2020-2024,muži,96,Tabulkový počet dožívajících (lx),3246.0570971855
Praha,2020-2024,muži,96,Tabulkový počet zemřelých (dx),987.0558871267
Praha,2020-2024,muži,96,Tabulkový počet žijících (Lx),2752.5291536222
Praha,2020-2024,muži,96,Pomocný ukazatel (Tx),7881.3685544552
Praha,2020-2024,muži,96,Naděje dožití (ex),2.4279821083
Praha,2020-2024,muži,97,Počet zemřelých (Dx),162.0
Praha,2020-2024,muži,97,Počet obyvatel (Px),334.0
Praha,2020-2024,muži,97,Míra úmrtnosti (mx),0.3900305117
Praha,2020-2024,muži,97,Pravděpodobnost úmrtí (qx),0.3263811987
Praha,2020-2024,muži,97,Tabulkový počet dožívajících (lx),2259.0012100588
Praha,2020-2024,muži,97,Tabulkový počet zemřelých (dx),737.2955229097
Praha,2020-2024,muži,97,Tabulkový počet žijících (Lx),1890.353448604
Praha,2020-2024,muži,97,Pomocný ukazatel (Tx),5128.8394008331
Praha,2020-2024,muži,97,Naděje dožití (ex),2.2704013517
Praha,2020-2024,muži,98,Počet zemřelých (Dx),93.0
Praha,2020-2024,muži,98,Počet obyvatel (Px),195.0
Praha,2020-2024,muži,98,Míra úmrtnosti (mx),0.4225228919
Praha,2020-2024,muži,98,Pravděpodobnost úmrtí (qx),0.3488288126
Praha,2020-2024,muži,98,Tabulkový počet dožívajících (lx),1521.7056871491
Praha,2020-2024,muži,98,Tabulkový počet zemřelých (dx),530.8147879696
Praha,2020-2024,muži,98,Tabulkový počet žijících (Lx),1256.2982931643
Praha,2020-2024,muži,98,Pomocný ukazatel (Tx),3238.4859522291
Praha,2020-2024,muži,98,Naděje dožití (ex),2.1281946828
Praha,2020-2024,muži,99,Počet zemřelých (Dx),56.0
Praha,2020-2024,muži,99,Počet obyvatel (Px),112.0
Praha,2020-2024,muži,99,Míra úmrtnosti (mx),0.4558171446
Praha,2020-2024,muži,99,Pravděpodobnost úmrtí (qx),0.3712142377
Praha,2020-2024,muži,99,Tabulkový počet dožívajících (lx),990.8908991794
Praha,2020-2024,muži,99,Tabulkový počet zemřelých (dx),367.8328097631
Praha,2020-2024,muži,99,Tabulkový počet žijících (Lx),806.9744942979
Praha,2020-2024,muži,99,Pomocný ukazatel (Tx),1982.1876590648
Praha,2020-2024,muži,99,Naděje dožití (ex),2.0004095917
Praha,2020-2024,muži,100,Počet zemřelých (Dx),31.0
Praha,2020-2024,muži,100,Počet obyvatel (Px),55.0
Praha,2020-2024,muži,100,Míra úmrtnosti (mx),0.489625635
Praha,2020-2024,muži,100,Pravděpodobnost úmrtí (qx),0.393332739
Praha,2020-2024,muži,100,Tabulkový počet dožívajících (lx),623.0580894163
Praha,2020-2024,muži,100,Tabulkový počet zemřelých (dx),245.0691448381
Praha,2020-2024,muži,100,Tabulkový počet žijících (Lx),500.5235169973
Praha,2020-2024,muži,100,Pomocný ukazatel (Tx),1175.213164767
Praha,2020-2024,muži,100,Naděje dožití (ex),1.8862015994
Praha,2020-2024,muži,101,Počet zemřelých (Dx),7.0
Praha,2020-2024,muži,101,Počet obyvatel (Px),34.0
Praha,2020-2024,muži,101,Míra úmrtnosti (mx),0.523642212
Praha,2020-2024,muži,101,Pravděpodobnost úmrtí (qx),0.414989264
Praha,2020-2024,muži,101,Tabulkový počet dožívajících (lx),377.9889445782
Praha,2020-2024,muži,101,Tabulkový počet zemřelých (dx),156.8613538928
Praha,2020-2024,muži,101,Tabulkový počet žijících (Lx),299.5582676318
Praha,2020-2024,muži,101,Pomocný ukazatel (Tx),674.6896477697
Praha,2020-2024,muži,101,Naděje dožití (ex),1.7849454526
Praha,2020-2024,muži,102,Počet zemřelých (Dx),6.0
Praha,2020-2024,muži,102,Počet obyvatel (Px),23.0
Praha,2020-2024,muži,102,Míra úmrtnosti (mx),0.5575531114
Praha,2020-2024,muži,102,Pravděpodobnost úmrtí (qx),0.4360051089
Praha,2020-2024,muži,102,Tabulkový počet dožívajících (lx),221.1275906854
Praha,2020-2024,muži,102,Tabulkový počet zemřelých (dx),96.4127592585
Praha,2020-2024,muži,102,Tabulkový počet žijících (Lx),172.9212110562
Praha,2020-2024,muži,102,Pomocný ukazatel (Tx),375.1313801379
Praha,2020-2024,muži,102,Naděje dožití (ex),1.6964476435
Praha,2020-2024,muži,103,Počet zemřelých (Dx),5.0
Praha,2020-2024,muži,103,Počet obyvatel (Px),11.0
Praha,2020-2024,muži,103,Míra úmrtnosti (mx),0.591048444
Praha,2020-2024,muži,103,Pravděpodobnost úmrtí (qx),0.4562233836
Praha,2020-2024,muži,103,Tabulkový počet dožívajících (lx),124.7148314269
Praha,2020-2024,muži,103,Tabulkový počet zemřelých (dx),56.897822373
Praha,2020-2024,muži,103,Tabulkový počet žijících (Lx),96.2659202404
Praha,2020-2024,muži,103,Pomocný ukazatel (Tx),202.2101690818
Praha,2020-2024,muži,103,Naděje dožití (ex),1.6213802863
Praha,2020-2024,muži,104,Počet zemřelých (Dx),3.0
Praha,2020-2024,muži,104,Počet obyvatel (Px),8.0
Praha,2020-2024,muži,104,Míra úmrtnosti (mx),0.6238333853
Praha,2020-2024,muži,104,Pravděpodobnost úmrtí (qx),0.4755129566
Praha,2020-2024,muži,104,Tabulkový počet dožívajících (lx),67.8170090539
Praha,2020-2024,muži,104,Tabulkový počet zemřelých (dx),32.24786648
Praha,2020-2024,muži,104,Tabulkový počet žijících (Lx),51.6930758139
Praha,2020-2024,muži,104,Pomocný ukazatel (Tx),105.9442488414
Praha,2020-2024,muži,104,Naděje dožití (ex),1.5622076278
Praha,2020-2024,muži,105,Počet zemřelých (Dx),1.0
Praha,2020-2024,muži,105,Počet obyvatel (Px),2.0
Praha,2020-2024,muži,105,Míra úmrtnosti (mx),0.6556382211
Praha,2020-2024,muži,105,Pravděpodobnost úmrtí (qx),1.0
Praha,2020-2024,muži,105,Tabulkový počet dožívajících (lx),35.5691425739
Praha,2020-2024,muži,105,Tabulkový počet zemřelých (dx),35.5691425739
Praha,2020-2024,muži,105,Tabulkový počet žijících (Lx),54.2511730275
Praha,2020-2024,muži,105,Pomocný ukazatel (Tx),54.2511730275
Praha,2020-2024,muži,105,Naděje dožití (ex),1.5252313973
