Území,Ukazatel,Typ indexu,Typ zakázek,Vybraná odvětví průmyslu,Měsíce,value
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,30 Výroba ostatních dopravních prostředků a zařízení,červen 2021,108.7837262357
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,30 Výroba ostatních dopravních prostředků a zařízení,květen 2021,122.5790115422
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,30 Výroba ostatních dopravních prostředků a zařízení,duben 2021,158.3777730576
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,30 Výroba ostatních dopravních prostředků a zařízení,březen 2021,41.5887153931
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,30 Výroba ostatních dopravních prostředků a zařízení,únor 2021,90.1007507055
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,30 Výroba ostatních dopravních prostředků a zařízení,leden 2021,30.5154113867
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,30 Výroba ostatních dopravních prostředků a zařízení,prosinec 2020,154.3602682536
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,30 Výroba ostatních dopravních prostředků a zařízení,listopad 2020,128.0402769642
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,30 Výroba ostatních dopravních prostředků a zařízení,říjen 2020,100.2180234317
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,30 Výroba ostatních dopravních prostředků a zařízení,září 2020,99.1479847085
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,30 Výroba ostatních dopravních prostředků a zařízení,srpen 2020,100.565665027
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,30 Výroba ostatních dopravních prostředků a zařízení,červenec 2020,97.3416782754
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,30 Výroba ostatních dopravních prostředků a zařízení,červen 2020,101.8809144501
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,30 Výroba ostatních dopravních prostředků a zařízení,květen 2020,81.6931143418
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,30 Výroba ostatních dopravních prostředků a zařízení,duben 2020,85.6831844264
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,30 Výroba ostatních dopravních prostředků a zařízení,březen 2020,166.4948392173
