Území,Ukazatel,Typ indexu,Typ zakázek,Vybraná odvětví průmyslu,Měsíce,value
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červen 2019,91.0541372224
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,květen 2019,97.0440613905
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,duben 2019,101.1634056722
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,březen 2019,99.3856178337
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,únor 2019,97.384992222
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,leden 2019,96.3651209368
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,prosinec 2018,103.8540351751
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,listopad 2018,101.2442242524
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,říjen 2018,102.828729624
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,září 2018,94.023889585
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,srpen 2018,104.696425737
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červenec 2018,106.3947133893
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červen 2018,107.8841563241
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,květen 2018,103.4444070232
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,duben 2018,98.8334213265
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,březen 2018,108.216354756
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,únor 2018,103.7845305911
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,leden 2018,91.8421843823
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,prosinec 2017,121.0354519396
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,listopad 2017,112.4395985762
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,říjen 2017,119.6443974434
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,září 2017,127.1160291041
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,srpen 2017,117.7493665836
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červenec 2017,105.2112343233
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červen 2017,119.6716297788
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,květen 2017,131.1758587133
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,duben 2017,127.5190357611
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,březen 2017,125.1734045698
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,únor 2017,129.7619843586
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,leden 2017,116.185486232
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,prosinec 2016,110.3226458173
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,listopad 2016,112.5034315401
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,říjen 2016,101.9009597082
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,září 2016,93.5807296022
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,srpen 2016,91.8309617277
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červenec 2016,87.6526191945
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červen 2016,77.8263250084
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,květen 2016,75.3832431495
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,duben 2016,76.1972574917
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,březen 2016,84.5057599375
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,únor 2016,79.8483784059
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,leden 2016,78.5394436818
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,prosinec 2015,74.2198857373
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,listopad 2015,73.3701731855
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,říjen 2015,72.9087058461
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,září 2015,78.6200403022
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,srpen 2015,81.598208999
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červenec 2015,91.3417854508
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červen 2015,103.0200817305
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,květen 2015,100.4794548635
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,duben 2015,106.8741109292
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,březen 2015,91.4151674846
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,únor 2015,90.9823491262
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,leden 2015,94.3082559523
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,prosinec 2014,94.8174633425
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,listopad 2014,104.570234251
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,říjen 2014,109.6330579232
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,září 2014,116.0102034761
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,srpen 2014,122.3866962223
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červenec 2014,130.7819396177
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červen 2014,115.4830881087
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,květen 2014,103.9882389184
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,duben 2014,111.4233096157
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,březen 2014,106.9547141586
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,únor 2014,112.8760092612
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,leden 2014,111.1564721257
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,prosinec 2013,110.4956946987
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,listopad 2013,107.2467719639
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,říjen 2013,98.3534827472
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,září 2013,87.6506305879
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,srpen 2013,91.8236166748
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červenec 2013,86.604173094
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červen 2013,97.6288831554
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,květen 2013,105.1356389927
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,duben 2013,94.3130441999
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,březen 2013,98.9678815964
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,únor 2013,95.5037218766
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,leden 2013,95.2077407698
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,prosinec 2012,100.9121982668
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,listopad 2012,111.7197970126
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,říjen 2012,111.1648622491
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,září 2012,115.180084051
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,srpen 2012,124.1259012605
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červenec 2012,112.7336027086
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červen 2012,107.2976481308
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,květen 2012,104.8457964898
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,duben 2012,110.5052761374
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,březen 2012,105.4118183835
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,únor 2012,106.7915697522
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,leden 2012,147.6715183077
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,prosinec 2011,107.7963416994
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,listopad 2011,95.9826195951
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,říjen 2011,108.5363990038
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,září 2011,94.5602424953
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,srpen 2011,95.9536455674
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červenec 2011,99.0949858778
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červen 2011,95.8193713474
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,květen 2011,94.7248338469
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,duben 2011,103.188642896
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,březen 2011,111.2244978651
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,únor 2011,109.5027575997
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,leden 2011,109.1291264742
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,prosinec 2010,120.314755571
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,listopad 2010,112.3745073851
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,říjen 2010,109.4763524988
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,září 2010,131.5724321017
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,srpen 2010,105.1652866787
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červenec 2010,121.511351351
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červen 2010,106.7523335266
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,květen 2010,129.7013532294
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,duben 2010,112.7819215087
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,březen 2010,114.9465865971
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,únor 2010,110.8325492468
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,leden 2010,117.5546542459
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,prosinec 2009,130.2663104305
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,listopad 2009,100.0089976509
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,říjen 2009,89.2058418208
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,září 2009,73.9387929264
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,srpen 2009,78.857121298
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červenec 2009,73.6738410271
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červen 2009,81.7627190501
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,květen 2009,80.3303484033
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,duben 2009,80.926739659
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,březen 2009,79.3476787147
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,únor 2009,83.9107428995
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,leden 2009,77.2969284214
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,prosinec 2008,67.0843056283
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,listopad 2008,98.3713341444
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,říjen 2008,109.6094500844
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,září 2008,125.4068190153
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,srpen 2008,118.1289844729
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červenec 2008,112.7419099135
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červen 2008,116.0619906581
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,květen 2008,104.6757519902
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,duben 2008,103.823865843
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,březen 2008,102.8453718657
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,únor 2008,106.1306241559
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,leden 2008,104.1641857027
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,prosinec 2007,99.4884956298
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,listopad 2007,98.9570587726
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,říjen 2007,94.8490133531
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,září 2007,95.7567854406
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,srpen 2007,93.3435226116
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červenec 2007,102.0408583904
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červen 2007,98.9324618546
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,květen 2007,109.9139389994
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,duben 2007,113.8992620965
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,březen 2007,109.0957668624
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,únor 2007,112.4811506711
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,leden 2007,101.4418573686
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,prosinec 2006,117.6824852449
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,listopad 2006,109.5541414295
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,říjen 2006,104.078968284
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,září 2006,108.291433993
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,srpen 2006,127.450470831
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červenec 2006,109.998895634
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červen 2006,123.9556555189
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,květen 2006,120.6086996686
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,duben 2006,103.7900110982
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,březen 2006,110.8751031295
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,únor 2006,111.666549625
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,leden 2006,154.6638919558
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,prosinec 2005,99.9719576073
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,listopad 2005,97.9241039133
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,říjen 2005,101.672067219
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,září 2005,91.6319948672
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,srpen 2005,100.4022638593
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červenec 2005,103.8408371473
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,červen 2005,103.0948034908
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,květen 2005,94.9428006167
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,duben 2005,117.537852746
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,březen 2005,110.3373775989
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,únor 2005,99.6873622072
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,leden 2005,112.1454186488
Česko,Nové průmyslové zakázky (běžné ceny),"Meziroční index, kalendářní očištění",Celkem,20 Výroba chemických látek a chemických přípravků,prosinec 2004,91.0292007713
