Roky,Ukazatel,Oblasti destinačního managementu nečleněné,Kategorie ubytovacího zařízení,value
2024,Počet hromadných ubytovacích zařízení,Pálava a Lednicko-valtický areál,HUZ celkem,
2024,Počet hromadných ubytovacích zařízení,Pálava a Lednicko-valtický areál,Hotel *****,
2024,Počet hromadných ubytovacích zařízení,Pálava a Lednicko-valtický areál,"Hotel, motel, botel ****",
2024,Počet hromadných ubytovacích zařízení,Pálava a Lednicko-valtický areál,"Hotel, motel, botel ***",
2024,Počet hromadných ubytovacích zařízení,Pálava a Lednicko-valtický areál,"Hotel, motel, botel **",
2024,Počet hromadných ubytovacích zařízení,Pálava a Lednicko-valtický areál,"Hotel, motel, botel *",
2024,Počet hromadných ubytovacích zařízení,Pálava a Lednicko-valtický areál,Hotel garni,
2024,Počet hromadných ubytovacích zařízení,Pálava a Lednicko-valtický areál,Penzion,
2024,Počet hromadných ubytovacích zařízení,Pálava a Lednicko-valtický areál,Kemp,
2024,Počet hromadných ubytovacích zařízení,Pálava a Lednicko-valtický areál,Chatová osada,
2024,Počet hromadných ubytovacích zařízení,Pálava a Lednicko-valtický areál,Turistická ubytovna,
2024,Počet hromadných ubytovacích zařízení,Pálava a Lednicko-valtický areál,Ostatní HUZ,
2024,Počet hromadných ubytovacích zařízení,Slovácko,HUZ celkem,238.0
2024,Počet hromadných ubytovacích zařízení,Slovácko,Hotel *****,
2024,Počet hromadných ubytovacích zařízení,Slovácko,"Hotel, motel, botel ****",7.0
2024,Počet hromadných ubytovacích zařízení,Slovácko,"Hotel, motel, botel ***",32.0
2024,Počet hromadných ubytovacích zařízení,Slovácko,"Hotel, motel, botel **",3.0
2024,Počet hromadných ubytovacích zařízení,Slovácko,"Hotel, motel, botel *",3.0
2024,Počet hromadných ubytovacích zařízení,Slovácko,Hotel garni,3.0
2024,Počet hromadných ubytovacích zařízení,Slovácko,Penzion,131.0
2024,Počet hromadných ubytovacích zařízení,Slovácko,Kemp,13.0
2024,Počet hromadných ubytovacích zařízení,Slovácko,Chatová osada,2.0
2024,Počet hromadných ubytovacích zařízení,Slovácko,Turistická ubytovna,20.0
2024,Počet hromadných ubytovacích zařízení,Slovácko,Ostatní HUZ,24.0
2024,Počet hromadných ubytovacích zařízení,Znojemsko a Podyjí,HUZ celkem,179.0
2024,Počet hromadných ubytovacích zařízení,Znojemsko a Podyjí,Hotel *****,
2024,Počet hromadných ubytovacích zařízení,Znojemsko a Podyjí,"Hotel, motel, botel ****",7.0
2024,Počet hromadných ubytovacích zařízení,Znojemsko a Podyjí,"Hotel, motel, botel ***",22.0
2024,Počet hromadných ubytovacích zařízení,Znojemsko a Podyjí,"Hotel, motel, botel **",2.0
2024,Počet hromadných ubytovacích zařízení,Znojemsko a Podyjí,"Hotel, motel, botel *",
2024,Počet hromadných ubytovacích zařízení,Znojemsko a Podyjí,Hotel garni,1.0
2024,Počet hromadných ubytovacích zařízení,Znojemsko a Podyjí,Penzion,97.0
2024,Počet hromadných ubytovacích zařízení,Znojemsko a Podyjí,Kemp,12.0
2024,Počet hromadných ubytovacích zařízení,Znojemsko a Podyjí,Chatová osada,15.0
2024,Počet hromadných ubytovacích zařízení,Znojemsko a Podyjí,Turistická ubytovna,3.0
2024,Počet hromadných ubytovacích zařízení,Znojemsko a Podyjí,Ostatní HUZ,20.0
2024,Počet hromadných ubytovacích zařízení,Jeseníky-západ,HUZ celkem,329.0
2024,Počet hromadných ubytovacích zařízení,Jeseníky-západ,Hotel *****,
2024,Počet hromadných ubytovacích zařízení,Jeseníky-západ,"Hotel, motel, botel ****",7.0
2024,Počet hromadných ubytovacích zařízení,Jeseníky-západ,"Hotel, motel, botel ***",36.0
2024,Počet hromadných ubytovacích zařízení,Jeseníky-západ,"Hotel, motel, botel **",5.0
2024,Počet hromadných ubytovacích zařízení,Jeseníky-západ,"Hotel, motel, botel *",7.0
2024,Počet hromadných ubytovacích zařízení,Jeseníky-západ,Hotel garni,3.0
2024,Počet hromadných ubytovacích zařízení,Jeseníky-západ,Penzion,171.0
2024,Počet hromadných ubytovacích zařízení,Jeseníky-západ,Kemp,5.0
2024,Počet hromadných ubytovacích zařízení,Jeseníky-západ,Chatová osada,4.0
2024,Počet hromadných ubytovacích zařízení,Jeseníky-západ,Turistická ubytovna,29.0
2024,Počet hromadných ubytovacích zařízení,Jeseníky-západ,Ostatní HUZ,62.0
2024,Počet hromadných ubytovacích zařízení,Střední Morava,HUZ celkem,204.0
2024,Počet hromadných ubytovacích zařízení,Střední Morava,Hotel *****,
2024,Počet hromadných ubytovacích zařízení,Střední Morava,"Hotel, motel, botel ****",15.0
2024,Počet hromadných ubytovacích zařízení,Střední Morava,"Hotel, motel, botel ***",29.0
2024,Počet hromadných ubytovacích zařízení,Střední Morava,"Hotel, motel, botel **",3.0
2024,Počet hromadných ubytovacích zařízení,Střední Morava,"Hotel, motel, botel *",2.0
2024,Počet hromadných ubytovacích zařízení,Střední Morava,Hotel garni,3.0
2024,Počet hromadných ubytovacích zařízení,Střední Morava,Penzion,91.0
2024,Počet hromadných ubytovacích zařízení,Střední Morava,Kemp,8.0
2024,Počet hromadných ubytovacích zařízení,Střední Morava,Chatová osada,8.0
2024,Počet hromadných ubytovacích zařízení,Střední Morava,Turistická ubytovna,18.0
2024,Počet hromadných ubytovacích zařízení,Střední Morava,Ostatní HUZ,27.0
2024,Počet hromadných ubytovacích zařízení,Valašsko,HUZ celkem,183.0
2024,Počet hromadných ubytovacích zařízení,Valašsko,Hotel *****,
2024,Počet hromadných ubytovacích zařízení,Valašsko,"Hotel, motel, botel ****",14.0
2024,Počet hromadných ubytovacích zařízení,Valašsko,"Hotel, motel, botel ***",27.0
2024,Počet hromadných ubytovacích zařízení,Valašsko,"Hotel, motel, botel **",5.0
2024,Počet hromadných ubytovacích zařízení,Valašsko,"Hotel, motel, botel *",3.0
2024,Počet hromadných ubytovacích zařízení,Valašsko,Hotel garni,2.0
2024,Počet hromadných ubytovacích zařízení,Valašsko,Penzion,72.0
2024,Počet hromadných ubytovacích zařízení,Valašsko,Kemp,9.0
2024,Počet hromadných ubytovacích zařízení,Valašsko,Chatová osada,4.0
2024,Počet hromadných ubytovacích zařízení,Valašsko,Turistická ubytovna,17.0
2024,Počet hromadných ubytovacích zařízení,Valašsko,Ostatní HUZ,30.0
2024,Počet hromadných ubytovacích zařízení,Kroměřížsko,HUZ celkem,68.0
2024,Počet hromadných ubytovacích zařízení,Kroměřížsko,Hotel *****,
2024,Počet hromadných ubytovacích zařízení,Kroměřížsko,"Hotel, motel, botel ****",8.0
2024,Počet hromadných ubytovacích zařízení,Kroměřížsko,"Hotel, motel, botel ***",9.0
2024,Počet hromadných ubytovacích zařízení,Kroměřížsko,"Hotel, motel, botel **",1.0
2024,Počet hromadných ubytovacích zařízení,Kroměřížsko,"Hotel, motel, botel *",1.0
2024,Počet hromadných ubytovacích zařízení,Kroměřížsko,Hotel garni,
2024,Počet hromadných ubytovacích zařízení,Kroměřížsko,Penzion,23.0
2024,Počet hromadných ubytovacích zařízení,Kroměřížsko,Kemp,3.0
2024,Počet hromadných ubytovacích zařízení,Kroměřížsko,Chatová osada,2.0
2024,Počet hromadných ubytovacích zařízení,Kroměřížsko,Turistická ubytovna,9.0
2024,Počet hromadných ubytovacích zařízení,Kroměřížsko,Ostatní HUZ,12.0
2024,Počet hromadných ubytovacích zařízení,Zlínsko - Luhačovicko,HUZ celkem,159.0
2024,Počet hromadných ubytovacích zařízení,Zlínsko - Luhačovicko,Hotel *****,1.0
2024,Počet hromadných ubytovacích zařízení,Zlínsko - Luhačovicko,"Hotel, motel, botel ****",22.0
2024,Počet hromadných ubytovacích zařízení,Zlínsko - Luhačovicko,"Hotel, motel, botel ***",27.0
2024,Počet hromadných ubytovacích zařízení,Zlínsko - Luhačovicko,"Hotel, motel, botel **",2.0
2024,Počet hromadných ubytovacích zařízení,Zlínsko - Luhačovicko,"Hotel, motel, botel *",
2024,Počet hromadných ubytovacích zařízení,Zlínsko - Luhačovicko,Hotel garni,3.0
2024,Počet hromadných ubytovacích zařízení,Zlínsko - Luhačovicko,Penzion,78.0
2024,Počet hromadných ubytovacích zařízení,Zlínsko - Luhačovicko,Kemp,2.0
2024,Počet hromadných ubytovacích zařízení,Zlínsko - Luhačovicko,Chatová osada,2.0
2024,Počet hromadných ubytovacích zařízení,Zlínsko - Luhačovicko,Turistická ubytovna,7.0
2024,Počet hromadných ubytovacích zařízení,Zlínsko - Luhačovicko,Ostatní HUZ,15.0
2024,Počet hromadných ubytovacích zařízení,Beskydy,HUZ celkem,189.0
2024,Počet hromadných ubytovacích zařízení,Beskydy,Hotel *****,
2024,Počet hromadných ubytovacích zařízení,Beskydy,"Hotel, motel, botel ****",19.0
2024,Počet hromadných ubytovacích zařízení,Beskydy,"Hotel, motel, botel ***",31.0
2024,Počet hromadných ubytovacích zařízení,Beskydy,"Hotel, motel, botel **",7.0
2024,Počet hromadných ubytovacích zařízení,Beskydy,"Hotel, motel, botel *",3.0
2024,Počet hromadných ubytovacích zařízení,Beskydy,Hotel garni,4.0
2024,Počet hromadných ubytovacích zařízení,Beskydy,Penzion,73.0
2024,Počet hromadných ubytovacích zařízení,Beskydy,Kemp,9.0
2024,Počet hromadných ubytovacích zařízení,Beskydy,Chatová osada,2.0
2024,Počet hromadných ubytovacích zařízení,Beskydy,Turistická ubytovna,18.0
2024,Počet hromadných ubytovacích zařízení,Beskydy,Ostatní HUZ,23.0
2024,Počet hromadných ubytovacích zařízení,Jeseníky-východ,HUZ celkem,166.0
2024,Počet hromadných ubytovacích zařízení,Jeseníky-východ,Hotel *****,
2024,Počet hromadných ubytovacích zařízení,Jeseníky-východ,"Hotel, motel, botel ****",5.0
2024,Počet hromadných ubytovacích zařízení,Jeseníky-východ,"Hotel, motel, botel ***",18.0
2024,Počet hromadných ubytovacích zařízení,Jeseníky-východ,"Hotel, motel, botel **",3.0
2024,Počet hromadných ubytovacích zařízení,Jeseníky-východ,"Hotel, motel, botel *",3.0
2024,Počet hromadných ubytovacích zařízení,Jeseníky-východ,Hotel garni,1.0
2024,Počet hromadných ubytovacích zařízení,Jeseníky-východ,Penzion,84.0
2024,Počet hromadných ubytovacích zařízení,Jeseníky-východ,Kemp,4.0
2024,Počet hromadných ubytovacích zařízení,Jeseníky-východ,Chatová osada,
2024,Počet hromadných ubytovacích zařízení,Jeseníky-východ,Turistická ubytovna,28.0
2024,Počet hromadných ubytovacích zařízení,Jeseníky-východ,Ostatní HUZ,20.0
2024,Počet hromadných ubytovacích zařízení,Opavské Slezsko,HUZ celkem,67.0
2024,Počet hromadných ubytovacích zařízení,Opavské Slezsko,Hotel *****,
2024,Počet hromadných ubytovacích zařízení,Opavské Slezsko,"Hotel, motel, botel ****",4.0
2024,Počet hromadných ubytovacích zařízení,Opavské Slezsko,"Hotel, motel, botel ***",8.0
2024,Počet hromadných ubytovacích zařízení,Opavské Slezsko,"Hotel, motel, botel **",1.0
2024,Počet hromadných ubytovacích zařízení,Opavské Slezsko,"Hotel, motel, botel *",
2024,Počet hromadných ubytovacích zařízení,Opavské Slezsko,Hotel garni,
2024,Počet hromadných ubytovacích zařízení,Opavské Slezsko,Penzion,31.0
2024,Počet hromadných ubytovacích zařízení,Opavské Slezsko,Kemp,7.0
2024,Počet hromadných ubytovacích zařízení,Opavské Slezsko,Chatová osada,
2024,Počet hromadných ubytovacích zařízení,Opavské Slezsko,Turistická ubytovna,7.0
2024,Počet hromadných ubytovacích zařízení,Opavské Slezsko,Ostatní HUZ,9.0
2024,Počet hromadných ubytovacích zařízení,Ostrava a okolí,HUZ celkem,77.0
2024,Počet hromadných ubytovacích zařízení,Ostrava a okolí,Hotel *****,
2024,Počet hromadných ubytovacích zařízení,Ostrava a okolí,"Hotel, motel, botel ****",10.0
2024,Počet hromadných ubytovacích zařízení,Ostrava a okolí,"Hotel, motel, botel ***",26.0
2024,Počet hromadných ubytovacích zařízení,Ostrava a okolí,"Hotel, motel, botel **",
2024,Počet hromadných ubytovacích zařízení,Ostrava a okolí,"Hotel, motel, botel *",1.0
2024,Počet hromadných ubytovacích zařízení,Ostrava a okolí,Hotel garni,1.0
2024,Počet hromadných ubytovacích zařízení,Ostrava a okolí,Penzion,22.0
2024,Počet hromadných ubytovacích zařízení,Ostrava a okolí,Kemp,1.0
2024,Počet hromadných ubytovacích zařízení,Ostrava a okolí,Chatová osada,
2024,Počet hromadných ubytovacích zařízení,Ostrava a okolí,Turistická ubytovna,7.0
2024,Počet hromadných ubytovacích zařízení,Ostrava a okolí,Ostatní HUZ,9.0
2024,Počet hromadných ubytovacích zařízení,Poodří,HUZ celkem,38.0
2024,Počet hromadných ubytovacích zařízení,Poodří,Hotel *****,
2024,Počet hromadných ubytovacích zařízení,Poodří,"Hotel, motel, botel ****",1.0
2024,Počet hromadných ubytovacích zařízení,Poodří,"Hotel, motel, botel ***",9.0
2024,Počet hromadných ubytovacích zařízení,Poodří,"Hotel, motel, botel **",
2024,Počet hromadných ubytovacích zařízení,Poodří,"Hotel, motel, botel *",1.0
2024,Počet hromadných ubytovacích zařízení,Poodří,Hotel garni,
2024,Počet hromadných ubytovacích zařízení,Poodří,Penzion,12.0
2024,Počet hromadných ubytovacích zařízení,Poodří,Kemp,1.0
2024,Počet hromadných ubytovacích zařízení,Poodří,Chatová osada,
2024,Počet hromadných ubytovacích zařízení,Poodří,Turistická ubytovna,10.0
2024,Počet hromadných ubytovacích zařízení,Poodří,Ostatní HUZ,4.0
2024,Počet hromadných ubytovacích zařízení,Těšínské Slezsko,HUZ celkem,107.0
2024,Počet hromadných ubytovacích zařízení,Těšínské Slezsko,Hotel *****,
2024,Počet hromadných ubytovacích zařízení,Těšínské Slezsko,"Hotel, motel, botel ****",3.0
2024,Počet hromadných ubytovacích zařízení,Těšínské Slezsko,"Hotel, motel, botel ***",27.0
2024,Počet hromadných ubytovacích zařízení,Těšínské Slezsko,"Hotel, motel, botel **",3.0
2024,Počet hromadných ubytovacích zařízení,Těšínské Slezsko,"Hotel, motel, botel *",
2024,Počet hromadných ubytovacích zařízení,Těšínské Slezsko,Hotel garni,3.0
2024,Počet hromadných ubytovacích zařízení,Těšínské Slezsko,Penzion,49.0
2024,Počet hromadných ubytovacích zařízení,Těšínské Slezsko,Kemp,2.0
2024,Počet hromadných ubytovacích zařízení,Těšínské Slezsko,Chatová osada,3.0
2024,Počet hromadných ubytovacích zařízení,Těšínské Slezsko,Turistická ubytovna,8.0
2024,Počet hromadných ubytovacích zařízení,Těšínské Slezsko,Ostatní HUZ,9.0
2024,Počet hromadných ubytovacích zařízení,Pobrdí,HUZ celkem,
2024,Počet hromadných ubytovacích zařízení,Pobrdí,Hotel *****,
2024,Počet hromadných ubytovacích zařízení,Pobrdí,"Hotel, motel, botel ****",
2024,Počet hromadných ubytovacích zařízení,Pobrdí,"Hotel, motel, botel ***",
2024,Počet hromadných ubytovacích zařízení,Pobrdí,"Hotel, motel, botel **",
2024,Počet hromadných ubytovacích zařízení,Pobrdí,"Hotel, motel, botel *",
2024,Počet hromadných ubytovacích zařízení,Pobrdí,Hotel garni,
2024,Počet hromadných ubytovacích zařízení,Pobrdí,Penzion,
2024,Počet hromadných ubytovacích zařízení,Pobrdí,Kemp,
2024,Počet hromadných ubytovacích zařízení,Pobrdí,Chatová osada,
2024,Počet hromadných ubytovacích zařízení,Pobrdí,Turistická ubytovna,
2024,Počet hromadných ubytovacích zařízení,Pobrdí,Ostatní HUZ,
2024,Počet hromadných ubytovacích zařízení,Jižní Plzeňsko,HUZ celkem,
2024,Počet hromadných ubytovacích zařízení,Jižní Plzeňsko,Hotel *****,
2024,Počet hromadných ubytovacích zařízení,Jižní Plzeňsko,"Hotel, motel, botel ****",
2024,Počet hromadných ubytovacích zařízení,Jižní Plzeňsko,"Hotel, motel, botel ***",
2024,Počet hromadných ubytovacích zařízení,Jižní Plzeňsko,"Hotel, motel, botel **",
2024,Počet hromadných ubytovacích zařízení,Jižní Plzeňsko,"Hotel, motel, botel *",
2024,Počet hromadných ubytovacích zařízení,Jižní Plzeňsko,Hotel garni,
2024,Počet hromadných ubytovacích zařízení,Jižní Plzeňsko,Penzion,
2024,Počet hromadných ubytovacích zařízení,Jižní Plzeňsko,Kemp,
2024,Počet hromadných ubytovacích zařízení,Jižní Plzeňsko,Chatová osada,
2024,Počet hromadných ubytovacích zařízení,Jižní Plzeňsko,Turistická ubytovna,
2024,Počet hromadných ubytovacích zařízení,Jižní Plzeňsko,Ostatní HUZ,
2024,Počet hromadných ubytovacích zařízení,"Dolní Povltaví, střední Polabí",HUZ celkem,
2024,Počet hromadných ubytovacích zařízení,"Dolní Povltaví, střední Polabí",Hotel *****,
2024,Počet hromadných ubytovacích zařízení,"Dolní Povltaví, střední Polabí","Hotel, motel, botel ****",
2024,Počet hromadných ubytovacích zařízení,"Dolní Povltaví, střední Polabí","Hotel, motel, botel ***",
2024,Počet hromadných ubytovacích zařízení,"Dolní Povltaví, střední Polabí","Hotel, motel, botel **",
2024,Počet hromadných ubytovacích zařízení,"Dolní Povltaví, střední Polabí","Hotel, motel, botel *",
2024,Počet hromadných ubytovacích zařízení,"Dolní Povltaví, střední Polabí",Hotel garni,
2024,Počet hromadných ubytovacích zařízení,"Dolní Povltaví, střední Polabí",Penzion,
2024,Počet hromadných ubytovacích zařízení,"Dolní Povltaví, střední Polabí",Kemp,
2024,Počet hromadných ubytovacích zařízení,"Dolní Povltaví, střední Polabí",Chatová osada,
2024,Počet hromadných ubytovacích zařízení,"Dolní Povltaví, střední Polabí",Turistická ubytovna,
2024,Počet hromadných ubytovacích zařízení,"Dolní Povltaví, střední Polabí",Ostatní HUZ,
2024,Počet hromadných ubytovacích zařízení,Kraj pod Javořicí,HUZ celkem,51.0
2024,Počet hromadných ubytovacích zařízení,Kraj pod Javořicí,Hotel *****,1.0
2024,Počet hromadných ubytovacích zařízení,Kraj pod Javořicí,"Hotel, motel, botel ****",3.0
2024,Počet hromadných ubytovacích zařízení,Kraj pod Javořicí,"Hotel, motel, botel ***",5.0
2024,Počet hromadných ubytovacích zařízení,Kraj pod Javořicí,"Hotel, motel, botel **",
2024,Počet hromadných ubytovacích zařízení,Kraj pod Javořicí,"Hotel, motel, botel *",1.0
2024,Počet hromadných ubytovacích zařízení,Kraj pod Javořicí,Hotel garni,1.0
2024,Počet hromadných ubytovacích zařízení,Kraj pod Javořicí,Penzion,21.0
2024,Počet hromadných ubytovacích zařízení,Kraj pod Javořicí,Kemp,3.0
2024,Počet hromadných ubytovacích zařízení,Kraj pod Javořicí,Chatová osada,3.0
2024,Počet hromadných ubytovacích zařízení,Kraj pod Javořicí,Turistická ubytovna,4.0
2024,Počet hromadných ubytovacích zařízení,Kraj pod Javořicí,Ostatní HUZ,9.0
2024,Počet hromadných ubytovacích zařízení,Střední Vysočina - Jihlavsko,HUZ celkem,
2024,Počet hromadných ubytovacích zařízení,Střední Vysočina - Jihlavsko,Hotel *****,
2024,Počet hromadných ubytovacích zařízení,Střední Vysočina - Jihlavsko,"Hotel, motel, botel ****",
2024,Počet hromadných ubytovacích zařízení,Střední Vysočina - Jihlavsko,"Hotel, motel, botel ***",
2024,Počet hromadných ubytovacích zařízení,Střední Vysočina - Jihlavsko,"Hotel, motel, botel **",
2024,Počet hromadných ubytovacích zařízení,Střední Vysočina - Jihlavsko,"Hotel, motel, botel *",
2024,Počet hromadných ubytovacích zařízení,Střední Vysočina - Jihlavsko,Hotel garni,
2024,Počet hromadných ubytovacích zařízení,Střední Vysočina - Jihlavsko,Penzion,
2024,Počet hromadných ubytovacích zařízení,Střední Vysočina - Jihlavsko,Kemp,
2024,Počet hromadných ubytovacích zařízení,Střední Vysočina - Jihlavsko,Chatová osada,
2024,Počet hromadných ubytovacích zařízení,Střední Vysočina - Jihlavsko,Turistická ubytovna,
2024,Počet hromadných ubytovacích zařízení,Střední Vysočina - Jihlavsko,Ostatní HUZ,
2024,Počet hromadných ubytovacích zařízení,Vysočina west,HUZ celkem,133.0
2024,Počet hromadných ubytovacích zařízení,Vysočina west,Hotel *****,1.0
2024,Počet hromadných ubytovacích zařízení,Vysočina west,"Hotel, motel, botel ****",7.0
2024,Počet hromadných ubytovacích zařízení,Vysočina west,"Hotel, motel, botel ***",15.0
2024,Počet hromadných ubytovacích zařízení,Vysočina west,"Hotel, motel, botel **",6.0
2024,Počet hromadných ubytovacích zařízení,Vysočina west,"Hotel, motel, botel *",1.0
2024,Počet hromadných ubytovacích zařízení,Vysočina west,Hotel garni,1.0
2024,Počet hromadných ubytovacích zařízení,Vysočina west,Penzion,45.0
2024,Počet hromadných ubytovacích zařízení,Vysočina west,Kemp,9.0
2024,Počet hromadných ubytovacích zařízení,Vysočina west,Chatová osada,9.0
2024,Počet hromadných ubytovacích zařízení,Vysočina west,Turistická ubytovna,13.0
2024,Počet hromadných ubytovacích zařízení,Vysočina west,Ostatní HUZ,26.0
2024,Počet hromadných ubytovacích zařízení,Havlíčkobrodsko - Ledečsko,HUZ celkem,
2024,Počet hromadných ubytovacích zařízení,Havlíčkobrodsko - Ledečsko,Hotel *****,
2024,Počet hromadných ubytovacích zařízení,Havlíčkobrodsko - Ledečsko,"Hotel, motel, botel ****",
2024,Počet hromadných ubytovacích zařízení,Havlíčkobrodsko - Ledečsko,"Hotel, motel, botel ***",
2024,Počet hromadných ubytovacích zařízení,Havlíčkobrodsko - Ledečsko,"Hotel, motel, botel **",
2024,Počet hromadných ubytovacích zařízení,Havlíčkobrodsko - Ledečsko,"Hotel, motel, botel *",
2024,Počet hromadných ubytovacích zařízení,Havlíčkobrodsko - Ledečsko,Hotel garni,
2024,Počet hromadných ubytovacích zařízení,Havlíčkobrodsko - Ledečsko,Penzion,
2024,Počet hromadných ubytovacích zařízení,Havlíčkobrodsko - Ledečsko,Kemp,
2024,Počet hromadných ubytovacích zařízení,Havlíčkobrodsko - Ledečsko,Chatová osada,
2024,Počet hromadných ubytovacích zařízení,Havlíčkobrodsko - Ledečsko,Turistická ubytovna,
2024,Počet hromadných ubytovacích zařízení,Havlíčkobrodsko - Ledečsko,Ostatní HUZ,
2024,Počet hromadných ubytovacích zařízení,LVA a Hustopečsko,HUZ celkem,200.0
2024,Počet hromadných ubytovacích zařízení,LVA a Hustopečsko,Hotel *****,1.0
2024,Počet hromadných ubytovacích zařízení,LVA a Hustopečsko,"Hotel, motel, botel ****",8.0
2024,Počet hromadných ubytovacích zařízení,LVA a Hustopečsko,"Hotel, motel, botel ***",14.0
2024,Počet hromadných ubytovacích zařízení,LVA a Hustopečsko,"Hotel, motel, botel **",1.0
2024,Počet hromadných ubytovacích zařízení,LVA a Hustopečsko,"Hotel, motel, botel *",1.0
2024,Počet hromadných ubytovacích zařízení,LVA a Hustopečsko,Hotel garni,1.0
2024,Počet hromadných ubytovacích zařízení,LVA a Hustopečsko,Penzion,134.0
2024,Počet hromadných ubytovacích zařízení,LVA a Hustopečsko,Kemp,6.0
2024,Počet hromadných ubytovacích zařízení,LVA a Hustopečsko,Chatová osada,
2024,Počet hromadných ubytovacích zařízení,LVA a Hustopečsko,Turistická ubytovna,10.0
2024,Počet hromadných ubytovacích zařízení,LVA a Hustopečsko,Ostatní HUZ,24.0
2024,Počet hromadných ubytovacích zařízení,Pálava,HUZ celkem,169.0
2024,Počet hromadných ubytovacích zařízení,Pálava,Hotel *****,
2024,Počet hromadných ubytovacích zařízení,Pálava,"Hotel, motel, botel ****",3.0
2024,Počet hromadných ubytovacích zařízení,Pálava,"Hotel, motel, botel ***",18.0
2024,Počet hromadných ubytovacích zařízení,Pálava,"Hotel, motel, botel **",
2024,Počet hromadných ubytovacích zařízení,Pálava,"Hotel, motel, botel *",
2024,Počet hromadných ubytovacích zařízení,Pálava,Hotel garni,
2024,Počet hromadných ubytovacích zařízení,Pálava,Penzion,118.0
2024,Počet hromadných ubytovacích zařízení,Pálava,Kemp,6.0
2024,Počet hromadných ubytovacích zařízení,Pálava,Chatová osada,3.0
2024,Počet hromadných ubytovacích zařízení,Pálava,Turistická ubytovna,6.0
2024,Počet hromadných ubytovacích zařízení,Pálava,Ostatní HUZ,15.0
2024,Počet hromadných ubytovacích zařízení,Šumava žije,HUZ celkem,247.0
2024,Počet hromadných ubytovacích zařízení,Šumava žije,Hotel *****,
2024,Počet hromadných ubytovacích zařízení,Šumava žije,"Hotel, motel, botel ****",7.0
2024,Počet hromadných ubytovacích zařízení,Šumava žije,"Hotel, motel, botel ***",30.0
2024,Počet hromadných ubytovacích zařízení,Šumava žije,"Hotel, motel, botel **",6.0
2024,Počet hromadných ubytovacích zařízení,Šumava žije,"Hotel, motel, botel *",5.0
2024,Počet hromadných ubytovacích zařízení,Šumava žije,Hotel garni,1.0
2024,Počet hromadných ubytovacích zařízení,Šumava žije,Penzion,128.0
2024,Počet hromadných ubytovacích zařízení,Šumava žije,Kemp,15.0
2024,Počet hromadných ubytovacích zařízení,Šumava žije,Chatová osada,3.0
2024,Počet hromadných ubytovacích zařízení,Šumava žije,Turistická ubytovna,22.0
2024,Počet hromadných ubytovacích zařízení,Šumava žije,Ostatní HUZ,30.0
2024,Počet hromadných ubytovacích zařízení,Plzeň a okolí jihozápad,HUZ celkem,27.0
2024,Počet hromadných ubytovacích zařízení,Plzeň a okolí jihozápad,Hotel *****,
2024,Počet hromadných ubytovacích zařízení,Plzeň a okolí jihozápad,"Hotel, motel, botel ****",
2024,Počet hromadných ubytovacích zařízení,Plzeň a okolí jihozápad,"Hotel, motel, botel ***",2.0
2024,Počet hromadných ubytovacích zařízení,Plzeň a okolí jihozápad,"Hotel, motel, botel **",
2024,Počet hromadných ubytovacích zařízení,Plzeň a okolí jihozápad,"Hotel, motel, botel *",
2024,Počet hromadných ubytovacích zařízení,Plzeň a okolí jihozápad,Hotel garni,1.0
2024,Počet hromadných ubytovacích zařízení,Plzeň a okolí jihozápad,Penzion,9.0
2024,Počet hromadných ubytovacích zařízení,Plzeň a okolí jihozápad,Kemp,5.0
2024,Počet hromadných ubytovacích zařízení,Plzeň a okolí jihozápad,Chatová osada,5.0
2024,Počet hromadných ubytovacích zařízení,Plzeň a okolí jihozápad,Turistická ubytovna,4.0
2024,Počet hromadných ubytovacích zařízení,Plzeň a okolí jihozápad,Ostatní HUZ,1.0
2024,Počet hromadných ubytovacích zařízení,Rokycansko - Horažďovicko,HUZ celkem,70.0
2024,Počet hromadných ubytovacích zařízení,Rokycansko - Horažďovicko,Hotel *****,1.0
2024,Počet hromadných ubytovacích zařízení,Rokycansko - Horažďovicko,"Hotel, motel, botel ****",3.0
2024,Počet hromadných ubytovacích zařízení,Rokycansko - Horažďovicko,"Hotel, motel, botel ***",12.0
2024,Počet hromadných ubytovacích zařízení,Rokycansko - Horažďovicko,"Hotel, motel, botel **",3.0
2024,Počet hromadných ubytovacích zařízení,Rokycansko - Horažďovicko,"Hotel, motel, botel *",
2024,Počet hromadných ubytovacích zařízení,Rokycansko - Horažďovicko,Hotel garni,
2024,Počet hromadných ubytovacích zařízení,Rokycansko - Horažďovicko,Penzion,17.0
2024,Počet hromadných ubytovacích zařízení,Rokycansko - Horažďovicko,Kemp,13.0
2024,Počet hromadných ubytovacích zařízení,Rokycansko - Horažďovicko,Chatová osada,8.0
2024,Počet hromadných ubytovacích zařízení,Rokycansko - Horažďovicko,Turistická ubytovna,4.0
2024,Počet hromadných ubytovacích zařízení,Rokycansko - Horažďovicko,Ostatní HUZ,9.0
2024,Počet hromadných ubytovacích zařízení,Tepna Vysočiny,HUZ celkem,60.0
2024,Počet hromadných ubytovacích zařízení,Tepna Vysočiny,Hotel *****,
2024,Počet hromadných ubytovacích zařízení,Tepna Vysočiny,"Hotel, motel, botel ****",5.0
