Území,Ukazatel,Očištění,Typ indexu,Typ tržeb,Vybraná průmyslová činnost,Čtvrtletí,value
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,2. čtvrtletí 2014,106.0525334646
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,1. čtvrtletí 2014,103.4787143013
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,4. čtvrtletí 2013,99.7362753884
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,3. čtvrtletí 2013,105.4466027627
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,2. čtvrtletí 2013,102.7057639726
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,1. čtvrtletí 2013,103.4491082646
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,4. čtvrtletí 2012,104.5016121674
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,3. čtvrtletí 2012,101.229908673
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,2. čtvrtletí 2012,100.437890328
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,1. čtvrtletí 2012,102.0281706605
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,4. čtvrtletí 2011,103.2944224033
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,3. čtvrtletí 2011,106.759557549
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,2. čtvrtletí 2011,107.4067043891
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,1. čtvrtletí 2011,105.8569369713
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,4. čtvrtletí 2010,104.0407059618
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,3. čtvrtletí 2010,97.530497514
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,2. čtvrtletí 2010,96.5476129381
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,1. čtvrtletí 2010,96.7289489246
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,4. čtvrtletí 2009,99.9153931994
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,3. čtvrtletí 2009,96.5299030141
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,2. čtvrtletí 2009,96.5827255407
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,1. čtvrtletí 2009,90.5663095093
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,4. čtvrtletí 2008,84.2243408679
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,3. čtvrtletí 2008,93.2542441139
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,2. čtvrtletí 2008,94.9559417253
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,1. čtvrtletí 2008,103.284460459
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,4. čtvrtletí 2007,110.749987907
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,3. čtvrtletí 2007,109.0370367
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,2. čtvrtletí 2007,108.0675384588
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,1. čtvrtletí 2007,107.6631770993
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,4. čtvrtletí 2006,101.5359326647
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,3. čtvrtletí 2006,96.7892358826
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,2. čtvrtletí 2006,97.2427682259
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,1. čtvrtletí 2006,99.7009016612
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,4. čtvrtletí 2005,93.0552864045
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,3. čtvrtletí 2005,96.8954303415
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,2. čtvrtletí 2005,96.3525464959
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,1. čtvrtletí 2005,96.6548924358
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,4. čtvrtletí 2004,111.9057915172
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,3. čtvrtletí 2004,111.3795967912
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,2. čtvrtletí 2004,111.6520882959
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,1. čtvrtletí 2004,107.5114794791
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,4. čtvrtletí 2003,98.9302430901
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,3. čtvrtletí 2003,94.7461724546
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,2. čtvrtletí 2003,98.6452578071
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,1. čtvrtletí 2003,95.0125301662
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,4. čtvrtletí 2002,93.3141371202
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,3. čtvrtletí 2002,98.3365520432
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,2. čtvrtletí 2002,94.5631265003
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,1. čtvrtletí 2002,104.221051983
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,4. čtvrtletí 2001,114.9981444458
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,3. čtvrtletí 2001,110.9859076415
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,2. čtvrtletí 2001,116.6905681871
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,1. čtvrtletí 2001,113.5972450992
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,4. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,3. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,2. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,10 Výroba potravinářských výrobků,1. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2025,98.6220642467
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2025,98.5280353665
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2024,103.6007661107
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2024,110.7744941058
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2024,109.1735006348
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2024,106.6115657058
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2023,109.5446844197
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2023,106.0224740218
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2023,105.0937784907
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2023,114.1524383648
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2022,113.010294711
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2022,111.1096237215
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2022,117.6503618829
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2022,124.585076821
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2021,118.6586054456
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2021,97.5864494935
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2021,110.0942300048
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2021,88.2621458643
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2020,82.6881162281
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2020,105.2022773811
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2020,84.6421196102
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2020,94.5721692711
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2019,103.46993941
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2019,99.7041693528
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2019,100.8347968679
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2019,105.1504304901
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2018,108.5306006244
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2018,111.8828731611
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2018,106.9757756555
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2018,97.9930619564
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2017,103.6052810465
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2017,98.3078298358
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2017,104.0264893275
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2017,104.2961822998
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2016,93.904027457
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2016,95.1197434071
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2016,102.1307499713
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2016,98.3253103645
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2015,101.9919284469
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2015,108.5307438694
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2015,98.4445187488
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2015,103.6851415967
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2014,104.6359444981
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2014,101.1436591568
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2014,106.1844099078
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2014,100.6071954776
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2013,103.3375710251
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2013,104.243555717
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2013,99.0981427793
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2013,105.6277962205
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2012,99.5248523689
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2012,103.6537249484
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2012,98.0180680371
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2012,101.4767028058
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2011,106.8809130253
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2011,95.5672170074
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2011,106.8078854554
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2011,101.631138727
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2010,84.6739753597
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2010,88.7423536501
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2010,88.3083701505
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2010,89.7803295269
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2009,84.5165447901
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2009,87.063277266
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2009,81.2067458775
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2009,74.6075399491
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2008,101.199314403
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2008,103.6143168496
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2008,100.2832886286
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2008,107.4695367923
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2007,104.0221957562
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2007,104.1218943676
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2007,113.4827806059
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2007,114.79042238
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2006,113.1018327831
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2006,109.7201580595
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2006,108.7516742075
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2006,107.6046197287
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2005,92.8604448122
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2005,96.9647068329
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2005,99.9607341468
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2005,95.3785434892
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2004,107.2474425589
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2004,102.9689520126
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2004,99.9645422107
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2004,103.9917594277
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2003,105.9846301868
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2003,103.6021547359
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2003,103.8574177979
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2003,96.8425486191
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2002,91.0331663131
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2002,95.4478658949
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2002,95.9800727848
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2002,98.3952145885
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2001,105.5663494096
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2001,117.7122912173
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2001,109.8746448552
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2001,118.1069767724
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,4. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,3. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,2. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,11 Výroba nápojů,1. čtvrtletí 2000,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,12 Výroba tabákových výrobků,2. čtvrtletí 2025,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,12 Výroba tabákových výrobků,1. čtvrtletí 2025,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,12 Výroba tabákových výrobků,4. čtvrtletí 2024,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,12 Výroba tabákových výrobků,3. čtvrtletí 2024,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,12 Výroba tabákových výrobků,2. čtvrtletí 2024,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,12 Výroba tabákových výrobků,1. čtvrtletí 2024,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,12 Výroba tabákových výrobků,4. čtvrtletí 2023,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,12 Výroba tabákových výrobků,3. čtvrtletí 2023,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,12 Výroba tabákových výrobků,2. čtvrtletí 2023,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,12 Výroba tabákových výrobků,1. čtvrtletí 2023,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,12 Výroba tabákových výrobků,4. čtvrtletí 2022,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,12 Výroba tabákových výrobků,3. čtvrtletí 2022,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,12 Výroba tabákových výrobků,2. čtvrtletí 2022,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,12 Výroba tabákových výrobků,1. čtvrtletí 2022,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,12 Výroba tabákových výrobků,4. čtvrtletí 2021,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,12 Výroba tabákových výrobků,3. čtvrtletí 2021,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,12 Výroba tabákových výrobků,2. čtvrtletí 2021,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,12 Výroba tabákových výrobků,1. čtvrtletí 2021,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,12 Výroba tabákových výrobků,4. čtvrtletí 2020,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,12 Výroba tabákových výrobků,3. čtvrtletí 2020,
Česko,Tržby z průmyslové činnosti (běžné ceny),Bez očištění,Meziroční index,Celkem,12 Výroba tabákových výrobků,2. čtvrtletí 2020,
