Ukazatel;Území;Typ indexu;Klasifikace produkce;Měsíce;value
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;listopad 2023;119.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;prosinec 2023;119.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden 2024;121.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;únor 2024;120.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;březen 2024;120.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;duben 2024;120.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;květen 2024;120.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;červen 2024;120.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;červenec 2024;120.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;srpen 2024;119.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;září 2024;119.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;říjen 2024;120.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;listopad 2024;120.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;prosinec 2024;120.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden 2025;122.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;únor 2025;123.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;březen 2025;123.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;duben 2025;124.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden 2015;101.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;únor 2015;100.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;březen 2015;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;duben 2015;99.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;květen 2015;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;červen 2015;100.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;červenec 2015;100.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;srpen 2015;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;září 2015;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;říjen 2015;99.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;listopad 2015;99.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;prosinec 2015;99.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden 2016;98.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;únor 2016;97.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;březen 2016;97.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;duben 2016;97.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;květen 2016;97.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;červen 2016;97.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;červenec 2016;97.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;srpen 2016;97.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;září 2016;97.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;říjen 2016;97.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;listopad 2016;97.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;prosinec 2016;97.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden 2017;97.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;únor 2017;97.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;březen 2017;98.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;duben 2017;98.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;květen 2017;98.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;červen 2017;97.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;červenec 2017;97.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;srpen 2017;97.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;září 2017;97.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;říjen 2017;97.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;listopad 2017;97.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;prosinec 2017;97.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden 2018;97.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;únor 2018;96.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;březen 2018;97.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;duben 2018;97.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;květen 2018;97.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;červen 2018;97.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;červenec 2018;97.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;srpen 2018;97.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;září 2018;97.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;říjen 2018;98.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;listopad 2018;98.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;prosinec 2018;98.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;leden 2019;98.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;únor 2019;97.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;březen 2019;97.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;duben 2019;97.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;květen 2019;98.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;červen 2019;97.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;červenec 2019;97.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;srpen 2019;97.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;září 2019;97.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;říjen 2019;97.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Pryžové a plastové výrobky, vč. souvisejících služeb a prací;listopad 2019;96.7
