Ukazatel;Území;Typ indexu;Klasifikace produkce;Měsíce;value
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;březen 2019;95.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;duben 2019;98.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;květen 2019;99.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;červen 2019;98.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;červenec 2019;96.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;srpen 2019;97.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;září 2019;97.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;říjen 2019;96.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;listopad 2019;94.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;prosinec 2019;95.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;leden 2020;96.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;únor 2020;96.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;březen 2020;95.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;duben 2020;85.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;květen 2020;84.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;červen 2020;83.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;červenec 2020;84.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;srpen 2020;86.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;září 2020;87.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;říjen 2020;87.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;listopad 2020;87.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;prosinec 2020;89.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;leden 2021;93.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;únor 2021;96.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;březen 2021;104.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;duben 2021;113.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;květen 2021;120.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;červen 2021;116.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;červenec 2021;116.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;srpen 2021;119.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;září 2021;121.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;říjen 2021;126.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;listopad 2021;135.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;prosinec 2021;138.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;leden 2022;142.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;únor 2022;142.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;březen 2022;149.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;duben 2022;163.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;květen 2022;167.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;červen 2022;169.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;červenec 2022;171.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;srpen 2022;165.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;září 2022;159.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;říjen 2022;160.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;listopad 2022;156.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;prosinec 2022;147.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;leden 2023;155.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;únor 2023;157.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;březen 2023;153.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;duben 2023;147.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;květen 2023;144.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;červen 2023;140.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;červenec 2023;135.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;srpen 2023;133.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;září 2023;137.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;říjen 2023;143.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;listopad 2023;141.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;prosinec 2023;136.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;leden 2024;135.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;únor 2024;141.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;březen 2024;145.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;duben 2024;147.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;květen 2024;144.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;červen 2024;142.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;červenec 2024;141.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;srpen 2024;140.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;září 2024;140.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;říjen 2024;139.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;listopad 2024;140.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;prosinec 2024;139.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;leden 2025;139.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;únor 2025;141.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;březen 2025;140.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Chemické látky a chemické přípravky, vč. subdodavatelských prací;duben 2025;136.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden 2015;100.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;únor 2015;100.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;březen 2015;100.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;duben 2015;100.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;květen 2015;100.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;červen 2015;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;červenec 2015;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;srpen 2015;99.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;září 2015;99.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;říjen 2015;99.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;listopad 2015;99.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;prosinec 2015;99.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden 2016;99.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;únor 2016;99.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;březen 2016;100.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;duben 2016;100.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;květen 2016;100.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;červen 2016;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;červenec 2016;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;srpen 2016;100.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;září 2016;100.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;říjen 2016;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;listopad 2016;99.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;prosinec 2016;99.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden 2017;98.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;únor 2017;98.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;březen 2017;99.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;duben 2017;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;květen 2017;99.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;červen 2017;99.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;červenec 2017;98.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;srpen 2017;99.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;září 2017;98.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;říjen 2017;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;listopad 2017;101.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;prosinec 2017;101.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden 2018;101.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;únor 2018;101.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;březen 2018;101.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;duben 2018;101.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;květen 2018;101.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;červen 2018;101.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;červenec 2018;101.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;srpen 2018;101.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;září 2018;103.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;říjen 2018;103.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;listopad 2018;103.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;prosinec 2018;103.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden 2019;103.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;únor 2019;104.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;březen 2019;104.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;duben 2019;104.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;květen 2019;104.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;červen 2019;104.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;červenec 2019;104.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;srpen 2019;104.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;září 2019;104.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;říjen 2019;104.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;listopad 2019;104.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;prosinec 2019;104.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden 2020;104.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;únor 2020;105.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;březen 2020;105.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;duben 2020;105.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;květen 2020;105.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;červen 2020;103.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;červenec 2020;103.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;srpen 2020;102.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;září 2020;103.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;říjen 2020;104.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;listopad 2020;104.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;prosinec 2020;104.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden 2021;105.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;únor 2021;105.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;březen 2021;105.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;duben 2021;105.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;květen 2021;105.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;červen 2021;106.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;červenec 2021;106.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;srpen 2021;106.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;září 2021;106.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;říjen 2021;106.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;listopad 2021;107.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;prosinec 2021;107.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden 2022;108.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;únor 2022;109.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;březen 2022;111.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;duben 2022;112.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;květen 2022;114.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;červen 2022;114.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;červenec 2022;113.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;srpen 2022;113.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;září 2022;113.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;říjen 2022;113.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;listopad 2022;114.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;prosinec 2022;114.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;leden 2023;117.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;únor 2023;117.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;březen 2023;117.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;duben 2023;118.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;květen 2023;118.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;červen 2023;118.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;červenec 2023;118.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;srpen 2023;119.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;září 2023;118.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Základní farmaceutické výrobky a farmaceutické přípravky, vč. subdodavatelských prací;říjen 2023;118.6
